identifier,architecture,latent_dimension,reconstruction_loss,beta_target,optimizer_policy,maximum_epoch,learning_rate,weight_decay,batch_size,gradient_clip_norm,kl_normalization_divisor,plateau_factor,plateau_patience,plateau_threshold,minimum_learning_rate,checkpoint_epoch,representation,model_family,run_seed,n_train,n_validation,parameter_count,state_sha256,raw_target_balanced_accuracy,latent_target_balanced_accuracy,latent_target_macro_f1_supported,latent_target_macro_f1_union,corrupted_target_balanced_accuracy,corrupted_prediction_agreement,corrupted_latent_cosine_drift,raw_instrument_probe_increment,latent_instrument_probe_increment,instrument_probe_increment_delta,raw_sensor_probe_increment,latent_sensor_probe_increment,sensor_probe_increment_delta,raw_same_master_cross_instrument_distance,latent_same_master_cross_instrument_distance,same_master_distance_delta,latent_different_target_cross_instrument_distance,latent_cross_instrument_separation_margin,vae_kl_unnormalized_per_observation,vae_kl_normalized,vae_mean_kl_per_latent_dimension,vae_median_kl_per_latent_dimension,vae_max_kl_per_latent_dimension,vae_active_units_var_mu_gt_0_01,vae_dimensions_mean_kl_gt_0_01,vae_posterior_mean_absolute_mu,vae_posterior_mean_log_variance,vae_posterior_sample_reconstruction_variability,clean_reconstruction_mse,clean_reconstruction_smooth_l1,clean_reconstruction_spectral_angle,clean_reconstruction_median_row_correlation,clean_reconstruction_first_derivative_mae,clean_repeatable_peak_recall,clean_median_peak_shift_cm1,clean_median_absolute_relative_peak_width_change,clean_median_absolute_peak_prominence_change,corrupted_reconstruction_mse,corrupted_reconstruction_smooth_l1,corrupted_reconstruction_spectral_angle,corrupted_reconstruction_median_row_correlation,corrupted_reconstruction_first_derivative_mae,corrupted_repeatable_peak_recall,corrupted_median_peak_shift_cm1,corrupted_median_absolute_relative_peak_width_change,corrupted_median_absolute_peak_prominence_change,stage,subset,outer_fold,inner_fold
base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,base_maxpool,64,spectral_composite,0.25,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,minimal_minmax,vae_adequacy,584382273,361,119,1082353,3dcb1d8b601cdab3d3ca45a4f52075657fac841f3dc9aed329e024594dfe6648,0.6758931490216223,0.6565090910506078,0.6566014171986537,0.6566014171986537,0.6225336244337553,0.8151260504201681,0.16031959652900696,0.6691441441441441,0.6790540540540541,0.00990990990990992,0.4013227513227513,0.401058201058201,-0.0002645502645503006,0.7311494226524052,0.8289818889778575,0.09783246632545228,1.0487270116277483,0.21974512264989077,17.16545389469475,0.012252286862737152,0.26821021710460546,0.014298870739686893,2.7032103983897153,32,55,0.23630891965363487,-0.5773029515385095,0.024557439610362053,0.005487249858587453,0.0027436249292937267,0.06602148121254421,0.9787452111936586,0.015923314304890718,0.5678391959798995,2.0,0.25115693461505584,0.047146737575531006,0.01706347660607901,0.008531738303039505,0.1158394751500322,0.886379168583252,0.0169266402480921,0.5795644891122278,2.0,0.408273911583767,0.0770276464172639,stage_2_minimal_strict_core,strict_core,0,1
base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,base_maxpool,64,spectral_composite,0.25,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,minimal_minmax,vae_adequacy,407789727,363,117,1082353,923103f3a340f3df2cdb393c991543cde4cab2a49bd4894a178959286720729c,0.7044217687074829,0.68202947845805,0.6432879370189785,0.6432879370189785,0.6688492063492063,0.7521367521367521,0.13904014229774475,0.7440035273368606,0.6618165784832453,-0.08218694885361533,0.48484030589293753,0.47521367521367514,-0.009626630679262393,0.7952524028053546,0.9106109526937559,0.11535854988840133,1.0259977554602844,0.11538680276652846,17.72638704750214,0.012652667414348423,0.2769747976172209,0.018892170129690043,2.545328474237907,54,59,0.2431680047581652,-0.6000453963299158,0.02671637199819088,0.007318836619378546,0.003659418309689273,0.06495306403752636,0.9645797323062953,0.019758174856577347,0.4875444839857651,2.0,0.4440626165287902,0.0775979608297348,0.0187469908473402,0.0093734954236701,0.10521781670279845,0.8741060340916239,0.02028631783289567,0.47686832740213525,2.0,0.583650067967775,0.0774778425693512,stage_2_minimal_strict_core,strict_core,0,2
base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,base_maxpool,64,spectral_composite,0.25,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,minimal_minmax,vae_adequacy,297086900,360,120,1082353,c6997d02717a956753b4ff8ff13d043391c4b0201b1c4541db0592ee389c564a,0.6941544566544567,0.6472527472527473,0.6422332537360074,0.6422332537360074,0.6303113553113553,0.7583333333333333,0.15673962235450745,0.6432291666666667,0.6765625,0.033333333333333215,0.41762892078681546,0.4216427432216906,0.004013822434875136,0.773200692726182,0.8648252948806002,0.09162460215441826,1.040905192673025,0.17607989779242483,17.45713857899984,0.012460484353318943,0.2727677902968725,0.01598259198680125,2.514765530270584,35,53,0.23420395608048306,-0.577587571195492,0.025255832821130753,0.006261433683703123,0.0031307168418515615,0.06519041353017964,0.9621577223375184,0.016168125061600487,0.701098901098901,2.0,0.3529612740141397,0.051355957984924316,0.018581912865305385,0.009290956432652693,0.11092193459982434,0.8816891003167118,0.017094590468170492,0.6461538461538462,2.0,0.33809798501394484,0.07355602039024234,stage_2_minimal_strict_core,strict_core,0,3
base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,base_maxpool,64,spectral_composite,0.25,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,minimal_minmax,vae_adequacy,192792562,356,124,1082353,d7ff43185f42ecd6e0783e93ebbf583a298b677d0e9e0b66070cf902832663ad,0.6439197811378262,0.6883629632689782,0.6814869288607379,0.6814869288607379,0.6783269988157207,0.7903225806451613,0.16536983847618103,0.6876984126984128,0.586111111111111,-0.10158730158730178,0.4224276377217554,0.3968394024276377,-0.02558823529411769,0.7498145875542663,0.842532791925031,0.09271820437076472,1.052514676396286,0.209981884471255,17.136531240012207,0.012231642569601861,0.2677583006251907,0.019585442789703048,2.421600010223145,34,52,0.2198827498193224,-0.6071274117585385,0.025820152834057808,0.006233408136315997,0.0031167040681579984,0.06206672488144501,0.9728325659967463,0.018737261822309285,0.5663430420711975,2.0,0.3289690117216052,0.05268248566426337,0.019237681052701485,0.009618840526350743,0.10593241295013915,0.881518698952732,0.019407148083738404,0.540453074433657,2.0,0.4416499808512103,0.06850098073482513,stage_2_minimal_strict_core,strict_core,0,4
base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,base_maxpool,64,spectral_composite,0.25,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,minimal_minmax,vae_adequacy,459419264,361,118,1082353,12c21d8f6fef64cc66435e9cdcbadfd0d8063a4b24f43ff43fc35026d8d77b6c,0.7433333333333333,0.74,0.7193393102205832,0.7193393102205832,0.679047619047619,0.788135593220339,0.1642412543296814,0.6744530244530245,0.7287644787644788,0.054311454311454344,0.534032634032634,0.5193473193473193,-0.014685314685314754,0.7525689252534834,0.8531138219502794,0.100544896696796,1.0470664284374198,0.1939526064871404,17.45176825788514,0.01245665114766962,0.2726838790294553,0.017232522020048296,2.492016401953487,40,55,0.2370438298530239,-0.5877379850733987,0.025893479585647583,0.005215820293730407,0.0026079101468652033,0.06188140729691476,0.9781949503208265,0.01653607292441397,0.6905829596412556,2.0,0.34022197181116776,0.05713111627846956,0.020082774020567396,0.010041387010283698,0.10565033497458722,0.891911931680486,0.01742149254479319,0.6434977578475336,2.0,0.4489899753172367,0.0715835471637547,stage_2_minimal_strict_core,strict_core,1,0
base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,base_maxpool,64,spectral_composite,0.25,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,minimal_minmax,vae_adequacy,434359360,362,117,1082353,ce9c364ab0f77e4e05cbcfdfc0538de7670c0e557213b3ae8c64fc3c33c75393,0.655952380952381,0.6628968253968254,0.6350971407950298,0.6350971407950298,0.5874149659863945,0.7777777777777778,0.1304948478937149,0.6443011463844797,0.6324625220458553,-0.01183862433862437,0.4831309041835357,0.5164642375168691,0.03333333333333338,0.7952524028053546,0.8744051868364522,0.0791527840310976,1.022147555440106,0.14774236860365386,16.990299719859234,0.012127266038443421,0.2654734331228006,0.017478024965858215,2.6068813306145806,43,56,0.23775217342440128,-0.5781807484085703,0.026772314682602882,0.006759322845315372,0.003379661422657686,0.06470125748521481,0.9627296468545139,0.01956342406680941,0.50355871886121,2.0,0.37886703031221475,0.0705907754600048,0.016585847282136374,0.008292923641068187,0.1016712319660665,0.8871687942830678,0.020033604584958082,0.4430604982206406,2.0,0.47120393611925515,0.07470576465129852,stage_2_minimal_strict_core,strict_core,1,2
base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,base_maxpool,64,spectral_composite,0.25,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,minimal_minmax,vae_adequacy,1554789449,359,120,1082353,b97c197478d055bd514ce25a929007236c08291a7ca0e321376cc062a2c2ba55,0.6299145299145298,0.7179639804639805,0.7137483237022407,0.7137483237022407,0.6328907203907204,0.8,0.14964036643505096,0.6526041666666667,0.6614583333333334,0.008854166666666718,0.4065178096757043,0.4166427432216906,0.010124933545986314,0.773200692726182,0.8492367481226688,0.07603605539648683,1.026730017972176,0.17749326984950708,18.128414297251773,0.012939624766061223,0.2832564733945589,0.017686410251723364,2.5588531628222912,38,54,0.23403415932521815,-0.6254724170372811,0.024575766175985336,0.005949510776219158,0.002974755388109579,0.06557099749689306,0.9629060712344569,0.016136656449608325,0.6725274725274726,2.0,0.2723295514214575,0.05639342963695526,0.01706354056688478,0.00853177028344239,0.11000095700010946,0.8789088342293423,0.01689868775189345,0.621978021978022,2.0,0.3488141895679842,0.073751175776124,stage_2_minimal_strict_core,strict_core,1,3
base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,base_maxpool,64,spectral_composite,0.25,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,minimal_minmax,vae_adequacy,10096826,355,124,1082353,55221687cd5059462099b103c606168fdd1dd06125620f63ca3e9be8744bea01,0.6786029864037383,0.6878115618717121,0.6838911461427671,0.6838911461427671,0.6798171022795084,0.8629032258064516,0.17017263174057007,0.6925925925925926,0.6981481481481482,0.005555555555555536,0.45406162464986,0.38909430438842196,-0.06496732026143803,0.7498145875542663,0.8454409460688747,0.09562635851460832,1.042162413390857,0.19672146732198226,17.12610175616794,0.012224198255651636,0.2675953399401241,0.016727814166694048,2.5114960570464717,28,51,0.21692701089024938,-0.6091562519651644,0.02497611753642559,0.006308558405035098,0.003154279202517549,0.06331476196582286,0.9717612776762831,0.018737071651098825,0.5614886731391586,2.0,0.2715345170125684,0.05242050439119339,0.019985170658295727,0.009992585329147863,0.10791232817566113,0.8757631602496376,0.019357464728058466,0.5307443365695793,2.0,0.34129021319233915,0.06567496806383133,stage_2_minimal_strict_core,strict_core,1,4
base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,base_maxpool,64,spectral_composite,0.25,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,minimal_minmax,vae_adequacy,1015734378,363,118,1082353,173452e5bac37e338b153cd2fb0cebe2d99226a67facf2a46b23422f8333bcd6,0.8290476190476189,0.722857142857143,0.7192306338647801,0.7192306338647801,0.7142857142857143,0.8050847457627118,0.1593092381954193,0.6848133848133847,0.6915701415701415,0.006756756756756799,0.5347319347319348,0.5610722610722612,0.026340326340326348,0.7525689252534834,0.8679671926157815,0.11539826736229808,1.049418733203937,0.1814515405881556,16.98864793415281,0.012126087033656537,0.26544762397113764,0.011115510043757557,2.555708496397307,26,38,0.21718293090732768,-0.5501908600973208,0.026598282158374786,0.005544377601745551,0.0027721888008727753,0.06016426868572055,0.9737156083057805,0.01643616611553337,0.6973094170403588,2.0,0.3377662424732151,0.060557108372449875,0.019615003868526562,0.009807501934263281,0.10762643222482692,0.8911043188250548,0.017322917459435722,0.6412556053811659,2.0,0.4666688742319233,0.06521932501345873,stage_2_minimal_strict_core,strict_core,2,0
base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,base_maxpool,64,spectral_composite,0.25,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,minimal_minmax,vae_adequacy,638235034,362,119,1082353,b9eedec2163f747b9a670fcc1901d9510a0311433f263041e263e17b04e2424d,0.6369759803234796,0.6741469356621367,0.6714488501531691,0.6714488501531691,0.5676360933389374,0.7142857142857143,0.15217962861061096,0.6635135135135135,0.6824324324324325,0.018918918918918948,0.3955733808674984,0.45004668534080305,0.05447330447330467,0.7311494226524052,0.8449618635852705,0.11381244093286524,1.065083508502087,0.22012164491681663,17.452275043616847,0.012457012879098391,0.27269179755651324,0.015193848230113962,2.556687257082074,36,56,0.22434402148475255,-0.5952720541222869,0.02462405525147915,0.005519375502091963,0.0027596877510459813,0.06299988281244615,0.9722970045030261,0.0159630215071457,0.5711892797319933,2.0,0.238738915644388,0.04793578386306763,0.01878326144670462,0.00939163072335231,0.1111430624695892,0.9016833876603262,0.016923145610490072,0.5845896147403685,2.0,0.32315539906811586,0.061327447183430195,stage_2_minimal_strict_core,strict_core,2,1
