identifier,architecture,latent_dimension,reconstruction_loss,beta_target,optimizer_policy,maximum_epoch,checkpoint_epoch,representation,model_family,subset,learning_rate,weight_decay,batch_size,gradient_clip_norm,kl_normalization_divisor,plateau_factor,plateau_patience,plateau_threshold,minimum_learning_rate,n_train,n_validation,parameter_count,raw_target_balanced_accuracy,latent_target_balanced_accuracy,latent_target_macro_f1_supported,latent_target_macro_f1_union,corrupted_target_balanced_accuracy,corrupted_prediction_agreement,corrupted_latent_cosine_drift,raw_instrument_probe_increment,latent_instrument_probe_increment,instrument_probe_increment_delta,raw_sensor_probe_increment,latent_sensor_probe_increment,sensor_probe_increment_delta,raw_same_master_cross_instrument_distance,latent_same_master_cross_instrument_distance,same_master_distance_delta,latent_different_target_cross_instrument_distance,latent_cross_instrument_separation_margin,vae_kl_unnormalized_per_observation,vae_kl_normalized,vae_mean_kl_per_latent_dimension,vae_median_kl_per_latent_dimension,vae_max_kl_per_latent_dimension,vae_active_units_var_mu_gt_0_01,vae_dimensions_mean_kl_gt_0_01,vae_posterior_mean_absolute_mu,vae_posterior_mean_log_variance,vae_posterior_sample_reconstruction_variability,clean_reconstruction_mse,clean_reconstruction_smooth_l1,clean_reconstruction_spectral_angle,clean_reconstruction_median_row_correlation,clean_reconstruction_first_derivative_mae,clean_repeatable_peak_recall,clean_median_peak_shift_cm1,clean_median_absolute_relative_peak_width_change,clean_median_absolute_peak_prominence_change,corrupted_reconstruction_mse,corrupted_reconstruction_smooth_l1,corrupted_reconstruction_spectral_angle,corrupted_reconstruction_median_row_correlation,corrupted_reconstruction_first_derivative_mae,corrupted_repeatable_peak_recall,corrupted_median_peak_shift_cm1,corrupted_median_absolute_relative_peak_width_change,corrupted_median_absolute_peak_prominence_change,fold_count_x,gate_clean_correlation,gate_peak_recall,gate_chemical_probe,gate_instrument_probe,gate_same_master_distance,gate_active_units,gate_kl_dimensions,gate_kl_range,gate_finite,gate_count,gate_total,passes_all_gates,kl_health_score,selection_utility,median_relative_improvement_50,mean_relative_improvement_50,maximum_relative_improvement_50,folds_improving_at_least_1_percent,fold_count_y,converged,stage
base_maxpool__z64__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,64,spectral_composite,1.0,constant_lr,500,500,arpls_minmax,vae_adequacy,strict_core,0.001,1e-05,64.0,5.0,1401.0,0.5,20.0,1e-05,1e-05,358.8,119.6,1082353.0,0.7120973322879582,0.7114571974509454,0.6984555989288607,0.6984555989288607,0.6064199544190145,0.7005204364063271,0.15069122463464732,0.6055810907633824,0.5580526657609991,-0.04752842500238329,0.44772396105213447,0.448311547929195,0.0005875868770605301,0.6752592197001345,0.7620500620435575,0.08679084234342307,1.0473345321166905,0.2852844700731329,6.5980750302597695,0.00470954677391841,0.10309492234780888,0.002639092349943735,1.755907724382642,7.95,7.3,0.12210861733350793,-0.2116410817359456,0.03173172948881979,0.006666351984753675,0.0033331759923768147,0.07755391573791212,0.9276923795521353,0.018996920761615455,0.4374139818019046,2.0,0.3233400280919251,0.06793239686423927,0.015525936929134839,0.007762968464567395,0.110658891717475,0.8809248764020937,0.01941259146484299,0.42335338722832605,2.0,0.39023810201444803,0.07973009490087855,20,True,True,True,False,False,True,True,True,True,7,9,False,1.0,0.6840677309177025,0.0025432072233095137,0.003004028401939967,0.013139924966718857,0.1,20,True,stage_2_architecture
residual_multiscale__z64__spectral_composite__beta1p0__constant_lr__e500,residual_multiscale,64,spectral_composite,1.0,constant_lr,500,500,arpls_minmax,vae_adequacy,strict_core,0.001,1e-05,64.0,5.0,1401.0,0.5,20.0,1e-05,1e-05,358.8,119.6,1088849.0,0.7107043983585337,0.6846776789281692,0.6719435867611525,0.6719435867611525,0.591298232541858,0.6796920922411387,0.15354282334446906,0.6065939488595739,0.5524791607083274,-0.05411478815124647,0.4490141708423442,0.4470150361620949,-0.0019991346802492455,0.6752592197001345,0.76395498952581,0.08869576982567554,1.0522307450914876,0.2882757555656777,6.260511802507376,0.004468602285872503,0.09782049691417777,0.0034614272420429226,1.7549314665226696,9.4,7.8,0.12555849603656044,-0.2033247630382448,0.02935405159369111,0.006704405309181931,0.0033522026545909655,0.07746140121408138,0.9270427919753985,0.018637343795728914,0.41761984805781605,1.9375,0.3380910895863228,0.07560564034920389,0.014684450682619244,0.007342225341309622,0.10938113495318799,0.8866063148273104,0.018871598294812907,0.3952219358103267,2.0,0.3866295469097583,0.08835284040251282,20,True,False,True,False,False,True,True,True,True,6,9,False,1.0,0.3554803665004449,0.003918057783039907,0.0038202143509131967,0.013517372815663958,0.3,20,False,stage_2_architecture
single_pool_peak__z64__spectral_composite__beta1p0__constant_lr__e500,single_pool_peak,64,spectral_composite,1.0,constant_lr,500,500,arpls_minmax,vae_adequacy,strict_core,0.001,1e-05,64.0,5.0,1401.0,0.5,20.0,1e-05,1e-05,358.8,119.6,1081705.0,0.7107043983585337,0.7104829038873661,0.6961581680892709,0.6961581680892709,0.610747830916677,0.7084119965225439,0.15837641060352325,0.6065939488595739,0.5664481259533343,-0.04014582290623958,0.4490141708423442,0.4409478003220263,-0.008066370520317886,0.6752592197001345,0.7494792809675088,0.07422006126737436,1.0455426534408683,0.29606337247335945,6.649834516105662,0.00474649144618534,0.10390366431415096,0.0028760188133943863,1.70163475090966,7.9,7.6,0.12357953020316356,-0.21488619015546462,0.03322821445763111,0.007111701179844785,0.0035558505899223923,0.07914971861515947,0.9239765381133763,0.019150564695992724,0.44528104097747134,1.9875,0.32018562627512426,0.07006350514129736,0.015037259540794518,0.007518629770397259,0.11070128364830065,0.8741814757849063,0.019585391230476663,0.4291310774706205,2.0,0.3761654723793023,0.0805453883978771,20,False,True,True,False,False,True,True,True,True,6,9,False,1.0,0.6159044895378663,0.0028532206251650353,0.004073258285530035,0.023849433451771863,0.35,20,False,stage_2_architecture
