stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,beta_target,seed,observation_uid,true_label,predicted_label,prediction_confidence,test_class_supported,correct,instrument,sensor_family,substrate_family,source_substrate,target_analyte,heldout_substrate_family,poster_axis,evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition,failure_type
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session1_row238,ethyl_paraoxon,benzyl_fentanyl,0.8527547868780547,True,False,Agilent-3,H_SERS_H_Kit,,,ethyl_paraoxon,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session1_row240,ethanol,benzyl_fentanyl,0.8758172131438807,True,False,Agilent-3,H_SERS_H_Kit,,,ethanol,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session1_row241,4_nitrophenol,benzyl_fentanyl,0.8841301460923205,True,False,Agilent-3,H_SERS_H_Kit,,,4_nitrophenol,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session1_row242,4_nitrophenol,benzyl_fentanyl,0.84015274074832,True,False,Agilent-3,GaN_polymer,,,4_nitrophenol,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session1_row244,4_nitrophenol,benzyl_fentanyl,0.8459592088501409,True,False,Agilent-3,GaN_polymer,,,4_nitrophenol,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session1_row245,4_nitrophenol,benzyl_fentanyl,0.7908151166272727,True,False,Agilent-3,GaN_polymer,,,4_nitrophenol,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row107,blank,acetaminophen,0.9699643774731412,False,False,Agilent-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row112,blank,acetaminophen,0.7913072834359958,False,False,Agilent-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row113,blank,acetaminophen,0.7701071717866353,False,False,Agilent-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row114,blank,acetaminophen,0.7346154635468355,False,False,Agilent-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row116,blank,acetaminophen,0.8208966387164938,False,False,Agilent-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row119,blank,acetaminophen,0.8381838555953475,False,False,Agilent-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row120,blank,acetaminophen,0.8236542868605686,False,False,Agilent-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row124,blank,acetaminophen,0.6028395403273421,False,False,Agilent-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row294,ethanol,4_nitrophenol,0.6246277550509681,True,False,Agilent-3,H_SERS_H_Kit,,,ethanol,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row296,4_nitrophenol,ethyl_paraoxon,0.5686673542607723,True,False,Agilent-3,H_SERS_H_Kit,,,4_nitrophenol,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row302,ethyl_paraoxon,acetaminophen,0.4688036294500594,True,False,Agilent-3,NRC_Canadian_SERS,,,ethyl_paraoxon,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row304,ethanol,ethyl_paraoxon,0.7888070659157497,True,False,Agilent-3,NRC_Canadian_SERS,,,ethanol,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row403,4_ANPP,benzyl_fentanyl,0.8393163300158415,True,False,Agilent-3,pSERS_Metrohm_silver,,,4_ANPP,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row405,acetaminophen,benzyl_fentanyl,0.8552243522678773,True,False,Agilent-3,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row408,acetaminophen,benzyl_fentanyl,0.8509711352484951,True,False,Agilent-3,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row412,4_ANPP,benzyl_fentanyl,0.8691850257299749,True,False,Agilent-3,pSERS_Metrohm_silver,,,4_ANPP,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row414,acetaminophen,benzyl_fentanyl,0.8802661256189506,True,False,Agilent-3,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row416,acetaminophen,4_ANPP,0.9496920247645976,True,False,Agilent-3,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row468,acetaminophen,4_ANPP,0.6309183211293199,True,False,Agilent-3,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row480,acetaminophen,4_ANPP,0.9681009540147636,True,False,Agilent-3,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Agilent-3,111.0,73.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row402,acetaminophen,benzyl_fentanyl,0.6785380602725123,True,False,Mira-1,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Mira-1,433.0,23.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row407,acetaminophen,blank,0.4585830245537564,True,False,Mira-1,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Mira-1,433.0,23.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row413,acetaminophen,4_ANPP,0.9457224038863984,True,False,Mira-1,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Mira-1,433.0,23.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row415,acetaminophen,4_ANPP,0.94870491766257,True,False,Mira-1,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Mira-1,433.0,23.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row479,acetaminophen,4_ANPP,0.907880900895872,True,False,Mira-1,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Mira-1,433.0,23.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row497,acetaminophen,4_nitrophenol,0.8757164945338842,True,False,Mira-1,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Mira-1,433.0,23.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row498,acetaminophen,4_ANPP,0.9892899519676556,True,False,Mira-1,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Mira-1,433.0,23.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row402,acetaminophen,blank,0.593850468357829,True,False,Mira-1,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Mira-1,433.0,23.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row413,acetaminophen,4_ANPP,0.9309684900549569,True,False,Mira-1,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Mira-1,433.0,23.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row415,acetaminophen,4_ANPP,0.9360118224943216,True,False,Mira-1,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Mira-1,433.0,23.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row479,acetaminophen,4_ANPP,0.9326044947687744,True,False,Mira-1,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Mira-1,433.0,23.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row497,acetaminophen,4_ANPP,0.4608132092596365,True,False,Mira-1,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Mira-1,433.0,23.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row498,acetaminophen,4_ANPP,0.8199067847430377,True,False,Mira-1,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Mira-1,433.0,23.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row402,acetaminophen,benzyl_fentanyl,0.6470254109152231,True,False,Mira-1,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Mira-1,433.0,23.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row407,acetaminophen,benzyl_fentanyl,0.5330841228014843,True,False,Mira-1,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Mira-1,433.0,23.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row413,acetaminophen,4_ANPP,0.8367613660966893,True,False,Mira-1,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Mira-1,433.0,23.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row415,acetaminophen,4_ANPP,0.877524114531109,True,False,Mira-1,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Mira-1,433.0,23.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row479,acetaminophen,4_ANPP,0.8594337297992758,True,False,Mira-1,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Mira-1,433.0,23.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row497,acetaminophen,4_ANPP,0.7622414362971207,True,False,Mira-1,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Mira-1,433.0,23.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row498,acetaminophen,4_ANPP,0.8875809833077843,True,False,Mira-1,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Mira-1,433.0,23.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row499_scan4214,benzyl_fentanyl,4_ANPP,0.3490670852740121,True,False,Mira-1,GaN_polymer,,,benzyl_fentanyl,,,strict_core,domain_and_sample,instrument,Mira-1,433.0,23.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row74,acetaminophen,blank,0.933370105406819,True,False,Mira-2,pSERS_Metrohm_silver,,,acetaminophen,,,strict_core,domain_and_sample,instrument,Mira-2,363.0,75.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row108,benzyl_fentanyl,blank,0.5744149561975882,True,False,Mira-2,NRC_Canadian_SERS,,,benzyl_fentanyl,,,strict_core,domain_and_sample,instrument,Mira-2,363.0,75.0,misclassification
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row222,ethyl_paraoxon,acetaminophen,0.8497996109436884,False,False,Mira-2,H_SERS_H_Kit,,,ethyl_paraoxon,,,strict_core,domain_and_sample,instrument,Mira-2,363.0,75.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row223,4_nitrophenol,blank,0.9341722619162398,False,False,Mira-2,H_SERS_H_Kit,,,4_nitrophenol,,,strict_core,domain_and_sample,instrument,Mira-2,363.0,75.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row224,ethanol,acetaminophen,0.694032417963815,False,False,Mira-2,H_SERS_H_Kit,,,ethanol,,,strict_core,domain_and_sample,instrument,Mira-2,363.0,75.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row225,4_nitrophenol,blank,0.7679036783891763,False,False,Mira-2,H_SERS_H_Kit,,,4_nitrophenol,,,strict_core,domain_and_sample,instrument,Mira-2,363.0,75.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row226,ethanol,acetaminophen,0.9962964224748068,False,False,Mira-2,H_SERS_H_Kit,,,ethanol,,,strict_core,domain_and_sample,instrument,Mira-2,363.0,75.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row227,ethanol,blank,0.6917287939813453,False,False,Mira-2,H_SERS_H_Kit,,,ethanol,,,strict_core,domain_and_sample,instrument,Mira-2,363.0,75.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row228,4_nitrophenol,blank,0.9250458155469504,False,False,Mira-2,H_SERS_H_Kit,,,4_nitrophenol,,,strict_core,domain_and_sample,instrument,Mira-2,363.0,75.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row229,ethyl_paraoxon,acetaminophen,0.9972648309937048,False,False,Mira-2,H_SERS_H_Kit,,,ethyl_paraoxon,,,strict_core,domain_and_sample,instrument,Mira-2,363.0,75.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row230,4_nitrophenol,blank,0.8920020111810097,False,False,Mira-2,GaN_polymer,,,4_nitrophenol,,,strict_core,domain_and_sample,instrument,Mira-2,363.0,75.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row231,4_nitrophenol,blank,0.9527715027426894,False,False,Mira-2,GaN_polymer,,,4_nitrophenol,,,strict_core,domain_and_sample,instrument,Mira-2,363.0,75.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row232,4_nitrophenol,blank,0.9280700144872296,False,False,Mira-2,GaN_polymer,,,4_nitrophenol,,,strict_core,domain_and_sample,instrument,Mira-2,363.0,75.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row233,4_nitrophenol,blank,0.9075559881927678,False,False,Mira-2,GaN_polymer,,,4_nitrophenol,,,strict_core,domain_and_sample,instrument,Mira-2,363.0,75.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row234,4_nitrophenol,blank,0.9394582820691596,False,False,Mira-2,H_SERS_H_Kit,,,4_nitrophenol,,,strict_core,domain_and_sample,instrument,Mira-2,363.0,75.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row235,4_nitrophenol,blank,0.9382004203280532,False,False,Mira-2,H_SERS_H_Kit,,,4_nitrophenol,,,strict_core,domain_and_sample,instrument,Mira-2,363.0,75.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row236,ethanol,acetaminophen,0.5146722007170024,False,False,Mira-2,H_SERS_H_Kit,,,ethanol,,,strict_core,domain_and_sample,instrument,Mira-2,363.0,75.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row237,ethyl_paraoxon,acetaminophen,0.9588360332656796,False,False,Mira-2,H_SERS_H_Kit,,,ethyl_paraoxon,,,strict_core,domain_and_sample,instrument,Mira-2,363.0,75.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row254,4_nitrophenol,blank,0.9056368421005048,False,False,Mira-2,H_SERS_H_Kit,,,4_nitrophenol,,,strict_core,domain_and_sample,instrument,Mira-2,363.0,75.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row255,ethanol,acetaminophen,0.9991513156648316,False,False,Mira-2,H_SERS_H_Kit,,,ethanol,,,strict_core,domain_and_sample,instrument,Mira-2,363.0,75.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row256,ethanol,acetaminophen,0.8147207623594497,False,False,Mira-2,H_SERS_H_Kit,,,ethanol,,,strict_core,domain_and_sample,instrument,Mira-2,363.0,75.0,unsupported_true_class
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row257,ethyl_paraoxon,acetaminophen,0.9996629191228388,False,False,Mira-2,H_SERS_H_Kit,,,ethyl_paraoxon,,,strict_core,domain_and_sample,instrument,Mira-2,363.0,75.0,unsupported_true_class
