stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,beta_target,seed,observation_uid,mse,smooth_l1,spectral_angle,pearson_correlation,first_derivative_mae,reference_peak_count,matched_peak_count,repeatable_reference_peak_count,repeatable_matched_peak_count,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,heldout_substrate_family,poster_axis,evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session1_row250,0.0004538677780037,0.0002269338890018,0.0260741871211373,0.9945511896421624,0.0037321430205234,12,10,7,7,0.5,0.0608008307000719,0.0323263071477413,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session1_row254,0.000217087277757,0.0001085436388785,0.0173828293726666,0.9976235000175764,0.0016073220541563,9,9,7,7,1.0,0.0381363056911784,0.0233664810657501,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session1_row258,0.0006304956458799,0.0003152478229399,0.0349199557712561,0.9921486285935852,0.0069692281979535,20,11,8,8,1.0,0.1227234322383735,0.0389201967045664,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row45,0.0278349746699785,0.0139174873349892,0.1465524755180717,0.3791551356517834,0.0559029247172709,143,36,7,3,2.0,1.4670362292565011,0.1566405892372131,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row46,0.0004547535869017,0.0002273767934508,0.0147440687165351,0.9974241900894488,0.0024832605926453,1,0,0,0,,,,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row67,0.028389659593425,0.0141948297967125,0.1452970656207824,0.297245181899506,0.0642740188312849,147,29,11,5,3.0,1.7134530829991828,0.1457931995391845,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row92,0.0024331630081541,0.001216581504077,0.0744293231682104,0.9135301905511626,0.0198058710027752,79,9,4,3,3.0,0.4331219455712826,0.0684025436639785,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row93,0.0005321201886364,0.0002660600943182,0.0201913893983063,0.9949332022911124,0.0027624083516587,9,5,2,2,1.0,0.1367930735535747,0.0269742608070373,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row94,0.0025653233776958,0.0012826616888479,0.0777765999578442,0.8977570386989863,0.0199293396861425,89,11,3,3,1.0,1.6878770367388956,0.0467926263809204,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row95,0.0003086585512201,0.00015432927561,0.0127316214525991,0.9979172128614906,0.0029294891838851,6,5,2,2,1.0,0.2367662198454483,0.0197220277041196,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row103,0.0174038824210797,0.0087019412105398,0.1214442172317822,0.5860984904966897,0.0540796259196525,140,32,0,0,3.0,0.8660821403312292,0.2102326117455959,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row104,0.0013897727058618,0.0006948863529309,0.0251173681116286,0.9835584823677996,0.0039425158926418,2,1,0,0,4.0,0.0804866429653997,0.0319176465272903,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row114,0.0005035737994135,0.0002517868997067,0.0340586826575199,0.9931376709697716,0.0029976465727148,13,11,4,4,1.0,0.1856356552053211,0.0259282169863581,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row121,0.0002700322235827,0.0001350161117913,0.032417736466466,0.9936487422623118,0.0018454754760387,15,11,5,5,1.0,0.027058537417735,0.0231744349002838,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row122,0.0004074396566727,0.0002037198283363,0.0401759680083368,0.9899028741864572,0.0019929089470055,14,13,3,3,1.0,0.0608612803619225,0.0184728140011429,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row124,0.0018303672955139,0.0009151836477569,0.0645634403319869,0.9716169347875888,0.0040334516876802,16,12,2,2,1.0,0.0980796874846914,0.0284579467552248,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row138,0.0161171638110222,0.0080585819055111,0.1356252875454288,0.4817649540302574,0.0511602470052561,148,19,17,3,2.0,4.856122112611283,0.0854348391294479,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row139,0.0283679512106192,0.0141839756053096,0.136521166631846,0.4454103484851884,0.065183675068048,152,27,18,6,2.0,2.446633522676974,0.2235443145036697,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row155,0.0008597470802737,0.0004298735401368,0.0154099763189173,0.9950764154539284,0.0110974926687777,34,6,1,1,2.5,1.5067236202436611,0.0212470442056655,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row159,0.0012034761606662,0.0006017380803331,0.0688985073881786,0.9422312848583972,0.0136659142220534,63,11,4,3,1.0,0.3590803290845176,0.0642412174493074,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row173,0.0010741243723388,0.0005370621861694,0.069431083144452,0.9498950689270532,0.0120079636091499,58,10,5,5,1.0,0.2068339200269364,0.0527798591647297,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row179,0.001482087733235,0.0007410438666175,0.0186027285266481,0.9925239799356134,0.0158969587513378,79,9,3,3,1.0,0.5759685782182912,0.0199022889137268,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row181,0.0022539867769801,0.00112699338849,0.0451066282047718,0.966014665113644,0.0103189830835331,37,8,5,5,1.5,0.130823901798044,0.0237184949219226,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row187,0.0097683210394872,0.0048841605197436,0.1132427459796839,0.6738241839973927,0.0387165959203308,124,20,29,8,1.5,0.916148780823385,0.129541671834886,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row188,0.0272279655616538,0.0136139827808269,0.1466683904779661,0.3918205420649638,0.0549744642836075,132,25,38,11,2.0,1.997090985801229,0.144912987947464,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row189,0.0214876550172658,0.0107438275086329,0.134485309392529,0.4822452002209155,0.0550073632085695,146,21,33,9,2.0,2.808473598194337,0.1602158546447754,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row205,0.0067140324134651,0.0033570162067325,0.0426535490517639,0.9434374371700796,0.024341593645513,103,8,7,0,2.0,4.1590612796020725,0.0242194533348083,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row233,0.0039811500327414,0.0019905750163707,0.0821666504590701,0.8671991405039134,0.014999482887797,62,11,8,6,1.0,0.1756835646311623,0.0605646222829818,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row251,0.0012286981516011,0.0006143490758005,0.0716927133403307,0.943305766663982,0.0123917216032818,48,8,7,7,1.0,0.1530632378970597,0.0697491401806473,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row254,0.0013704071684313,0.0006852035842156,0.0551721238929999,0.9350137547682492,0.0113915047122697,40,8,4,4,1.0,0.2603252454675948,0.0161328874528408,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row257,0.0011624601934874,0.0005812300967437,0.0341704472506765,0.9619060913648876,0.0097259736371259,33,9,4,3,2.0,0.4063060718399461,0.0208310037851333,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row263,0.0009804467647966,0.0004902233823983,0.0558033550778119,0.9657807334371412,0.0101308339754385,40,10,4,3,1.5,0.1049257136057954,0.0415629260241985,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row270,0.0006734059356433,0.0003367029678216,0.056128106622288,0.9695016118551052,0.0094376622954119,34,8,4,4,0.5,0.1649831095902941,0.0515316021628677,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row289,0.0006010692614389,0.0003005346307194,0.0345256659910683,0.9892962508288066,0.0034790452232118,10,9,3,3,0.0,0.0913925446408255,0.0389384552836418,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row296,0.0144867288375548,0.0072433644187774,0.1546941926685403,0.8100711254812992,0.01896007950663,69,11,2,0,3.0,1.370287969733786,0.1295036040246486,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row297,0.0010351581878173,0.0005175790939086,0.0419198672346817,0.9797672596815776,0.0023365529865675,9,8,1,1,2.0,0.0908675199114473,0.0353114679455757,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row306,0.0019442285293075,0.0009721142646537,0.0240454884029266,0.992317982344338,0.0033043014025315,1,1,0,0,5.0,0.8929588914850819,0.6923862397670746,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row316,0.0003871283172902,0.0001935641586451,0.0109289809785304,0.9976658363327088,0.001870705635686,1,1,0,0,2.0,0.0026401303340521,0.0291335582733154,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row337,0.001164559428082,0.000582279714041,0.0238188900249189,0.9829740095348288,0.0050138243780072,13,10,7,7,1.0,0.1342960944389259,0.0701035112142562,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row341,0.0010327853532785,0.0005163926766392,0.0255967506657754,0.9889788304922852,0.0031713707362567,10,7,2,2,1.0,0.1528417955060132,0.0324342399835586,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row342,0.00495043632315,0.002475218161575,0.0917624661048909,0.9334910682861468,0.0047831781147267,14,9,8,5,1.0,0.1524552197300934,0.0380750251933932,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row348,0.0005884832663839,0.0002942416331919,0.0118189614822439,0.9950041058223806,0.0038683218435783,6,1,0,0,1.0,0.136356366427104,0.0784260928630828,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row350,0.0035364142645794,0.0017682071322897,0.0445558051303258,0.9405937318604332,0.0038107727361576,4,0,0,0,,,,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row351,0.0002946377269106,0.0001473188634553,0.0098725536561649,0.9982204711949444,0.0020235546791393,3,1,0,0,5.0,0.0054877556906413,0.0321967899799346,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row359,0.0214687277761923,0.0107343638880961,0.1291885434116158,0.5144480458043829,0.0562426102786724,148,18,4,2,3.0,4.264360723979186,0.1968778595328331,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row362,0.0213342834123127,0.0106671417061563,0.1322622561464763,0.5552731712229424,0.0561008775220917,144,26,4,2,3.0,2.910423734111615,0.1695902273058891,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row374,0.0034805618255375,0.0017402809127687,0.0379861713952436,0.7915019476121861,0.0074979744638715,8,4,3,2,0.5,0.244661899251243,0.0598739683628082,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row375,0.0367554026749325,0.0183777013374662,0.1459890766119068,0.3194533017611067,0.0709285439950014,142,36,4,2,2.0,1.623534439539054,0.2102440632879734,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row381,0.0007878697585105,0.0003939348792552,0.030124781711686,0.9892274085817744,0.0030384631519804,9,6,0,0,2.5,0.2411645692455426,0.0313212256878614,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row386,0.0300163415559683,0.0150081707779841,0.1405753427668309,0.4003256983064635,0.0647220463645395,144,19,5,2,4.0,2.495136355127124,0.1829449236392974,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row390,0.0004418173225729,0.0002209086612864,0.0100894285048066,0.9975413151340824,0.0030578021592892,4,3,0,0,5.0,0.2126100749580296,0.0094839334487915,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row391,0.000293244821975,0.0001466224109875,0.0098199686864547,0.9983423419085048,0.0019642812166629,3,1,0,0,2.0,0.0048643271207206,0.032398909330368,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row5,0.0071945711408368,0.0035972855704184,0.1198703394357483,0.7826931837594476,0.0291509528236929,104,13,2,2,3.0,0.5540065796476357,0.1838336922228336,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row13,0.0213224443741713,0.0106612221870856,0.1224690234362407,0.5815614163478736,0.0591788327906812,139,33,8,6,3.0,1.3255461698515631,0.2294336110353469,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row31,0.0008419330952452,0.0004209665476226,0.0412586510269878,0.9829629149328144,0.0029237357956091,9,7,3,3,0.0,0.0836613929750113,0.0504352748394012,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row33,0.0007353880613681,0.000367694030684,0.0304333207700513,0.990359466856468,0.0026284338121435,9,8,2,2,1.0,0.1518181722165325,0.0301986560225486,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row59,0.0257204344748259,0.0128602172374129,0.1267478986234082,0.4296090487573912,0.066047207479587,151,36,5,3,2.0,1.4334985793578268,0.1945610642433166,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row69,0.0063661301582636,0.0031830650791318,0.1058960261241954,0.8207696038658003,0.0296567478310316,112,14,5,4,2.5,1.0226394077919738,0.0949965864419937,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row70,0.0042633980525858,0.0021316990262929,0.1055078393137906,0.8771775854706926,0.0238044132756476,102,14,9,9,2.0,0.5942180343737067,0.0763936461880803,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row86,0.0223868678804975,0.0111934339402487,0.1354457369795199,0.4161108843823788,0.0620520215529333,147,32,4,2,1.0,1.9781035894881676,0.1992794722318649,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row98,0.0004384857783869,0.0002192428891934,0.0260117333678215,0.994153720649947,0.0039191629548024,10,9,7,7,1.0,0.0962958951547135,0.0150374323129653,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row99,0.0004706549442193,0.0002353274721096,0.02783216139767,0.9918907164297583,0.0017479465649895,10,9,7,7,1.0,0.0502743271882288,0.0172947272658348,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row130,0.0003114788714729,0.0001557394357364,0.0173863294615046,0.9960530650973684,0.0021077723229037,9,5,2,2,1.0,0.1262496985893113,0.0356771498918533,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row139,0.0004402962011082,0.0002201481005541,0.0238025435471439,0.994458089991426,0.0026348043682186,8,4,0,0,5.0,0.2824625173446525,0.0314367711544036,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row164,0.000695228982366,0.000347614491183,0.0249041557461263,0.9926734136043728,0.0022388831238328,4,4,2,2,1.0,0.1324254812146451,0.0246719010174274,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row165,0.0004893008637338,0.0002446504318669,0.0208146612401597,0.9942220450407502,0.0025833696552685,5,5,3,3,1.0,0.1496329593525711,0.0186530947685241,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row223,0.0258460014550469,0.0129230007275234,0.1290781865762393,0.4847140518125327,0.0605487945635936,145,25,7,1,2.0,1.2272070160650626,0.3260970432311296,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row231,0.0001816588629041,9.082943145209276e-05,0.0107924236657324,0.998747054478466,0.0020175300877807,1,0,0,0,,,,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row265,0.0078944901378072,0.0039472450689036,0.0983553209553901,0.9147570602127822,0.0099084712844549,28,12,4,3,2.0,0.1943074888656087,0.0889756418764591,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row279,0.0006380487449963,0.0003190243724981,0.0498950024041469,0.9838102084121294,0.0033054496725318,12,9,3,3,2.0,0.0851890650164283,0.0190480509772896,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row281,0.0024381691375126,0.0012190845687563,0.0729175804442538,0.9110350714523592,0.0196373538939639,90,9,6,4,1.0,1.0413259358100728,0.0860672518610954,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row284,0.0006936613041756,0.0003468306520878,0.0491176554392882,0.975584696199448,0.0099487137799483,35,9,4,4,2.0,0.1133758104874806,0.0492066720617003,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row288,0.0004934968517619,0.0002467484258809,0.0435453739987826,0.9875386318255208,0.0025416359674974,11,9,3,3,1.0,0.0860189057095472,0.0155219873413443,,,,,,,,
outer,nato_outer_o4__train_strict_core__test_strict_core,4.0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row290,0.00071694087717,0.000358470438585,0.0237550616855592,0.994743227828337,0.0023001372568874,6,4,1,1,1.0,0.2082758299950123,0.0127767981321085,,,,,,,,
