source,display_model,scenario,outer_fold,subset,representation,model_family,model,seed,raw_same_master_cross_instrument_distance,latent_same_master_cross_instrument_distance,same_master_distance_delta,latent_different_target_cross_instrument_distance,latent_cross_instrument_separation_margin,same_master_pair_count,different_target_pair_count
frozen_baseline,DAE,nato_outer_o4__train_quality_pass__test_field_quality_stress,4,field_quality_stress,minimal_minmax,dae,c16x32_z64_spectral_composite_mixed_progressive,3141,0.8821276426497598,0.33287347230235304,-0.5492541703474068,0.3917882121044401,0.05891473980208706,25,190
standard100,VAE-100 β=1,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,field_quality_stress,minimal_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,1729,,,,0.6164116665611316,,0,26
standard100,VAE-100 β=1,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,field_quality_stress,minimal_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,2718,,,,0.6463058489429986,,0,26
standard100,VAE-100 β=1,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,field_quality_stress,minimal_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,3141,,,,0.627530651872794,,0,26
standard100,VAE-100 β=1,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,field_quality_stress,minimal_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,1729,0.7991668716831541,0.4958673485524957,-0.30329952313065844,0.602675382428414,0.1068080338759183,8,54
standard100,VAE-100 β=1,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,field_quality_stress,minimal_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,2718,0.7991668716831541,0.4662575566205004,-0.33290931506265375,0.5708908608248411,0.1046333042043407,8,54
standard100,VAE-100 β=1,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,field_quality_stress,minimal_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,3141,0.7991668716831541,0.5012316972370972,-0.297935174446057,0.6278211814493476,0.12658948421225047,8,54
standard100,VAE-100 β=1,nato_outer_o2__train_quality_pass__test_field_quality_stress,2,field_quality_stress,minimal_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,1729,0.8396345284497281,0.5677568325132228,-0.27187769593650524,0.5736820075851353,0.005925175071912481,14,136
standard100,VAE-100 β=1,nato_outer_o2__train_quality_pass__test_field_quality_stress,2,field_quality_stress,minimal_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,2718,0.8396345284497281,0.56632613050048,-0.2733083979492481,0.5820596013380164,0.0157334708375364,14,136
standard100,VAE-100 β=1,nato_outer_o2__train_quality_pass__test_field_quality_stress,2,field_quality_stress,minimal_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,3141,0.8396345284497281,0.5344793115984428,-0.3051552168512853,0.5546112002820025,0.02013188868355975,14,136
standard100,VAE-100 β=1,nato_outer_o3__train_quality_pass__test_field_quality_stress,3,field_quality_stress,minimal_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,1729,0.9172272652392401,1.0975483410067293,0.18032107576748913,0.7282014786271894,-0.36934686237953984,8,111
standard100,VAE-100 β=1,nato_outer_o3__train_quality_pass__test_field_quality_stress,3,field_quality_stress,minimal_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,2718,0.9172272652392401,1.058796766251338,0.14156950101209786,0.724014420348632,-0.33478234590270606,8,111
standard100,VAE-100 β=1,nato_outer_o3__train_quality_pass__test_field_quality_stress,3,field_quality_stress,minimal_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,3141,0.9172272652392401,1.062394215662732,0.14516695042349181,0.7415410692193459,-0.32085314644338603,8,111
standard100,VAE-100 β=1,nato_outer_o4__train_quality_pass__test_field_quality_stress,4,field_quality_stress,minimal_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,1729,0.8821276426497598,0.5429433119034234,-0.33918433074633647,0.6566264687902238,0.11368315688680042,25,190
standard100,VAE-100 β=1,nato_outer_o4__train_quality_pass__test_field_quality_stress,4,field_quality_stress,minimal_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,2718,0.8821276426497598,0.5469409637049604,-0.3351866789447995,0.642248708917319,0.09530774521235863,25,190
standard100,VAE-100 β=1,nato_outer_o4__train_quality_pass__test_field_quality_stress,4,field_quality_stress,minimal_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,3141,0.8821276426497598,0.579013421926226,-0.3031142207235339,0.6827709384931668,0.10375751656694088,25,190
adequacy500,VAE-500 β=0.25,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,field_quality_stress,minimal_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,1729,,,,0.6816749424124396,,0,26
adequacy500,VAE-500 β=0.25,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,field_quality_stress,minimal_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,2718,,,,0.6824529779589285,,0,26
adequacy500,VAE-500 β=0.25,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,field_quality_stress,minimal_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,3141,,,,0.6666063522126672,,0,26
adequacy500,VAE-500 β=0.25,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,field_quality_stress,minimal_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,1729,0.7991668716831541,0.6283900259094135,-0.17077684577374064,0.6999598399686328,0.07156981405921925,8,54
adequacy500,VAE-500 β=0.25,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,field_quality_stress,minimal_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,2718,0.7991668716831541,0.5565926498698188,-0.24257422181333532,0.6463948189113081,0.0898021690414893,8,54
adequacy500,VAE-500 β=0.25,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,field_quality_stress,minimal_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,3141,0.7991668716831541,0.5122796512565847,-0.28688722042656944,0.588193095375088,0.07591344411850331,8,54
adequacy500,VAE-500 β=0.25,nato_outer_o2__train_quality_pass__test_field_quality_stress,2,field_quality_stress,minimal_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,1729,0.8396345284497281,0.5879611741249838,-0.25167335432474425,0.5960875050804814,0.00812633095549753,14,136
adequacy500,VAE-500 β=0.25,nato_outer_o2__train_quality_pass__test_field_quality_stress,2,field_quality_stress,minimal_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,2718,0.8396345284497281,0.6246115703272227,-0.21502295812250538,0.5754196505403745,-0.049191919786848226,14,136
adequacy500,VAE-500 β=0.25,nato_outer_o2__train_quality_pass__test_field_quality_stress,2,field_quality_stress,minimal_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,3141,0.8396345284497281,0.5483506730876112,-0.2912838553621169,0.5610551741584803,0.012704501070869068,14,136
adequacy500,VAE-500 β=0.25,nato_outer_o3__train_quality_pass__test_field_quality_stress,3,field_quality_stress,minimal_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,1729,0.9172272652392401,0.9826698133451128,0.06544254810587269,0.6935004625519884,-0.28916935079312445,8,111
adequacy500,VAE-500 β=0.25,nato_outer_o3__train_quality_pass__test_field_quality_stress,3,field_quality_stress,minimal_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,2718,0.9172272652392401,0.9801847174737193,0.06295745223447913,0.6677282033699571,-0.3124565141037622,8,111
adequacy500,VAE-500 β=0.25,nato_outer_o3__train_quality_pass__test_field_quality_stress,3,field_quality_stress,minimal_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,3141,0.9172272652392401,0.9374611542799157,0.02023388904067558,0.6209665215746042,-0.31649463270531153,8,111
adequacy500,VAE-500 β=0.25,nato_outer_o4__train_quality_pass__test_field_quality_stress,4,field_quality_stress,minimal_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,1729,0.8821276426497598,0.6173144553867232,-0.2648131872630366,0.6803599529883593,0.06304549760163602,25,190
adequacy500,VAE-500 β=0.25,nato_outer_o4__train_quality_pass__test_field_quality_stress,4,field_quality_stress,minimal_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,2718,0.8821276426497598,0.5953397722447725,-0.2867878704049873,0.6385876018344209,0.043247829589648346,25,190
adequacy500,VAE-500 β=0.25,nato_outer_o4__train_quality_pass__test_field_quality_stress,4,field_quality_stress,minimal_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,3141,0.8821276426497598,0.6402763059373062,-0.24185133671245362,0.6619535293102792,0.021677223372972954,25,190
frozen_baseline,AE,nato_outer_o0__train_quality_pass__test_quality_pass,0,quality_pass,arpls_minmax,ae,c8x16_z64_spectral_composite_clean,1729,0.6046040135997609,0.28572639662564375,-0.31887761697411715,0.377335747219932,0.09160935059428826,363,3963
frozen_baseline,AE,nato_outer_o0__train_quality_pass__test_quality_pass,0,quality_pass,arpls_minmax,ae,c8x16_z64_spectral_composite_clean,2718,0.6046040135997609,0.34634786996057226,-0.25825614363918864,0.46585505812185607,0.1195071881612838,363,3963
frozen_baseline,AE,nato_outer_o0__train_quality_pass__test_quality_pass,0,quality_pass,arpls_minmax,ae,c8x16_z64_spectral_composite_clean,3141,0.6046040135997609,0.355763361321239,-0.24884065227852192,0.48080357004742785,0.12504020872618887,363,3963
frozen_baseline,AE,nato_outer_o1__train_quality_pass__test_quality_pass,1,quality_pass,arpls_minmax,ae,c8x16_z64_spectral_composite_clean,1729,0.6154264308488366,0.41651980309634973,-0.1989066277524869,0.5485935610680739,0.13207375797172416,403,4106
frozen_baseline,AE,nato_outer_o1__train_quality_pass__test_quality_pass,1,quality_pass,arpls_minmax,ae,c8x16_z64_spectral_composite_clean,2718,0.6154264308488366,0.4858692142901877,-0.12955721655864894,0.6730885637428733,0.1872193494526856,403,4106
frozen_baseline,AE,nato_outer_o1__train_quality_pass__test_quality_pass,1,quality_pass,arpls_minmax,ae,c8x16_z64_spectral_composite_clean,3141,0.6154264308488366,0.45925265523413766,-0.15617377561469897,0.6207271687354838,0.16147451350134617,403,4106
frozen_baseline,AE,nato_outer_o2__train_quality_pass__test_quality_pass,2,quality_pass,arpls_minmax,ae,c8x16_z64_spectral_composite_clean,1729,0.6756915591950342,0.3140981023816557,-0.3615934568133785,0.41592251743167413,0.10182441505001844,283,3358
frozen_baseline,AE,nato_outer_o2__train_quality_pass__test_quality_pass,2,quality_pass,arpls_minmax,ae,c8x16_z64_spectral_composite_clean,2718,0.6756915591950342,0.43125586512246233,-0.24443569407257187,0.5716931087068545,0.1404372435843922,283,3358
frozen_baseline,AE,nato_outer_o2__train_quality_pass__test_quality_pass,2,quality_pass,arpls_minmax,ae,c8x16_z64_spectral_composite_clean,3141,0.6756915591950342,0.38055794788912406,-0.29513361130591015,0.4978664447168707,0.11730849682774663,283,3358
frozen_baseline,AE,nato_outer_o3__train_quality_pass__test_quality_pass,3,quality_pass,arpls_minmax,ae,c8x16_z64_spectral_composite_clean,1729,0.5909082121846916,0.36706776314404005,-0.22384044904065153,0.5554841641989018,0.18841640105486174,379,3955
frozen_baseline,AE,nato_outer_o3__train_quality_pass__test_quality_pass,3,quality_pass,arpls_minmax,ae,c8x16_z64_spectral_composite_clean,2718,0.5909082121846916,0.4167974343678594,-0.1741107778168322,0.6106886650671177,0.19389123069925834,379,3955
frozen_baseline,AE,nato_outer_o3__train_quality_pass__test_quality_pass,3,quality_pass,arpls_minmax,ae,c8x16_z64_spectral_composite_clean,3141,0.5909082121846916,0.4105834947289555,-0.18032471745573608,0.6270764292148939,0.21649293448593843,379,3955
frozen_baseline,AE,nato_outer_o4__train_quality_pass__test_quality_pass,4,quality_pass,arpls_minmax,ae,c8x16_z64_spectral_composite_clean,1729,0.5105892678753963,0.36725185554568257,-0.1433374123297137,0.579748620191561,0.21249676464587847,241,3601
frozen_baseline,AE,nato_outer_o4__train_quality_pass__test_quality_pass,4,quality_pass,arpls_minmax,ae,c8x16_z64_spectral_composite_clean,2718,0.5105892678753963,0.3010888966023961,-0.20950037127300014,0.48765750251074863,0.1865686059083525,241,3601
frozen_baseline,AE,nato_outer_o4__train_quality_pass__test_quality_pass,4,quality_pass,arpls_minmax,ae,c8x16_z64_spectral_composite_clean,3141,0.5105892678753963,0.41987895244087825,-0.09071031543451802,0.6714390493587805,0.25156009691790227,241,3601
frozen_baseline,DAE,nato_outer_o0__train_quality_pass__test_quality_pass,0,quality_pass,arpls_minmax,dae,c8x16_z64_spectral_composite_mixed_uniform,1729,0.6046040135997609,0.426985470260248,-0.17761854333951288,0.6169862319438036,0.19000076168355562,363,3963
frozen_baseline,DAE,nato_outer_o0__train_quality_pass__test_quality_pass,0,quality_pass,arpls_minmax,dae,c8x16_z64_spectral_composite_mixed_uniform,2718,0.6046040135997609,0.48074527831224884,-0.12385873528751207,0.6698847661723158,0.189139487860067,363,3963
frozen_baseline,DAE,nato_outer_o0__train_quality_pass__test_quality_pass,0,quality_pass,arpls_minmax,dae,c8x16_z64_spectral_composite_mixed_uniform,3141,0.6046040135997609,0.4038947960686361,-0.2007092175311248,0.5773551788413888,0.17346038277275266,363,3963
frozen_baseline,DAE,nato_outer_o1__train_quality_pass__test_quality_pass,1,quality_pass,arpls_minmax,dae,c8x16_z64_spectral_composite_mixed_uniform,1729,0.6154264308488366,0.42495970057899807,-0.19046673026983857,0.6372226936361624,0.21226299305716428,403,4106
frozen_baseline,DAE,nato_outer_o1__train_quality_pass__test_quality_pass,1,quality_pass,arpls_minmax,dae,c8x16_z64_spectral_composite_mixed_uniform,2718,0.6154264308488366,0.4018456033373549,-0.21358082751148172,0.5732009331911434,0.17135532985378849,403,4106
frozen_baseline,DAE,nato_outer_o1__train_quality_pass__test_quality_pass,1,quality_pass,arpls_minmax,dae,c8x16_z64_spectral_composite_mixed_uniform,3141,0.6154264308488366,0.4022782210170729,-0.21314820983176375,0.5538278869271138,0.15154966591004093,403,4106
frozen_baseline,DAE,nato_outer_o2__train_quality_pass__test_quality_pass,2,quality_pass,arpls_minmax,dae,c8x16_z64_spectral_composite_mixed_uniform,1729,0.6756915591950342,0.4800662135982021,-0.1956253455968321,0.6803280479068907,0.2002618343086886,283,3358
frozen_baseline,DAE,nato_outer_o2__train_quality_pass__test_quality_pass,2,quality_pass,arpls_minmax,dae,c8x16_z64_spectral_composite_mixed_uniform,2718,0.6756915591950342,0.3587471107960062,-0.316944448399028,0.5104357997752914,0.15168868897928522,283,3358
frozen_baseline,DAE,nato_outer_o2__train_quality_pass__test_quality_pass,2,quality_pass,arpls_minmax,dae,c8x16_z64_spectral_composite_mixed_uniform,3141,0.6756915591950342,0.4550539446165525,-0.2206376145784817,0.6322096364649772,0.17715569184842467,283,3358
frozen_baseline,DAE,nato_outer_o3__train_quality_pass__test_quality_pass,3,quality_pass,arpls_minmax,dae,c8x16_z64_spectral_composite_mixed_uniform,1729,0.5909082121846916,0.4364923684440016,-0.15441584374069,0.6951518328792442,0.2586594644352426,379,3955
frozen_baseline,DAE,nato_outer_o3__train_quality_pass__test_quality_pass,3,quality_pass,arpls_minmax,dae,c8x16_z64_spectral_composite_mixed_uniform,2718,0.5909082121846916,0.4905880937293504,-0.10032011845534117,0.7950371187676327,0.3044490250382823,379,3955
frozen_baseline,DAE,nato_outer_o3__train_quality_pass__test_quality_pass,3,quality_pass,arpls_minmax,dae,c8x16_z64_spectral_composite_mixed_uniform,3141,0.5909082121846916,0.4106835067103284,-0.1802247054743632,0.6462032525135621,0.23551974580323376,379,3955
frozen_baseline,DAE,nato_outer_o4__train_quality_pass__test_quality_pass,4,quality_pass,arpls_minmax,dae,c8x16_z64_spectral_composite_mixed_uniform,1729,0.5105892678753963,0.3466453770183159,-0.1639438908570804,0.609192975453527,0.26254759843521114,241,3601
frozen_baseline,DAE,nato_outer_o4__train_quality_pass__test_quality_pass,4,quality_pass,arpls_minmax,dae,c8x16_z64_spectral_composite_mixed_uniform,2718,0.5105892678753963,0.38716508013066026,-0.12342418774473601,0.682077593142617,0.2949125130119567,241,3601
frozen_baseline,DAE,nato_outer_o4__train_quality_pass__test_quality_pass,4,quality_pass,arpls_minmax,dae,c8x16_z64_spectral_composite_mixed_uniform,3141,0.5105892678753963,0.3595824055005464,-0.1510068623748499,0.6125770526961698,0.2529946471956234,241,3601
standard100,VAE-100 β=1,nato_outer_o0__train_quality_pass__test_quality_pass,0,quality_pass,arpls_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,1729,0.6046040135997609,0.7582164719829948,0.1536124583832339,1.0507973902634007,0.2925809182804059,363,3963
standard100,VAE-100 β=1,nato_outer_o0__train_quality_pass__test_quality_pass,0,quality_pass,arpls_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,2718,0.6046040135997609,0.7514639392665312,0.1468599256667703,1.055123730925952,0.3036597916594208,363,3963
standard100,VAE-100 β=1,nato_outer_o0__train_quality_pass__test_quality_pass,0,quality_pass,arpls_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,3141,0.6046040135997609,0.752547126389944,0.14794311279018313,1.0359019134927077,0.28335478710276363,363,3963
standard100,VAE-100 β=1,nato_outer_o1__train_quality_pass__test_quality_pass,1,quality_pass,arpls_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,1729,0.6154264308488366,0.7428876816728307,0.12746125082399407,1.0562756743846111,0.3133879927117804,403,4106
standard100,VAE-100 β=1,nato_outer_o1__train_quality_pass__test_quality_pass,1,quality_pass,arpls_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,2718,0.6154264308488366,0.7124368637160048,0.09701043286716815,1.028945776923596,0.3165089132075911,403,4106
standard100,VAE-100 β=1,nato_outer_o1__train_quality_pass__test_quality_pass,1,quality_pass,arpls_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,3141,0.6154264308488366,0.7327359575260479,0.11730952667721128,1.0652270973136049,0.33249113978755696,403,4106
standard100,VAE-100 β=1,nato_outer_o2__train_quality_pass__test_quality_pass,2,quality_pass,arpls_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,1729,0.6756915591950342,0.7835126045370863,0.10782104534205206,1.0505011185011817,0.2669885139640954,283,3358
standard100,VAE-100 β=1,nato_outer_o2__train_quality_pass__test_quality_pass,2,quality_pass,arpls_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,2718,0.6756915591950342,0.762010005118571,0.08631844592353677,1.037808085154891,0.27579808003632,283,3358
standard100,VAE-100 β=1,nato_outer_o2__train_quality_pass__test_quality_pass,2,quality_pass,arpls_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,3141,0.6756915591950342,0.7610833445396488,0.08539178534461456,1.0491391340644778,0.288055789524829,283,3358
standard100,VAE-100 β=1,nato_outer_o3__train_quality_pass__test_quality_pass,3,quality_pass,arpls_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,1729,0.5909082121846916,0.678153110072374,0.08724489788768242,1.0634925564031137,0.3853394463307397,379,3955
standard100,VAE-100 β=1,nato_outer_o3__train_quality_pass__test_quality_pass,3,quality_pass,arpls_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,2718,0.5909082121846916,0.6667085541882837,0.07580034200359209,1.0559335080411216,0.38922495385283795,379,3955
standard100,VAE-100 β=1,nato_outer_o3__train_quality_pass__test_quality_pass,3,quality_pass,arpls_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,3141,0.5909082121846916,0.6750534605647566,0.08414524838006499,1.0626891577721052,0.3876356972073486,379,3955
standard100,VAE-100 β=1,nato_outer_o4__train_quality_pass__test_quality_pass,4,quality_pass,arpls_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,1729,0.5105892678753963,0.6244648658723269,0.11387559799693059,1.05311110974987,0.42864624387754313,241,3601
standard100,VAE-100 β=1,nato_outer_o4__train_quality_pass__test_quality_pass,4,quality_pass,arpls_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,2718,0.5105892678753963,0.6118072374580346,0.10121796958263829,1.0581071440687004,0.4462999066106659,241,3601
standard100,VAE-100 β=1,nato_outer_o4__train_quality_pass__test_quality_pass,4,quality_pass,arpls_minmax,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,3141,0.5105892678753963,0.6252145684125598,0.11462530053716358,1.0572610353367282,0.43204646692416837,241,3601
adequacy500,VAE-500 β=0.25,nato_outer_o0__train_quality_pass__test_quality_pass,0,quality_pass,arpls_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,1729,0.6046040135997609,0.7610632578950813,0.15645924429532043,1.0311623097445355,0.27009905184945415,363,3963
adequacy500,VAE-500 β=0.25,nato_outer_o0__train_quality_pass__test_quality_pass,0,quality_pass,arpls_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,2718,0.6046040135997609,0.7553442848340315,0.15074027123427058,1.0218058843729982,0.26646159953896675,363,3963
adequacy500,VAE-500 β=0.25,nato_outer_o0__train_quality_pass__test_quality_pass,0,quality_pass,arpls_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,3141,0.6046040135997609,0.7599004781814271,0.15529646458166624,1.017074068131531,0.25717358995010375,363,3963
adequacy500,VAE-500 β=0.25,nato_outer_o1__train_quality_pass__test_quality_pass,1,quality_pass,arpls_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,1729,0.6154264308488366,0.7595297578408314,0.1441033269919948,1.055806724491433,0.29627696665060166,403,4106
adequacy500,VAE-500 β=0.25,nato_outer_o1__train_quality_pass__test_quality_pass,1,quality_pass,arpls_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,2718,0.6154264308488366,0.7449140207685218,0.12948758991968512,1.0365587854489096,0.2916447646803878,403,4106
adequacy500,VAE-500 β=0.25,nato_outer_o1__train_quality_pass__test_quality_pass,1,quality_pass,arpls_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,3141,0.6154264308488366,0.7599375913121275,0.14451116046329082,1.0540107386264626,0.2940731473143351,403,4106
adequacy500,VAE-500 β=0.25,nato_outer_o2__train_quality_pass__test_quality_pass,2,quality_pass,arpls_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,1729,0.6756915591950342,0.7853416890425731,0.10965012984753886,1.0455261339078585,0.26018444486528547,283,3358
adequacy500,VAE-500 β=0.25,nato_outer_o2__train_quality_pass__test_quality_pass,2,quality_pass,arpls_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,2718,0.6756915591950342,0.7920586743252614,0.11636711513022724,1.0259728334640912,0.23391415913882974,283,3358
adequacy500,VAE-500 β=0.25,nato_outer_o2__train_quality_pass__test_quality_pass,2,quality_pass,arpls_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,3141,0.6756915591950342,0.7988377025467097,0.12314614335167551,1.036045007978915,0.23720730543220525,283,3358
adequacy500,VAE-500 β=0.25,nato_outer_o3__train_quality_pass__test_quality_pass,3,quality_pass,arpls_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,1729,0.5909082121846916,0.7031073973399309,0.1121991851552393,1.0261369866461707,0.3230295893062398,379,3955
adequacy500,VAE-500 β=0.25,nato_outer_o3__train_quality_pass__test_quality_pass,3,quality_pass,arpls_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,2718,0.5909082121846916,0.7088847778314318,0.1179765656467402,1.039701467445888,0.3308166896144562,379,3955
adequacy500,VAE-500 β=0.25,nato_outer_o3__train_quality_pass__test_quality_pass,3,quality_pass,arpls_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,3141,0.5909082121846916,0.6909529356137959,0.10004472342910431,1.0403843540336823,0.34943141841988645,379,3955
adequacy500,VAE-500 β=0.25,nato_outer_o4__train_quality_pass__test_quality_pass,4,quality_pass,arpls_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,1729,0.5105892678753963,0.6395032294541284,0.12891396157873214,1.0314902482431383,0.3919870187890099,241,3601
adequacy500,VAE-500 β=0.25,nato_outer_o4__train_quality_pass__test_quality_pass,4,quality_pass,arpls_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,2718,0.5105892678753963,0.6348356928999865,0.12424642502459027,1.0126682714267914,0.37783257852680485,241,3601
adequacy500,VAE-500 β=0.25,nato_outer_o4__train_quality_pass__test_quality_pass,4,quality_pass,arpls_minmax,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,3141,0.5105892678753963,0.6497200409279548,0.1391307730525585,1.0173676661185633,0.36764762519060856,241,3601
frozen_baseline,Siamese,nato_outer_o0__train_quality_pass__test_quality_pass,0,quality_pass,derivative_1,siamese,siamese,1729,0.6092165124456937,0.10926706333439679,-0.49994944911129696,0.35351541057133484,0.24424834723693806,363,3963
frozen_baseline,Siamese,nato_outer_o0__train_quality_pass__test_quality_pass,0,quality_pass,derivative_1,siamese,siamese,2718,0.6092165124456937,0.1729017902359563,-0.43631472220973744,0.5877420125793468,0.41484022234339046,363,3963
frozen_baseline,Siamese,nato_outer_o0__train_quality_pass__test_quality_pass,0,quality_pass,derivative_1,siamese,siamese,3141,0.6092165124456937,0.18044523864848627,-0.4287712737972075,0.5457699130314877,0.3653246743830014,363,3963
frozen_baseline,Siamese,nato_outer_o1__train_quality_pass__test_quality_pass,1,quality_pass,derivative_1,siamese,siamese,1729,0.5893671465459115,0.12517877346497877,-0.46418837308093275,0.5042467775258556,0.3790680040608768,403,4106
frozen_baseline,Siamese,nato_outer_o1__train_quality_pass__test_quality_pass,1,quality_pass,derivative_1,siamese,siamese,2718,0.5893671465459115,0.0791292671403094,-0.5102378794056021,0.42441214742754796,0.3452828802872385,403,4106
frozen_baseline,Siamese,nato_outer_o1__train_quality_pass__test_quality_pass,1,quality_pass,derivative_1,siamese,siamese,3141,0.5893671465459115,0.11409121193995997,-0.4752759346059515,0.4838259328123475,0.3697347208723875,403,4106
frozen_baseline,Siamese,nato_outer_o2__train_quality_pass__test_quality_pass,2,quality_pass,derivative_1,siamese,siamese,1729,0.6783924706624057,0.2109102767216761,-0.46748219394072965,0.45395520034504305,0.24304492362336697,283,3358
frozen_baseline,Siamese,nato_outer_o2__train_quality_pass__test_quality_pass,2,quality_pass,derivative_1,siamese,siamese,2718,0.6783924706624057,0.107884300940007,-0.5705081697223987,0.3016346533166699,0.19375035237666288,283,3358
frozen_baseline,Siamese,nato_outer_o2__train_quality_pass__test_quality_pass,2,quality_pass,derivative_1,siamese,siamese,3141,0.6783924706624057,0.08521775013158184,-0.5931747205308239,0.26937913950781495,0.1841613893762331,283,3358
frozen_baseline,Siamese,nato_outer_o3__train_quality_pass__test_quality_pass,3,quality_pass,derivative_1,siamese,siamese,1729,0.5653545393744001,0.17559161792621064,-0.3897629214481894,0.5529936279065907,0.37740200998038004,379,3955
frozen_baseline,Siamese,nato_outer_o3__train_quality_pass__test_quality_pass,3,quality_pass,derivative_1,siamese,siamese,2718,0.5653545393744001,0.10062302906737282,-0.46473151030702725,0.37182600066781696,0.27120297160044415,379,3955
