evaluation,subset,representation,display_model,metric,mean,standard_deviation,minimum,maximum,record_count,independent_unit_count
same_master_geometry,strict_core,arpls_minmax,VAE-500 β=0.25,latent_same_master_cross_instrument_distance,0.7773278827451092,0.025882990369637367,0.7313369430968484,0.8139335653176769,15,5
same_master_geometry,strict_core,arpls_minmax,AE,same_master_distance_delta,-0.2425354708110206,0.04294660972639193,-0.3111749156030148,-0.178427308402352,15,5
same_master_geometry,strict_core,arpls_minmax,DAE,same_master_distance_delta,-0.22468560387214875,0.07730719480756582,-0.3797177820771138,-0.0878355970321413,15,5
same_master_geometry,strict_core,arpls_minmax,VAE-100 β=1,same_master_distance_delta,0.08254763270652421,0.028232727940111377,0.0440540751474715,0.1304179679069427,15,5
same_master_geometry,strict_core,arpls_minmax,VAE-500 β=0.25,same_master_distance_delta,0.10206866316040465,0.024142462674371885,0.0674314907533688,0.1370131587112771,15,5
same_master_geometry,strict_core,derivative_1,Siamese,latent_cross_instrument_separation_margin,0.29004002720388616,0.10136552526189244,0.1126928789072297,0.4526560517445687,15,5
same_master_geometry,strict_core,derivative_1,Siamese,latent_same_master_cross_instrument_distance,0.14611411913965106,0.07297603582195492,0.059319274380076,0.2455632731672355,15,5
same_master_geometry,strict_core,derivative_1,Siamese,same_master_distance_delta,-0.537488786752948,0.09914166151175251,-0.6970575797547001,-0.4205266606131563,15,5
same_master_geometry,strict_core,minimal_minmax,AE,latent_cross_instrument_separation_margin,0.09162322376961647,0.021657381650769955,0.0649689326752352,0.1323517230119365,15,5
same_master_geometry,strict_core,minimal_minmax,DAE,latent_cross_instrument_separation_margin,0.12196932527628052,0.02688623395096066,0.0848829094443386,0.1775523387435956,15,5
same_master_geometry,strict_core,minimal_minmax,VAE-100 β=1,latent_cross_instrument_separation_margin,0.20376717619169588,0.037695974070133066,0.1411195395427041,0.2620782700863565,15,5
same_master_geometry,strict_core,minimal_minmax,VAE-500 β=0.25,latent_cross_instrument_separation_margin,0.1842310786470688,0.027181790000387264,0.1285381566517326,0.2182268950587078,15,5
same_master_geometry,strict_core,minimal_minmax,AE,latent_same_master_cross_instrument_distance,0.44344999048765305,0.06026563354783039,0.3413365327158408,0.5562078591476902,15,5
same_master_geometry,strict_core,minimal_minmax,DAE,latent_same_master_cross_instrument_distance,0.520043846187185,0.06389464659647212,0.3944806893585655,0.6024365037739509,15,5
same_master_geometry,strict_core,minimal_minmax,VAE-100 β=1,latent_same_master_cross_instrument_distance,0.8576410568907512,0.03300310354540625,0.8042850127598261,0.9158969063714872,15,5
same_master_geometry,strict_core,minimal_minmax,VAE-500 β=0.25,latent_same_master_cross_instrument_distance,0.8508615002604218,0.01756188179076644,0.8112983595208612,0.8728689643097436,15,5
same_master_geometry,strict_core,minimal_minmax,AE,same_master_distance_delta,-0.3169472179534813,0.060692170575310254,-0.408478055601385,-0.1936067291695357,15,5
same_master_geometry,strict_core,minimal_minmax,DAE,same_master_distance_delta,-0.24035336225394938,0.05893319528209833,-0.3580882365576818,-0.1501324221422965,15,5
same_master_geometry,strict_core,minimal_minmax,VAE-100 β=1,same_master_distance_delta,0.09724384844961692,0.01331210370671714,0.0731355850341132,0.120644499812669,15,5
same_master_geometry,strict_core,minimal_minmax,VAE-500 β=0.25,same_master_distance_delta,0.09046429181928754,0.014717106291554516,0.0614837712036352,0.115813950232636,15,5
