epoch,train_loss,val_loss,val_exact_match,val_micro_f1
1,0.3073246295935188,0.23100796322417416,0.34068627450980393,0.6642156862745098
2,0.2037771226339091,0.16875549956084857,0.5163398692810458,0.7577614379084967
3,0.1623040575996723,0.13900475583824456,0.6225490196078431,0.8108660130718954
4,0.13602661969614963,0.11617954596390132,0.6977124183006536,0.8488562091503268
5,0.12042777941507452,0.10726999058053384,0.7140522875816994,0.8566176470588235
6,0.10675267612232882,0.0972239282103925,0.6944444444444444,0.8464052287581699
7,0.09928597699777753,0.11756698597295612,0.6094771241830066,0.8018790849673203
8,0.09288392366926654,0.0869520323144065,0.7140522875816994,0.8558006535947712
9,0.08487290066052107,0.07879980312648162,0.7475490196078431,0.8737745098039216
10,0.08040618971964113,0.07817070210486456,0.7892156862745098,0.8946078431372549
11,0.07663916811054829,0.07276318124891107,0.7965686274509803,0.8982843137254902
12,0.07474826646396537,0.06325795959218655,0.795751633986928,0.8978758169934641
13,0.06887625279574612,0.056313965250464046,0.815359477124183,0.9076797385620915
14,0.06708087163423401,0.06084444320279788,0.7810457516339869,0.8905228758169934
15,0.06573603852512011,0.050691069219431846,0.8047385620915033,0.9023692810457516
16,0.06306028232173203,0.05464421405024778,0.8178104575163399,0.9089052287581699
17,0.059673288386631634,0.057370891952826304,0.8120915032679739,0.9052287581699346
18,0.060918729094898,0.05657247921415404,0.7802287581699346,0.8901143790849673
19,0.05676567992743324,0.06751840990158467,0.755718954248366,0.8762254901960784
20,0.060447484644409875,0.05160412625744452,0.8161764705882353,0.9080882352941176
21,0.0531594708221021,0.05463252883721021,0.8088235294117647,0.9044117647058824
22,0.05266812536256765,0.06803243188491834,0.7148692810457516,0.8574346405228758
23,0.057469635958375495,0.053908705687016445,0.7761437908496732,0.8872549019607843
24,0.057220062423570486,0.04625809772147073,0.8521241830065359,0.926062091503268
25,0.048544442098514703,0.04532518405832496,0.8349673202614379,0.9174836601307189
26,0.04848688514598834,0.04283460193112785,0.8455882352941176,0.9227941176470589
27,0.04719026328301897,0.041262444133072895,0.863562091503268,0.931781045751634
28,0.042939506398112164,0.046260163772339914,0.8602941176470589,0.9301470588235294
29,0.046637026215690415,0.03752306154837795,0.8766339869281046,0.9383169934640523
30,0.043789706564222285,0.0414382675845249,0.7965686274509803,0.8982843137254902
31,0.04286172684111626,0.04437118310943928,0.8472222222222222,0.9236111111111112
32,0.04305164004657783,0.030955970555154328,0.8643790849673203,0.9321895424836601
33,0.042096611063659584,0.04327992566562946,0.8496732026143791,0.9248366013071896
34,0.0442565163792251,0.0371760093649618,0.863562091503268,0.931781045751634
35,0.039093447471755784,0.04507487566739905,0.8472222222222222,0.923202614379085
36,0.04245706253192004,0.03344074729221319,0.8872549019607843,0.9436274509803921
37,0.03828350457003693,0.04238341756018938,0.8602941176470589,0.9301470588235294
38,0.040437276347302924,0.03700748833468537,0.8831699346405228,0.9415849673202614
39,0.036264114873179425,0.03268898529262325,0.8799019607843137,0.9399509803921569
40,0.03573876797081598,0.03923663677148569,0.8643790849673203,0.9321895424836601
41,0.04273638971685584,0.03758541767308914,0.863562091503268,0.931781045751634
42,0.037288798640171684,0.03386866744437249,0.8651960784313726,0.9325980392156863
43,0.03619804289313703,0.028291382942519157,0.8815359477124183,0.9395424836601307
44,0.037470147086709156,0.03759097826539302,0.8643790849673203,0.9321895424836601
45,0.0385025199624448,0.029591881542229186,0.886437908496732,0.943218954248366
46,0.03842768048733668,0.029940418119913614,0.9093137254901961,0.9546568627450981
47,0.03672163300459681,0.02823526838343907,0.9003267973856209,0.9501633986928104
48,0.03408366354072795,0.02919308970274489,0.9044117647058824,0.9522058823529411
49,0.03494190714425511,0.029174956036548988,0.9133986928104575,0.9566993464052288
50,0.03267206906590586,0.030188583470637503,0.9076797385620915,0.9538398692810458
51,0.032015028099219,0.03238768573679955,0.8717320261437909,0.9358660130718954
52,0.033902041175786185,0.03582403774744545,0.8733660130718954,0.9366830065359477
53,0.033942565894107414,0.028189473828069526,0.8839869281045751,0.9419934640522876
54,0.03144861068698316,0.027755962769969614,0.9158496732026143,0.9579248366013072
55,0.033485155455232445,0.03590310155566222,0.8684640522875817,0.9342320261437909
56,0.030495053193732805,0.024728175374417523,0.9142156862745098,0.9571078431372549
57,0.03134607380024748,0.028609121267020313,0.920751633986928,0.9603758169934641
58,0.032921525643639316,0.03681173265662069,0.886437908496732,0.943218954248366
59,0.030602042191947988,0.026512052303825327,0.9215686274509803,0.9607843137254902
60,0.029530524063149308,0.02769880598179655,0.9158496732026143,0.9579248366013072
61,0.030952763007162442,0.03406847567827094,0.8872549019607843,0.9428104575163399
62,0.03306197090183988,0.03675596396517909,0.9109477124183006,0.9554738562091504
63,0.033784788199304756,0.029470634153660608,0.920751633986928,0.9603758169934641
64,0.029012143782346077,0.024548175166440166,0.8995098039215687,0.9497549019607843
65,0.02739977671040429,0.020230602959986604,0.9330065359477124,0.9665032679738562
66,0.03246981488674684,0.030742923345635918,0.8921568627450981,0.946078431372549
67,0.029888408027248445,0.030579666905348597,0.880718954248366,0.940359477124183
68,0.03081227863341375,0.024946486248689538,0.9281045751633987,0.9640522875816994
69,0.026884069483654172,0.025556722570673315,0.9223856209150327,0.9611928104575164
70,0.02860518625261737,0.024664023927613802,0.9142156862745098,0.9571078431372549
71,0.028422797634418493,0.02596253565713471,0.9264705882352942,0.9632352941176471
72,0.027413200489641014,0.03047927203618623,0.9240196078431373,0.9620098039215687
73,0.031200579300620198,0.025156048704790913,0.9133986928104575,0.9566993464052288
74,0.027833148885786144,0.021755378267246914,0.9321895424836601,0.9660947712418301
75,0.026595641743221314,0.023374831924835842,0.9297385620915033,0.9648692810457516
76,0.026884666650123845,0.025539167541888803,0.9248366013071896,0.9624183006535948
77,0.029432190229105794,0.022375753916361752,0.9338235294117647,0.9669117647058824
78,0.02989785728696125,0.036730208695908775,0.9117647058823529,0.9558823529411765
79,0.028664898492541967,0.031971455983866276,0.9084967320261438,0.954248366013072
80,0.02639674388018309,0.025983480091383255,0.9093137254901961,0.9546568627450981
