stage,training_subset,evaluation_subset,outer_fold,final_seed,seed,candidate_id,model_family,representation,temperature,n_calibration,calibration_folds,crossfit_raw_nll,crossfit_calibrated_nll,crossfit_raw_ece,crossfit_calibrated_ece,calibration,applied_temperature,n_test,n_supported,n_unsupported,balanced_accuracy,macro_f1,accuracy,negative_log_likelihood,brier_multiclass,expected_calibration_error_10
outer,strict_core,strict_core,2,1729,548457467,derivative_1__random_forest__20f5c6f432,random_forest,derivative_1,0.6284797504777517,481,4,0.9374163675087211,0.8767554140461918,0.17811670107206007,0.08992122718162136,uncalibrated,1.0,117,117,0,0.7177437641723357,0.6949218916415978,0.7094017094017094,0.9804686849873847,0.4453836915780099,0.17827066258455096
outer,strict_core,strict_core,2,1729,548457467,derivative_1__random_forest__20f5c6f432,random_forest,derivative_1,0.6284797504777517,481,4,0.9374163675087211,0.8767554140461918,0.17811670107206007,0.08992122718162136,temperature_scaled,0.6284797504777517,117,117,0,0.7177437641723357,0.6949218916415978,0.7094017094017094,0.889103005389135,0.39752916109686015,0.08733742812030716
outer,strict_core,strict_core,2,2718,1445917949,derivative_1__random_forest__20f5c6f432,random_forest,derivative_1,0.5623378921215322,481,4,1.0713578554968701,0.9823643134955155,0.1726971999510055,0.06407360127986418,uncalibrated,1.0,117,117,0,0.7058390022675737,0.690028579637684,0.7094017094017094,0.9833494702867273,0.4450724210493749,0.17791631113270165
outer,strict_core,strict_core,2,2718,1445917949,derivative_1__random_forest__20f5c6f432,random_forest,derivative_1,0.5623378921215322,481,4,1.0713578554968701,0.9823643134955155,0.1726971999510055,0.06407360127986418,temperature_scaled,0.5623378921215322,117,117,0,0.7058390022675737,0.690028579637684,0.7094017094017094,0.8908417653649974,0.3926207170724751,0.08030249721887182
outer,strict_core,strict_core,2,3141,1352266603,derivative_1__random_forest__20f5c6f432,random_forest,derivative_1,0.6240383916782817,481,4,0.9905688730029706,0.9274866979523645,0.15950245047714018,0.06830497919359077,uncalibrated,1.0,117,117,0,0.7296485260770974,0.7054004171025448,0.7264957264957265,0.9810580028405343,0.4455707890347447,0.20076307000398713
outer,strict_core,strict_core,2,3141,1352266603,derivative_1__random_forest__20f5c6f432,random_forest,derivative_1,0.6240383916782817,481,4,0.9905688730029706,0.9274866979523645,0.15950245047714018,0.06830497919359077,temperature_scaled,0.6240383916782817,117,117,0,0.7296485260770974,0.7054004171025448,0.7264957264957265,0.8849246511386202,0.3939517123255519,0.10439590117216284
outer,strict_core,strict_core,3,1729,1942167720,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6475006527219985,478,4,1.0298739850581877,0.9718605331832817,0.17461844397182738,0.0710447346967444,uncalibrated,1.0,120,120,0,0.702045177045177,0.6818066375486366,0.7166666666666667,0.9069651171507658,0.42923511808742404,0.16043896986436834
outer,strict_core,strict_core,3,1729,1942167720,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6475006527219985,478,4,1.0298739850581877,0.9718605331832817,0.17461844397182738,0.0710447346967444,temperature_scaled,0.6475006527219985,120,120,0,0.702045177045177,0.6818066375486366,0.7166666666666667,0.8408852309886351,0.41054617355429834,0.12981423176196316
outer,strict_core,strict_core,3,2718,97504892,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6165217661004326,478,4,1.0729062766800566,1.0029042780241098,0.17766778854372103,0.07983651826060939,uncalibrated,1.0,120,120,0,0.708913308913309,0.6930752340461875,0.725,0.8978757872592761,0.42671467725152595,0.15757926617574408
outer,strict_core,strict_core,3,2718,97504892,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6165217661004326,478,4,1.0729062766800566,1.0029042780241098,0.17766778854372103,0.07983651826060939,temperature_scaled,0.6165217661004326,120,120,0,0.708913308913309,0.6930752340461875,0.725,0.819412008179702,0.4046496041735366,0.11319232499173977
outer,strict_core,strict_core,3,3141,1458580390,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.588659628797228,478,4,1.16355296188211,1.0805968119705356,0.19110570592067694,0.06407679748340883,uncalibrated,1.0,120,120,0,0.6941086691086691,0.6725032290816557,0.7083333333333334,0.9089233497337577,0.4307935541338875,0.14435910745076178
outer,strict_core,strict_core,3,3141,1458580390,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.588659628797228,478,4,1.16355296188211,1.0805968119705356,0.19110570592067694,0.06407679748340883,temperature_scaled,0.588659628797228,120,120,0,0.6941086691086691,0.6725032290816557,0.7083333333333334,0.8445363037132732,0.4134856672183968,0.09819143256437002
outer,strict_core,strict_core,4,1729,213700681,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6319262639678037,474,4,0.9896463414510777,0.9264455261810578,0.17052264346031185,0.08315150324707013,uncalibrated,1.0,124,124,0,0.6636124422778559,0.6596736508454429,0.6935483870967742,0.8744125927481087,0.41704307264990104,0.15009875294863806
outer,strict_core,strict_core,4,1729,213700681,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6319262639678037,474,4,0.9896463414510777,0.9264455261810578,0.17052264346031185,0.08315150324707013,temperature_scaled,0.6319262639678037,124,124,0,0.6636124422778559,0.6596736508454429,0.6935483870967742,0.7509964471625439,0.37557009950459846,0.06565166537455688
outer,strict_core,strict_core,4,2718,749223255,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6343363018750702,474,4,0.9926515176409221,0.9309858376491416,0.1608813519268056,0.08047052761783097,uncalibrated,1.0,124,124,0,0.6521908020968172,0.6470167188995227,0.6854838709677419,0.8834762755213842,0.4203668255646368,0.14365244980063624
outer,strict_core,strict_core,4,2718,749223255,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6343363018750702,474,4,0.9926515176409221,0.9309858376491416,0.1608813519268056,0.08047052761783097,temperature_scaled,0.6343363018750702,124,124,0,0.6521908020968172,0.6470167188995227,0.6854838709677419,0.7630151247883075,0.3806152483166406,0.06472352403704991
outer,strict_core,strict_core,4,3141,849075601,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6369536250425627,474,4,0.9920807229776676,0.9303836906732522,0.16938578511765248,0.08142730940998995,uncalibrated,1.0,124,124,0,0.656576767009098,0.6469946432679351,0.6854838709677419,0.8899543892548585,0.42128984517254237,0.1427249955359445
outer,strict_core,strict_core,4,3141,849075601,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6369536250425627,474,4,0.9920807229776676,0.9303836906732522,0.16938578511765248,0.08142730940998995,temperature_scaled,0.6369536250425627,124,124,0,0.656576767009098,0.6469946432679351,0.6854838709677419,0.7708507985662052,0.37926931783062784,0.08852642861326063
outer,quality_pass,quality_pass,0,1729,2074415961,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.6909853954358502,397,4,0.9531406148513927,0.9078847230204202,0.16004634091156472,0.08562680457155566,uncalibrated,1.0,103,103,0,0.7888888888888889,0.7842905367966757,0.7766990291262136,0.7592398456089717,0.3521656606764135,0.1558244867906755
outer,quality_pass,quality_pass,0,1729,2074415961,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.6909853954358502,397,4,0.9531406148513927,0.9078847230204202,0.16004634091156472,0.08562680457155566,temperature_scaled,0.6909853954358502,103,103,0,0.7888888888888889,0.7842905367966757,0.7766990291262136,0.682118698791394,0.3147800722423141,0.0828423783454496
outer,quality_pass,field_quality_stress,0,1729,2074415961,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.6909853954358502,397,4,0.9531406148513927,0.9078847230204202,0.16004634091156472,0.08562680457155566,uncalibrated,1.0,15,15,0,0.6666666666666666,0.5511904761904762,0.5333333333333333,1.4545176071366908,0.6644481620259993,0.1745898322542264
outer,quality_pass,field_quality_stress,0,1729,2074415961,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.6909853954358502,397,4,0.9531406148513927,0.9078847230204202,0.16004634091156472,0.08562680457155566,temperature_scaled,0.6909853954358502,15,15,0,0.6666666666666666,0.5511904761904762,0.5333333333333333,1.4003858441269335,0.6366300039619923,0.16709728309850905
outer,quality_pass,quality_pass,0,2718,103803679,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.7090667610632893,397,4,0.9011196182684541,0.8613409871490257,0.15564430618449798,0.10208608271188276,uncalibrated,1.0,103,103,0,0.7752834467120182,0.7708225233286622,0.7572815533980582,0.7603505138872025,0.3533501335208327,0.13794362583277328
outer,quality_pass,quality_pass,0,2718,103803679,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.7090667610632893,397,4,0.9011196182684541,0.8613409871490257,0.15564430618449798,0.10208608271188276,temperature_scaled,0.7090667610632893,103,103,0,0.7752834467120182,0.7708225233286622,0.7572815533980582,0.6886185770075762,0.32243702931037554,0.08654119097672328
outer,quality_pass,field_quality_stress,0,2718,103803679,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.7090667610632893,397,4,0.9011196182684541,0.8613409871490257,0.15564430618449798,0.10208608271188276,uncalibrated,1.0,15,15,0,0.7222222222222222,0.6678571428571428,0.6,1.4383571860482078,0.6672323932948357,0.237214261162527
outer,quality_pass,field_quality_stress,0,2718,103803679,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.7090667610632893,397,4,0.9011196182684541,0.8613409871490257,0.15564430618449798,0.10208608271188276,temperature_scaled,0.7090667610632893,15,15,0,0.7222222222222222,0.6678571428571428,0.6,1.3832891156277685,0.6462787823229406,0.21685567397266514
outer,quality_pass,quality_pass,0,3141,1113721790,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.6928140250064004,397,4,0.9546965027635922,0.9103555215133481,0.16200978356264667,0.08230894699670012,uncalibrated,1.0,103,103,0,0.7822278911564625,0.778578420739732,0.7669902912621359,0.754619898469063,0.3501922026416405,0.1512665298090124
outer,quality_pass,quality_pass,0,3141,1113721790,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.6928140250064004,397,4,0.9546965027635922,0.9103555215133481,0.16200978356264667,0.08230894699670012,temperature_scaled,0.6928140250064004,103,103,0,0.7822278911564625,0.778578420739732,0.7669902912621359,0.6734084929532816,0.31114368093760514,0.06901658914250683
outer,quality_pass,field_quality_stress,0,3141,1113721790,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.6928140250064004,397,4,0.9546965027635922,0.9103555215133481,0.16200978356264667,0.08230894699670012,uncalibrated,1.0,15,15,0,0.6666666666666666,0.5798941798941798,0.5333333333333333,1.427388112407205,0.660583304604511,0.1785409651616463
outer,quality_pass,field_quality_stress,0,3141,1113721790,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.6928140250064004,397,4,0.9546965027635922,0.9103555215133481,0.16200978356264667,0.08230894699670012,temperature_scaled,0.6928140250064004,15,15,0,0.6666666666666666,0.5798941798941798,0.5333333333333333,1.3586366458675085,0.6299343878875641,0.17482270400232894
outer,quality_pass,quality_pass,1,1729,1437110934,derivative_1__random_forest__5868a78bb4,random_forest,derivative_1,0.5660048607578378,396,4,0.7990271081395733,0.701173903259514,0.18292929292998233,0.05136579601131831,uncalibrated,1.0,104,104,0,0.6624776189993583,0.6548934353812402,0.6923076923076923,1.0801599964035231,0.47898076923055766,0.1581089743582226
outer,quality_pass,quality_pass,1,1729,1437110934,derivative_1__random_forest__5868a78bb4,random_forest,derivative_1,0.5660048607578378,396,4,0.7990271081395733,0.701173903259514,0.18292929292998233,0.05136579601131831,temperature_scaled,0.5660048607578378,104,104,0,0.6624776189993583,0.6548934353812402,0.6923076923076923,1.2647749393827221,0.4553720761740696,0.11572752707842364
outer,quality_pass,field_quality_stress,1,1729,1437110934,derivative_1__random_forest__5868a78bb4,random_forest,derivative_1,0.5660048607578378,396,4,0.7990271081395733,0.701173903259514,0.18292929292998233,0.05136579601131831,uncalibrated,1.0,15,15,0,0.2916666666666667,0.24027777777777773,0.3333333333333333,1.761699512301461,0.8022251851851853,0.053111111111111116
outer,quality_pass,field_quality_stress,1,1729,1437110934,derivative_1__random_forest__5868a78bb4,random_forest,derivative_1,0.5660048607578378,396,4,0.7990271081395733,0.701173903259514,0.18292929292998233,0.05136579601131831,temperature_scaled,0.5660048607578378,15,15,0,0.2916666666666667,0.24027777777777773,0.3333333333333333,1.8112181590457301,0.8157741606830554,0.09640193898700757
outer,quality_pass,quality_pass,1,2718,1744248819,derivative_1__random_forest__5868a78bb4,random_forest,derivative_1,0.5736661657894162,396,4,0.8640354436496591,0.7686221936927006,0.18780303030361853,0.06670323918445957,uncalibrated,1.0,104,104,0,0.6907729951208212,0.6831231342257806,0.7211538461538461,1.0442461196442765,0.4748764957263116,0.19080128205062025
outer,quality_pass,quality_pass,1,2718,1744248819,derivative_1__random_forest__5868a78bb4,random_forest,derivative_1,0.5736661657894162,396,4,0.8640354436496591,0.7686221936927006,0.18780303030361853,0.06670323918445957,temperature_scaled,0.5736661657894162,104,104,0,0.6907729951208212,0.6831231342257806,0.7211538461538461,1.1876861353486932,0.44991442869420306,0.16658208378329237
outer,quality_pass,field_quality_stress,1,2718,1744248819,derivative_1__random_forest__5868a78bb4,random_forest,derivative_1,0.5736661657894162,396,4,0.8640354436496591,0.7686221936927006,0.18780303030361853,0.06670323918445957,uncalibrated,1.0,15,15,0,0.3333333333333333,0.2564102564102564,0.4,1.7059058260872493,0.7887837037037037,0.10844444444444444
outer,quality_pass,field_quality_stress,1,2718,1744248819,derivative_1__random_forest__5868a78bb4,random_forest,derivative_1,0.5736661657894162,396,4,0.8640354436496591,0.7686221936927006,0.18780303030361853,0.06670323918445957,temperature_scaled,0.5736661657894162,15,15,0,0.3333333333333333,0.2564102564102564,0.4,1.7263841432497484,0.7986359315867941,0.1719635264559769
outer,quality_pass,quality_pass,1,3141,847859494,derivative_1__random_forest__5868a78bb4,random_forest,derivative_1,0.5839306675136604,396,4,0.8053393728217403,0.7148771347920398,0.19290404040466338,0.07071309049573603,uncalibrated,1.0,104,104,0,0.6893396458613851,0.6784985339863389,0.7115384615384616,1.519097369152194,0.4805762820511532,0.1834294871788709
outer,quality_pass,quality_pass,1,3141,847859494,derivative_1__random_forest__5868a78bb4,random_forest,derivative_1,0.5839306675136604,396,4,0.8053393728217403,0.7148771347920398,0.19290404040466338,0.07071309049573603,temperature_scaled,0.5839306675136604,104,104,0,0.6893396458613851,0.6784985339863389,0.7115384615384616,1.6126161256786253,0.4566460682849006,0.14931273317911448
outer,quality_pass,field_quality_stress,1,3141,847859494,derivative_1__random_forest__5868a78bb4,random_forest,derivative_1,0.5839306675136604,396,4,0.8053393728217403,0.7148771347920398,0.19290404040466338,0.07071309049573603,uncalibrated,1.0,15,15,0,0.4583333333333333,0.42136752136752137,0.4666666666666667,1.7351965509387162,0.7840725925925924,0.18555555555555558
outer,quality_pass,field_quality_stress,1,3141,847859494,derivative_1__random_forest__5868a78bb4,random_forest,derivative_1,0.5839306675136604,396,4,0.8053393728217403,0.7148771347920398,0.19290404040466338,0.07071309049573603,temperature_scaled,0.5839306675136604,15,15,0,0.4583333333333333,0.42136752136752137,0.4666666666666667,1.749747468267444,0.7749782506303349,0.23801897011732717
outer,quality_pass,quality_pass,2,1729,1877104501,derivative_1__random_forest__03e2055c66,random_forest,derivative_1,0.618306790790398,405,4,0.8723226813869102,0.7987186527838668,0.17193196993611518,0.06496392457050819,uncalibrated,1.0,95,95,0,0.788575192923019,0.752026568821463,0.7684210526315789,0.8545266288431574,0.379551379024586,0.22382123100999954
outer,quality_pass,quality_pass,2,1729,1877104501,derivative_1__random_forest__03e2055c66,random_forest,derivative_1,0.618306790790398,405,4,0.8723226813869102,0.7987186527838668,0.17193196993611518,0.06496392457050819,temperature_scaled,0.618306790790398,95,95,0,0.788575192923019,0.752026568821463,0.7684210526315789,0.7356068968179006,0.31400718638761743,0.10713459123851073
outer,quality_pass,field_quality_stress,2,1729,1877104501,derivative_1__random_forest__03e2055c66,random_forest,derivative_1,0.618306790790398,405,4,0.8723226813869102,0.7987186527838668,0.17193196993611518,0.06496392457050819,uncalibrated,1.0,22,22,0,0.2714285714285714,0.236734693877551,0.36363636363636365,1.6513735724252923,0.7539123930646803,0.0674040234355734
outer,quality_pass,field_quality_stress,2,1729,1877104501,derivative_1__random_forest__03e2055c66,random_forest,derivative_1,0.618306790790398,405,4,0.8723226813869102,0.7987186527838668,0.17193196993611518,0.06496392457050819,temperature_scaled,0.618306790790398,22,22,0,0.2714285714285714,0.236734693877551,0.36363636363636365,1.6157347008141565,0.7436691575292333,0.1351426280170064
outer,quality_pass,quality_pass,2,2718,473401159,derivative_1__random_forest__03e2055c66,random_forest,derivative_1,0.6135989239702432,405,4,0.875885808229215,0.8010764157709579,0.16746632865132,0.053201068425274556,uncalibrated,1.0,95,95,0,0.8062004248339653,0.7640009492168961,0.7894736842105263,0.8553279260896092,0.3843912586093243,0.2216974636921359
outer,quality_pass,quality_pass,2,2718,473401159,derivative_1__random_forest__03e2055c66,random_forest,derivative_1,0.6135989239702432,405,4,0.875885808229215,0.8010764157709579,0.16746632865132,0.053201068425274556,temperature_scaled,0.6135989239702432,95,95,0,0.8062004248339653,0.7640009492168961,0.7894736842105263,0.733416189941111,0.3200905069054708,0.0797008006345443
outer,quality_pass,field_quality_stress,2,2718,473401159,derivative_1__random_forest__03e2055c66,random_forest,derivative_1,0.6135989239702432,405,4,0.875885808229215,0.8010764157709579,0.16746632865132,0.053201068425274556,uncalibrated,1.0,22,22,0,0.21428571428571427,0.14990723562152133,0.2727272727272727,1.6946367663602862,0.7678341072957242,0.2608501567008349
outer,quality_pass,field_quality_stress,2,2718,473401159,derivative_1__random_forest__03e2055c66,random_forest,derivative_1,0.6135989239702432,405,4,0.875885808229215,0.8010764157709579,0.16746632865132,0.053201068425274556,temperature_scaled,0.6135989239702432,22,22,0,0.21428571428571427,0.14990723562152133,0.2727272727272727,1.6769388118789166,0.7631137123458643,0.2398253769425991
outer,quality_pass,quality_pass,2,3141,2101397332,derivative_1__random_forest__03e2055c66,random_forest,derivative_1,0.6152657553148752,405,4,0.8749373230921377,0.8012318539772408,0.17972172714499127,0.07213619080952532,uncalibrated,1.0,95,95,0,0.8062004248339653,0.7599454808757135,0.7894736842105263,0.8585065840753986,0.3860889533980345,0.22512121858341283
outer,quality_pass,quality_pass,2,3141,2101397332,derivative_1__random_forest__03e2055c66,random_forest,derivative_1,0.6152657553148752,405,4,0.8749373230921377,0.8012318539772408,0.17972172714499127,0.07213619080952532,temperature_scaled,0.6152657553148752,95,95,0,0.8062004248339653,0.7599454808757135,0.7894736842105263,0.734655365689594,0.31799356087468506,0.10338924595687954
outer,quality_pass,field_quality_stress,2,3141,2101397332,derivative_1__random_forest__03e2055c66,random_forest,derivative_1,0.6152657553148752,405,4,0.8749373230921377,0.8012318539772408,0.17972172714499127,0.07213619080952532,uncalibrated,1.0,22,22,0,0.17857142857142858,0.1261904761904762,0.22727272727272727,1.735869796886796,0.7866392113197119,0.21687257773265298
outer,quality_pass,field_quality_stress,2,3141,2101397332,derivative_1__random_forest__03e2055c66,random_forest,derivative_1,0.6152657553148752,405,4,0.8749373230921377,0.8012318539772408,0.17972172714499127,0.07213619080952532,temperature_scaled,0.6152657553148752,22,22,0,0.17857142857142858,0.1261904761904762,0.22727272727272727,1.7468762619188802,0.7969406050956391,0.23338821693038822
outer,quality_pass,quality_pass,3,1729,1638139318,derivative_1__random_forest__b14279f757,random_forest,derivative_1,0.6433226336416153,399,4,0.8677388702486402,0.7999001700004096,0.19377388477043567,0.07660827770478075,uncalibrated,1.0,101,101,0,0.7123975439764914,0.7012898175699128,0.7524752475247525,0.8161509241382393,0.3885748341087362,0.16379770228508325
outer,quality_pass,quality_pass,3,1729,1638139318,derivative_1__random_forest__b14279f757,random_forest,derivative_1,0.6433226336416153,399,4,0.8677388702486402,0.7999001700004096,0.19377388477043567,0.07660827770478075,temperature_scaled,0.6433226336416153,101,101,0,0.7123975439764914,0.7012898175699128,0.7524752475247525,0.7473620386636077,0.36925258189219207,0.07038769912991429
outer,quality_pass,field_quality_stress,3,1729,1638139318,derivative_1__random_forest__b14279f757,random_forest,derivative_1,0.6433226336416153,399,4,0.8677388702486402,0.7999001700004096,0.19377388477043567,0.07660827770478075,uncalibrated,1.0,19,19,0,0.39285714285714285,0.35238095238095235,0.42105263157894735,1.5300826841367363,0.6980752601013618,0.14492611648009773
outer,quality_pass,field_quality_stress,3,1729,1638139318,derivative_1__random_forest__b14279f757,random_forest,derivative_1,0.6433226336416153,399,4,0.8677388702486402,0.7999001700004096,0.19377388477043567,0.07660827770478075,temperature_scaled,0.6433226336416153,19,19,0,0.39285714285714285,0.35238095238095235,0.42105263157894735,1.4848297435337927,0.6796107349617878,0.14612021265121372
outer,quality_pass,quality_pass,3,2718,1644489286,derivative_1__random_forest__b14279f757,random_forest,derivative_1,0.6565068801916762,399,4,0.8840612979471104,0.8217751769290434,0.20601653384844448,0.09802516177946904,uncalibrated,1.0,101,101,0,0.6835375151164624,0.6726064551694803,0.7326732673267327,0.8279441107394039,0.39232978677640695,0.1477008799830909
outer,quality_pass,quality_pass,3,2718,1644489286,derivative_1__random_forest__b14279f757,random_forest,derivative_1,0.6565068801916762,399,4,0.8840612979471104,0.8217751769290434,0.20601653384844448,0.09802516177946904,temperature_scaled,0.6565068801916762,101,101,0,0.6835375151164624,0.6726064551694803,0.7326732673267327,0.7670977612420888,0.37638045113153595,0.062513985114337
outer,quality_pass,field_quality_stress,3,2718,1644489286,derivative_1__random_forest__b14279f757,random_forest,derivative_1,0.6565068801916762,399,4,0.8840612979471104,0.8217751769290434,0.20601653384844448,0.09802516177946904,uncalibrated,1.0,19,19,0,0.29761904761904756,0.27647058823529413,0.3157894736842105,1.548382840512079,0.7061687285162421,0.1758570570547059
outer,quality_pass,field_quality_stress,3,2718,1644489286,derivative_1__random_forest__b14279f757,random_forest,derivative_1,0.6565068801916762,399,4,0.8840612979471104,0.8217751769290434,0.20601653384844448,0.09802516177946904,temperature_scaled,0.6565068801916762,19,19,0,0.29761904761904756,0.27647058823529413,0.3157894736842105,1.5176690715974546,0.6965605214953333,0.18814338672230754
outer,quality_pass,quality_pass,3,3141,1270365289,derivative_1__random_forest__b14279f757,random_forest,derivative_1,0.662309477532034,399,4,0.8897378432416059,0.8298889948776501,0.2018643533395447,0.08853623480316225,uncalibrated,1.0,101,101,0,0.7004927820717295,0.6851650563225515,0.7425742574257426,0.8286959825188135,0.3924842118882745,0.14894276448643481
outer,quality_pass,quality_pass,3,3141,1270365289,derivative_1__random_forest__b14279f757,random_forest,derivative_1,0.662309477532034,399,4,0.8897378432416059,0.8298889948776501,0.2018643533395447,0.08853623480316225,temperature_scaled,0.662309477532034,101,101,0,0.7004927820717295,0.6851650563225515,0.7425742574257426,0.7703082695195569,0.3794759122086947,0.12779294187985282
outer,quality_pass,field_quality_stress,3,3141,1270365289,derivative_1__random_forest__b14279f757,random_forest,derivative_1,0.662309477532034,399,4,0.8897378432416059,0.8298889948776501,0.2018643533395447,0.08853623480316225,uncalibrated,1.0,19,19,0,0.29761904761904756,0.2785714285714286,0.3157894736842105,1.58823749764795,0.7139226883581207,0.2252653597026346
