stage,training_subset,evaluation_subset,outer_fold,final_seed,seed,candidate_id,model_family,representation,temperature,n_calibration,calibration_folds,crossfit_raw_nll,crossfit_calibrated_nll,crossfit_raw_ece,crossfit_calibrated_ece,calibration,applied_temperature,n_test,n_supported,n_unsupported,balanced_accuracy,macro_f1,accuracy,negative_log_likelihood,brier_multiclass,expected_calibration_error_10
outer,quality_pass,field_quality_stress,3,3141,1270365289,derivative_1__random_forest__b14279f757,random_forest,derivative_1,0.662309477532034,399,4,0.8897378432416059,0.8298889948776501,0.2018643533395447,0.08853623480316225,temperature_scaled,0.662309477532034,19,19,0,0.29761904761904756,0.2785714285714286,0.3157894736842105,1.5930494124796812,0.7150246948375226,0.2656152523280713
outer,quality_pass,quality_pass,4,1729,1870792255,derivative_1__random_forest__ce99612d47,random_forest,derivative_1,0.6433427124868393,403,4,0.9600572144787948,0.8955464388455368,0.18067103175770127,0.09170126786584844,uncalibrated,1.0,97,97,0,0.7515072918799628,0.7269567597153804,0.7938144329896907,0.7421436386410287,0.3525726075801004,0.21372125679414902
outer,quality_pass,quality_pass,4,1729,1870792255,derivative_1__random_forest__ce99612d47,random_forest,derivative_1,0.6433427124868393,403,4,0.9600572144787948,0.8955464388455368,0.18067103175770127,0.09170126786584844,temperature_scaled,0.6433427124868393,97,97,0,0.7515072918799628,0.7269567597153804,0.7938144329896907,0.5904051320531458,0.3029287993762373,0.1071002956201952
outer,quality_pass,field_quality_stress,4,1729,1870792255,derivative_1__random_forest__ce99612d47,random_forest,derivative_1,0.6433427124868393,403,4,0.9600572144787948,0.8955464388455368,0.18067103175770127,0.09170126786584844,uncalibrated,1.0,27,27,0,0.3277777777777778,0.24155844155844153,0.3333333333333333,1.7467940314073824,0.7869724211076391,0.10429426887445793
outer,quality_pass,field_quality_stress,4,1729,1870792255,derivative_1__random_forest__ce99612d47,random_forest,derivative_1,0.6433427124868393,403,4,0.9600572144787948,0.8955464388455368,0.18067103175770127,0.09170126786584844,temperature_scaled,0.6433427124868393,27,27,0,0.3277777777777778,0.24155844155844153,0.3333333333333333,1.7785808871098083,0.7943304293869575,0.16466479213279428
outer,quality_pass,quality_pass,4,2718,848419789,derivative_1__random_forest__ce99612d47,random_forest,derivative_1,0.6260690854959693,403,4,0.9445101698455551,0.8717749022171292,0.1872756901063866,0.0822192470245153,uncalibrated,1.0,97,97,0,0.7486974722999568,0.7275488283891643,0.7938144329896907,0.7419893640176363,0.35369392568248603,0.21863855081159664
outer,quality_pass,quality_pass,4,2718,848419789,derivative_1__random_forest__ce99612d47,random_forest,derivative_1,0.6260690854959693,403,4,0.9445101698455551,0.8717749022171292,0.1872756901063866,0.0822192470245153,temperature_scaled,0.6260690854959693,97,97,0,0.7486974722999568,0.7275488283891643,0.7938144329896907,0.5786178544201471,0.2995630814274696,0.0956557749837853
outer,quality_pass,field_quality_stress,4,2718,848419789,derivative_1__random_forest__ce99612d47,random_forest,derivative_1,0.6260690854959693,403,4,0.9445101698455551,0.8717749022171292,0.1872756901063866,0.0822192470245153,uncalibrated,1.0,27,27,0,0.3277777777777778,0.23650793650793647,0.3333333333333333,1.7148562373710925,0.7780881052009009,0.11792572698246077
outer,quality_pass,field_quality_stress,4,2718,848419789,derivative_1__random_forest__ce99612d47,random_forest,derivative_1,0.6260690854959693,403,4,0.9445101698455551,0.8717749022171292,0.1872756901063866,0.0822192470245153,temperature_scaled,0.6260690854959693,27,27,0,0.3277777777777778,0.23650793650793647,0.3333333333333333,1.7372468969965755,0.782792494657184,0.146617661356086
outer,quality_pass,quality_pass,4,3141,884081517,derivative_1__random_forest__ce99612d47,random_forest,derivative_1,0.6241245048520051,403,4,1.0110469810249119,0.9387338150856274,0.17716910742631073,0.09100402173140502,uncalibrated,1.0,97,97,0,0.7452961117557392,0.7231292517006802,0.7835051546391752,0.7393489832357045,0.35259295777856153,0.20538954490908953
outer,quality_pass,quality_pass,4,3141,884081517,derivative_1__random_forest__ce99612d47,random_forest,derivative_1,0.6241245048520051,403,4,1.0110469810249119,0.9387338150856274,0.17716910742631073,0.09100402173140502,temperature_scaled,0.6241245048520051,97,97,0,0.7452961117557392,0.7231292517006802,0.7835051546391752,0.5771236848771152,0.29906914599637957,0.11547925637733947
outer,quality_pass,field_quality_stress,4,3141,884081517,derivative_1__random_forest__ce99612d47,random_forest,derivative_1,0.6241245048520051,403,4,1.0110469810249119,0.9387338150856274,0.17716910742631073,0.09100402173140502,uncalibrated,1.0,27,27,0,0.3611111111111111,0.28654244306418214,0.37037037037037035,1.6929372651814392,0.7698552407542943,0.07105919362940497
outer,quality_pass,field_quality_stress,4,3141,884081517,derivative_1__random_forest__ce99612d47,random_forest,derivative_1,0.6241245048520051,403,4,1.0110469810249119,0.9387338150856274,0.17716910742631073,0.09100402173140502,temperature_scaled,0.6241245048520051,27,27,0,0.3611111111111111,0.28654244306418214,0.37037037037037035,1.6832093457713388,0.7611203320188298,0.1501919398775903
