stage,training_subset,evaluation_subset,outer_fold,final_seed,seed,candidate_id,model_family,representation,temperature,n_calibration,calibration_folds,crossfit_raw_nll,crossfit_calibrated_nll,crossfit_raw_ece,crossfit_calibrated_ece,band_start_cm1,band_stop_cm1_exclusive,n_variables,baseline_balanced_accuracy,importance_mean_ba_drop,importance_sd_ba_drop,permutation_repeats
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,700,720,20,0.7614285714285715,0.0,0.0,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,720,740,20,0.7614285714285715,-0.002857142857142847,0.003912303982179744,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,740,760,20,0.7614285714285715,0.053238095238095175,0.01525073880222214,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,760,780,20,0.7614285714285715,-0.005714285714285694,0.0031943828249996883,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,780,800,20,0.7614285714285715,-0.00428571428571427,0.003912303982179744,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,800,820,20,0.7614285714285715,-0.0017142857142856903,0.005477225575051672,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,820,840,20,0.7614285714285715,0.0,0.0,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,840,860,20,0.7614285714285715,-0.005714285714285716,0.009464098530643708,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,860,880,20,0.7614285714285715,-0.0019047619047618757,0.005161781759209255,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,880,900,20,0.7614285714285715,0.0,0.0,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,900,920,20,0.7614285714285715,0.0,0.0,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,920,940,20,0.7614285714285715,-0.00428571428571427,0.010832679205787892,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,940,960,20,0.7614285714285715,-0.003142857142857114,0.0036977654587270785,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,960,980,20,0.7614285714285715,0.0,0.0,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,980,1000,20,0.7614285714285715,0.05876190476190477,0.030449392980481882,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1000,1020,20,0.7614285714285715,0.01514285714285717,0.003537938213525136,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1020,1040,20,0.7614285714285715,0.005428571428571427,0.006295807192776507,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1040,1060,20,0.7614285714285715,-2.2204460492503132e-17,0.006734350297014754,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1060,1080,20,0.7614285714285715,-0.002857142857142847,0.003912303982179744,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1080,1100,20,0.7614285714285715,-0.0014285714285714236,0.0031943828249996883,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1100,1120,20,0.7614285714285715,0.015619047619047621,0.017671735891901113,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1120,1140,20,0.7614285714285715,0.0011428571428571566,0.007242166774649482,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1140,1160,20,0.7614285714285715,0.0,0.0,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1160,1180,20,0.7614285714285715,-0.006476190476190547,0.00438509121265577,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1180,1200,20,0.7614285714285715,0.0,0.0,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1200,1220,20,0.7614285714285715,-0.003142857142857114,0.005837947640486456,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1220,1240,20,0.7614285714285715,-0.0014285714285714236,0.0031943828249996883,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1240,1260,20,0.7614285714285715,0.0,0.0,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1260,1280,20,0.7614285714285715,0.0011428571428571566,0.0025555062599997903,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1280,1300,20,0.7614285714285715,0.0,0.0,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1300,1320,20,0.7614285714285715,-0.00428571428571427,0.003912303982179744,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1320,1340,20,0.7614285714285715,-0.0014285714285714236,0.0031943828249996883,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1340,1360,20,0.7614285714285715,0.010952380952380958,0.008178840017770344,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1360,1380,20,0.7614285714285715,-0.0019047619047619425,0.007968190728895982,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1380,1400,20,0.7614285714285715,-0.004761904761904745,0.00652050663696624,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1400,1420,20,0.7614285714285715,-0.0004761904761904301,0.011615534207286136,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1420,1440,20,0.7614285714285715,0.005904761904761901,0.012722397982724709,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1440,1460,20,0.7614285714285715,0.002857142857142847,0.007022800573215511,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1460,1480,20,0.7614285714285715,-0.007619047619047592,0.004879500364742649,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1480,1500,20,0.7614285714285715,-0.00428571428571427,0.003912303982179744,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1500,1520,20,0.7614285714285715,0.0,0.0,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1520,1540,20,0.7614285714285715,0.0,0.0,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1540,1560,20,0.7614285714285715,-0.0014285714285714236,0.0031943828249996883,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1560,1580,20,0.7614285714285715,-0.0014285714285714236,0.0031943828249996883,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1580,1600,20,0.7614285714285715,-0.0019047619047619202,0.004259177099999634,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1600,1620,20,0.7614285714285715,-0.0014285714285714236,0.0031943828249996883,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1620,1640,20,0.7614285714285715,-0.00428571428571427,0.003912303982179744,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1640,1660,20,0.7614285714285715,-0.00428571428571427,0.003912303982179744,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1660,1680,20,0.7614285714285715,0.0,0.0,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1680,1700,20,0.7614285714285715,0.0,0.0,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1700,1720,20,0.7614285714285715,-0.00428571428571427,0.003912303982179744,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1720,1740,20,0.7614285714285715,-0.002857142857142847,0.003912303982179744,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1740,1760,20,0.7614285714285715,0.002857142857142847,0.007022800573215511,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1760,1780,20,0.7614285714285715,0.006666666666666643,0.007022800573215511,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1780,1800,20,0.7614285714285715,-0.005714285714285694,0.0031943828249996883,5
outer,strict_core,strict_core,0,1729,1995580914,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6565295337664285,480,4,1.0696654068961648,1.01712217933291,0.1373603661410595,0.06476486312218468,1800,1801,1,0.7614285714285715,0.0,0.0,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,400,420,20,0.6076085010663305,0.0,0.0,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,420,440,20,0.6076085010663305,-0.006211180124223614,0.0,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,440,460,20,0.6076085010663305,0.0017857142857142794,0.003992978531249611,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,460,480,20,0.6076085010663305,-0.002484472049689446,0.0034020034627650136,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,480,500,20,0.6076085010663305,0.008928571428571397,0.0,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,500,520,20,0.6076085010663305,-0.0036231884057970954,0.008101695570651398,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,520,540,20,0.6076085010663305,0.00952380952380949,0.00388047762214442,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,540,560,20,0.6076085010663305,-0.004968944099378892,0.002777724195651918,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,560,580,20,0.6076085010663305,-0.00854037267080745,0.0038722704470613217,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,580,600,20,0.6076085010663305,0.006547619047619002,0.00532397137499953,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,600,620,20,0.6076085010663305,-0.004658385093167738,0.00495111968677772,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,620,640,20,0.6076085010663305,0.0034679089026914854,0.008245810299395886,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,640,660,20,0.6076085010663305,-0.0006987577639751663,0.006213605892769201,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,660,680,20,0.6076085010663305,-0.006211180124223614,0.0,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,680,700,20,0.6076085010663305,-0.0037267080745341684,0.0034020034627650136,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,700,720,20,0.6076085010663305,0.0,0.0,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,720,740,20,0.6076085010663305,-0.004425465838509335,0.003992978531249611,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,740,760,20,0.6076085010663305,0.0037111801242236454,0.016225857771084932,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,760,780,20,0.6076085010663305,-0.0030279503105590023,0.004256046606728484,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,780,800,20,0.6076085010663305,0.002841614906832257,0.00394192853643958,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,800,820,20,0.6076085010663305,-0.015051759834368527,0.014992064250545336,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,820,840,20,0.6076085010663305,0.004968944099378802,0.0027777241956518685,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,840,860,20,0.6076085010663305,-0.016159420289855064,0.01137706591629711,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,860,880,20,0.6076085010663305,0.009420289855072417,0.003402003462765013,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,880,900,20,0.6076085010663305,-0.0071428571428571175,0.0071428571428571175,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,900,920,20,0.6076085010663305,-0.0026708074534161465,0.0036719580754925297,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,920,940,20,0.6076085010663305,0.012448240165631442,0.01170633649206218,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,940,960,20,0.6076085010663305,-0.003980331262939951,0.010507969842200513,5
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,960,980,20,0.6076085010663305,-0.0006987577639751663,0.008858249943877565,5
