outer_fold,final_seed,candidate_id,representation,wavenumber_cm1,importance
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,400.0,0.00019782626876378015
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,401.0,0.00022558979100696265
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,402.0,0.0001991559963195202
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,403.0,6.680110480293465e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,404.0,0.0005300183217086018
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,405.0,0.0004979013303944293
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,406.0,4.6011946923326884e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,407.0,0.00012879746700218776
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,408.0,0.00010957154699914433
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,409.0,7.249289258037091e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,410.0,0.0003257664914502721
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,411.0,4.704573224746248e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,412.0,7.655425334242152e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,413.0,0.0002174873110038969
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,414.0,0.0003359506129633232
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,415.0,0.00010780716545091227
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,416.0,0.00016173274538726785
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,417.0,0.0002758072809122325
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,418.0,0.0001833168304264319
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,419.0,4.3090850473945855e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,420.0,0.00029708564957903904
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,421.0,0.0003542756658794027
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,422.0,0.00031389278406130424
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,423.0,9.069955647449796e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,424.0,0.00033335879481607804
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,425.0,3.8826638465184724e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,426.0,0.0001032602731341024
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,427.0,0.0003350638149424796
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,428.0,0.00034594892680211883
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,429.0,0.00018727487098075133
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,430.0,0.0004414705311653862
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,431.0,0.0002097029709436124
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,432.0,0.0006922547013918416
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,433.0,0.0003740788990310758
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,434.0,0.00010108527541524925
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,435.0,0.00028540759406017855
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,436.0,0.0001627698522013851
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,437.0,5.930794608244392e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,438.0,0.00018907694185459507
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,439.0,0.00022239233966271565
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,440.0,0.00036739185906333653
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,441.0,0.0002585943862242581
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,442.0,9.440365292157702e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,443.0,0.00017027894332146968
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,444.0,0.00018084582396933336
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,445.0,5.43183104244825e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,446.0,0.00026868309929626736
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,447.0,0.00047713712531505264
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,448.0,0.0007396007584405028
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,449.0,0.00026807290290252093
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,450.0,0.00029803495466268747
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,451.0,0.0004825449094941744
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,452.0,0.00022836708242831978
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,453.0,7.696424227002718e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,454.0,0.00048704452269175404
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,455.0,0.00033205750520519747
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,456.0,9.304475257151705e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,457.0,0.00015704179112880655
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,458.0,8.25003063989005e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,459.0,0.0001947961064414817
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,460.0,0.0002647414691315809
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,461.0,0.00045600285625570827
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,462.0,0.0010178551140930636
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,463.0,0.000712734479410235
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,464.0,0.0011252972512981348
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,465.0,0.00011434977642066456
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,466.0,0.0003488665079132152
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,467.0,8.067952744719187e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,468.0,0.00018361907717201082
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,469.0,0.0004221034337354784
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,470.0,0.0007524216376392892
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,471.0,0.0002700961075647718
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,472.0,0.00010396122948930384
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,473.0,0.0004366763798417999
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,474.0,0.00020532124669587554
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,475.0,9.114034299380995e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,476.0,0.00011383114862164834
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,477.0,0.00011538669177125213
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,478.0,0.0002694448195952731
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,479.0,0.0002475074415310679
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,480.0,0.00011494568444214259
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,481.0,0.00022350383717329993
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,482.0,0.0002464559897095517
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,483.0,0.0002341598758898547
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,484.0,0.00037712191239113634
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,485.0,8.14835793346642e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,486.0,0.00011987312302244597
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,487.0,0.00014210321907008779
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,488.0,0.00013020069563348774
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,489.0,0.00023636865573789333
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,490.0,0.00016746436668509026
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,491.0,4.651875235117039e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,492.0,0.0005184562253485506
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,493.0,0.0006228987673030566
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,494.0,0.0005610549488613845
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,495.0,0.00119929953038824
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,496.0,0.000379396688347792
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,497.0,0.0003921861993518439
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,498.0,5.671054265860081e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,499.0,0.0
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,500.0,0.000148818649249486
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,501.0,4.082715827574369e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,502.0,0.00017719456205460724
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,503.0,1.8746238826698132e-19
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,504.0,0.00035087715243483275
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,505.0,0.0004452655108563907
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,506.0,0.00017168414488785718
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,507.0,0.0004275998847711282
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,508.0,0.00023987953075292932
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,509.0,0.00036790286560582587
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,510.0,0.00014746200094570335
