outer_fold,final_seed,candidate_id,representation,wavenumber_cm1,importance
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,511.0,0.0004510375034712968
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,512.0,0.00024928452011190326
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,513.0,0.0004271211530143257
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,514.0,8.811254221266695e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,515.0,0.00021756777618763017
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,516.0,6.150786234109014e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,517.0,0.0006424854368227567
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,518.0,0.0005490168366131452
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,519.0,0.0001325118511010771
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,520.0,0.00013879285715768844
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,521.0,4.768512229558416e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,522.0,1.3004305566695978e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,523.0,0.00010256931202688254
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,524.0,0.0009745971048741283
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,525.0,0.0010439872556755993
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,526.0,0.0018465171176588766
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,527.0,0.0033081237909012525
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,528.0,0.0011906641321547129
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,529.0,0.0006876374417680735
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,530.0,0.00042061399254424576
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,531.0,0.00016682077766387715
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,532.0,0.0006040699360381412
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,533.0,0.00030152696464937556
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,534.0,0.0002492963143302579
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,535.0,0.00041183887617667547
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,536.0,7.463578095999858e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,537.0,0.00016856736535178583
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,538.0,0.0004028964412197644
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,539.0,7.359963847044552e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,540.0,0.00026078466649344395
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,541.0,0.00029711267309239853
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,542.0,0.0005657067430562906
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,543.0,0.00037587480633127443
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,544.0,0.0003982835892040341
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,545.0,0.0003296028018078421
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,546.0,0.0001951908719438454
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,547.0,0.0004358292967826746
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,548.0,5.037514055294851e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,549.0,9.229887073909177e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,550.0,0.00013250192373503222
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,551.0,1.151946721214668e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,552.0,0.00013431358676208567
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,553.0,2.634127122981345e-19
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,554.0,0.00017975608836275498
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,555.0,0.00022695948008148058
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,556.0,0.0002897366512430861
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,557.0,0.00010935990456026786
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,558.0,1.410177329987054e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,559.0,3.0497725338879423e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,560.0,0.0002243652491705014
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,561.0,0.0001049324934907341
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,562.0,0.0003036963377585154
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,563.0,0.00014865250081911707
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,564.0,0.00013384046858055677
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,565.0,0.00014898270882669504
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,566.0,0.0003640943851107581
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,567.0,0.00016778062055500056
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,568.0,4.189415445264548e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,569.0,0.00030546684787079317
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,570.0,0.00025106992227183424
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,571.0,0.00026506586002838747
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,572.0,0.00036332541222100983
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,573.0,0.00033066385918140514
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,574.0,0.00013814106267585858
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,575.0,0.00029236474353870514
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,576.0,0.00034158748975695983
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,577.0,0.00024185177860267074
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,578.0,0.0003449851879185111
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,579.0,0.00024941289094807293
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,580.0,0.0002985111162906724
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,581.0,3.693895662188968e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,582.0,0.0004810302058850121
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,583.0,9.6972908169459e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,584.0,0.00047943533002606155
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,585.0,0.00015575197061126186
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,586.0,0.00028668926634267976
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,587.0,0.0003305037282309467
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,588.0,0.000635892604767916
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,589.0,0.0005594077768714556
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,590.0,0.0010053899989102826
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,591.0,0.000893656922631109
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,592.0,0.0007358222053863916
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,593.0,0.0002468819608903981
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,594.0,0.0002846238928616733
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,595.0,0.0005665924551011454
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,596.0,0.0003834524183741452
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,597.0,0.00013341531934712685
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,598.0,0.0001459562522278509
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,599.0,5.3314085763074666e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,600.0,0.00011627546812293668
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,601.0,0.00023831022185302162
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,602.0,0.0005837289281388478
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,603.0,0.0003810957618449183
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,604.0,0.00024240876872637715
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,605.0,0.00045352174784660904
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,606.0,0.0005564205303830572
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,607.0,0.0005564239379486538
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,608.0,0.0011465408695235937
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,609.0,0.0005299961400357323
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,610.0,0.0005817505653661838
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,611.0,0.0008762803245840003
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,612.0,0.0005764918760465016
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,613.0,0.000369138863446602
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,614.0,3.3906574369307524e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,615.0,0.00010908626280599247
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,616.0,3.540741633148539e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,617.0,0.00047788307749164805
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,618.0,0.0003497879212216772
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,619.0,0.00021572117469887572
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,620.0,0.00012429110184073027
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,621.0,0.00016557826913399368
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,622.0,0.0006458987814404025
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,623.0,0.0008588966795102041
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,624.0,0.0007467497259115718
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,625.0,0.0002964583277018111
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,626.0,0.000664493490868391
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,627.0,0.00025979253655533836
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,628.0,0.0001043379493297317
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,629.0,0.00042456403471716344
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,630.0,0.000326274425412712
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,631.0,0.0005609676437914646
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,632.0,0.00038890275507401443
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,633.0,0.0009203923624477754
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,634.0,0.0005883638852074855
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,635.0,0.0006810936733705544
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,636.0,0.0001634399322385889
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,637.0,0.00031504145415498126
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,638.0,0.00022803172535080084
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,639.0,0.0010993265116376355
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,640.0,0.0004246666482560326
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,641.0,0.0006240698907763625
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,642.0,0.0003494253918977119
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,643.0,0.0007375364644601072
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,644.0,0.00014931119134238183
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,645.0,0.0004312197447270679
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,646.0,0.00032243670456378893
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,647.0,0.00022576482476574077
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,648.0,1.8082559450274712e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,649.0,0.0002912600425318617
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,650.0,0.0006093313633006893
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,651.0,0.00024754063875714443
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,652.0,3.364926325661979e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,653.0,0.00017392875930994774
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,654.0,0.00032280805322558643
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,655.0,0.00043710815113885394
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,656.0,0.00036658403051823896
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,657.0,0.00025480466751493495
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,658.0,0.0003603401625776742
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,659.0,0.00044186528282438603
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,660.0,0.00046410112359102307
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,661.0,0.00019767607088129184
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,662.0,0.00019508119728299024
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,663.0,0.000332702195557899
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,664.0,0.0002992752185192028
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,665.0,0.00022081153910112335
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,666.0,0.00017907547508686338
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,667.0,0.00017587094926628822
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,668.0,0.00023710623393018813
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,669.0,0.00011319779619852091
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,670.0,0.00032791072873956175
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,671.0,0.0005080903636732266
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,672.0,0.00027478776597608684
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,673.0,8.30598116745722e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,674.0,0.00021607149133406255
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,675.0,0.0001586814069624821
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,676.0,0.0002603726355083001
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,677.0,9.958414624010436e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,678.0,7.220134795636197e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,679.0,0.0003018687367258688
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,680.0,0.000467370985705966
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,681.0,0.00011658543784335005
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,682.0,0.0001994473704417481
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,683.0,0.00029659945945141147
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,684.0,0.00017726564650318488
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,685.0,0.00011730606601960976
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,686.0,0.00028973595310939626
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,687.0,0.00012916290509367218
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,688.0,0.00030168989825416815
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,689.0,0.00018120988564929283
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,690.0,0.0002885540758247523
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,691.0,1.8404701253003266e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,692.0,4.4420091704723315e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,693.0,0.00013272120033136543
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,694.0,0.00016061457754749104
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,695.0,0.0001414904774199808
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,696.0,0.00026119188612908637
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,697.0,0.0002642851349498834
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,698.0,0.00018396834254313975
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,699.0,0.00024723181715412187
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,700.0,0.00014236038679639145
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,701.0,0.0005455509420118341
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,702.0,0.00022351810012743713
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,703.0,0.00018474572472777713
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,704.0,0.0002963565708971394
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,705.0,0.0004012116177510801
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,706.0,0.0001822699579056608
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,707.0,0.0003050480827940557
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,708.0,0.0005857788397571143
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,709.0,0.001262426670058114
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,710.0,0.00037137930632076625
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,711.0,0.000400338629577615
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,712.0,6.820838785871445e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,713.0,0.00024298619041919673
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,714.0,2.626053441044032e-05
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,715.0,0.0003181369170660662
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,716.0,0.0003984926959940304
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,717.0,0.0004873274443743157
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,718.0,0.00010132414730303284
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,719.0,0.000290109707173841
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,720.0,0.00036992133205756607
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,721.0,0.00037227287589532056
0,1729,derivative_1__random_forest__9567b8594a,derivative_1,722.0,0.0008644091388192182
