105.443	1275.96
108.528	1153.89
111.612	1076.21
114.693	947.47
117.774	885.377
120.854	801.322
123.931	732.096
127.007	660.027
130.081	610.521
133.155	568.588
136.226	529.921
139.296	483.814
142.364	452.445
145.431	421.687
148.496	393.443
151.559	364.504
154.622	348.737
157.682	320.258
160.741	312.527
163.799	295.396
166.855	276.864
169.91	264.163
172.963	249.081
176.014	235.31
179.064	225.214
182.113	219.518
185.16	212.544
188.205	203.263
191.249	201.783
194.291	199.112
197.333	195.199
200.372	192.362
203.409	186.444
206.446	192.408
209.48	189.058
212.514	186.521
215.546	192.785
218.577	192.279
221.605	191.692
224.633	208.268
227.658	206.796
230.682	222.767
233.706	231.775
236.727	239.595
239.747	251.692
242.765	282.181
245.782	291.938
248.797	334.12
251.811	377.487
254.823	437.427
257.834	517.63
260.844	675.768
263.852	972.698
266.858	1573.25
269.863	2764.59
272.866	4482.97
275.868	5371.13
278.869	4388.68
281.867	2734.21
284.865	1600.48
287.861	992.928
290.856	673.268
293.848	510.845
296.84	419.497
299.83	359.444
302.819	305.758
305.806	274.426
308.791	255.169
311.775	225.636
314.758	216.088
317.739	182.217
320.719	180.057
323.697	172.45
326.674	166.669
329.649	152.739
332.623	144.135
335.595	142.297
338.566	130.449
341.535	131.356
344.504	116.691
347.47	116.915
350.434	120.722
353.399	111.243
356.36	104.597
359.321	101.202
362.281	102.993
365.238	102.362
368.194	96.0205
371.149	94.7189
374.102	93.6919
377.054	95.6358
380.005	92.2274
382.954	94.4133
385.901	92.8658
388.847	97.8554
391.792	89.8789
394.735	96.3574
397.676	92.6189
400.617	92.2947
403.555	94.4467
406.493	99.543
409.429	98.4629
412.363	98.505
415.297	96.3128
418.228	95.4831
421.158	86.6901
424.087	86.2771
427.014	82.689
429.94	85.5092
432.864	90.4448
435.787	93.5741
438.709	84.6438
441.629	87.5426
444.547	92.4409
447.464	90.6227
450.38	79.0405
453.294	86.9952
456.208	88.3481
459.119	88.6617
462.028	86.026
464.938	85.9631
467.844	89.3978
470.75	81.9797
473.654	81.2589
476.557	83.9316
479.459	84.2123
482.359	79.5218
485.257	82.5508
488.154	82.1437
491.05	82.0783
493.945	80.356
496.838	81.66
499.729	76.1838
502.619	83.9283
505.508	89.147
508.395	80.3006
511.281	85.2513
514.165	86.3178
517.049	84.7547
519.93	80.5218
522.81	78.8512
525.689	76.3102
528.566	81.2225
531.442	79.0739
534.317	80.4099
537.19	79.3063
540.062	76.3025
542.932	74.9282
545.801	78.1891
548.669	76.9651
551.534	83.0713
554.399	82.3283
557.262	89.734
560.124	88.9494
562.985	86.5635
565.844	87.1144
568.702	81.5404
571.558	84.4629
574.413	79.6673
577.266	78.2206
580.118	80.4659
582.969	75.7834
585.819	77.2229
588.666	78.1502
591.513	79.8112
594.359	79.491
597.202	77.8406
600.045	76.3329
602.885	75.248
605.725	80.876
608.564	85.2127
611.4	79.2555
614.236	80.1649
617.07	89.2437
619.902	87.9411
622.734	86.9335
625.564	94.9769
628.393	95.6673
631.219	98.7094
634.045	105.891
636.87	111.757
639.693	116.606
642.515	116.983
645.335	120.321
648.153	122.599
650.971	134.463
653.787	136.765
656.602	152.925
659.416	157.436
662.228	172.199
665.038	191.956
667.848	226.8
670.655	290.823
673.462	350.536
676.268	471.057
679.071	640.205
681.874	952.707
684.675	1559.74
687.475	2870.83
690.273	4850.79
693.07	6470.19
695.866	6252.35
698.66	4655.04
701.453	2883.44
704.244	1696.23
707.035	1061.82
709.824	778.683
712.612	645.993
715.397	598.946
718.183	594.179
720.966	641.058
723.748	710.665
726.529	762.995
729.308	813.83
732.087	834.926
734.863	789.352
737.639	734.703
740.413	660.633
743.186	558.342
745.956	457.348
748.726	393.491
751.495	325.553
754.262	284.236
757.029	261.036
759.793	223.329
762.557	209.313
765.318	185.168
768.079	175.633
770.839	160.122
773.597	145.369
776.353	142.459
779.109	134.071
781.862	130.247
784.615	121.264
787.366	110.855
790.116	111.522
792.865	102.376
795.612	103.915
798.358	98.9077
801.102	99.1137
803.846	95.9149
806.588	92.9696
809.329	89.5659
812.068	82.9517
814.806	86.2639
817.542	83.2683
820.278	83.9342
823.012	80.3928
825.744	84.4232
828.476	82.7777
831.206	79.6317
833.935	76.1706
836.662	78.0215
839.388	80.6343
