evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition,stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,beta_target,seed,balanced_accuracy_supported,macro_f1_supported,macro_f1_union,n_test,n_test_supported,n_test_unsupported,unsupported_classes,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,vae_kl_unnormalized_per_observation,vae_kl_normalized,vae_mean_kl_per_latent_dimension,vae_median_kl_per_latent_dimension,vae_max_kl_per_latent_dimension,vae_active_units_var_mu_gt_0_01,vae_dimensions_mean_kl_gt_0_01,vae_posterior_mean_absolute_mu,vae_posterior_mean_log_variance,vae_posterior_sample_reconstruction_variability
strict_core,domain_and_sample,instrument,Pendar-2,158,98,domain,domain__strict_core__domain_and_sample__instrument__Pendar-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,1.0,1.0,1.0,98,21,77,4_nitrophenol|acetaminophen|ethanol|ethyl_paraoxon,0.01839708635747476,0.00919854317873738,0.11846369503858352,0.31789197248215045,0.043133837747761174,,2.0,1.3777956775058424,0.1148358010686934,12.414671633668693,0.008861293100405919,0.19397924427607333,0.02367996585566686,2.53211105170842,39,55,0.20882631271925275,-0.4957163058505622,0.03309932351112366
strict_core,domain_and_sample,instrument,Pendar-2,158,98,domain,domain__strict_core__domain_and_sample__instrument__Pendar-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,1.0,1.0,1.0,98,21,77,4_nitrophenol|acetaminophen|ethanol|ethyl_paraoxon,0.02074142885308543,0.010370714426542716,0.11700533827472329,0.3038347155144224,0.04258623151046265,,2.0,1.9141029228091984,0.11743147671222687,12.621377701386276,0.009008834904629748,0.1972090265841606,0.01796461002151158,2.1049520548321716,31,50,0.19370081820206025,-0.5500460960027302,0.03536991775035858
strict_core,domain_and_sample,instrument,Pendar-2,158,98,domain,domain__strict_core__domain_and_sample__instrument__Pendar-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,1.0,1.0,1.0,98,21,77,4_nitrophenol|acetaminophen|ethanol|ethyl_paraoxon,0.021011204873114333,0.010505602436557166,0.11750399098508618,0.27739255791359896,0.04393678587786601,,2.0,1.1783909444857525,0.10275280103087425,13.465008954535838,0.009610998539997029,0.2103907649146224,0.022312417944954692,2.8850228450808135,31,49,0.21466380301354565,-0.5360539681448746,0.038113582879304886
strict_core,domain_and_sample,instrument,Pendar-3,124,70,domain,domain__strict_core__domain_and_sample__instrument__Pendar-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,0.5017335004177109,0.5073231353473289,0.5073231353473289,70,61,9,blank,0.010793264394834929,0.0053966321974174645,0.09049889154566323,0.7524380968011938,0.03507552196176367,,2.0,1.114705184670484,0.09423531591892242,13.225951898463666,0.009440365380773495,0.2066554984134948,0.036566793378597306,2.3732432134807646,57,63,0.22825571928746222,-0.5816019293206669,0.030846280977129936
strict_core,domain_and_sample,instrument,Pendar-3,124,70,domain,domain__strict_core__domain_and_sample__instrument__Pendar-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,0.5521720969089391,0.5533409491742826,0.5533409491742826,70,61,9,blank,0.013396692559311908,0.006698346279655954,0.0954411554546887,0.7216988725121687,0.03530303891334051,,2.0,1.0527188178614544,0.09198112785816193,13.72940923414981,0.009799721080763603,0.21452201928359077,0.0297103766765254,1.9360581134142778,53,61,0.215491901553105,-0.5942170328955398,0.03155248984694481
strict_core,domain_and_sample,instrument,Pendar-3,124,70,domain,domain__strict_core__domain_and_sample__instrument__Pendar-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,0.4791979949874687,0.4985138499844382,0.4985138499844382,70,61,9,blank,0.01080251230743648,0.00540125615371824,0.09059438515315485,0.7620812070460554,0.03518438294479764,,2.0,0.8309041035589371,0.09875292330980301,14.38744344634907,0.01026941002594509,0.22480380384920426,0.041250789412541206,2.005255076196572,62,63,0.24554003147516465,-0.6067588848220371,0.03000340238213539
strict_core,domain_and_sample,instrument,RMX-1,409,47,domain,domain__strict_core__domain_and_sample__instrument__RMX-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,0.45454545454545453,0.5827067669172932,0.23308270676691728,47,22,25,4_nitrophenol,0.014066535271539378,0.007033267635769689,0.1562071295684909,0.775315832793888,0.00868055248605073,,2.0,0.2998100538796127,0.11544765625149012,23.261178563796797,0.016603268068377443,0.36345591505932495,0.018279460881542114,3.9689921672295436,33,52,0.3015971803317196,-0.5832810693895362,0.025787021964788437
strict_core,domain_and_sample,instrument,RMX-1,409,47,domain,domain__strict_core__domain_and_sample__instrument__RMX-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,0.5,0.6350877192982456,0.3175438596491228,47,22,25,4_nitrophenol,0.012768450877608582,0.006384225438804291,0.14378374346120576,0.7683639636391217,0.008444632624790296,,2.0,0.22074912519820444,0.12103156186640263,22.827803401768723,0.016293935333168252,0.35668442815263635,0.015971396591558495,4.926930245535453,24,48,0.28390265618424004,-0.5223112703631468,0.02316105365753174
strict_core,domain_and_sample,instrument,RMX-1,409,47,domain,domain__strict_core__domain_and_sample__instrument__RMX-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,0.40909090909090906,0.5333333333333333,0.26666666666666666,47,22,25,4_nitrophenol,0.01171109481633335,0.005855547408166675,0.1376033502645443,0.8026332582091488,0.008460143078640485,,2.0,0.2611524354802013,0.10785374511033297,26.142896774152163,0.01866016900367749,0.40848276209612755,0.025080796011387473,5.508909492616782,56,62,0.34858411783778154,-0.5383136900019402,0.024487730115652084
strict_core,domain_and_sample,instrument,RMX-2,419,65,domain,domain__strict_core__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,0.6594827586206896,0.6525621118012422,0.2796694764862467,65,65,0,,0.005783030525745247,0.0028915152628726233,0.07687272397707352,0.8699193100785239,0.029132076737211274,,2.0,0.9790777796861443,0.07362663932144642,13.815643624728514,0.009861273108300152,0.215869431636383,0.012159503067829786,2.1566352315126522,15,41,0.19048399048556217,-0.5379528705396787,0.02353505976498127
strict_core,domain_and_sample,instrument,RMX-2,419,65,domain,domain__strict_core__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,0.6479885057471264,0.6299839327648004,0.26999311404205734,65,65,0,,0.0072453400204898055,0.0036226700102449027,0.07815455127053136,0.8737548940474973,0.029243418586414674,,2.0,0.732946760204821,0.07253650948405266,14.232099991650063,0.010158529615738803,0.22237656236953227,0.01461748604183366,2.1114892575414204,27,47,0.19432980467591524,-0.5494315023941279,0.026450790464878082
strict_core,domain_and_sample,instrument,RMX-2,419,65,domain,domain__strict_core__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,0.625,0.5869731800766284,0.2934865900383142,65,65,0,,0.0058712040277809656,0.0029356020138904828,0.07733591022162276,0.8694503161999195,0.02907838567497934,,2.0,0.8344721084614377,0.07126153260469437,12.636339399850762,0.009019514204033378,0.19744280312266815,0.00802837935496899,1.9588023252130318,11,20,0.16361087961412732,-0.5095793242518714,0.024598149582743645
strict_core,domain_and_sample,sensor_family,GaN_polymer,513,23,domain,domain__strict_core__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,0.5055555555555555,0.6523809523809523,0.18639455782312922,23,23,0,,0.007179827513938089,0.0035899137569690444,0.0891871562724372,0.9409494722006315,0.013983897762762529,0.8703703703703703,2.0,0.2719796277202392,0.04939935635775328,17.596093404758207,0.01255966695557331,0.27493895944934693,0.03851432165250275,3.555797379305569,59,63,0.2899347217128647,-0.49647126211707276,0.024933097884058952
strict_core,domain_and_sample,sensor_family,GaN_polymer,513,23,domain,domain__strict_core__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,0.5333333333333333,0.6857142857142857,0.19591836734693877,23,23,0,,0.006606757584414334,0.003303378792207167,0.08819357722779113,0.9553415792144522,0.013854591355876262,0.8518518518518519,2.0,0.33275920962694433,0.07372537237824872,17.937352939007695,0.012803249778021195,0.28027113967199524,0.025509986103602764,2.9501757451998922,57,58,0.31107165005758597,-0.4723387181846034,0.022807836532592773
strict_core,domain_and_sample,sensor_family,GaN_polymer,513,23,domain,domain__strict_core__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,0.5055555555555555,0.6650246305418719,0.2660098522167488,23,23,0,,0.006448433978236388,0.003224216989118194,0.08753159069276205,0.9486084139058223,0.01386519435886455,0.8518518518518519,2.0,0.24483682158484998,0.05341887113172561,17.932671468769595,0.012799908257508633,0.280197991699525,0.04542466617636711,3.000305404853117,62,64,0.32793662465298007,-0.5233981418122826,0.023946158587932587
strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382,153,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,1.0,1.0,1.0,153,1,152,4_nitrophenol|ethanol|ethyl_paraoxon,0.020567330139290966,0.010283665069645483,0.17150595277691097,0.4466459169947119,0.022795767180434363,0.3402777777777778,2.0,0.7672326342412331,0.09236477641388774,17.524249644524442,0.012508386612794034,0.2738164006956944,0.014957728556421218,2.054098352052073,47,48,0.2894501920969186,-0.43335615961249985,0.03432314842939377
strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382,153,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,1.0,1.0,1.0,153,1,152,4_nitrophenol|ethanol|ethyl_paraoxon,0.020351704401690627,0.010175852200845313,0.16821550518570816,0.4886663193835973,0.022359220978494906,0.3373015873015873,2.5,0.6281014548236735,0.12018051743507385,17.926483355728973,0.012795491331712329,0.2801013024332652,0.022564127500546875,3.384077769451846,44,51,0.3034850973302982,-0.41864195351135824,0.03252781927585602
strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382,153,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,1.0,1.0,1.0,153,1,152,4_nitrophenol|ethanol|ethyl_paraoxon,0.021549636494481925,0.010774818247240962,0.17354084520085897,0.5144184539474641,0.02353715451307287,0.3263888888888889,2.0,0.6271269944423397,0.11242574639618397,17.483213726249243,0.012479096164346355,0.2731752144726445,0.01593638828213907,3.3344096016236757,39,50,0.27324620924672394,-0.40066089130089916,0.03483806923031807
strict_core,domain_and_sample,sensor_family,NRC_Canadian_SERS,144,98,domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,0.18240093240093244,0.12794795337489837,0.12794795337489837,98,78,20,blank,0.0182558428532293,0.00912792142661465,0.1336079035578789,0.7176157681283122,0.018216720947475923,0.4666666666666667,2.0,0.6283786456620637,0.10762111935764551,18.6852542733939,0.013337083706919273,0.2919570980217797,0.04608956186514006,3.5752370880375035,58,63,0.3043334765839156,-0.5964767549338627,0.031045950949192047
strict_core,domain_and_sample,sensor_family,NRC_Canadian_SERS,144,98,domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,0.2542466520407697,0.20951467543539157,0.20951467543539157,98,78,20,blank,0.018184605046875663,0.009092302523437831,0.12998352299692442,0.7424010217279537,0.01868013425777181,0.5333333333333333,2.0,0.6271555712014485,0.10437589301727712,22.33100244497245,0.015939330795840437,0.3489219132026945,0.05770828958095878,3.0198399188311047,64,64,0.379188328042511,-0.5911134136485883,0.030334265902638435
strict_core,domain_and_sample,sensor_family,NRC_Canadian_SERS,144,98,domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,0.2777623520270579,0.19226859039477637,0.19226859039477637,98,78,20,blank,0.02152866033016323,0.010764330165081616,0.1404207648788637,0.6786703027547689,0.018214158860703336,0.5013333333333333,2.0,0.6025313203912636,0.09556902199983597,17.834167580124955,0.012729598558261924,0.27865886843945237,0.05721134632435776,2.994237606494378,56,62,0.345097393816958,-0.5664316586395746,0.03247522935271263
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,,,,324,0,324,4_ANPP|acetaminophen|benzyl_fentanyl|blank,0.012207563024419605,0.006103781512209802,0.14809259689551782,0.5232127504362506,0.022106274774151946,0.2773876404494382,2.0,0.924160118306155,0.08841041848063469,15.274467178659386,0.010902546166066656,0.23866354966655287,0.032048923167268206,2.496651907544474,59,61,0.2688977284243915,-0.49371449888051855,0.027552258223295212
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,,,,324,0,324,4_ANPP|acetaminophen|benzyl_fentanyl|blank,0.014725935304477153,0.007362967652238576,0.16034719797513386,0.39541392007172105,0.02210556087265154,0.24672284644194756,2.0,0.946097748885458,0.08954592049121857,12.971443068397276,0.009258703118056585,0.2026787979437074,0.017394762250079875,2.4555443998153463,34,51,0.2264409207358254,-0.4248380256222623,0.028487348929047585
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,,,,324,0,324,4_ANPP|acetaminophen|benzyl_fentanyl|blank,0.012966092373819042,0.006483046186909521,0.15179595545188515,0.4779305259324672,0.022357948963593857,0.3171816479400749,2.0,0.8341189210462264,0.08659424615325406,15.792880991556414,0.011272577438655541,0.246763765493069,0.02604145244732695,3.050446107556253,52,59,0.26489683990669277,-0.5079838121154813,0.02943567745387554
