evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition,stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,beta_target,seed,observation_uid,mse,smooth_l1,spectral_angle,pearson_correlation,first_derivative_mae,reference_peak_count,matched_peak_count,repeatable_reference_peak_count,repeatable_matched_peak_count,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row296,0.019084163567182188,0.009542081783591094,0.18077557936828467,0.7572558958435056,0.01789975545793173,68,8,0,0,3.0,0.7862593057582143,0.09536175057291985
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row302,0.0018206467647529168,0.0009103233823764584,0.04373996763032099,0.9684392409540056,0.006311659473992352,15,9,0,0,2.0,0.19866635658326773,0.045896828174591064
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row304,0.0030204948088180237,0.0015102474044090119,0.04759633964032105,0.9655232210885369,0.006009558715325381,15,9,0,0,1.0,0.12592419687444997,0.02684055268764496
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row309,0.002236335966704009,0.0011181679833520044,0.04996158515862001,0.9610920299017461,0.005972493820424591,16,6,0,0,3.5,0.14924355852141213,0.0807257890701294
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row334,0.00210095907993359,0.001050479539966795,0.06609787872618686,0.968961030981042,0.004572404251167817,15,7,0,0,1.0,0.31410777970971265,0.05037694377824664
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row338,0.0016100945058864027,0.0008050472529432014,0.060706938781864526,0.9747590792696831,0.003938673113402079,15,8,0,0,2.0,0.21827219988054203,0.0433916309120832
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row340,0.0020375487096673233,0.0010187743548336617,0.07630044573450005,0.9622998732662853,0.0029505600235555512,15,10,0,0,1.5,0.23107997739476333,0.027786082748207264
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row342,0.0020808085018827775,0.0010404042509413887,0.05756125205914926,0.9746502580692166,0.004125070932135811,14,11,0,0,1.0,0.21541938117441536,0.02424636483192444
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row403,0.022959278479986987,0.011479639239993494,0.21721698069270765,0.6782516312211272,0.005340722910368641,9,4,0,0,2.5,0.14517360229260784,0.03488483466207981
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row405,0.026366963631210848,0.013183481815605424,0.23956805301545928,0.6511141084237161,0.004743166060187442,4,1,0,0,4.0,0.6599790785580527,0.05542504438199103
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row406,0.030363705249065644,0.015181852624532822,0.2391528010911042,0.6319166696884185,0.005163625336676237,8,4,0,0,2.5,0.14529111448337637,0.023799266840796918
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row408,0.023621261022781854,0.011810630511390927,0.23388980204533247,0.6710851812192872,0.00490726656696227,4,1,0,0,5.0,0.7118957779708809,0.0247745665255934
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row410,0.037836540214296055,0.018918270107148027,0.25276386523105865,0.596727777484806,0.004973093361261836,9,5,0,0,3.0,0.09672425492815731,0.03905574418604374
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row412,0.024655143484025862,0.012327571742012931,0.23081820732136213,0.6403419251546176,0.006010425043163455,9,3,0,0,2.0,0.0711268091746541,0.04771777242422104
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row414,0.024862574313078794,0.012431287156539397,0.23031988498310316,0.6401164901188867,0.006254534424353847,11,4,0,0,2.0,0.18485996380399117,0.10705840734044614
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row416,0.0016321361391452413,0.0008160680695726206,0.08094666744341873,0.9570908751916589,0.003083428571833013,14,9,0,0,1.0,0.08004025899040099,0.05475167039548978
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row418,0.0007831499096933843,0.00039157495484669217,0.07057143026808554,0.98047961265075,0.0019203859446103673,13,8,0,0,1.0,0.1126345829263852,0.03507071826606989
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row468,0.0046557396782046095,0.0023278698391023048,0.11138403942210241,0.8883553197109285,0.005606485945255761,16,7,0,0,3.0,0.1968159203734441,0.08477141917683184
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row470,0.0007462737449392801,0.00037313687246964003,0.06922016413269337,0.9829916360074872,0.0018211991668691293,13,10,0,0,2.0,0.1742415283077614,0.027974795550107956
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row474,0.000884404220704613,0.0004422021103523065,0.06505137304533531,0.9808089558671462,0.0019802391661700573,12,8,0,0,1.5,0.18727887639662735,0.03434385918080807
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row476,0.0008158467467509642,0.0004079233733754821,0.07238736122016903,0.978197837767261,0.0017669403186596482,11,7,0,0,1.0,0.0883001209736407,0.029051421905023744
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row478,0.0007020458737569573,0.00035102293687847865,0.06795532548394706,0.9824798634272139,0.001959941600345506,11,8,0,0,1.0,0.10276720187302976,0.016037839464843273
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row480,0.000823888901423449,0.0004119444507117245,0.061790549221414366,0.9832082323912715,0.002227218857410603,11,5,0,0,2.0,0.08411850875597814,0.0246277172028668
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row482,0.012492739496540934,0.006246369748270467,0.1405980544002808,0.823712200530576,0.00849759620988542,20,10,0,0,3.5,0.3519154866465357,0.09948809206252918
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row496,0.000775437546153596,0.000387718773076798,0.0699632771651987,0.982415641804553,0.0017172608796486852,12,11,0,0,2.0,0.07535679647670106,0.020552031695842743
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row500,0.02075622915108712,0.01037811457554356,0.2606909419246123,0.6074340749834767,0.008066350591954168,10,0,0,0,,,
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row502,0.03155741908999411,0.015778709544997056,0.24345994890012151,0.6141678926973843,0.006876051897748507,12,5,0,0,1.0,0.3782927943352261,0.05337718082591891
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row401,0.0021253729172219455,0.0010626864586109727,0.026767846473984114,0.6691268621861305,0.005956875043255943,10,5,0,0,1.0,0.11326668664931626,0.0309717059135437
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row402,0.013136444701214113,0.006568222350607057,0.09428047485525115,0.7813682244799433,0.02473110757768154,97,13,0,0,2.0,1.1623987118822785,0.1267642080783844
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row404,0.0009132044115999327,0.00045660220579996633,0.06977851362289055,0.9543600306478465,0.003604784116947225,12,11,0,0,1.0,0.08286415766428272,0.03024345636367798
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row407,0.014201083584193091,0.007100541792096546,0.07514514980710747,0.5757655532505,0.03166662294949804,113,15,0,0,2.0,0.5948077517941274,0.13402733206748962
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row409,0.0004822093854804175,0.00024110469274020874,0.05450202849656947,0.9781216227840268,0.002989698608206319,12,10,0,0,1.0,0.14876672152394652,0.017540390137583017
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row411,0.000693441728336577,0.0003467208641682885,0.053228886775795486,0.970340588197404,0.004586799412500113,18,9,0,0,1.0,0.09872106286097992,0.022455833852291107
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row413,0.0029409388171064226,0.0014704694085532113,0.09026474481591053,0.8966943456739844,0.006836870121104377,28,8,0,0,1.0,0.15419065110133817,0.04208880662918091
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row415,0.0009691289836360488,0.0004845644918180244,0.057517231601216065,0.9584865700372295,0.005138864454680255,17,9,0,0,2.0,0.06944509520760199,0.03870013356208801
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row417,0.0007641067925156349,0.00038205339625781745,0.06770929749174323,0.9658583835885967,0.0033968934964754486,12,8,0,0,1.0,0.13213661430578516,0.030268307076767087
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row467,0.004984311215970622,0.002492155607985311,0.0882446159864415,0.906017407590086,0.009505568577774933,29,11,0,0,1.0,0.22981209422265872,0.1043999195098877
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row469,0.00043262335309745365,0.00021631167654872683,0.049213738222539445,0.9792953823008402,0.0038817661029419727,12,7,0,0,1.0,0.10443096297677211,0.03240106999874115
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row471,0.0003647646943917364,0.0001823823471958682,0.045689735875538595,0.9813569400762838,0.003776945119357801,12,11,0,0,1.0,0.069521453548838,0.022880863398313522
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row473,0.0011696894639070937,0.0005848447319535469,0.053874204897386486,0.9726614685601337,0.006605387457779476,26,11,0,0,1.0,0.17990621949357685,0.04415145702660084
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row475,0.00035881115776531205,0.00017940557888265602,0.04508161344435922,0.9824219812614108,0.003795886861958674,13,9,0,0,1.0,0.1535371653477787,0.02371472306549549
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row477,0.0006371188431006345,0.0003185594215503173,0.054700985369372186,0.9649797776184456,0.004314987741942917,13,8,0,0,1.5,0.039086358197147904,0.0313384048640728
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row479,0.0011887896397006303,0.0005943948198503152,0.0706932731427419,0.9519061445871828,0.005523155370361305,15,9,0,0,2.0,0.19112498187918814,0.031320832669734955
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row481,0.006682145541547753,0.0033410727707738766,0.08714433081999867,0.8807460408116358,0.015333485422389848,61,13,0,0,2.0,0.4613025389179332,0.10974839329719543
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row495,0.0007857074372472919,0.00039285371862364597,0.06453862455929597,0.9685900074647961,0.002668990206771663,14,9,0,0,1.0,0.06993581097487257,0.02123294398188591
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row497,0.005771037270681263,0.0028855186353406313,0.16137437255833909,0.6974079650415812,0.010557915040824031,37,6,0,0,1.5,0.23167975572787353,0.08245882182382047
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row498,0.0035731552267028606,0.0017865776133514303,0.0497676170112595,0.9092266366373695,0.011930389425584248,50,14,0,0,3.0,1.0790351914948952,0.053950317203998566
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row499_scan4214,0.01587231885753094,0.00793615942876547,0.12356898472265536,0.6525284718079081,0.008878059419138091,22,3,0,0,2.0,0.04520545602088159,0.046200573444366455
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row499_scan4213,0.018171774540112096,0.009085887270056048,0.14101856935592794,0.6862672960302736,0.009214021324047021,25,4,0,0,3.0,1.2975406173285995,0.05931660160422325
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row501,0.000574211734803643,0.0002871058674018215,0.06597335887845744,0.9697493720023848,0.003124386362864503,9,8,0,0,1.5,0.08671212117529789,0.0351441171951592
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row401,0.0017526656167107168,0.0008763328083553584,0.02417885852334529,0.7461723545526372,0.006308760408844267,10,8,0,0,1.5,0.3888165435535479,0.040643125772476196
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row402,0.011705912190234542,0.005852956095117271,0.09017414608777906,0.7953053612053178,0.024592144159334046,97,16,0,0,3.0,1.7690254282211364,0.15386562049388885
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row404,0.0009568838025916627,0.00047844190129583134,0.06983938688922663,0.9559010819420772,0.003736080452799797,12,12,0,0,1.0,0.0978243723277552,0.028582907281816006
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row407,0.013868999092859473,0.006934499546429737,0.07406878120649715,0.5914502642424898,0.031793299434440474,113,18,0,0,3.0,0.7548806150267602,0.1801438331604004
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row409,0.0005256257118633941,0.00026281285593169706,0.05460149103555433,0.9785686671221605,0.0030137244681827722,12,10,0,0,1.0,0.13544218446823597,0.01391422376036644
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row411,0.0007731891526553514,0.0003865945763276757,0.053783318040289,0.970270342053954,0.004701287996888693,18,10,0,0,1.0,0.09198714511059958,0.032989831641316414
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row413,0.0027203626056538613,0.0013601813028269307,0.0856650359017327,0.9096590008165519,0.006896731534174511,28,8,0,0,1.5,0.37750668720055036,0.03504339978098869
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row415,0.0009765280009841382,0.0004882640004920691,0.05675914106768357,0.95828167895798,0.0051293522292482005,17,9,0,0,2.0,0.0897967648799276,0.05073033273220062
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row417,0.0007471193244751575,0.00037355966223757877,0.06532849774083277,0.9690112606315062,0.0034794276928628927,12,10,0,0,1.0,0.12380930807706853,0.02906910958699882
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row467,0.004389392172178229,0.0021946960860891145,0.08086283386040719,0.9214948463977852,0.009359232990869455,29,10,0,0,2.5,0.22738892592420443,0.06888658739626408
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row469,0.0005187683113671993,0.0002593841556835997,0.05253395963444495,0.9786707167562968,0.003994136975545968,12,8,0,0,1.0,0.06291155128295868,0.04644409706816077
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row471,0.00041697991830398005,0.00020848995915199003,0.04666956192189685,0.9819659930743596,0.0037007973677412207,12,11,0,0,1.0,0.10266600260245665,0.021862849593162537
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row473,0.0011497018684887576,0.0005748509342443788,0.05390388101735807,0.9719326920162704,0.006632391232997179,26,11,0,0,2.0,0.15648057269480026,0.041094373911619186
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row475,0.0004167526266547339,0.00020837631332736695,0.04648320953179558,0.9825959197602079,0.0037988227738865784,13,11,0,0,1.0,0.09994098496859302,0.03086426854133606
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row477,0.0006015606963974558,0.0003007803481987279,0.052276449420456735,0.968092429949562,0.00426742622628808,13,8,0,0,1.5,0.09476079838734683,0.03147503919899464
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row479,0.00130338467083366,0.00065169233541683,0.07210618851714364,0.9514343733090466,0.005538678777437391,15,10,0,0,2.0,0.26072972388362453,0.03227686695754528
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row481,0.005170349258099601,0.0025851746290498005,0.0765334214431879,0.9054418084267356,0.015439071687599478,61,14,0,0,2.0,0.2780848568486966,0.1681553479284048
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row495,0.0007875681790073002,0.0003937840895036501,0.06339482831284848,0.9697539894845156,0.0027706036530435085,14,8,0,0,1.0,0.08754461233344323,0.021082173567265272
