stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,beta_target,seed,observation_uid,mse,smooth_l1,spectral_angle,pearson_correlation,first_derivative_mae,reference_peak_count,matched_peak_count,repeatable_reference_peak_count,repeatable_matched_peak_count,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row215,0.0014360190420558056,0.0007180095210279028,0.020421099476578723,0.9915113162579983,0.020941510422022216,107,6,3,0,1.5,2.9279741474573413,0.021218299865722656
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row216,0.0018507058803667225,0.0009253529401833612,0.021158685868882334,0.9867340984949938,0.019373527601627367,90,7,3,1,1.0,1.0904171385880521,0.0392003059387207
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row218,0.0023295762989038646,0.0011647881494519323,0.029873526249448237,0.9702400442055742,0.016988213915776994,84,11,4,2,3.0,1.610866938335149,0.051664501428604126
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row223,0.02535496686723564,0.01267748343361782,0.12090807535629018,0.4826451034481044,0.0627226982915142,145,31,15,6,3.0,0.9546403815211643,0.18713997304439545
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row225,0.02285007285483468,0.01142503642741734,0.12923758498452725,0.5132464010687541,0.055678621476233404,134,24,22,10,3.0,0.8705671036946248,0.27555226534605026
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row229,0.002149179462407275,0.0010745897312036375,0.08681939046462432,0.8908065905058664,0.019414233431452887,94,8,8,4,1.5,1.0100632428344887,0.09198531112633646
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row287,0.00036747692719254495,0.00018373846359627248,0.022306855010630285,0.995298872923496,0.003155094272057925,11,10,5,5,1.0,0.06106077314378831,0.023050593212246895
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row292,0.0009458309567271029,0.00047291547836355143,0.037396825044183124,0.9909168819605945,0.00300888428496754,12,10,6,6,0.5,0.11871426680804253,0.016271074302494526
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row293,0.0005613594179988223,0.00028067970899941114,0.025988713115447905,0.9945649532015907,0.0020756086355894305,10,10,6,6,1.0,0.04881155170104706,0.023228518664836884
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row299,0.004045446842471018,0.002022723421235509,0.03798825306206831,0.9830684157113285,0.0073102592134715195,13,2,0,0,2.0,0.44087863959632956,0.012421462684869766
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row308,0.001108822219585837,0.0005544111097929185,0.015602204475644489,0.9923404121899244,0.0027284390166667956,1,1,0,0,2.0,0.09914595563650727,0.009991496801376343
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row315,0.0001994759571605072,9.97379785802536e-05,0.008880488229438148,0.9983216341844472,0.0020779267588763367,3,3,0,0,1.0,0.11985451891254159,0.008013337850570679
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row333,0.001686237114977358,0.000843118557488679,0.03402071055848241,0.9884758785449164,0.003838350337214901,5,3,0,0,4.0,0.34710474217901854,0.032035473734140396
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row335,0.0009638219171369244,0.0004819109585684622,0.02651256476042706,0.9851872612773566,0.0028381194546818734,7,5,2,2,2.0,0.27549355571725487,0.022022157907485962
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row338,0.0014080100307138897,0.0007040050153569448,0.05889238568088069,0.9810713695332978,0.004154274777704683,15,8,2,2,1.5,0.1492934500278446,0.03659535013139248
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row347,0.00025009623670812185,0.00012504811835406093,0.009417946773302963,0.9980992264139756,0.002038980384552685,3,3,1,1,1.0,0.04607756543654435,0.018361806869506836
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session2_row355,0.007821352880251601,0.0039106764401258005,0.0706185240711635,0.8826164837530582,0.03525563380680978,128,20,3,2,2.0,0.9430606206926184,0.1879527922719717
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row3,0.0035932217322988424,0.0017966108661494212,0.09489347245139906,0.889055169285174,0.023519251189926375,92,17,5,5,3.0,0.6038793824333505,0.11804648768156767
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row11,0.0050937119149471214,0.0025468559574735607,0.1278567701789358,0.7223366944463667,0.025523093100761927,105,13,4,2,2.0,1.703983222857951,0.05747753381729126
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row15,0.025969378773835733,0.012984689386917866,0.1291331913578903,0.43374594158375074,0.06409971868789788,146,39,3,2,3.0,1.3012807580059669,0.14874911308288574
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row29,0.0009394000475679688,0.0004697000237839844,0.036942348861683134,0.9824654399813937,0.0041399348842138094,10,8,5,5,2.0,0.09739334143981221,0.030557528138160706
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row30,0.0009857924101379434,0.0004928962050689717,0.0355009931367172,0.9862950584739035,0.002130873918400279,9,9,6,6,1.0,0.0746127361085472,0.015966162085533142
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row74,0.034334800638255884,0.017167400319127942,0.13204964337743014,0.34875736686911,0.06862490610909715,156,42,6,3,2.5,1.3748186207553512,0.16462640091776848
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row84,0.023422435162604432,0.011711217581302216,0.13413367507843338,0.47612203815207965,0.06446880471759608,147,33,7,4,3.0,1.9277621036830386,0.16869353502988815
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row93,0.03493629767208711,0.017468148836043557,0.14336183306680342,0.28530274049420346,0.07309791212336807,147,44,11,5,3.0,1.398689372764212,0.17945266515016556
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row105,0.0004203383589389668,0.0002101691794694834,0.020197101713861357,0.9950944460857604,0.0020806351192212396,8,6,0,0,2.0,0.09301659687435257,0.013571210205554962
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row149,0.0006026335029545386,0.0003013167514772693,0.023550136584500322,0.9941466994351671,0.002564968985638448,6,4,2,2,2.0,0.20461717917284386,0.034352026879787445
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row154,0.0010605567432523501,0.0005302783716261751,0.02045974377553057,0.9856111184887348,0.0063412412269307035,8,7,6,5,1.0,0.0963649667696207,0.03791993856430054
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row169,0.0003865931073573184,0.0001932965536786592,0.017949773685498698,0.9948318003603301,0.002373975766334167,9,8,5,5,1.0,0.21277747157726687,0.03150305896997452
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row211,0.0015076581512714357,0.0007538290756357179,0.023382856194703462,0.9906340856154151,0.0038144017436674664,3,1,1,0,2.0,0.04269395023732839,0.040799543261528015
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row217,0.0016943684922305989,0.0008471842461152994,0.07200777888697722,0.9373234541803599,0.014304691606874777,60,6,3,3,0.0,0.11539831927247801,0.06384162185713649
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row224,0.015902546003436185,0.007951273001718093,0.1161906362093615,0.484927213082021,0.05237182528179671,144,21,3,1,4.0,4.62490247326102,0.043946772813797
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row225,0.00046721568740859217,0.00023360784370429609,0.016435782130484876,0.9969314852007922,0.002993738157154959,7,5,2,2,2.0,0.022598234810129614,0.027544021606445312
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row235,0.0002817176292418408,0.0001408588146209204,0.014188852968232312,0.9982593053268827,0.0024470888200448827,2,1,1,1,1.0,0.012421456984459284,0.030072636902332306
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row256,0.00034699823308868204,0.00017349911654434102,0.0341474020792084,0.9924118006132145,0.0024792762127981405,11,10,1,1,1.0,0.05567004895464109,0.020603297278285027
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row259,0.0019796292245676792,0.0009898146122838396,0.054458164838737035,0.9759385742418774,0.009274144500543896,28,13,1,0,2.0,0.13232653532270508,0.03326775413006544
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row263,0.014843189084025099,0.0074215945420125495,0.11962146431002135,0.6713696353191275,0.03354067831699337,116,28,6,2,3.0,1.1264686713543024,0.06666876748204231
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row268,0.00264549211514116,0.00132274605757058,0.08094301609773139,0.9477161949489772,0.007139298741749372,19,11,1,1,2.0,0.5043443789468253,0.02921411767601967
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row277,0.0013878450853608588,0.0006939225426804294,0.0633577194064117,0.9531101482837007,0.012003028650817994,40,8,1,1,2.5,0.6186159039276392,0.0479205846786499
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row286,0.004578127839964094,0.002289063919982047,0.10157950012765707,0.9152470631799021,0.015584184859534226,69,12,2,1,2.0,0.30589273588169064,0.064533612690866
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row289,0.00040994166630478195,0.00020497083315239097,0.01687152942588838,0.9978794648864936,0.002128243058687076,0,0,0,0,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row296,0.005364498479478494,0.002682249239739247,0.061889302860386866,0.937625376124215,0.02700662481532033,105,11,7,2,2.0,1.20949460963069,0.08398135006427765
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row297,0.0040832444013737266,0.0020416222006868633,0.05693131288372365,0.9486598653769066,0.02313856670034251,98,9,0,0,3.0,11.275610608137454,0.15542774088680744
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row298,0.006826587290598271,0.0034132936452991357,0.07786243698320112,0.9153295912416083,0.02658834366859602,106,15,7,3,3.0,4.606188773749388,0.06740740686655045
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row306,0.0058942087503161475,0.0029471043751580737,0.0726030988480324,0.9015899279614545,0.02662080522792946,103,8,2,1,2.0,2.7166221906760617,0.12534890417009592
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row312,0.009019183058061798,0.004509591529030899,0.0979238638065425,0.8755974256396718,0.018662502516859344,73,8,3,1,1.5,0.6690183607518342,0.09168264456093311
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row315,0.005211683688054326,0.002605841844027163,0.05334993429962897,0.8654102263570393,0.00899162570014596,6,3,0,0,2.0,0.9069254651423766,0.32648088596761227
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row322,0.0006993930177342717,0.00034969650886713585,0.023710526702843213,0.9933613682987708,0.002776885890801038,5,2,0,0,2.0,0.25195085527028394,0.008156463503837585
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row323,0.0014338269751521296,0.0007169134875760648,0.037771657458984545,0.9839297794902411,0.0028696297509200773,6,1,0,0,2.0,0.8057698534900692,0.01092924177646637
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row324,0.0011244792788606018,0.0005622396394303009,0.02227486553390175,0.992516293756487,0.0031019134111660864,6,2,0,0,1.5,0.5918953843031475,0.03755531460046768
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row330,0.0009034639583742356,0.0004517319791871178,0.05550890168765659,0.9691226902064415,0.00970582997447179,29,8,3,3,2.0,0.08544833338534122,0.06238648318685591
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row331,0.009601626397626956,0.004800813198813478,0.09123738400981743,0.8322323000908277,0.03724797651371253,119,31,3,3,3.0,1.1895150367834677,0.15531622618436813
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row334,0.003715401004394932,0.001857700502197466,0.09180035598322027,0.868947064047314,0.021289916072148897,89,14,2,2,2.5,1.088279620792093,0.09799422509968281
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row347,0.010690129484172082,0.005345064742086041,0.09762031622902106,0.7084481955192312,0.04260725271967073,129,28,6,2,2.5,1.0648170366254261,0.12912477646023035
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row457,0.0011693906470492692,0.0005846953235246346,0.06684569108001034,0.9548082232168336,0.011625603121106646,51,8,5,5,1.0,0.24044470927439265,0.09051947423722595
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row458,0.0014810469587417012,0.0007405234793708506,0.030946285023533887,0.9827518276626894,0.018866981700328845,90,12,5,5,2.5,0.5068837686422327,0.08050219714641571
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row461,0.0016267346170073017,0.0008133673085036509,0.064664487617288,0.9317798035134187,0.01641636793759452,80,8,4,3,1.5,0.7042144207566833,0.07712471392005682
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row462,0.0012803571938490234,0.0006401785969245117,0.03392920348711882,0.9812456559245323,0.015327723031368805,69,8,5,4,1.5,0.3882961495545248,0.06080564856529236
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row465,0.002543144044533399,0.0012715720222666994,0.08920860366075785,0.8828942407289936,0.020296635331386433,96,9,8,5,1.0,0.2538969200308773,0.07865692675113678
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row466,0.002056728683536752,0.001028364341768376,0.027011774979909687,0.9851163014306746,0.023003884559231146,108,7,6,3,3.0,0.7882110082907015,0.04935753345489502
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row469,0.0006342052596888157,0.00031710262984440784,0.019553436566750404,0.9966195770553629,0.004059859003339495,12,10,5,5,1.0,0.2552907467436115,0.0322864456102252
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row470,0.0003522541290582264,0.0001761270645291132,0.04524915260261042,0.9914640769069301,0.0015031880493604278,13,11,4,4,1.0,0.06988963323288296,0.02627503126859665
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row473,0.0017814075877907894,0.0008907037938953947,0.02649880363240227,0.9886504235209044,0.006029789792373777,15,6,3,3,3.5,0.18152468295487123,0.031752705574035645
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row474,0.000390945976434284,0.000195472988217142,0.0389521778220284,0.9931313019211906,0.0016852797857310569,12,11,4,4,1.0,0.07276758012237901,0.015242509543895721
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row477,0.0020695628804441144,0.0010347814402220572,0.02147443657995862,0.9943302301306418,0.004712404245510698,10,8,6,5,1.0,0.07231122774890039,0.05207698605954647
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row478,0.0003323296883418692,0.0001661648441709346,0.04289295120786583,0.9928327541462446,0.0016993174477660691,11,9,4,4,0.0,0.0772830072095122,0.013868894428014755
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row479,0.0006688116887921396,0.0003344058443960698,0.014552779047284537,0.9974823964109542,0.0032387556375137396,4,3,2,2,1.0,0.047255742951777785,0.021553844213485718
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row480,0.0003733454131939228,0.0001866727065969614,0.03877686667585086,0.9935630774787849,0.0018136835290819622,11,9,4,4,1.0,0.028585837315435784,0.01732627861201763
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row481,0.0012781399711003054,0.0006390699855501527,0.021986756830734342,0.9947567369268064,0.004730016397786261,11,6,2,2,1.0,0.19622139725068855,0.02939687669277191
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row482,0.005837231497491161,0.0029186157487455806,0.09350547121751385,0.9267721044812585,0.008211355321525064,20,11,10,6,2.0,0.1826417198254588,0.08143390342593193
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row483,0.0021114047348624594,0.0010557023674312297,0.08412794010668846,0.9177477877336656,0.014736534357070922,65,10,5,2,2.0,3.486080309638571,0.06730427965521812
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row484,0.002106410983656038,0.001053205491828019,0.027067517811982588,0.9844311279633284,0.024388753764797003,110,8,6,2,1.5,4.701575738366693,0.07536496222019196
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row485,0.026105905895926918,0.013052952947963459,0.1199030758115075,0.5667804713983212,0.06208448346446468,140,32,23,11,3.0,1.3394626718264633,0.21672438457608223
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row486,0.0012083151318156467,0.0006041575659078233,0.021882365066587674,0.9927545670307278,0.016608503355195613,80,6,4,2,1.0,0.41534382736366615,0.04424236714839935
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row497,0.009204628435372716,0.004602314217686358,0.06306018050588773,0.8783343277012541,0.010382291115155177,15,8,4,2,2.0,0.2819824003586282,0.042090922594070435
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,session3_row498,0.01073734258819987,0.005368671294099935,0.0513196704130851,0.7682598158048052,0.01373275705746242,34,12,4,3,2.0,0.5462160343584741,0.07035906612873077
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,session1_row31,0.00031262462212247805,0.00015631231106123903,0.01542341274954535,0.9972758762790616,0.0023277514800429345,3,0,0,0,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,session1_row33,0.00015903146225955267,7.951573112977634e-05,0.00988450479904354,0.9990467036908528,0.0019289130127435783,1,0,0,0,,,
