stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,beta_target,seed,corruption,severity,balanced_accuracy_supported,macro_f1_supported,prediction_agreement,latent_cosine_drift,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,corrupted_vae_kl_unnormalized_per_observation,corrupted_vae_kl_normalized,corrupted_vae_mean_kl_per_latent_dimension,corrupted_vae_median_kl_per_latent_dimension,corrupted_vae_max_kl_per_latent_dimension,corrupted_vae_active_units_var_mu_gt_0_01,corrupted_vae_dimensions_mean_kl_gt_0_01,corrupted_vae_posterior_mean_absolute_mu,corrupted_vae_posterior_mean_log_variance,corrupted_vae_posterior_sample_reconstruction_variability
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,gaussian_noise,1.5,0.7126725931073757,0.6754552325980898,0.9519230769230769,0.0029950325842946768,0.0032189301855725778,0.0016094650927862889,0.05956593972227752,0.9724070742475043,0.011693040855412852,0.6326129666011788,2.0,0.19925990603182425,0.04457994597032666,15.43585528677593,0.011017741104051341,0.2411852388558739,0.013556907934469384,2.184550011291017,31,47,0.21719387824070133,-0.5044286767025514,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,isolated_spikes,0.5,0.7126725931073757,0.6781669515351361,0.9807692307692307,0.00023139726545196027,0.003135293548595687,0.0015676467742978435,0.05830129085647626,0.9730736410709357,0.011672074414691102,0.6208251473477406,2.0,0.19022468046436805,0.043118759989738464,15.361106840702247,0.010964387466596892,0.2400172943859726,0.013776517942217691,2.1804561270810727,32,47,0.21812767489758864,-0.49724695145829617,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,isolated_spikes,1.0,0.7245773550121377,0.6993654309268927,0.9711538461538461,0.001043182099238038,0.0031603941161606583,0.0015801970580803292,0.0585865784763121,0.9726379547678926,0.011677594214055202,0.6247544204322201,2.0,0.19420375995651887,0.04270350094884634,15.353277930007057,0.010958799379020025,0.23989496765636026,0.01369536219088762,2.180368575477108,31,46,0.21800200589107221,-0.4977188454093117,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,isolated_spikes,1.5,0.7106745911093736,0.6727721168335786,0.9519230769230769,0.002583656692877412,0.003174976671828874,0.001587488335914437,0.05876573013083107,0.9727755952235151,0.011680390448444556,0.6227897838899804,2.0,0.19602240380562747,0.04338412219658494,15.364283031683787,0.010966654555091925,0.24006692237005917,0.013866969854434547,2.189142405262298,32,46,0.2182997119494307,-0.4981838722371842,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,edge_filled_shift,0.5,0.7076220880568707,0.6719185576328435,0.9903846153846154,0.0038468900602310896,0.003170069730000445,0.0015850348650002224,0.0590134950854085,0.9714660831418342,0.011684505889015455,0.6247544204322201,2.0,0.2030225557899748,0.04348243912681937,15.336425812391457,0.010946770744033874,0.2396316533186165,0.013671604488569172,2.171829225095882,31,47,0.2186250374974059,-0.4961038328849051,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,edge_filled_shift,1.0,0.7325138629486456,0.7056946010727524,0.9807692307692307,0.006751569919288158,0.0031786279074113963,0.0015893139537056981,0.059360417006096844,0.9715402553729369,0.011678044772580692,0.6247544204322201,2.0,0.1907879093953932,0.04264061851426959,15.284164634219486,0.010909467975888284,0.23881507240967947,0.013387897228034556,2.180116315991459,29,46,0.2178540385815331,-0.4957521730487363,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,edge_filled_shift,1.5,0.7228520271998533,0.7061087061087061,0.9423076923076923,0.00978947151452303,0.0032067041697367597,0.0016033520848683798,0.059605584888788345,0.9695966460987877,0.011686076253363683,0.6267190569744597,2.0,0.19595679541197356,0.043085713288746774,15.298312395133197,0.010919566306304923,0.23903613117395617,0.013617335201934193,2.1819282319942253,29,46,0.21915338408849677,-0.4952666833187082,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,gaussian_broadening,0.5,0.7076220880568707,0.6722711462207261,1.0,4.508174242801033e-06,0.0031247558190606265,0.0015623779095303133,0.05825481406073504,0.9729212631643581,0.011670080746106964,0.6267190569744597,2.0,0.19357587229313616,0.04263285733759403,15.341607777994739,0.01095046950606334,0.2397126215311678,0.013672910059194696,2.178768788531619,31,46,0.2178812401097578,-0.49640244395335414,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,gaussian_broadening,1.0,0.7206091010438836,0.6835857575353375,0.9903846153846154,5.699178291251883e-05,0.003122071049676346,0.001561035524838173,0.05826403764488874,0.9728255406410476,0.01166757583090731,0.6247544204322201,2.0,0.19286634091120816,0.04288283921778202,15.279418202197274,0.010906080087221466,0.23874090940933243,0.013529829966918237,2.1723493201454587,31,46,0.21695862180198097,-0.49544389184541376,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,gaussian_broadening,1.5,0.7206091010438836,0.6835857575353375,0.9903846153846154,0.00019590671581681818,0.0031211346745562236,0.0015605673372781118,0.058287565602148934,0.9726838896753682,0.011664745112225008,0.6227897838899804,2.0,0.19150913591814797,0.04365002270787954,15.19891456729165,0.010848618534826302,0.237483040113932,0.013335896620916655,2.1632759731546742,29,46,0.21578473598100126,-0.49416456942368386,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,composite,0.5,0.6794932121019077,0.6457123432123433,0.8653846153846154,0.06428495049476624,0.0056614856492176605,0.0028307428246088302,0.07863303704315495,0.9616052433899913,0.011972396012338784,0.6227897838899804,2.0,0.20791878409249454,0.04858122020959854,14.956290360635702,0.010675439229575805,0.23369203688493284,0.015044788387861833,2.138490842033874,32,46,0.21777366799831446,-0.4915298680435083,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,composite,1.0,0.6138837008402227,0.5525746965452848,0.7115384615384616,0.16744044423103333,0.01008700886593561,0.005043504432967805,0.10336177089598869,0.9310899612595029,0.01230163901247175,0.6208251473477406,2.0,0.24640290085697297,0.06051620841026306,15.492382599760019,0.011058088936302654,0.24206847812125026,0.016478833002964557,2.249247766218959,35,45,0.2305393874312533,-0.4912319255180233,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,composite,1.5,0.5742011611576829,0.5137699524254146,0.6538461538461539,0.27022475004196167,0.01842182335955287,0.009210911679776435,0.1280156533014464,0.8725234518747556,0.01272722720512975,0.593320235756385,2.0,0.3077725307116219,0.06865788903087378,16.064252070480638,0.011466275567794887,0.2510039386012599,0.017267140895647334,2.6150048093721145,32,48,0.2465767772793015,-0.483529949226356,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,scale_offset,0.5,0.7226264074090161,0.7030306649444628,0.9519230769230769,0.016573313623666763,0.004377608821379607,0.0021888044106898037,0.059913742223747894,0.9790684989533771,0.010579180863956983,0.759493670886076,2.0,0.16222377184435488,0.04514588642632589,16.424591582589812,0.011723477218122636,0.2566342434779658,0.012419373085666294,2.955572039149783,22,37,0.22117930968103613,-0.5181787510923422,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,scale_offset,1.0,0.6953662279749236,0.6654029983354475,0.8653846153846154,0.06792408227920532,0.008579459948938436,0.004289729974469218,0.07634397968166207,0.9734502870865536,0.010750466538003366,0.7436708860759493,2.0,0.17643045476697394,0.05719510561903007,16.719520708046925,0.011933990512524572,0.26124251106323315,0.012870185634458225,3.057928835054248,25,39,0.22495894406560304,-0.5192411851540683,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,scale_offset,1.5,0.617607030650509,0.5870228545540049,0.7596153846153846,0.1250007301568985,0.012709968178925347,0.0063549840894626735,0.08922092488944217,0.9553235293471933,0.010873089442037584,0.7246835443037974,1.5,0.22473775288640255,0.06911243125796318,17.583966796284113,0.012551011275006504,0.2747494811919393,0.013796229968112958,3.230635367565222,27,41,0.23528506684973666,-0.5254490886902221,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,smooth_baseline,0.5,0.7100785687742209,0.6966526894158473,0.9134615384615384,0.05061608925461769,0.004859642396212038,0.002429821198106019,0.07103883700062344,0.9689689305599765,0.010712382197996178,0.759493670886076,2.0,0.20597048509998056,0.0475970134139061,15.746063528395878,0.01123916026295209,0.24603224263118556,0.010807062297502827,2.6734501760598324,18,33,0.21379240215192288,-0.5077308753693353,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,smooth_baseline,1.0,0.6576816902903859,0.6483323380879772,0.8653846153846154,0.12896519899368286,0.009724034266124785,0.004862017133062392,0.09942661196986442,0.9255596529594803,0.010977838460044619,0.75,2.0,0.23265979766231518,0.05301397666335106,16.03883625066629,0.011448134368783933,0.25060681641666077,0.011427475787018346,2.7500159003722127,19,34,0.2192381185739746,-0.5154505701640258,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,smooth_baseline,1.5,0.6664277751234273,0.6505669629950921,0.8557692307692307,0.2039031982421875,0.017686594120031433,0.008843297060015716,0.12481091967727205,0.844131197329304,0.011285884475011016,0.7436708860759493,2.0,0.3004540233082273,0.0718916121404618,16.90477609029586,0.012066221334972064,0.26413712641087284,0.0124506626954116,2.8690227756414424,18,39,0.22860337115722237,-0.525236402072706,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,gaussian_noise,0.5,0.7412599477816869,0.730177626606198,0.9807692307692307,0.00025665300199761987,0.003180981010409243,0.0015904905052046216,0.052632868586921816,0.9828159478898897,0.010529845606397026,0.7531645569620253,2.0,0.1616009302446501,0.03948442009277642,16.36084411211322,0.011677975811643983,0.25563818925176907,0.012358820474559792,2.8457082237135274,20,36,0.22060428857743483,-0.5183477272583675,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,gaussian_noise,1.0,0.7288375875332397,0.7150574529000433,0.9615384615384616,0.0010256767272949219,0.003186162898464304,0.001593081449232152,0.052922597503017026,0.9831725312728721,0.010532608820396892,0.7468354430379747,2.0,0.14641791395737166,0.039193977136164904,16.221328176661874,0.01157839270282789,0.25345825276034184,0.01212586897869026,2.814872381563227,20,36,0.21852125625260152,-0.5170051835234998,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,gaussian_noise,1.5,0.7350487676574632,0.7228755105072077,0.9615384615384616,0.0028719392139464617,0.0032173720649147195,0.0016086860324573597,0.0534337989667592,0.9827180321693263,0.010536787907953213,0.7468354430379747,2.0,0.16872149105773807,0.045030057430267334,16.080216737802925,0.011477670762171967,0.25125338652817075,0.011890936840779163,2.787571981428082,20,36,0.21666440097007905,-0.5150158749797811,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,isolated_spikes,0.5,0.7412599477816869,0.730177626606198,0.9807692307692307,0.00010281227878294885,0.003172895434480217,0.0015864477172401084,0.05251698712225851,0.983162218518147,0.010529289251324975,0.75,2.0,0.1620933572956443,0.0394323468208313,16.44343867032743,0.011736929814651985,0.2569287292238661,0.01254219802299365,2.857180087700547,21,36,0.22160060864115833,-0.5198953556920287,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,isolated_spikes,1.0,0.7350487676574632,0.7225638118495261,0.9807692307692307,0.00037970737321302295,0.003182878661052155,0.0015914393305260775,0.05262974618116921,0.9835662652398227,0.010530317683745892,0.7531645569620253,2.0,0.14967261173323498,0.03779912646859884,16.450723485851846,0.011742129540222588,0.25704255446643515,0.012589834441727423,2.856768528115556,21,36,0.22156559904286974,-0.5205313799613699,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,isolated_spikes,1.5,0.7002502328589285,0.6930235775239709,0.9615384615384616,0.0006784424185752869,0.003180220130359855,0.0015901100651799275,0.052589811565755144,0.9823857705454817,0.010529314554057487,0.7531645569620253,2.0,0.14709169512529624,0.040292203426361084,16.442882753429046,0.01173653301458176,0.25692004302232885,0.01263966057495071,2.853229634534748,21,36,0.2215926747864763,-0.5209545749203506,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,edge_filled_shift,0.5,0.730270936792676,0.7205866593256957,0.9519230769230769,0.00124122085981071,0.0031836612312913164,0.0015918306156456582,0.05275196141402628,0.9825798589378256,0.010530441943321396,0.75,2.0,0.1581104723719281,0.04287335276603699,16.42000940714016,0.011720206571834518,0.25656264698656495,0.01253260002207764,2.8549832324405977,21,36,0.22166123402192392,-0.5193536065467638,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,edge_filled_shift,1.0,0.722334428856168,0.7137178412393891,0.9519230769230769,0.0023110159672796726,0.0032052540565928114,0.0016026270282964057,0.0530086692543636,0.9820906343969411,0.01053494051620326,0.75,2.0,0.13713531896977085,0.04287335276603699,16.394872642989686,0.011702264556024045,0.2561698850467139,0.012597208454933295,2.8482211607809407,23,36,0.22168093470933697,-0.518466770750671,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,edge_filled_shift,1.5,0.7161232487319443,0.7005646703125693,0.9230769230769231,0.0037035660352557898,0.003233961332208153,0.0016169806661040765,0.05324676107147968,0.9809479114460593,0.010528905367479366,0.75,2.0,0.1422184203261739,0.04433603025972843,16.34546414198969,0.011666997960021193,0.2553978772185889,0.012759182816046266,2.837833372520196,21,36,0.2214997500993132,-0.5179066063567712,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,gaussian_broadening,0.5,0.733323439845179,0.7230742319306349,1.0,2.8816552912758198e-06,0.0031723697369897786,0.0015861848684948893,0.052528606636586636,0.9830489543821113,0.010528033729967447,0.75,2.0,0.1586550084454745,0.03996986150741577,16.446751901908684,0.011739294719420902,0.2569804984673232,0.01257971104216709,2.857302758044307,22,36,0.22169144786571976,-0.5196946626017944,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,gaussian_broadening,1.0,0.733323439845179,0.7230742319306349,1.0,2.7263966330792755e-05,0.003169969689881173,0.0015849848449405865,0.052534773818598585,0.9830087528133017,0.01052662221034332,0.75,2.0,0.1588346781637803,0.04011699557304382,16.413456305224603,0.011715529125784871,0.25646025476913437,0.01257903622401272,2.851684261632676,22,36,0.22133686674404027,-0.5193327148150063,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,gaussian_broadening,1.5,0.7271122597209553,0.7155777054685911,0.9903846153846154,6.889322685310617e-05,0.0031703499714153,0.00158517498570765,0.0525525332679538,0.9829450512984637,0.010525186496686944,0.75,2.0,0.14926944275098636,0.040355778532102704,16.35814371582487,0.011676048333922105,0.25559599555976364,0.012535994395387273,2.843142086908759,22,36,0.22080784571210407,-0.5183701789098248,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,composite,0.5,0.6783325370281892,0.6657241394083498,0.8942307692307693,0.0686604306101799,0.006603321315318554,0.003301660657659277,0.0761236586668311,0.9660896508087151,0.010781797939808666,0.7563291139240507,2.0,0.20323899055413114,0.051056839525699615,16.1112035552231,0.011499788404870164,0.2517375555503609,0.011256005447311297,2.749664435889679,20,33,0.2168482097086177,-0.5120529847078282,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,composite,1.0,0.6390481499177152,0.6199587342444485,0.8269230769230769,0.1687943935394287,0.014466202205339562,0.007233101102669781,0.10544788895464301,0.91624026329297,0.011095250608919173,0.7278481012658228,2.0,0.2782996658786609,0.06711865682154894,16.546491681742978,0.01181048656798214,0.25853893252723403,0.012337327588243862,3.011569764605149,22,38,0.2242886924295555,-0.5221746421619002,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,composite,1.5,0.569178406134928,0.548672802454315,0.7115384615384616,0.2608688175678253,0.02660412846649923,0.013302064233249615,0.13561444015162027,0.8221933407959321,0.01144179378812471,0.7151898734177216,2.0,0.31982425300782225,0.0779400710016489,17.604566392757263,0.012565714769990908,0.2750713498868323,0.013951332007483249,2.9454571274132144,24,42,0.23397657399451297,-0.5301959569683233,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,scale_offset,0.5,0.7005422114117766,0.678410252990085,0.9519230769230769,0.01582585833966732,0.00447584474501863,0.002237922372509315,0.06031095594182585,0.979532038416318,0.010631414803750903,0.7531645569620253,2.0,0.1675361356000356,0.05045550223439932,16.862720893985063,0.012036203350453294,0.26348001396851656,0.010922281251396845,2.552697122043191,19,38,0.21059493764895565,-0.5345397627843516,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,scale_offset,1.0,0.6339976448672101,0.6076692982180786,0.8269230769230769,0.06713513284921646,0.008714419094204184,0.004357209547102092,0.07686590577645734,0.9714897218544114,0.010792031648835161,0.740506329113924,2.0,0.21497176415868596,0.054921302711591125,17.18850359536951,0.012268739182990372,0.2685703686776486,0.011739880574752537,2.582766200858782,18,40,0.2134707445439097,-0.5357026965037641,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,scale_offset,1.5,0.6018124387689604,0.569911415377214,0.7980769230769231,0.1256992667913437,0.012442253022162543,0.0062211265110812715,0.08875221204660286,0.9583246513474929,0.010922235134770062,0.7246835443037974,2.0,0.22343969056622873,0.07587168016470969,18.15318347258691,0.012957304405843618,0.2836434917591704,0.012827640153134043,2.521173699566471,26,42,0.22948707241913816,-0.5323153955572042,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,smooth_baseline,0.5,0.6690688538514625,0.6549211857482533,0.8942307692307693,0.05448561906814575,0.005642777123438913,0.0028213885617194563,0.07596822829998774,0.9630652789563963,0.010796755512427387,0.740506329113924,2.0,0.22275073143129498,0.06232648342847824,16.125907247060766,0.011510283545368141,0.2519673007353245,0.010074917308297064,2.453520397923184,14,33,0.20059740073187327,-0.5262178761118042,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,smooth_baseline,1.0,0.6297844667409885,0.6131129939400617,0.8461538461538461,0.1374197006225586,0.011687634642070534,0.005843817321035267,0.10748052961526366,0.9027306272442897,0.011113833429866873,0.7468354430379747,2.0,0.268539924679156,0.06429514172486961,16.456623194547195,0.01174634060995517,0.2571347374147999,0.011046419008971495,2.6401873490005934,15,36,0.20187418472225607,-0.5333535138094064,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,smooth_baseline,1.5,0.6614243244678027,0.6427026250555662,0.8269230769230769,0.21825453639030457,0.021336401375596052,0.010668200687798026,0.13480865097728692,0.7999447828204254,0.011479633464420687,0.7056962025316456,2.0,0.3021380466948405,0.06994085560290841,17.408474572830567,0.01242574915976486,0.27200741520047766,0.011856221676378757,2.804802056027026,17,40,0.21382261148220585,-0.5409217819789004,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,gaussian_noise,0.5,0.6957643805469893,0.6765202097908866,0.9903846153846154,0.00028423621552065015,0.003228271758707636,0.001614135879353818,0.05309837244378906,0.9843752235474476,0.010571508676688665,0.7689873417721519,2.0,0.15842005868782977,0.04791121557354927,16.860513137373225,0.01203462750704727,0.2634455177714566,0.010809424406060992,2.6119186474843636,19,37,0.21131779611794435,-0.5342662849353089,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,gaussian_noise,1.0,0.6736801845497498,0.6494469398604737,0.9615384615384616,0.0010275811655446887,0.003267677980081517,0.0016338389900407584,0.053463687261497736,0.9836004494842174,0.01057849859492697,0.7626582278481012,2.0,0.17602226075806396,0.04811594542115927,16.878251446276394,0.01204728868399457,0.26372267884806866,0.0106285020751361,2.621807057481136,19,37,0.21136197878940685,-0.5334125115649001,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,gaussian_noise,1.5,0.6657436766132419,0.6505972085804019,0.9326923076923077,0.002532153157517314,0.0032917037984870378,0.0016458518992435189,0.053684617791545715,0.983968432903995,0.01058641685721526,0.759493670886076,2.0,0.17135500671696932,0.04728312790393829,16.88275171784861,0.012050500869270956,0.2637929955913845,0.010457919990050961,2.6304986493282176,18,36,0.2111162305405204,-0.5329578994774937,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,isolated_spikes,0.5,0.7067533915360003,0.6862064769894347,0.9615384615384616,7.005436782492325e-05,0.0032116105580796347,0.0016058052790398174,0.052899935837941676,0.9846006217515524,0.010566499902933478,0.7658227848101266,2.0,0.1599247840927665,0.04389248159714043,16.808949653363136,0.011997822736162124,0.262639838333799,0.010848770317306404,2.59962585439402,19,38,0.21055389546771808,-0.5353155915934342,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,isolated_spikes,1.0,0.7116373964200051,0.6890515381116884,1.0,0.00029551409534178674,0.003226886519946422,0.001613443259973211,0.05299796422854483,0.9845976995147361,0.01056967560453753,0.7658227848101266,2.0,0.16092830620544638,0.042579948360071285,16.817491311215914,0.012003919565464607,0.2627733017377487,0.01085597906114577,2.601047304956743,19,38,0.21060561154564758,-0.5354440928272022,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,isolated_spikes,1.5,0.7116373964200051,0.6892540079007426,0.9615384615384616,0.0006088757654652,0.0032312277419115592,0.0016156138709557796,0.052994807995590414,0.9842354183824475,0.010568570143460482,0.759493670886076,2.0,0.14991811824816145,0.044276644475758076,16.793881165641093,0.011987067213162807,0.2624043932131421,0.01086760644172798,2.596933216844747,19,38,0.21022267124302646,-0.5352869565825725,
outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,edge_filled_shift,0.5,0.7037008884834972,0.6839834117756539,0.9615384615384616,0.0007638902752660215,0.003225053575083121,0.0016125267875415606,0.053143531510340916,0.9841337859263473,0.010565926939444666,0.7626582278481012,2.0,0.16267897876292764,0.04379914401215501,16.772155948940593,0.011971560277616412,0.26206493670219677,0.010847125968917392,2.595526687770592,19,38,0.21081548991261256,-0.5345696250804989,
