stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,beta_target,seed,corruption,severity,balanced_accuracy_supported,macro_f1_supported,prediction_agreement,latent_cosine_drift,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,corrupted_vae_kl_unnormalized_per_observation,corrupted_vae_kl_normalized,corrupted_vae_mean_kl_per_latent_dimension,corrupted_vae_median_kl_per_latent_dimension,corrupted_vae_max_kl_per_latent_dimension,corrupted_vae_active_units_var_mu_gt_0_01,corrupted_vae_dimensions_mean_kl_gt_0_01,corrupted_vae_posterior_mean_absolute_mu,corrupted_vae_posterior_mean_log_variance,corrupted_vae_posterior_sample_reconstruction_variability
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,edge_filled_shift,1.0,0.7866666666666667,0.780610456923821,0.9152542372881356,0.010104775428771973,0.00452165924640552,0.00226082962320276,0.06343430933738055,0.9423588871218367,0.017715967623403567,0.5698529411764706,2.0,0.2616037559384709,0.05928567424416542,15.287226003902118,0.01091165310771029,0.23886290631097057,0.012723992690842414,2.2174598903150535,29,44,0.21442115221958025,-0.5063450614257698,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,edge_filled_shift,1.5,0.781904761904762,0.7725774453885054,0.923728813559322,0.013708791695535183,0.0045273818433143815,0.0022636909216571907,0.06381725418671788,0.9420669915309193,0.01773520362643411,0.5698529411764706,2.0,0.24923871103706946,0.056990633718669415,15.22116693740028,0.010864501739757516,0.23783073339687943,0.012375462070507912,2.2078274178316106,30,44,0.21507979279219352,-0.505006574412098,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,gaussian_broadening,0.5,0.7985714285714286,0.7856898740357388,1.0,1.3218592357588932e-05,0.0044409336391810555,0.0022204668195905278,0.06254309362459352,0.9436295480116952,0.017703164304199815,0.5735294117647058,2.0,0.2694068413953123,0.05699383281171322,15.286035983492182,0.010910803699851665,0.23884431224206534,0.01226078368753766,2.2220438363750667,28,44,0.21304995424497108,-0.5058438910095265,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,gaussian_broadening,1.0,0.7985714285714286,0.7866148501777336,0.9915254237288136,0.0001288238272536546,0.0044338213473513995,0.0022169106736756997,0.06254379819664088,0.9438279613879565,0.01769879771250338,0.5698529411764706,2.0,0.26995515760283095,0.05695339944213629,15.208840451710238,0.010855703391656129,0.23763813205797246,0.012117442359086388,2.2104686701164136,27,44,0.21211568640884615,-0.5044281837668501,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,gaussian_broadening,1.5,0.7985714285714286,0.7866148501777336,0.9915254237288136,0.0003050040395464748,0.00443050818016945,0.002215254090084725,0.06256976433282238,0.944108649184303,0.017694012343899165,0.5698529411764706,2.0,0.2704087509647879,0.05730833159759641,15.109056924875434,0.010784480317541352,0.23607901445117868,0.011987991913709403,2.1971850442343492,26,43,0.2108722755900049,-0.5027253288871597,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,composite,0.5,0.8114285714285715,0.795013825115866,0.8898305084745762,0.05629010125994682,0.007433348617675205,0.0037166743088376023,0.07897837500349321,0.9329056899583741,0.01796222648434466,0.5686274509803921,2.0,0.26428433231666915,0.061123162508010864,15.12982901857769,0.010799306936886289,0.2364035784152764,0.013009670096761735,2.2427712928992136,30,43,0.22086584666987688,-0.4914274968897084,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,composite,1.0,0.7176190476190476,0.6786737897708922,0.7542372881355932,0.1571812927722931,0.014533023211698493,0.0072665116058492464,0.10591683107765561,0.8875585777039214,0.018461685134506852,0.5269607843137255,2.0,0.43171926196180377,0.06931838486343622,15.273644343075095,0.010901958845878012,0.23865069286054832,0.013508109874278834,2.371960784613091,33,44,0.23502570738960496,-0.4726703662004993,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,composite,1.5,0.6919047619047618,0.6596855890485122,0.7203389830508474,0.29141512513160706,0.024590776582330685,0.012295388291165343,0.12477819385259668,0.8077013851314189,0.018957983936747972,0.5294117647058824,2.0,0.4069927526990527,0.07948875520378351,16.4686083113183,0.011754895297157958,0.2573220048643484,0.0168749508071354,2.5118380774546143,39,51,0.252496928866755,-0.4790661870402469,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,scale_offset,0.5,0.7366666666666667,0.7325075882909421,0.9661016949152542,0.01745600998401642,0.005396111049027433,0.0026980555245137163,0.06947719291568609,0.9377406093358064,0.017790817905215892,0.5735294117647058,2.0,0.27786419878884827,0.059446781873703,16.094375643625053,0.011487777047555355,0.25147461943164146,0.014404878634200884,2.425695465690146,26,44,0.21676967773882774,-0.5453204873384084,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,scale_offset,1.0,0.7376190476190476,0.7389628995527452,0.923728813559322,0.06136973947286606,0.009163109502947875,0.004581554751473938,0.08457111795934576,0.9308914925255962,0.017934948679689235,0.5686274509803921,2.0,0.29393878032595044,0.06544788731844164,16.699311111950962,0.011919565390400401,0.2609267361242338,0.01607295684119212,2.653474787164775,32,47,0.2256418113830416,-0.5488971753920311,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,scale_offset,1.5,0.7471428571428572,0.7371177033288835,0.8559322033898306,0.12846241891384125,0.01247996245002791,0.006239981225013955,0.10273782580094246,0.9048674235148311,0.018104773875395264,0.5294117647058824,2.0,0.34072347681428694,0.08154355362057686,17.549334957226474,0.012526291903801908,0.27420835870666366,0.01709608783215353,3.018886564557548,35,47,0.23548379055598057,-0.5544693406463931,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,smooth_baseline,0.5,0.7400000000000001,0.7483882002515543,0.8898305084745762,0.040441256016492844,0.005606913266632963,0.0028034566333164815,0.07416207543394744,0.9288291617665296,0.017934377981666607,0.5612745098039216,2.0,0.27663595809491975,0.05848369002342224,15.473265556232906,0.011044443651843617,0.24176977431613914,0.01271354564971561,2.2414727056066717,30,44,0.22085107575511279,-0.5229229096576997,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,smooth_baseline,1.0,0.6961904761904761,0.6828885400313972,0.788135593220339,0.09575171023607254,0.007043746348532973,0.0035218731742664867,0.08458084331260932,0.9223131314428098,0.01817309367063588,0.553921568627451,2.0,0.34983357615932825,0.061767544597387314,15.859525603182915,0.01132014675459166,0.247805087549733,0.013824143350098083,2.200682641877673,33,43,0.2330051066876942,-0.5152052442609347,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,smooth_baseline,1.5,0.6614285714285714,0.6315334417982342,0.6779661016949152,0.15484872460365295,0.009721272816071588,0.004860636408035794,0.09722753017360264,0.9041650712595188,0.01844904128814246,0.5490196078431373,2.0,0.37271532269864105,0.05928562581539154,16.546269976240293,0.011810328319943107,0.2585354683787545,0.01528572986422315,2.305953892004675,38,48,0.2528308462125897,-0.5154474557769764,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,gaussian_noise,0.5,0.762857142857143,0.768585989637876,0.9745762711864406,0.0003660821239463985,0.00459679268613642,0.00229839634306821,0.06279965228548673,0.9376129528250874,0.017730399965882136,0.5796568627450981,2.0,0.29486208073047415,0.051491797901690006,16.107114222156003,0.011496869537584584,0.2516736597211875,0.014589848096886203,2.3575097813399437,28,43,0.21689292865309492,-0.5459679317331031,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,gaussian_noise,1.0,0.7342857142857142,0.726659882195654,0.9576271186440678,0.0015441881259903312,0.004608921420522341,0.0023044607102611706,0.06310315070046557,0.9376585110398139,0.01773332144886818,0.5735294117647058,2.0,0.27813806674503355,0.051248326897621155,16.009593461815435,0.011427261571602737,0.25014989784086616,0.014513249662101584,2.338376385006775,26,43,0.21594268267068387,-0.5461678966828901,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,gaussian_noise,1.5,0.7328571428571429,0.728597509826561,0.9491525423728814,0.0037205799017101526,0.004660103693325422,0.002330051846662711,0.06363349155611796,0.9382564656944351,0.017740017896931373,0.5735294117647058,2.0,0.29415506928146307,0.051095014438033104,15.950171718490978,0.011384847764804409,0.24922143310142153,0.014372325156032007,2.347975596037232,29,43,0.21536415766947947,-0.54798036488199,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,isolated_spikes,0.5,0.7485714285714286,0.754634189405588,1.0,0.0001667798642301932,0.00459112941533028,0.00229556470766514,0.0626882846223013,0.9375335646845608,0.017731915141255307,0.5784313725490197,2.0,0.28352270795016715,0.05489931395277381,16.143911109413043,0.011523134267960772,0.25224861108457874,0.014654341830495262,2.3611566205424404,28,43,0.21739300599660213,-0.5459840539009808,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,isolated_spikes,1.0,0.7261904761904762,0.7276816523710934,0.9745762711864406,0.0007848138338886201,0.004614400816344739,0.0023072004081723693,0.06276155756524579,0.9372400425170021,0.017736193349485313,0.5735294117647058,2.0,0.27185596579716115,0.05228986404836178,16.150761514391643,0.0115280239217642,0.25235564866236937,0.014610587146824231,2.3599739842076533,27,43,0.2174897767135946,-0.5466523458848376,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,isolated_spikes,1.5,0.7357142857142859,0.7360671161137,0.9745762711864406,0.0016997689381241798,0.004590174835749751,0.0022950874178748757,0.06273536130810753,0.9363097378811843,0.017733706804658605,0.5723039215686274,2.0,0.2766857033888337,0.05398330744355917,16.138435778218,0.011519226108649536,0.2521630590346562,0.014728491539775491,2.355788940570649,29,43,0.21757934748477817,-0.5470028536898422,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,edge_filled_shift,0.5,0.730952380952381,0.729919938668613,0.9491525423728814,0.006424417719244957,0.004641873526069741,0.0023209367630348705,0.0633166794604658,0.9362950930866656,0.017742917394522464,0.5784313725490197,2.0,0.2994449372917178,0.05439855554141104,16.15245619345589,0.011529233542795067,0.2523821280227483,0.014788534555879088,2.3506283773343384,27,43,0.21810124108207357,-0.5457728583211195,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,edge_filled_shift,1.0,0.738095238095238,0.7422541824202437,0.8983050847457628,0.012068637646734715,0.004679586288694783,0.0023397931443473914,0.06389024965132778,0.9379695666557535,0.017747867856977458,0.5661764705882353,2.0,0.2993121651819036,0.057597133331000805,16.109309259222176,0.011498436302085779,0.25170795717534655,0.014778064517969237,2.352736838794235,25,43,0.21886225200327994,-0.5450715243686447,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,edge_filled_shift,1.5,0.7428571428571428,0.7295549657990286,0.923728813559322,0.016285166144371033,0.004676740630481845,0.0023383703152409225,0.06420816338858586,0.9356640712844293,0.017759205621467895,0.5637254901960784,2.0,0.30513469552751715,0.050920684821903706,16.11358545485998,0.011501488547366153,0.2517747727321871,0.01452298282667015,2.348640477411901,28,45,0.21865046894021037,-0.5438370974209539,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,gaussian_broadening,0.5,0.7485714285714286,0.754634189405588,1.0,6.814124390075449e-06,0.004583430769628553,0.0022917153848142765,0.06266257338537319,0.9373524368700735,0.01772845812493116,0.5784313725490197,2.0,0.2878582693142375,0.053330106660723686,16.110716608478363,0.011499440834031665,0.2517299470074744,0.014538325409465577,2.3562499550541642,27,43,0.21695415284752578,-0.5448090272228971,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,gaussian_broadening,1.0,0.7557142857142857,0.7615924605189113,0.9915254237288136,9.734347986523062e-05,0.00457353852616967,0.002286769263084835,0.0626598896504081,0.9373413223118839,0.01772248089902562,0.5845588235294118,2.0,0.2883868396322174,0.05305613670498133,16.002611881210605,0.011422278287802002,0.2500408106439157,0.014307291478850877,2.344605812614056,26,43,0.2155940571103271,-0.542547538405792,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,gaussian_broadening,1.5,0.7557142857142857,0.7619194465286759,0.9830508474576272,0.0003322211268823594,0.004562599629017912,0.002281299814508956,0.06267057042048939,0.9373342050757811,0.01771424614756054,0.5759803921568627,2.0,0.29416606611865465,0.05267113773152232,15.873733920535617,0.011330288308733488,0.24802709250836902,0.014030003354817026,2.3317423838205396,23,42,0.21370060105796276,-0.5404215023942512,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,composite,0.5,0.7638095238095237,0.7576159083051978,0.864406779661017,0.05861832574009895,0.007409887206126385,0.0037049436030631923,0.07814447273156486,0.9250882084967206,0.018002974752631174,0.571078431372549,2.0,0.3553249975482681,0.0603992305113934,15.82024391534696,0.011292108433509607,0.24719131117729626,0.01324573206375241,2.3420991426838733,30,44,0.22498525299092995,-0.5255201993548334,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,composite,1.0,0.6709523809523809,0.641360267830856,0.6864406779661016,0.15853022038936615,0.013343612589632821,0.006671806294816411,0.1011639577121276,0.8942507009485239,0.018434910571387603,0.5355392156862745,2.0,0.3411966917331589,0.06852288171648979,15.996169270853338,0.011417679707960983,0.24994014485708346,0.0148204095383579,2.327647494085245,37,44,0.23829520796640488,-0.5127607169100405,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,composite,1.5,0.5685714285714286,0.5494038472901854,0.5508474576271186,0.27936094999313354,0.0226020024837064,0.0113010012418532,0.11887129768401261,0.8456304969249326,0.018840181062316157,0.5049019607843137,2.0,0.4175730927164455,0.06900567561388016,17.28933757942841,0.012340712048128772,0.27014589967856895,0.016441810782037294,2.5888875254887735,40,47,0.2600070424397418,-0.5172359819086381,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,scale_offset,0.5,0.7604761904761904,0.752889273181637,0.940677966101695,0.015395138412714005,0.005773129843639578,0.002886564921819789,0.07149735377620045,0.937262172508295,0.01784936488954034,0.5698529411764706,2.0,0.3275204677305688,0.059002622961997986,15.606716737342081,0.011139697885326254,0.24385494902096996,0.014501198883388524,2.3516942523855833,24,51,0.21631608313920794,-0.5321507180217819,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,scale_offset,1.0,0.7342857142857142,0.7346868405284875,0.8728813559322034,0.0564662404358387,0.00988649801252262,0.00494324900626131,0.0859544183523263,0.9273814632942119,0.01799685222346709,0.5698529411764706,2.0,0.297128097775347,0.06993429362773895,16.196584210558644,0.01156073105678704,0.25307162828997876,0.01558136506202741,2.755258276855351,32,53,0.2222571090991641,-0.5371791479980098,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,scale_offset,1.5,0.7557142857142856,0.7467743722442971,0.8813559322033898,0.122369185090065,0.01410046406957675,0.007050232034788375,0.10382629031663038,0.9038744072511511,0.01815650038242307,0.5318627450980392,2.0,0.260292847173361,0.07282342342659831,16.87601202944678,0.012045690242288923,0.263687687960106,0.01715993850842016,3.249018454948273,35,55,0.22930235111322267,-0.542178895384266,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,smooth_baseline,0.5,0.7723809523809523,0.7671872186157901,0.9067796610169492,0.03994029015302658,0.006979589881727412,0.003489794940863706,0.07888594071523251,0.9311303298281128,0.018029601064403333,0.5686274509803921,2.0,0.3743178529931989,0.06023132661357522,15.22901723591724,0.010870105093445567,0.23795339431120688,0.014671058597954142,2.267709226153485,29,52,0.22073649768393347,-0.5248246598473331,
