identifier,architecture,latent_dimension,reconstruction_loss,beta_target,optimizer_policy,maximum_epoch,learning_rate,weight_decay,batch_size,gradient_clip_norm,kl_normalization_divisor,plateau_factor,plateau_patience,plateau_threshold,minimum_learning_rate,checkpoint_epoch,representation,model_family,run_seed,n_train,n_validation,parameter_count,state_sha256,raw_target_balanced_accuracy,latent_target_balanced_accuracy,latent_target_macro_f1_supported,latent_target_macro_f1_union,corrupted_target_balanced_accuracy,corrupted_prediction_agreement,corrupted_latent_cosine_drift,raw_instrument_probe_increment,latent_instrument_probe_increment,instrument_probe_increment_delta,raw_sensor_probe_increment,latent_sensor_probe_increment,sensor_probe_increment_delta,raw_same_master_cross_instrument_distance,latent_same_master_cross_instrument_distance,same_master_distance_delta,latent_different_target_cross_instrument_distance,latent_cross_instrument_separation_margin,vae_kl_unnormalized_per_observation,vae_kl_normalized,vae_mean_kl_per_latent_dimension,vae_median_kl_per_latent_dimension,vae_max_kl_per_latent_dimension,vae_active_units_var_mu_gt_0_01,vae_dimensions_mean_kl_gt_0_01,vae_posterior_mean_absolute_mu,vae_posterior_mean_log_variance,vae_posterior_sample_reconstruction_variability,clean_reconstruction_mse,clean_reconstruction_smooth_l1,clean_reconstruction_spectral_angle,clean_reconstruction_median_row_correlation,clean_reconstruction_first_derivative_mae,clean_repeatable_peak_recall,clean_median_peak_shift_cm1,clean_median_absolute_relative_peak_width_change,clean_median_absolute_peak_prominence_change,corrupted_reconstruction_mse,corrupted_reconstruction_smooth_l1,corrupted_reconstruction_spectral_angle,corrupted_reconstruction_median_row_correlation,corrupted_reconstruction_first_derivative_mae,corrupted_repeatable_peak_recall,corrupted_median_peak_shift_cm1,corrupted_median_absolute_relative_peak_width_change,corrupted_median_absolute_peak_prominence_change,stage,subset,outer_fold,inner_fold
base_maxpool__z64__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,64,spectral_composite,1.0,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,100,arpls_minmax,vae_adequacy,584382273,361,119,1082353,348a17b1fdbf32cf77f5201ed6362680db41de11903fcc8e93840de458cec30b,0.6846664409470883,0.5885348075156837,0.5901367601734195,0.5901367601734195,0.5268345553324304,0.6890756302521008,0.1482132226228714,0.5927927927927928,0.4456885456885456,-0.1471042471042472,0.4251322751322751,0.3994949494949494,-0.0256373256373256,0.6707542637983958,0.7731498283297358,0.10239556453134,1.042887318889689,0.2697374905599532,7.472697981589638,0.0053338315357527,0.116760905962338,0.0248144954116742,1.2850424702293108,60,49,0.2395921467784143,-0.2300797654322488,0.0425767935812473,0.0074330977494143,0.0037165488747071,0.0856172799396301,0.9139945025814148,0.0164434205515634,0.4209328782707622,2.0,0.2983021217150605,0.0581415928763817,0.0161784312919347,0.0080892156459673,0.1179790987584065,0.8981898391157206,0.016713005802575,0.4175199089874857,2.0,0.3217672166795213,0.0715352855622768,stage_1_convergence,strict_core,0,1
base_maxpool__z64__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,64,spectral_composite,1.0,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,150,arpls_minmax,vae_adequacy,584382273,361,119,1082353,9c7e533b93d6019c572b27003a96b38a5fff1b4f6128331db3829a20c7d4641a,0.6846664409470883,0.6289333582403213,0.6277988677988677,0.6277988677988677,0.5226678886657637,0.7058823529411765,0.1546113044023513,0.5927927927927928,0.4749678249678249,-0.1178249678249678,0.4251322751322751,0.3791486291486291,-0.045983645983646,0.6707542637983958,0.7804281510759853,0.1096738872775895,1.0557020210567911,0.275273869980806,6.963137701645774,0.0049701197013888,0.1087990265882151,0.0093148533840671,1.4798496563696626,45,29,0.1806244920925733,-0.2105365039032424,0.0381950475275516,0.00708103365616,0.00354051682808,0.0834745077982019,0.9185712426418794,0.0163854345859633,0.4197952218430034,2.0,0.2322375039781293,0.0675196647644043,0.0175349278690097,0.0087674639345048,0.1175562129405659,0.9008782085758136,0.0167425826314026,0.4072810011376564,2.0,0.3241488068651306,0.0763518483145162,stage_1_convergence,strict_core,0,1
base_maxpool__z64__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,64,spectral_composite,1.0,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,200,arpls_minmax,vae_adequacy,584382273,361,119,1082353,19ac1ab047ad4ec09fb87ed7c85e3fc2d293ea6e5d6770e9f323aae29636bd81,0.6846664409470883,0.6509571677641307,0.6470574350225514,0.6470574350225514,0.5544348059589969,0.680672268907563,0.1477995216846466,0.5927927927927928,0.5472972972972971,-0.0454954954954957,0.4251322751322751,0.3886950739891917,-0.0364372011430834,0.6707542637983958,0.7968341142045982,0.1260798504062024,1.0610265937173915,0.2641924795127933,6.545376579493463,0.0046719318911445,0.1022715090545854,0.004117124490773,1.385125974253217,17,12,0.1489538242641726,-0.2117791952907541,0.0366479717195034,0.0068275940842457,0.0034137970421228,0.083620188231509,0.9330841940692935,0.0163734914061862,0.4243458475540387,2.0,0.2599477545374243,0.0608886140398681,0.0170588499625564,0.0085294249812782,0.120297482889544,0.8911927027779857,0.0167713643503505,0.422070534698521,2.0,0.306246197058029,0.0713759530335664,stage_1_convergence,strict_core,0,1
base_maxpool__z64__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,64,spectral_composite,1.0,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,250,arpls_minmax,vae_adequacy,584382273,361,119,1082353,fa1f58f635dd0e1265b4a30d22ce23e58a13a3c13521ea796620ebad5c258c32,0.6846664409470883,0.6381983685922882,0.6397325202302191,0.6397325202302191,0.563998116409035,0.6974789915966386,0.1504417061805725,0.5927927927927928,0.496171171171171,-0.0966216216216218,0.4251322751322751,0.4179894179894179,-0.0071428571428572,0.6707542637983958,0.79577368465803,0.1250194208596342,1.0415546622642766,0.2457809776062466,6.854434764246877,0.0048925301671997,0.1071005431913574,0.003002798263842,1.4785245861697094,12,10,0.1420071243589624,-0.2148033977038887,0.0339252538979053,0.0058590696159432,0.0029295348079716,0.0788488183214741,0.9354090926364506,0.0163207617206428,0.4357224118316268,2.0,0.244794621098739,0.0590598583221435,0.0135700053505336,0.0067850026752668,0.1122670900383313,0.9029283330735286,0.016715558869255,0.4186575654152445,2.0,0.2801575423036834,0.0722317621111869,stage_1_convergence,strict_core,0,1
base_maxpool__z64__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,64,spectral_composite,1.0,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,300,arpls_minmax,vae_adequacy,584382273,361,119,1082353,41ecd32138073fd880b66b0b5d971de7a5fc9b63bbf0845b719dc3462ea21f17,0.6846664409470883,0.6628619296688927,0.662117374437454,0.662117374437454,0.5689793194165538,0.6638655462184874,0.1568803638219833,0.5927927927927928,0.6074324324324324,0.0146396396396395,0.4251322751322751,0.399160780739728,-0.025971494392547,0.6707542637983958,0.8041007525177413,0.1333464887193455,1.0613689925717753,0.257268240054034,6.917310575661893,0.0049374094044695,0.108082977744717,0.0033203007906397,1.6257841689173158,10,10,0.1371030742913216,-0.2205689956319208,0.0323398485779762,0.0060382586374826,0.0030191293187413,0.0785771994386641,0.9355209086555784,0.0163598513115619,0.4357224118316268,2.0,0.2422458489368615,0.0598368984647095,0.0153356946233258,0.0076678473116629,0.112664418647949,0.9013145734965304,0.0168181130481122,0.4254835039817975,2.0,0.3239700547517254,0.0708944260404678,stage_1_convergence,strict_core,0,1
base_maxpool__z64__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,64,spectral_composite,1.0,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,350,arpls_minmax,vae_adequacy,584382273,361,119,1082353,9c3d72379502fd384ca60f310ea59aff8d8fd80d8a72277a52dd219dcb5f049b,0.6846664409470883,0.6813538115475023,0.6754904520786912,0.6754904520786912,0.5486772054359501,0.680672268907563,0.1522035002708435,0.5927927927927928,0.5195945945945947,-0.0731981981981981,0.4251322751322751,0.4031746031746032,-0.0219576719576719,0.6707542637983958,0.808864047450404,0.1381097836520082,1.0601849961738896,0.2513209487234856,6.553030490550547,0.0046773950682016,0.1023911014148523,0.0022919865907858,1.4458692943372586,9,8,0.1261947458061382,-0.2083859866468895,0.033305324614048,0.0056887305678128,0.0028443652839064,0.0773928737826561,0.938399366693852,0.0162841359064442,0.4414106939704209,2.0,0.2580201277823282,0.0585527122020721,0.0129705115810215,0.0064852557905107,0.112491547228973,0.8982299562779408,0.0166867278976384,0.4209328782707622,2.0,0.2993031537282214,0.0714543983340263,stage_1_convergence,strict_core,0,1
base_maxpool__z64__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,64,spectral_composite,1.0,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,400,arpls_minmax,vae_adequacy,584382273,361,119,1082353,0f1c74446f646676b0f4170c227797a5c67c37c6a3a81157f7cfdc00d1cd9220,0.6846664409470883,0.6202956926477684,0.6115382257859078,0.6115382257859078,0.5952487974594873,0.7563025210084033,0.1445767879486084,0.5927927927927928,0.5693693693693693,-0.0234234234234235,0.4251322751322751,0.383092833092833,-0.0420394420394421,0.6707542637983958,0.8147994697521237,0.1440452059537279,1.058189373722848,0.2433899039707243,6.942897627561306,0.0049556728248117,0.1084827754306453,0.0026871351874223,1.4793861280760003,8,8,0.1266378622869506,-0.2324190474273105,0.031347244977951,0.0056800343704034,0.0028400171852017,0.0780108424103226,0.9398367649305808,0.0162790087196692,0.4368600682593856,2.0,0.2579934136137991,0.0569743644446134,0.0127541610838816,0.0063770805419408,0.1110667948508418,0.9015069467286668,0.0166946874159641,0.4379977246871445,2.0,0.3039157379902215,0.0782246892340481,stage_1_convergence,strict_core,0,1
base_maxpool__z64__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,64,spectral_composite,1.0,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,450,arpls_minmax,vae_adequacy,584382273,361,119,1082353,2045a46472182deec2ca98c18caf9c96c1f7acc2fc1e67539ecf8383151bcda3,0.6846664409470883,0.6233174162113357,0.6239289406891487,0.6239289406891487,0.5863768505113715,0.7226890756302521,0.1514841616153717,0.5927927927927928,0.5765444015444016,-0.0162483912483912,0.4251322751322751,0.4005998358939534,-0.0245324392383217,0.6707542637983958,0.809204741618112,0.1384504778197162,1.0665082536209716,0.2573035120028596,7.287350930523697,0.0052015352823152,0.1138648582894327,0.002623873566601,1.6746973723518883,7,7,0.1283101115517305,-0.2306502541223447,0.0298263728618621,0.0057197308748672,0.0028598654374336,0.0766309620822563,0.9396086617389028,0.0162863844147144,0.447098976109215,2.0,0.2684716277857426,0.0571282710880041,0.0149338593345978,0.0074669296672989,0.1122930673405825,0.8873948288735383,0.016801075667069,0.4379977246871445,2.0,0.30808031416758,0.0707902876893058,stage_1_convergence,strict_core,0,1
base_maxpool__z64__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,64,spectral_composite,1.0,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,arpls_minmax,vae_adequacy,584382273,361,119,1082353,20cd75513818b5605a49afa563937b1917a7c2886b65383e069f31bef37468e2,0.6846664409470883,0.5976371441024922,0.5921741381542046,0.5921741381542046,0.5793326483911644,0.7647058823529411,0.1559406518936157,0.5927927927927928,0.5429858429858431,-0.0498069498069497,0.4251322751322751,0.4349206349206349,0.0097883597883597,0.6707542637983958,0.8129629677555467,0.1422087039571509,1.0528473467344983,0.2398843789789518,6.503875307953056,0.004642309284763,0.1016230516867664,0.0025170224693989,1.5349911346461236,7,8,0.1254229638086866,-0.2010078897882992,0.0322846546769142,0.0055858016034143,0.0027929008017071,0.0764025794700219,0.9418142203782424,0.0162393629460779,0.4448236632536974,2.0,0.2459165297575861,0.0610441480530425,0.0131422207915206,0.0065711103957603,0.1140291181116149,0.8959838102548472,0.0167033135585932,0.447098976109215,2.0,0.2946755197950769,0.0811957567930221,stage_1_convergence,strict_core,0,1
base_maxpool__z64__spectral_composite__beta1p0__step_lr_300__e500,base_maxpool,64,spectral_composite,1.0,step_lr_300,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,100,arpls_minmax,vae_adequacy,584382273,361,119,1082353,348a17b1fdbf32cf77f5201ed6362680db41de11903fcc8e93840de458cec30b,0.6846664409470883,0.5885348075156837,0.5901367601734195,0.5901367601734195,0.5268345553324304,0.6890756302521008,0.1482132226228714,0.5927927927927928,0.4456885456885456,-0.1471042471042472,0.4251322751322751,0.3994949494949494,-0.0256373256373256,0.6707542637983958,0.7731498283297358,0.10239556453134,1.042887318889689,0.2697374905599532,7.472697981589638,0.0053338315357527,0.116760905962338,0.0248144954116742,1.2850424702293108,60,49,0.2395921467784143,-0.2300797654322488,0.0425767935812473,0.0074330977494143,0.0037165488747071,0.0856172799396301,0.9139945025814148,0.0164434205515634,0.4209328782707622,2.0,0.2983021217150605,0.0581415928763817,0.0161784312919347,0.0080892156459673,0.1179790987584065,0.8981898391157206,0.016713005802575,0.4175199089874857,2.0,0.3217672166795213,0.0715352855622768,stage_1_convergence,strict_core,0,1
