heldout_substrate_family,poster_axis,stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,beta_target,seed,corruption,severity,balanced_accuracy_supported,macro_f1_supported,prediction_agreement,latent_cosine_drift,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,corrupted_vae_kl_unnormalized_per_observation,corrupted_vae_kl_normalized,corrupted_vae_mean_kl_per_latent_dimension,corrupted_vae_median_kl_per_latent_dimension,corrupted_vae_max_kl_per_latent_dimension,corrupted_vae_active_units_var_mu_gt_0_01,corrupted_vae_dimensions_mean_kl_gt_0_01,corrupted_vae_posterior_mean_absolute_mu,corrupted_vae_posterior_mean_log_variance,corrupted_vae_posterior_sample_reconstruction_variability
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,isolated_spikes,1.0,0.6533333333333333,0.5389507154213037,1.0,0.0002792223240248859,0.007959108052146285,0.0039795540260731425,0.10377771140760149,0.8065438151492597,0.01619361293858258,0.46926536731634183,2.0,0.7266131442624921,0.0800695214420557,12.151454366914509,0.008673414965677737,0.18986647448303923,0.018224925215855076,2.269399511316019,17,50,0.21567820864910875,-0.42055882035318065,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,isolated_spikes,1.5,0.6533333333333333,0.5422222222222222,0.9866666666666667,0.0005933555075898767,0.008013541870021589,0.004006770935010794,0.10385446655918114,0.7990626546073084,0.016199434375310445,0.46851574212893554,2.0,0.7519196096317886,0.08018705062568188,12.158322091380372,0.008678316981713327,0.18997378267781834,0.018217024398205543,2.2732228011029836,17,50,0.2156931186251404,-0.420531737505177,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,edge_filled_shift,0.5,0.6533333333333333,0.5389507154213037,1.0,0.00648167310282588,0.008029641088898603,0.004014820544449301,0.10433486483538332,0.8028193519390555,0.016194614140762408,0.46401799100449775,2.0,0.7387306359712003,0.0834803394973278,12.090354437128857,0.008629803309870704,0.18891178808013842,0.018144889092606732,2.223654542694935,17,50,0.21488146092628996,-0.41816513281006334,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,edge_filled_shift,1.0,0.6533333333333333,0.5389507154213037,1.0,0.011609329842031002,0.00816704263720884,0.00408352131860442,0.10525784574147162,0.7919135644764974,0.016214652954489744,0.4535232383808096,2.0,0.7716263941404535,0.08185018971562386,12.070128536853836,0.008615366550216871,0.18859575838834122,0.01830655397855131,2.245452832218256,16,50,0.21444827485587362,-0.4173714398619025,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,edge_filled_shift,1.5,0.64,0.5288888888888889,0.9866666666666667,0.01636812835931778,0.008149577255533938,0.004074788627766969,0.10548445352249115,0.7960698104462561,0.01622126586013904,0.45652173913043476,2.0,0.7304702530777194,0.08599242009222507,12.01338606433408,0.008574865142279857,0.18770915725521997,0.018232538280279768,2.1999031585007973,16,50,0.2139343345234056,-0.4179762293958993,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,gaussian_broadening,0.5,0.6533333333333333,0.5389507154213037,1.0,1.7046928633135394e-06,0.00788254845877575,0.003941274229387875,0.10350826210841389,0.807137658106789,0.01618027750562552,0.46776611694152925,2.0,0.7032523609161583,0.08135724626481533,12.101435601319833,0.008637712777530216,0.18908493127062243,0.018065503449745467,2.2400289356255985,17,50,0.2151892856666139,-0.4190648976150745,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,gaussian_broadening,1.0,0.6533333333333333,0.5389507154213037,1.0,2.5010904209921136e-05,0.007872687190824835,0.003936343595412417,0.10352316731632027,0.8067473117406662,0.016176590021582005,0.46701649175412296,2.0,0.7349787912350487,0.08181493356823921,12.025933069368593,0.00858382089176916,0.18790520420888432,0.017894535940705905,2.208575081135876,17,50,0.21447219072326335,-0.41766230432008644,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,gaussian_broadening,1.5,0.6533333333333333,0.5389507154213037,1.0,9.314696217188612e-05,0.007879387468194492,0.003939693734097246,0.10361527691273215,0.8059756272224916,0.01617489699712231,0.4662668665667166,2.0,0.7421920396334447,0.08198872208595276,11.920264915032169,0.008508397512514039,0.18625413929737764,0.017689819611330475,2.1702033254369155,17,50,0.21334780463076944,-0.4157691261546188,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,composite,0.5,0.6533333333333333,0.5458288578589331,0.9733333333333334,0.02740962617099285,0.011493865132418483,0.0057469325662092416,0.1146383862765401,0.7713000028325475,0.01649238098717303,0.4617691154422789,2.0,0.8665064599378485,0.06812784820795059,11.671946965072975,0.008331154150658797,0.18237417132926526,0.018964291585523773,2.307921649464979,18,51,0.21352064047734529,-0.40870726588959466,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,composite,1.0,0.6133333333333333,0.5115475541007456,0.9466666666666667,0.09672383964061737,0.020110844907507433,0.010055422453753717,0.1303473809177893,0.737527719587578,0.016870763840021737,0.44377811094452774,2.0,0.8187342958069584,0.07361344806849957,11.627863151408773,0.008299688188014827,0.18168536174076208,0.024417250396107287,2.138976523748841,24,53,0.22450638397578587,-0.40155673567192784,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,composite,1.5,0.4533333333333333,0.3596207713854773,0.7733333333333333,0.16960956156253815,0.025429191052048213,0.012714595526024107,0.14049909396141705,0.6791779489371765,0.017133504358550305,0.431784107946027,2.0,0.9423341639944893,0.07400090247392654,11.752651874864924,0.008388759368211937,0.18363518554476443,0.03120629672497283,2.0198063961879256,34,57,0.2377326450751237,-0.3907141780734037,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,scale_offset,0.5,0.6133333333333334,0.551058201058201,0.92,0.022137237712740898,0.0076630064198415565,0.0038315032099207782,0.10439691987097714,0.829941894266387,0.016003633800408267,0.45652173913043476,2.0,0.5598227870192444,0.08430219069123268,10.900297710398256,0.007780369529192188,0.17031715172497275,0.007750764470439989,2.2406906818303534,9,22,0.15082523392998495,-0.3945300017209441,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,scale_offset,1.0,0.56,0.5036343304445066,0.8,0.08891855925321579,0.012196386161569865,0.006098193080784933,0.11961635443924157,0.7959165758312462,0.016092957115827346,0.41379310344827586,2.0,0.6943995927810278,0.09056393802165985,11.132219626760529,0.007945909797830499,0.17394093166813326,0.008284291089251963,2.0035993514968324,10,24,0.16100575808455347,-0.3928343735353519,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,scale_offset,1.5,0.5866666666666667,0.5177160493827161,0.8,0.17996513843536377,0.019186619713869455,0.009593309856934728,0.1374938605384948,0.7709358602146699,0.01641579250770696,0.3980509745127436,2.0,0.6908661151624549,0.0833596084266901,11.016908425737943,0.00786360344449532,0.17213919415215542,0.009063788646824236,1.9953883297853494,11,28,0.16896497507127606,-0.39049846103298175,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,smooth_baseline,0.5,0.5466666666666667,0.4703466775168215,0.8266666666666667,0.033500537276268005,0.008360699991949464,0.004180349995974732,0.10682706293613023,0.8043169243474251,0.016202618505796722,0.4587706146926537,2.0,0.7081400754633422,0.0772960539907217,10.018106048300782,0.007150682404211835,0.15653290700469968,0.006872289242603337,1.973292172407667,9,25,0.14033431023546353,-0.38827998399659314,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,smooth_baseline,1.0,0.4533333333333333,0.3596207713854773,0.72,0.11572054773569107,0.012958714498989983,0.006479357249494991,0.11999662244313375,0.7397035147045228,0.016489407567227388,0.44377811094452774,2.0,0.7337254117791112,0.07563080359250307,9.686225566753462,0.006913794123307253,0.15134727448052288,0.006985740483105915,1.8550107748869096,9,28,0.14503249038848176,-0.381447804161265,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,smooth_baseline,1.5,0.41333333333333333,0.3063372226035232,0.68,0.2527201473712921,0.01959245624222486,0.00979622812111243,0.13505737003243629,0.6898060539865807,0.016841467565408816,0.43553223388305845,2.0,0.7826103094344159,0.07551407441496849,9.729304367880934,0.006944542732249061,0.15202038074813962,0.00906795003296329,2.2496785025069004,9,30,0.15597216388529886,-0.3770468676663283,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,gaussian_noise,0.5,0.6933333333333334,0.6402387041773231,0.9866666666666667,0.00020141681306995451,0.006354541719767794,0.003177270859883897,0.09879740636096332,0.8322766435413045,0.01596352031260626,0.4512743628185907,2.0,0.6153259865809478,0.08677027374505997,10.747949509937555,0.007671627059198826,0.1679367110927743,0.007562983251859362,2.2708593110166193,9,23,0.14610540111391326,-0.3965674309461368,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,gaussian_noise,1.0,0.6933333333333334,0.6402387041773231,0.9866666666666667,0.000913289375603199,0.006349154005680161,0.0031745770028400806,0.09878795275164293,0.8324798624652426,0.015958741960749777,0.4550224887556222,2.0,0.627291039254766,0.08389913849532604,10.918738136759343,0.0077935318606419295,0.17060528338686476,0.007756116502312943,2.3005901111047424,9,23,0.1478773421766194,-0.40020859625842303,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,gaussian_noise,1.5,0.68,0.6176309604301491,1.0,0.002241229172796011,0.006323229592375201,0.0031616147961876003,0.0986781462665313,0.8348827376797716,0.015943330865641474,0.4535232383808096,2.0,0.6341489310284956,0.08295838255435228,11.08546394173304,0.00791253671786798,0.1732103740895788,0.008027287882862374,2.3408663374790315,9,23,0.14940327002405107,-0.40474956850285404,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,isolated_spikes,0.5,0.68,0.6176309604301491,1.0,2.5565625037415884e-05,0.0063739856190162215,0.0031869928095081108,0.09888826690016855,0.8314840873122159,0.01597086965066943,0.4527736131934033,2.0,0.6252362228073127,0.08438995853066444,10.675816610521327,0.0076201403358467715,0.16680963453939573,0.007444542018277921,2.2563781334738033,9,22,0.14534506884692747,-0.39531313709201943,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,isolated_spikes,1.0,0.68,0.6176309604301491,1.0,8.36730032460764e-05,0.006380607187632721,0.0031903035938163605,0.09891736355320595,0.8315357426108273,0.01597278631395602,0.4550224887556222,2.0,0.6178057764430509,0.0887003093957901,10.703253374572386,0.007639724036097349,0.1672383339776935,0.007467747879867446,2.261426591120074,9,23,0.14552723294842357,-0.39605970071866975,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,isolated_spikes,1.5,0.68,0.6176309604301491,1.0,0.00013940810458734632,0.006378044127670876,0.003189022063835438,0.09895043742649973,0.8320025999048887,0.01597177178002436,0.4542728635682159,2.0,0.6218365934388629,0.08618876338005066,10.704537892138488,0.007640640893746244,0.1672584045646639,0.007514641287210485,2.255872808391605,9,23,0.14553135581805463,-0.3965445838850246,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,edge_filled_shift,0.5,0.68,0.6200291403593977,0.9733333333333334,0.0022142513189464808,0.006412057141845131,0.0032060285709225654,0.09913717473515474,0.8278625838820366,0.015980785551698122,0.45577211394302847,2.0,0.5620615661639026,0.08224404230713844,10.609462077227334,0.007572778070826077,0.16577284495667716,0.0074172803521707015,2.209453098457047,9,22,0.14534125662376407,-0.39443196472094544,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,edge_filled_shift,1.0,0.68,0.6315671808629554,0.9466666666666667,0.004476807080209255,0.006502820926469591,0.0032514104632347953,0.10001255565918304,0.8255299222020056,0.015998966035676895,0.4527736131934033,2.0,0.6236437502182355,0.08030711486935616,10.553820710354241,0.00753306260553479,0.16490344859928502,0.007412467723875627,2.186887888142898,9,22,0.1451979557474135,-0.39395509655608596,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,edge_filled_shift,1.5,0.6666666666666666,0.6066958070260644,0.9866666666666667,0.006662142463028431,0.00651153593746582,0.00325576796873291,0.10011706383487322,0.8234837263183341,0.01599332033349187,0.4527736131934033,2.0,0.6911796439986433,0.08816446363925934,10.467887880691451,0.007471725824904676,0.16356074813580396,0.00736462269837918,2.136084747456744,9,22,0.14403515895427974,-0.39390267150180686,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,gaussian_broadening,0.5,0.68,0.6176309604301491,1.0,5.435943421616685e-06,0.006380579580475324,0.003190289790237662,0.09892879884148954,0.8322031641688442,0.01597186291251052,0.452023988005997,2.0,0.6239565196973951,0.08493919298052788,10.634391726072506,0.007590572252728412,0.16616237071988285,0.007391496732301385,2.247754281714318,9,22,0.14509158180531737,-0.3940525157153631,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,gaussian_broadening,1.0,0.68,0.6176309604301491,1.0,8.179982251022011e-05,0.00640934089639955,0.003204670448199775,0.09910494815817791,0.831828285073462,0.01597731843634628,0.4572713643178411,2.0,0.6142912362007451,0.08778865938074887,10.518601327125669,0.007507923859475852,0.16435314573633858,0.007232432835621298,2.2190386053821456,9,22,0.14432100413529042,-0.3912489131454701,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,gaussian_broadening,1.5,0.68,0.6176309604301491,1.0,0.00026745477225631475,0.006439939105184541,0.0032199695525922706,0.09930132632445539,0.8303264560047733,0.015982364571302813,0.4587706146926537,2.0,0.6335960481321475,0.08791444823145866,10.387168194865833,0.0074141100605751836,0.16229950304477864,0.007115444911225974,2.1857292354155384,9,22,0.14347765482444666,-0.3880051276287289,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,composite,0.5,0.5466666666666667,0.4703466775168215,0.8,0.055511754006147385,0.009893188385662862,0.004946594192831431,0.11066550624265363,0.8093734215247878,0.01625847749698095,0.44677661169415295,2.0,0.7588235044089544,0.08106107823550701,9.914160096518643,0.007076488291590751,0.15490875150810385,0.006894317907323599,1.8616581520113333,9,25,0.14043677926912249,-0.38723943599290883,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,composite,1.0,0.49333333333333335,0.4154101050652774,0.7466666666666667,0.23320993781089783,0.02099300573862201,0.010496502869311005,0.13449757839458215,0.7157707693328844,0.01674453109012947,0.4505247376311844,2.0,0.665468114380171,0.08696506405249238,9.89764530243512,0.007064700430003654,0.15465070785054877,0.008123660508942199,2.001228206739462,10,29,0.1561826207606767,-0.3797246460394187,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,composite,1.5,0.4666666666666666,0.40617146623820705,0.68,0.37771597504615784,0.029032645080699512,0.014516322540349756,0.14706019047108332,0.6586074386206501,0.01708992655950507,0.40554722638680657,2.0,0.8125200487271835,0.07954275980591774,10.29815186516425,0.007350572352008744,0.1609086228931914,0.010646564609826305,2.234992362657526,15,34,0.17437054774613595,-0.3733742571855934,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,scale_offset,0.5,0.6133333333333334,0.4922102379729498,0.96,0.017909813672304153,0.006670294854498048,0.003335147427249024,0.09655941975258753,0.8453814402840885,0.016025502956385718,0.4542728635682159,2.0,0.580911877463809,0.08247094228863716,12.955845284974199,0.00924756979655546,0.20243508257772191,0.01262569703929731,3.6877630483093187,24,43,0.2156980999019576,-0.3717013501766914,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,scale_offset,1.0,0.6,0.48053278688524587,0.9066666666666666,0.07432528585195541,0.009699937460365474,0.004849968730182737,0.10702954390815451,0.8299172021848903,0.01609276975902127,0.42278860569715143,2.0,0.6122198766644389,0.08176948502659798,12.874226829879339,0.009189312512404953,0.20115979421686458,0.013837441286183385,3.330410946478339,27,44,0.2218497047517849,-0.36493448393429806,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,scale_offset,1.5,0.5866666666666667,0.4761904761904762,0.9333333333333333,0.13882789015769958,0.015037105051171382,0.007518552525585691,0.12100479715869568,0.8207238597062458,0.01656417297241098,0.43478260869565216,2.0,0.5957473493969605,0.07533774245530367,14.41535115058253,0.01028932987193614,0.22523986172785207,0.017925121815416403,3.23619486673919,36,53,0.24723112602457642,-0.38242696359917316,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,smooth_baseline,0.5,0.64,0.5186924013215093,0.9466666666666667,0.017689982429146767,0.0066046293144267,0.00330231465721335,0.09737087280759263,0.832507161501741,0.016176873286102116,0.4617691154422789,2.0,0.6227476922299626,0.07481854723300785,12.992959650812969,0.009274061135483918,0.2030149945439527,0.014146835881772464,3.5889232117308083,25,43,0.22007467180781684,-0.3750335186288911,
