heldout_substrate_family,poster_axis,stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,beta_target,seed,corruption,severity,balanced_accuracy_supported,macro_f1_supported,prediction_agreement,latent_cosine_drift,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,corrupted_vae_kl_unnormalized_per_observation,corrupted_vae_kl_normalized,corrupted_vae_mean_kl_per_latent_dimension,corrupted_vae_median_kl_per_latent_dimension,corrupted_vae_max_kl_per_latent_dimension,corrupted_vae_active_units_var_mu_gt_0_01,corrupted_vae_dimensions_mean_kl_gt_0_01,corrupted_vae_posterior_mean_absolute_mu,corrupted_vae_posterior_mean_log_variance,corrupted_vae_posterior_sample_reconstruction_variability
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,scale_offset,1.0,0.68,0.6319033762007572,0.9333333333333333,0.11429855227470398,0.014398724174205145,0.0071993620871025725,0.041550469134755574,0.9449477685533864,0.008570326839260657,0.47107438016528924,2.0,0.5499936992188199,0.05735834687948227,11.125309647971411,0.00794097762167838,0.17383296324955333,0.005814651357733852,2.7902296261158224,16,16,0.1819641571700898,-0.33024713216155455,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,scale_offset,1.5,0.68,0.6473769957640925,0.8666666666666667,0.1915878802537918,0.024298159168676604,0.012149079584338302,0.04644196900817208,0.9371444952676523,0.008698642737721285,0.4931129476584022,2.0,0.5392214051387092,0.06643471121788025,13.555848780761087,0.00967583781638907,0.21181013719939196,0.007197423921117238,3.4007896220301252,21,19,0.20195041153358034,-0.32711009223887233,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,smooth_baseline,0.5,0.7066666666666667,0.6675829827021973,0.9466666666666667,0.04693438112735748,0.006109334292796861,0.0030546671463984303,0.040221517402036326,0.9393300440226543,0.008533291110972554,0.4738292011019284,1.5,0.5198148978847686,0.08597087860107422,9.659413517788458,0.0068946563296134605,0.15092833621544471,0.005487430999316727,2.794072177681075,15,17,0.17648283352156796,-0.2917788500287376,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,smooth_baseline,1.0,0.6666666666666666,0.6296296296296297,0.8666666666666667,0.13319441676139832,0.011599930625503123,0.0057999653127515614,0.04822290606814001,0.9164282302827348,0.00864719394134055,0.4628099173553719,2.0,0.5331095872941074,0.08611975610256195,10.147695175615477,0.007243179996870433,0.1585577371189918,0.006090464993682022,3.095187533618918,15,18,0.18639672525536904,-0.27300138425727105,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,smooth_baseline,1.5,0.5466666666666666,0.5132275132275133,0.7466666666666667,0.21344570815563202,0.018273625436504914,0.009136812718252457,0.05541499452219136,0.901264453686018,0.00877589730760933,0.5206611570247934,2.0,0.49577170018954664,0.08592373132705688,10.726024204092937,0.007655977304848635,0.16759412818895214,0.006931616542629616,3.403273980654881,16,21,0.19954526087176722,-0.25583344278556375,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,gaussian_noise,0.5,0.68,0.6292750086047748,0.9866666666666667,0.00012594620056916028,0.003726933325334922,0.001863466662667461,0.036083998697639834,0.9523991411937688,0.008451857502591833,0.46831955922865015,1.5,0.45936056249042695,0.07176173478364944,10.10045016231791,0.007209457646194083,0.15781953378621733,0.0056124386173632,2.698326897565678,16,15,0.17529407988040474,-0.3291315597379192,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,gaussian_noise,1.0,0.6666666666666666,0.6155400155400156,0.9866666666666667,0.0005201331805437803,0.0037474466777904832,0.0018737233388952416,0.03620975813610607,0.9518715561046184,0.008455289296807713,0.47107438016528924,1.5,0.4782800085297553,0.06920577585697174,10.264762006462204,0.007326739476418418,0.16038690635097191,0.005701839462266631,2.758395448270737,16,15,0.17633045969788025,-0.33362906095639727,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,gaussian_noise,1.5,0.68,0.6292750086047748,0.96,0.0012617437168955803,0.0037810364859339174,0.0018905182429669587,0.03635845716521099,0.9512310413530607,0.008455801175784932,0.4738292011019284,1.5,0.5054461016856877,0.07056528329849243,10.423948612613358,0.007440363035412819,0.1628741970720837,0.005738674282463486,2.8210168988583586,16,15,0.17750363715201578,-0.33798708826720636,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,isolated_spikes,0.5,0.68,0.6292750086047748,0.9866666666666667,1.2144248103140853e-05,0.003733657230573868,0.001866828615286934,0.03606956202291656,0.9522313905982531,0.008451598426373313,0.47107438016528924,1.5,0.46580983199551396,0.07231855392456055,10.021044052639752,0.007152779480827803,0.15657881332249615,0.005577907405339007,2.6736222201401354,16,15,0.17494179949078292,-0.3261101055663312,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,isolated_spikes,1.0,0.68,0.6276612276612276,0.9866666666666667,3.4747918107314035e-05,0.003732149273413441,0.0018660746367067205,0.036071083545694035,0.9526454361045125,0.008452004876371022,0.46831955922865015,1.5,0.47228723509726844,0.07271265983581543,10.027304400002436,0.0071572479657404965,0.15667663125003808,0.0055902630999578855,2.6759340553052726,16,15,0.17497885375709302,-0.3262855830167731,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,isolated_spikes,1.5,0.6666666666666666,0.6172839506172839,1.0,6.185849633766338e-05,0.0037319441998758703,0.0018659720999379351,0.03607048945113706,0.9522699154530863,0.00845215787705929,0.465564738292011,1.5,0.46915505020279635,0.07255421578884125,10.029725078511271,0.007158975787659723,0.15671445435173859,0.005585560577587818,2.676681007348257,16,15,0.17499756781951872,-0.3262881545249062,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,edge_filled_shift,0.5,0.6533333333333333,0.6036706349206349,0.9733333333333334,0.00023553927894681692,0.0037263185025587513,0.0018631592512793756,0.03603721434515392,0.9516818250196234,0.008448281482830724,0.47107438016528924,1.5,0.44160582923373415,0.07023654133081436,10.010984683302814,0.007145599345683665,0.1564216356766065,0.005583601497011129,2.6687015101096176,16,15,0.17483004493946888,-0.3256922961443585,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,edge_filled_shift,1.0,0.68,0.6314731020613373,0.9733333333333334,0.0005905914586037397,0.003749256292512581,0.0018746281462562904,0.036155758434100745,0.951487784536472,0.008452129981925878,0.465564738292011,1.5,0.44268753864080024,0.07463939487934113,9.991884170086518,0.007131965860161683,0.1561231901576018,0.00555458422453246,2.6680534886350413,16,15,0.17463182144560355,-0.32553505635024826,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,edge_filled_shift,1.5,0.6666666666666666,0.6172839506172839,0.9733333333333334,0.0012257130583748221,0.003787308728507824,0.001893654364253912,0.036431192998134646,0.9503070287783312,0.008462786774064182,0.47107438016528924,1.25,0.4330584254358766,0.0760396420955658,9.987116784105487,0.007128563015064587,0.15604869975164826,0.005495910301707747,2.665991201802554,15,15,0.17417240644892446,-0.32572209014644615,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,gaussian_broadening,0.5,0.6666666666666666,0.6172839506172839,1.0,2.908706733251165e-07,0.003727101687296619,0.0018635508436483095,0.03605101557247992,0.9520898977498373,0.008451103847209622,0.46831955922865015,1.5,0.46970380242673965,0.0723365843296051,9.997341501650759,0.007135861171770706,0.1562084609632931,0.005562928152847991,2.663982205866213,16,15,0.1747441884995836,-0.32562149596672196,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,gaussian_broadening,1.0,0.6666666666666666,0.6172839506172839,1.0,4.8224133024632465e-06,0.003727976056550924,0.001863988028275462,0.03606089143717723,0.9520471002572074,0.008451194707208527,0.465564738292011,1.5,0.4684615875527208,0.07229115068912506,9.969460328714495,0.007115960263179511,0.15577281763616393,0.005538456818723739,2.6555084045547814,16,15,0.1744550764125961,-0.32500113194808367,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,gaussian_broadening,1.5,0.6666666666666666,0.6172839506172839,1.0,2.114931703545153e-05,0.0037311705642398617,0.0018655852821199308,0.03608674946575288,0.9520482657664244,0.00845155068458731,0.465564738292011,1.5,0.46658235714338947,0.07221125066280365,9.936736253165328,0.007092602607541277,0.15526150395570826,0.005505100712406896,2.6463732587186453,16,15,0.17408105565095564,-0.3243115265821689,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,composite,0.5,0.7066666666666667,0.6686507936507936,0.88,0.06225968152284622,0.007664994507309511,0.0038324972536547554,0.04091461187476978,0.9381500423579556,0.008544710163731829,0.4793388429752066,1.5,0.501839954254777,0.08050137758255005,9.666084502998704,0.006899417917914849,0.15103257035935472,0.0053071839394565916,2.744963494807115,15,17,0.1728330621448337,-0.29188381452249207,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,composite,1.0,0.6533333333333333,0.6196410451547437,0.84,0.20199042558670044,0.01868757648498832,0.00934378824249416,0.05016514439637029,0.9144989802031896,0.008700985808124114,0.5013774104683195,2.0,0.6196080178185419,0.08065824210643768,10.691430600775755,0.0076312852253931154,0.1670536031371212,0.006045866267924958,3.0076052035206904,15,18,0.18566654278405015,-0.2743511316894971,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,composite,1.5,0.44,0.3858462925400046,0.5733333333333334,0.3221594989299774,0.02985810861933501,0.014929054309667506,0.06164052108984736,0.8901406643643823,0.008886137385673213,0.4931129476584022,2.0,0.5369747013142915,0.07880504056811333,12.760253213570664,0.009107960894768497,0.19937895646204162,0.007429578268912289,3.6969940967706476,16,20,0.20736386708086077,-0.26308231310047026,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,scale_offset,0.5,0.6666666666666666,0.6185240712976845,0.9866666666666667,0.021725812926888466,0.007229985276007967,0.0036149926380039834,0.0407684378437133,0.9402288826747711,0.008597952889632403,0.46005509641873277,2.0,0.46968546779157083,0.0759231448173523,10.563931108014943,0.0075402791634653415,0.16506142356273346,0.00962450036559206,2.9745197682403988,19,32,0.16494567881222488,-0.34436601790124505,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,scale_offset,1.0,0.6266666666666667,0.5693602693602694,0.96,0.07283563911914825,0.013029269315819028,0.006514634657909514,0.04380217868048334,0.9327847886167652,0.008702032813834705,0.4738292011019284,1.5,0.5456613821360529,0.05872945487499237,10.964357134542002,0.00782609360067238,0.1713180802272188,0.010017082903716282,3.0473781385900964,18,32,0.16558657008947042,-0.3412599069614589,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,scale_offset,1.5,0.6266666666666667,0.5660891358831862,0.9066666666666666,0.13524241745471954,0.024070174244953665,0.012035087122476832,0.04905988835718116,0.9250179434075813,0.008810515713138652,0.48760330578512395,2.0,0.6118223276317329,0.06251183152198792,13.351422747001779,0.009529923445397416,0.20861598042190282,0.01213296600091946,3.770236518093164,24,35,0.18944131386973215,-0.3410140543689022,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,smooth_baseline,0.5,0.5866666666666668,0.5373524899270157,0.9333333333333333,0.04131600260734558,0.008800951261554012,0.004400475630777006,0.044231928675936144,0.9284938845614964,0.008643308657968961,0.4738292011019284,2.0,0.49366897721684455,0.08211840689182281,9.939964416756581,0.00709490679283125,0.15531194401182155,0.010069231793574926,3.1013675619660526,19,33,0.17354932956222002,-0.32140018460734004,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,smooth_baseline,1.0,0.5066666666666667,0.4446573009791401,0.8533333333333334,0.12338926643133163,0.01485626543975505,0.007428132719877525,0.052442706817185346,0.9011567732514741,0.008775657980773965,0.4628099173553719,2.0,0.5417419430209345,0.09008776396512985,10.469274215232897,0.007472715357054173,0.163582409613014,0.012563174827635856,3.432621993513579,20,39,0.19189951993489254,-0.3061324505858238,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,smooth_baseline,1.5,0.4000000000000001,0.2962498839691822,0.7466666666666667,0.21458882093429565,0.02305023454164139,0.011525117270820695,0.061650101818909016,0.8692479201099739,0.009069345138814659,0.5068870523415978,2.0,0.5715477416987851,0.08856955170631409,11.460032861178808,0.00817989497585925,0.1790630134559189,0.01517843048922618,3.804666697295489,21,42,0.2190345066460668,-0.2909723766168615,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,gaussian_noise,0.5,0.6533333333333333,0.595074643129563,1.0,5.994001912767999e-05,0.00500125664484096,0.00250062832242048,0.03910434650654373,0.9433474409583172,0.008546881761514063,0.45179063360881544,1.5,0.5749581247494355,0.08807292580604553,10.291445064378749,0.007345785199413811,0.16080382913091798,0.009467955649540477,2.9875707761758714,19,32,0.16364764807489338,-0.34664179163198544,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,gaussian_noise,1.0,0.6533333333333333,0.595074643129563,1.0,0.0002460789692122489,0.005135947546570904,0.002567973773285452,0.039284950608440464,0.943257196397111,0.008550797549215158,0.4490358126721763,2.0,0.552105855136368,0.07831384241580963,10.490280447064135,0.007487709098546849,0.1639106319853771,0.009600303108430585,3.049864656629874,18,32,0.16463412934161473,-0.3512293584281156,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,gaussian_noise,1.5,0.6666666666666666,0.6185240712976845,0.9866666666666667,0.0005987493204884231,0.005340460543682696,0.002670230271841348,0.039552975485812984,0.9434193362662918,0.008553884619710758,0.4490358126721763,1.5,0.5233983685530181,0.07837480306625366,10.683655076826701,0.007625735243987653,0.16693211057541724,0.009717072019746286,3.1171387879717964,17,32,0.16582335851220553,-0.3557323442197412,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,isolated_spikes,0.5,0.6533333333333333,0.595074643129563,1.0,1.8088818251271732e-05,0.004998660536999794,0.002499330268499897,0.039073987170633116,0.9437235541580609,0.008546780787334259,0.45454545454545453,1.5,0.5511654297961365,0.08577314019203186,10.213449805148956,0.007290114065059926,0.15958515320545244,0.009441400074954174,2.9633434106420355,19,32,0.16366711063429346,-0.34420863774093957,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,isolated_spikes,1.0,0.6533333333333333,0.595074643129563,1.0,5.2806535677518696e-05,0.005020666855755637,0.0025103334278778187,0.039118718884101275,0.9434905417948078,0.008546941102186541,0.45179063360881544,2.0,0.5514215117927558,0.08387115597724915,10.22348184805568,0.007297274695257445,0.15974190387587,0.009446709980779212,2.9672197851152755,19,32,0.1637064634801512,-0.3444837305564518,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,isolated_spikes,1.5,0.6533333333333333,0.595074643129563,1.0,7.720311259618029e-05,0.005023334500615312,0.002511667250307656,0.03908050315336657,0.943934456457228,0.008546192248279997,0.45454545454545453,2.0,0.5494027041212599,0.07844365388154984,10.223826639196162,0.007297520798855219,0.15974729123744003,0.009459992244998792,2.9703240497620076,19,32,0.16388122229292246,-0.34442736962146225,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,edge_filled_shift,0.5,0.6533333333333333,0.595074643129563,1.0,0.00022985378745943308,0.004959585262053642,0.002479792631026821,0.039034450391972335,0.944222967338707,0.008543635012179671,0.4490358126721763,2.0,0.6055509652380131,0.0870576798915863,10.203964224286551,0.007283343486285903,0.15943694100447736,0.009438610798434641,2.959484149073525,19,32,0.16359066584617418,-0.3437090292288576,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,edge_filled_shift,1.0,0.6533333333333333,0.595074643129563,1.0,0.0004946088884025812,0.004988544186852314,0.002494272093426157,0.03915319316230826,0.9437354817807119,0.008546078893949382,0.45179063360881544,2.0,0.5143812307273418,0.07944494485855103,10.192015205648705,0.0072748145650597465,0.15925023758826107,0.009409787979069441,2.9564643262680566,19,32,0.1633653654390855,-0.34356700589100003,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,edge_filled_shift,1.5,0.6533333333333333,0.595074643129563,1.0,0.000792791077401489,0.005004245902747905,0.0025021229513739526,0.03926415603444062,0.9429396931885738,0.008549733386347482,0.4462809917355372,2.0,0.5946803910231353,0.07788766920566559,10.182644906892682,0.007268126271872007,0.15910382667019818,0.009372466287350438,2.948385551091822,17,32,0.16288162787375768,-0.34377842677497633,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,gaussian_broadening,0.5,0.6533333333333333,0.595074643129563,1.0,2.0027160019253643e-07,0.004962294837570374,0.002481147418785187,0.0390414489099068,0.9437464087672279,0.008545821378439013,0.45179063360881544,1.5,0.5697133220546031,0.08365979790687561,10.185895951588359,0.007270446789142297,0.15915462424356808,0.009432262912405487,2.952784626256098,19,32,0.16351715201547753,-0.3435698456223751,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,gaussian_broadening,1.0,0.6533333333333333,0.595074643129563,1.0,3.2718976399337407e-06,0.004953989277653329,0.0024769946388266645,0.0390361989807254,0.9437304859791458,0.008546052130140067,0.45179063360881544,1.5,0.5545481655485536,0.08352193236351013,10.160874005625532,0.007252586727784106,0.15876365633789896,0.009403331183197115,2.943647074971549,19,32,0.16331291521510594,-0.3430217322571722,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,gaussian_broadening,1.5,0.6533333333333333,0.595074643129563,1.0,1.394510309182806e-05,0.004946430853100682,0.002473215426550341,0.039037297719227176,0.9437141925717877,0.008546388741614976,0.45179063360881544,1.5,0.5576334474463636,0.0834636390209198,10.132890310306468,0.0072326126411894846,0.15832641109853862,0.009361151385175927,2.9339491283460233,19,32,0.1630187422132576,-0.34246406021970266,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,composite,0.5,0.56,0.5115480235962164,0.88,0.05558299273252487,0.010272092447572063,0.005136046223786031,0.044719009935341655,0.9257047408155769,0.008650016133022864,0.45179063360881544,2.0,0.5330598830469783,0.08083856850862503,9.950037267013748,0.007102096550331012,0.15546933229708979,0.010017894040660297,3.0594788400996102,18,32,0.1696110848074765,-0.32126513658159334,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,composite,1.0,0.4666666666666666,0.38967405143875733,0.8133333333333334,0.17603302001953125,0.021860903794182096,0.010930451897091048,0.0549252240167946,0.8973185734159108,0.008934466715373422,0.47107438016528924,2.0,0.5809907047887553,0.08709341287612915,11.137491103038544,0.007949672450420088,0.17402329848497727,0.013142118821084965,3.4058115541029665,22,40,0.19462364760639805,-0.3063303793162701,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,composite,1.5,0.4266666666666666,0.34147688060731535,0.7466666666666667,0.3284114897251129,0.03519242732915214,0.01759621366457607,0.06830476818556586,0.8511124696107865,0.009218843668884681,0.4931129476584022,2.0,0.6075000925638061,0.08407625555992126,13.591469238662002,0.00970126283987295,0.21236670685409378,0.016333792738705527,4.664922268856342,27,42,0.22873579948465098,-0.29008538646327,
Au,400-1800_common,poster,poster_holdout_Au,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,scale_offset,0.5,0.9199999999999999,0.9578810247503257,0.96,0.020664392039179802,0.004245685946227075,0.0021228429731135375,0.07916692654259945,0.9430442094362683,0.00976526525416661,0.6238317757009346,1.25,0.2613627451306872,0.05405018664896488,12.360360519000688,0.008822527137045458,0.19313063310938575,0.00790853844974635,2.327197834849896,11,25,0.16962459154319504,-0.44037328976596657,
Au,400-1800_common,poster,poster_holdout_Au,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,scale_offset,1.0,0.88,0.9318181818181819,0.92,0.07268478721380234,0.007185719089342573,0.0035928595446712867,0.09192666086999518,0.9271894791028348,0.009875300434740658,0.6238317757009346,1.0,0.25800135250241396,0.056481658946722746,13.09360008981786,0.009345895852832162,0.2045875014034041,0.008280666139364689,2.635076849329783,13,27,0.17903035192861466,-0.43780094796633423,
Au,400-1800_common,poster,poster_holdout_Au,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,scale_offset,1.5,0.9,0.9444444444444444,0.94,0.14201107621192932,0.012019777253852268,0.006009888626926134,0.10658606529804211,0.9168753518719406,0.010205541887598311,0.5747663551401869,1.0,0.2612994513412437,0.0573907308280468,12.287067815840738,0.008770212573762126,0.19198543462251152,0.00878192436309359,2.1975886200546006,15,28,0.1749264217619293,-0.4204692190205833,
Au,400-1800_common,poster,poster_holdout_Au,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,smooth_baseline,0.5,0.94,0.9680851063829787,0.98,0.029870877042412758,0.0051092705353975535,0.0025546352676987768,0.08308151906157127,0.9383275245261432,0.00992433167439719,0.6191588785046729,1.0,0.32155183648782215,0.05340392142534256,12.105927871193948,0.008640919251387543,0.18915512298740544,0.009799929287083018,2.044621906471201,12,31,0.1804082351729812,-0.4304389875911966,
Au,400-1800_common,poster,poster_holdout_Au,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,smooth_baseline,1.0,0.96,0.9795918367346939,0.96,0.08442826569080353,0.008075209031158088,0.004037604515579044,0.09567176344824947,0.9301652233668198,0.0103004275219964,0.6261682242990654,1.5,0.334414169338633,0.054277020040899515,12.136444234787545,0.008662701095494323,0.18963194116855542,0.013023271934412047,2.3053562201330466,17,44,0.20289432392660728,-0.4264646931818061,
Au,400-1800_common,poster,poster_holdout_Au,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,smooth_baseline,1.5,0.98,0.9799919967987194,0.9,0.1381862461566925,0.011145042496527834,0.005572521248263917,0.10258625824252356,0.9223122977569289,0.010602183550328482,0.6495327102803738,1.5,0.35781260789931413,0.05317904707044363,13.084764195911426,0.009339589004933209,0.204449440561116,0.020469983960321722,2.495785963485133,32,49,0.2333491418542053,-0.44446472182125946,
Au,400-1800_common,poster,poster_holdout_Au,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,gaussian_noise,0.5,0.9199999999999999,0.9578810247503257,1.0,0.00019826293282676488,0.002728082731768315,0.0013640413658841575,0.07218811187387511,0.9468525920543682,0.009614552814312213,0.6121495327102804,1.0,0.2804166868155056,0.057660290971398354,12.256690233059976,0.008748529788051374,0.19151078489156215,0.0073627408712444616,2.387130171909053,11,21,0.16483372826766754,-0.4367737123286315,
