evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition,stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,beta_target,seed,corruption,severity,balanced_accuracy_supported,macro_f1_supported,prediction_agreement,latent_cosine_drift,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,corrupted_vae_kl_unnormalized_per_observation,corrupted_vae_kl_normalized,corrupted_vae_mean_kl_per_latent_dimension,corrupted_vae_median_kl_per_latent_dimension,corrupted_vae_max_kl_per_latent_dimension,corrupted_vae_active_units_var_mu_gt_0_01,corrupted_vae_dimensions_mean_kl_gt_0_01,corrupted_vae_posterior_mean_absolute_mu,corrupted_vae_posterior_mean_log_variance,corrupted_vae_posterior_sample_reconstruction_variability
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,gaussian_noise,1.0,0.27817204301075266,0.3931495405179615,0.9305555555555556,0.0009778663516044617,0.005352561345165752,0.002676280672582876,0.06168393570403896,0.9462545311138288,0.007782230166128521,,1.5,0.35404841546304167,0.0556444451212883,21.27350294427246,0.015184513165076704,0.3323984835042572,0.01793249335534148,4.150342529327052,31,48,0.283286910727131,-0.48600629968968356,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,gaussian_noise,1.5,0.27817204301075266,0.3931495405179615,0.875,0.0019310795469209552,0.0052851057166538136,0.0026425528583269068,0.061558717215538045,0.9467612347877232,0.007796737441097912,,1.5,0.3496547776215432,0.053372517228126526,21.61628105279255,0.015429179909202392,0.3377543914498836,0.018179796253008758,4.222958410374598,31,48,0.2852729039581321,-0.4900408848758136,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,isolated_spikes,0.5,0.32051075268817203,0.4516573990258201,1.0,7.340726006077603e-05,0.005441597880179775,0.0027207989400898874,0.06204872621062046,0.9451622747087336,0.0077898166274316906,,1.5,0.38214901210621643,0.05427664518356323,20.638763723925923,0.014731451623073464,0.3224806831863425,0.017314056767513245,4.008761870104364,30,47,0.2789256491761118,-0.4775006006326963,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,isolated_spikes,1.0,0.3230913978494624,0.44638694638694637,0.9444444444444444,0.00021832187485415488,0.00542647933382692,0.00271323966691346,0.061981814398151674,0.9452072434112269,0.007793416038826648,,1.5,0.3853702469454049,0.053944796323776245,20.637719069746215,0.014730705974122923,0.32246436046478455,0.01730015844809326,4.01187566762325,32,48,0.2786503214538843,-0.47754513599476744,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,isolated_spikes,1.5,0.3230913978494624,0.44638694638694637,0.9305555555555556,0.0005373623571358621,0.0054397262855232775,0.0027198631427616388,0.06209166246315899,0.9451998906968326,0.007800791725732836,,2.0,0.34207472855027954,0.054134756326675415,20.675948307655645,0.014757993081838432,0.32306169230711945,0.017455450075089765,4.005842176591469,32,48,0.27908864308991116,-0.4778342439126643,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,edge_filled_shift,0.5,0.30975806451612903,0.43514088250930355,0.9444444444444444,0.0019248558674007654,0.00543159575894538,0.00271579787947269,0.06203522098785784,0.9455193345144385,0.007815473746058491,,1.5,0.33400899314137916,0.05441325902938843,20.693951852215047,0.014770843577598178,0.32334299769086017,0.017380156227022697,4.007569486380526,30,48,0.2798061449822298,-0.4770571445323589,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,edge_filled_shift,1.0,0.3071774193548387,0.437906806327859,0.9166666666666666,0.0028726747259497643,0.005472410674600854,0.002736205337300427,0.06260099080984007,0.9467614258318109,0.007795388422878998,,1.5,0.34689114588807923,0.052915215492248535,20.641727913847866,0.014733567390326814,0.3225269986538729,0.01712484602249922,3.99894926520661,31,47,0.27925400121163574,-0.4765716357022838,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,edge_filled_shift,1.5,0.34134408602150534,0.48196042932885036,0.9305555555555556,0.005976639688014984,0.005495188804779687,0.0027475944023898436,0.06246902568114755,0.9429051469118586,0.007793496788298154,,2.0,0.3920604249552181,0.048856500536203384,20.67238246310634,0.014755447868027367,0.3230059759860366,0.01700532044276129,4.016232838292877,31,47,0.2797071823982138,-0.4764108003810937,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,gaussian_broadening,0.5,0.32051075268817203,0.4516573990258201,1.0,3.0961302854848327e-07,0.005450307428966725,0.0027251537144833624,0.062008209715763235,0.9451399788706901,0.007785764299395316,,1.5,0.3854753626806896,0.05455252528190613,20.600732365479317,0.014704305756944551,0.32188644321061427,0.017244706340593906,3.9970441684046585,30,47,0.27859535132837565,-0.4768768112234956,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,gaussian_broadening,1.0,0.32051075268817203,0.4516573990258201,1.0,5.904171302972827e-06,0.005452176566211531,0.0027260882831057656,0.06202442203705992,0.9453672632185879,0.0077855889561435875,,1.5,0.38557072125338393,0.05440837889909744,20.567639540796158,0.014680684897070776,0.32136936782494,0.017215523370491245,3.992389392076388,30,47,0.2783457538728966,-0.47649025716210264,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,gaussian_broadening,1.5,0.32051075268817203,0.4516573990258201,0.9861111111111112,2.563413727330044e-05,0.005453154819361133,0.0027265774096805664,0.062032899566882675,0.9456371144312452,0.007785049608923693,,1.5,0.34077240311201,0.054527703672647476,20.52810356917479,0.01465246507435745,0.3207516182683561,0.017182956566237056,3.9870452847588314,30,47,0.27802250367292125,-0.47609428177694707,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,composite,0.5,0.350752688172043,0.46990024079807363,0.7916666666666666,0.036259911954402924,0.007325843076413624,0.003662921538206812,0.07328104346653436,0.9403256818959371,0.007989491803394968,,2.0,0.3224522067495479,0.05359301716089249,21.016959765433015,0.015001398833285521,0.32838999633489085,0.019124879056636502,3.969678161708767,35,51,0.29245334181685695,-0.4612805572035907,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,composite,1.0,0.208252688172043,0.3253968253968254,0.4305555555555556,0.10473542660474777,0.011721055298432858,0.005860527649216429,0.09300977620292519,0.9174932492676889,0.00858704060233726,,2.0,0.35705470031857983,0.06735268235206604,23.37846388811438,0.01668698350329363,0.3652884982517872,0.023611416916612383,4.918675371570715,42,52,0.322665964750273,-0.4566578224533057,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,composite,1.5,0.15,0.23232323232323235,0.5138888888888888,0.17403215169906616,0.016482673785797024,0.008241336892898512,0.10354702762199922,0.8823561721396456,0.008963692425959811,,2.0,0.44824765544439105,0.06883555557578802,25.92770256892275,0.018506568571679337,0.4051203526394179,0.028261720229157447,6.069095869678137,50,59,0.35353570759539504,-0.45350777398791325,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,scale_offset,0.5,0.42860215053763445,0.5309151553053992,0.8333333333333334,0.016800370067358017,0.009508900168005787,0.0047544500840028935,0.06668473187884644,0.9449752457240637,0.007239539161693236,,2.0,0.27058285919311925,0.05229264497756958,20.47939662504149,0.014617699232720549,0.31999057226627325,0.012902095963979305,3.3362900274130607,33,43,0.26940651991610154,-0.5213495053089395,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,scale_offset,1.0,0.35701612903225804,0.4426788207276013,0.75,0.06751542538404465,0.012032080015219033,0.006016040007609517,0.08265084851480692,0.9419116147016015,0.007496969954403656,,2.0,0.29527618043593834,0.060179971158504486,22.327879477379085,0.015937101696915836,0.34887311683404815,0.0155861452805852,3.9612251814157995,44,54,0.2881738649737129,-0.5299256413613939,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,scale_offset,1.5,0.3209408602150538,0.4271165830673355,0.7083333333333334,0.12322378158569336,0.01750351069675107,0.008751755348375535,0.09646356606716439,0.923936030745357,0.0074267639092037525,,2.0,0.3304033046893748,0.07249426143243909,22.153816659484814,0.0158128598568771,0.34615338530445017,0.015030116943186587,3.8913104359951265,43,51,0.28776811883303327,-0.5377971915784959,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,smooth_baseline,0.5,0.33384408602150534,0.4483805668016194,0.8194444444444444,0.020664295181632042,0.00868024900580417,0.004340124502902085,0.06841771540352361,0.9433850177565324,0.007546064124994771,,2.0,0.29326047564156565,0.05646159499883652,21.644043483337985,0.015448996062339746,0.33818817942715595,0.01424522501491872,3.378043028749525,36,47,0.29038038361439233,-0.5096800540642809,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,smooth_baseline,1.0,0.24075268817204298,0.33564814814814814,0.6944444444444444,0.05629744753241539,0.010389421038353892,0.005194710519176946,0.08053819091095679,0.9267989415386617,0.007917169709823162,,2.0,0.2981480042610143,0.06043962296098471,22.754863676276745,0.01624187271682851,0.3555447449418242,0.016312490482161046,3.5077892085847626,39,46,0.3080169921047463,-0.5007359962632008,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,smooth_baseline,1.5,0.06666666666666667,0.1111111111111111,0.4722222222222222,0.09044408798217773,0.012495870914654202,0.006247935457327101,0.09134472244193743,0.911650141923656,0.008380904855698718,,2.0,0.36709735137612626,0.05527797341346741,24.320980415638836,0.01735972906184071,0.3800153189943568,0.017482244570684008,3.8629855466765264,41,49,0.32575924557164626,-0.4961501141255364,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,gaussian_noise,0.5,0.4051881720430108,0.5190710164814897,0.9444444444444444,0.00014367948460858315,0.007945214687051751,0.003972607343525876,0.06105308512367616,0.9468360712324294,0.007281732209139157,,2.0,0.3014234974037111,0.051630981266498566,20.825627277950367,0.014864830319736165,0.3254004262179745,0.013560887960008023,3.400775098639059,35,43,0.2740987663952821,-0.5196784256872794,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,gaussian_noise,1.0,0.4077688172043011,0.5170940170940171,0.9305555555555556,0.0006530831451527774,0.00792527371702051,0.003962636858510255,0.061384817558505195,0.9455808631191371,0.0072981660121229025,,2.0,0.346417840297359,0.052719347178936005,20.900057640641787,0.014917956916946315,0.326563400635028,0.013428134071570293,3.4249719212731353,34,43,0.2748448471132103,-0.5202871376781799,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,gaussian_noise,1.5,0.4051881720430108,0.5217209690893901,0.9027777777777778,0.0017421940574422479,0.007899780116385705,0.003949890058192853,0.06164462541289094,0.9465697414093511,0.007322729624813927,,2.0,0.2995231895302495,0.051908042281866074,20.99244076985399,0.014983897765777294,0.3280068870289686,0.0132983611055526,3.408281720034399,35,44,0.27600354550749745,-0.5200859914839953,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,isolated_spikes,0.5,0.4185215053763441,0.5303170803591325,0.9722222222222222,8.558067929698154e-05,0.007963422273508401,0.003981711136754201,0.06118085694026232,0.9456582808089408,0.00728017581544875,,2.0,0.29759004372828635,0.05224519968032837,20.766769108914556,0.01482281877866849,0.32448076732679,0.013541811631504752,3.3897638203230773,35,43,0.27339051640500933,-0.5193492175795629,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,isolated_spikes,1.0,0.42860215053763445,0.5337606837606838,0.9722222222222222,0.00031507512903772295,0.007966518632125698,0.003983259316062849,0.06120357015808589,0.9463256690613228,0.00728151617339213,,2.0,0.2896019823371043,0.0517006516456604,20.74280181169516,0.0148057115001393,0.32410627830773686,0.01351827647866342,3.387120247280743,35,43,0.2735514818504801,-0.5193803030135579,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,isolated_spikes,1.5,0.4185215053763441,0.5303170803591325,0.9722222222222222,0.0008355320896953344,0.00798207751553571,0.003991038757767855,0.06133495348201057,0.9465235705003161,0.007286850473534316,,2.0,0.30059467002403756,0.05095323920249939,20.764998690198944,0.014821555096501744,0.3244531045343585,0.013622936389117912,3.3843418322160357,35,43,0.27352259292919395,-0.5201181577238003,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,edge_filled_shift,0.5,0.3836827956989248,0.49473684210526314,0.9166666666666666,0.002316748956218362,0.00796052192174175,0.003980260960870875,0.061040204831620586,0.9465168022030148,0.007299547444187867,,2.0,0.292694277168,0.05345530062913895,20.807442648983486,0.014851850570295136,0.32511629139036696,0.013333368365116442,3.3644178888489233,35,43,0.274255097113035,-0.518746036691362,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,edge_filled_shift,1.0,0.3944354838709678,0.5056563823351482,0.9583333333333334,0.0033551519736647606,0.008011634375991226,0.004005817187995613,0.06160396814992502,0.9469418417776438,0.007275157914974255,,2.0,0.2977711916003365,0.05645109340548515,20.720429610695717,0.01478974276280922,0.3237567126671206,0.01363612231842444,3.370370786620724,36,43,0.2730480343818221,-0.5186307428963093,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,edge_filled_shift,1.5,0.3736021505376344,0.48759398496240597,0.9027777777777778,0.007210384588688612,0.008023760311790262,0.004011880155895131,0.0613739507326181,0.945311441407495,0.0072749435054280075,,2.0,0.338753322997625,0.054729163646698,20.735273397989324,0.014800337900063758,0.3239886468435832,0.013789170265247341,3.3689738298624055,35,44,0.27365588272396557,-0.5182977092870765,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,gaussian_broadening,0.5,0.4260215053763441,0.5359292540293824,1.0,3.203749656677246e-07,0.007971465359641682,0.003985732679820841,0.06110721277217193,0.9461140683292277,0.007275909847622022,,2.0,0.29964446875009376,0.05200040340423584,20.742256038898216,0.01480532194068395,0.32409775060778456,0.013494677984090306,3.3835899649433103,35,43,0.2732988694858641,-0.5189723135209761,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,gaussian_broadening,1.0,0.4260215053763441,0.5359292540293824,1.0,6.372729785653064e-06,0.007973076385312729,0.003986538192656364,0.061112410802812885,0.9460081631463608,0.007275235146810138,,2.0,0.2950913079748032,0.0519832968711853,20.70652038409439,0.014779814692429971,0.32353938100147484,0.013467032420106204,3.376132623717494,35,43,0.27295480521431476,-0.5185038852165652,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,gaussian_broadening,1.5,0.4260215053763441,0.5359292540293824,1.0,2.9184751838329248e-05,0.0079740991303197,0.00398704956515985,0.061116509420008486,0.9458392077315854,0.00727416218769129,,2.0,0.29404132956503937,0.05109294503927231,20.661757475565473,0.014747864008255156,0.3228399605557105,0.013432095494629093,3.3665911430088746,35,43,0.2724897308031902,-0.5179740388287731,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,composite,0.5,0.27559139784946235,0.38771380075727907,0.7222222222222222,0.03338177502155304,0.010095431869987471,0.005047715934993736,0.07358225525244326,0.9406891754689186,0.007589079319583136,,2.0,0.3016384993958038,0.051225192844867706,21.315894736393453,0.015214771403564207,0.33306085525614776,0.013324266152082914,3.318536928562941,34,48,0.28621519825108205,-0.5083475489487815,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,composite,1.0,0.16400537634408602,0.25639282020768694,0.5555555555555556,0.09024662524461746,0.015333176767791298,0.007666588383895649,0.096396092177361,0.9119670746324755,0.008094260717547196,,2.0,0.3568885050932082,0.05508580803871155,22.868984010564695,0.01632332905821891,0.35732787516507336,0.01677500410022254,3.7636672272826845,41,50,0.30466330277797243,-0.5046492441365571,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,composite,1.5,0.07158602150537634,0.13147759103641457,0.4444444444444444,0.1434360295534134,0.02042981061209408,0.01021490530604704,0.1067810222122747,0.8820593558004155,0.008442076649769602,,2.0,0.3846657357547161,0.08566241338849068,25.049001834367314,0.017879373186557683,0.3913906536619893,0.020095847023744846,4.362165213095885,49,55,0.33049359663120487,-0.49857617730377357,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,scale_offset,0.5,0.3017741935483871,0.4233584991992679,0.8611111111111112,0.01579415798187256,0.007187191873165026,0.003593595936582513,0.07273550362452487,0.930382781995861,0.00757709247478069,,2.0,0.28427562664148054,0.04849526286125183,20.562718730666784,0.014677172541518048,0.32129248016666845,0.018754748875922857,3.32364656864524,37,55,0.281211842909749,-0.5441030183494414,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,scale_offset,1.0,0.33268817204301077,0.43545047752621385,0.7222222222222222,0.06514284014701843,0.010503356683024798,0.005251678341512399,0.08832100995972586,0.93129385567676,0.007848013447872955,,2.0,0.3304857315393164,0.04877261148067191,22.492467095522827,0.016054580367967756,0.3514447983675442,0.020803479766911607,3.930633313170979,43,57,0.29729770562780505,-0.5479936889245902,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,scale_offset,1.5,0.2656989247311828,0.3852873563218391,0.7083333333333334,0.12064258009195328,0.0174321181133554,0.0087160590566777,0.10447676140681653,0.9140365505474897,0.007806008319479559,,2.0,0.31396987367521373,0.07292329519987106,22.169121736551915,0.01582378425164305,0.3463925271336237,0.021801408447274177,3.629778820518852,42,58,0.2948740408750964,-0.5607518895788606,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,smooth_baseline,0.5,0.26827956989247315,0.3877551020408163,0.7638888888888888,0.025666289031505585,0.005917699166615953,0.0029588495833079765,0.07367259351760537,0.9319599406842458,0.007954648507653502,,2.0,0.2982763042394609,0.05264684185385704,21.64720908368385,0.01545125559149454,0.33823764193256023,0.021885333039055183,3.7437737738591874,40,55,0.30258737273409037,-0.5322796940476204,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,smooth_baseline,1.0,0.22895161290322583,0.31513970110461337,0.6111111111111112,0.06570911407470703,0.007801263218094204,0.003900631609047102,0.08583678719159178,0.9235758017304632,0.008341561716916182,,2.0,0.312420629847071,0.0587264746427536,22.83166617181775,0.01629669248523751,0.3567447839346523,0.02671048306549388,4.067045981305536,44,57,0.3231850071117598,-0.5317153381192143,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,smooth_baseline,1.5,0.17518817204301076,0.2679012345679012,0.5555555555555556,0.1072411835193634,0.01055361043253817,0.005276805216269085,0.0982410879788726,0.8950270397228384,0.008939702042908677,,2.5,0.35564052471837576,0.06369709875434637,24.735846420096966,0.01765585040692146,0.38649760031401503,0.031060910290077664,4.536132122597318,46,59,0.3489295279885106,-0.5351146014870096,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,gaussian_noise,0.5,0.3125268817204301,0.43458781362007165,0.9861111111111112,0.00020284618949517608,0.004939064440136079,0.0024695322200680393,0.06426840734738115,0.9385787578931704,0.007627184965989697,,2.0,0.32527514525854107,0.04957334604114294,20.9817504716648,0.01497626728883997,0.32783985111976244,0.01929088167330935,3.476234558975322,36,55,0.2881135395572269,-0.5394014449708036,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,gaussian_noise,1.0,0.2910215053763441,0.4142174432497013,0.9444444444444444,0.0008722908096387982,0.004858359982928256,0.002429179991464128,0.06413130691991895,0.9397941242406878,0.007638622644967726,,2.0,0.3333878284354497,0.047799188643693924,21.131918842756182,0.01508345384921926,0.3301862319180654,0.01936982015790416,3.5202573545307994,39,55,0.2898295666223072,-0.5379164331762314,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,gaussian_noise,1.5,0.32518817204301076,0.45101851851851854,0.9444444444444444,0.0019144299440085888,0.004742364346576363,0.0023711821732881814,0.0637445156889904,0.9384516539667325,0.007650679454198268,,2.0,0.33277723402282644,0.04893609695136547,21.234640125518315,0.015156773822639767,0.3317912519612237,0.019522549567045785,3.536358364859119,38,55,0.29168574092813215,-0.5355294727499048,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,isolated_spikes,0.5,0.3226075268817204,0.4461337073398785,0.9861111111111112,5.242145562078804e-05,0.005003728021723656,0.002501864010861828,0.06462299635272853,0.9383666277973421,0.007627349811914787,,2.0,0.3336697080946722,0.04924549628049135,20.82981766337133,0.014867821315753982,0.325465900990177,0.019216536355924345,3.4548225344034935,37,55,0.2864168483475306,-0.5393664547830875,
