evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition,stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,beta_target,seed,corruption,severity,balanced_accuracy_supported,macro_f1_supported,prediction_agreement,latent_cosine_drift,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,corrupted_vae_kl_unnormalized_per_observation,corrupted_vae_kl_normalized,corrupted_vae_mean_kl_per_latent_dimension,corrupted_vae_median_kl_per_latent_dimension,corrupted_vae_max_kl_per_latent_dimension,corrupted_vae_active_units_var_mu_gt_0_01,corrupted_vae_dimensions_mean_kl_gt_0_01,corrupted_vae_posterior_mean_absolute_mu,corrupted_vae_posterior_mean_log_variance,corrupted_vae_posterior_sample_reconstruction_variability
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,isolated_spikes,1.0,0.9090909090909092,0.8944444444444444,0.9655172413793104,0.00014153019583318383,0.007589252301174922,0.003794626150587461,0.10445969561348553,0.9301395027061823,0.006654465105602037,,2.0,0.31510839373532784,0.07763643373618834,19.746437707519924,0.014094530840485313,0.3085380891799988,0.009361509137032695,4.188725668326918,20,30,0.25854345800548645,-0.46933243606954106,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,isolated_spikes,1.5,0.9090909090909092,0.8944444444444444,1.0,0.0003979740431532264,0.0076046127191550465,0.0038023063595775232,0.10453256046564062,0.9306251886021728,0.006657276634380049,,2.0,0.31409917410783006,0.07641948014497757,19.72917762846048,0.01408221101246287,0.30826840044469506,0.009456985747229908,4.176911712062095,21,30,0.2585490344171776,-0.46876332850899477,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,edge_filled_shift,0.5,0.8465909090909092,0.861764705882353,0.896551724137931,0.0014983436558395624,0.007583138772226799,0.0037915693861133993,0.1045499120821218,0.9302673507040312,0.006660038554436221,,2.0,0.3105173774457797,0.08705917821498588,19.8245511969532,0.014150286364706065,0.3097586124523938,0.009718368216929712,4.168432915006165,22,31,0.2605567578255996,-0.4693388658254756,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,edge_filled_shift,1.0,0.8465909090909092,0.861764705882353,0.9655172413793104,0.003331743413582444,0.007601878023501541,0.0038009390117507706,0.10475491801144725,0.9260815818474994,0.0066572193712153786,,2.0,0.3162911402473344,0.07518150145187974,19.610056173337192,0.01399718499167537,0.30640712770839357,0.009414433825398933,4.103216341765657,20,29,0.2583580080271657,-0.4690496649892272,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,edge_filled_shift,1.5,0.8465909090909092,0.861764705882353,0.9310344827586207,0.0036217838060110807,0.007679530507066984,0.003839765253533492,0.10491447738519409,0.9332362259882072,0.006657270292655634,,2.0,0.30827306104071645,0.08382156305015087,19.72316329814994,0.014077918128586681,0.3081744265335929,0.009683324777419434,4.09501358798939,21,29,0.2593703243439669,-0.46926773343755185,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,gaussian_broadening,0.5,0.9090909090909092,0.8944444444444444,0.9655172413793104,1.6853726947374525e-07,0.007591457273940793,0.0037957286369703965,0.10442094364921777,0.9309173306406036,0.00665663229739032,,2.0,0.3104862281386769,0.0784186580858659,19.815664692678492,0.014143943392347246,0.30961976082310144,0.009353667887509031,4.206360199469831,20,30,0.2593209367875151,-0.4690835995590282,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,gaussian_broadening,1.0,0.9090909090909092,0.8944444444444444,0.9655172413793104,3.471456693660002e-06,0.007591163394655558,0.003795581697327779,0.10442068949964309,0.9309845351561497,0.006655156383796829,,2.0,0.31082721871406427,0.0776405846409034,19.76312562598913,0.014106442274082177,0.3087988379060802,0.009324856173349017,4.190715847902215,20,30,0.2589088403631273,-0.46855611568226496,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,gaussian_broadening,1.5,0.9090909090909092,0.8944444444444444,0.9655172413793104,1.4697683582198806e-05,0.007593379749775972,0.003796689874887986,0.1044416112406105,0.9310816023875689,0.0066525485713066065,,2.0,0.31125156864741577,0.0764152919582557,19.681278515888494,0.014048021781504992,0.3075199768107578,0.009283991064649364,4.1654042900850135,20,30,0.2582634287101302,-0.46775850335212327,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,composite,0.5,0.9090909090909092,0.9205882352941177,0.8620689655172413,0.06565319001674652,0.009892139718849316,0.004946069859424658,0.13083938235659756,0.9077138831651665,0.006885277239756881,,2.0,0.30053436831465163,0.07336762873455882,16.86617863568554,0.012038671403058915,0.2635340411825865,0.010503491226555747,3.5406654551048833,23,34,0.24011243530404844,-0.45571464423652475,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,composite,1.0,0.6590909090909092,0.7167832167832169,0.6206896551724138,0.133149191737175,0.01439874377615882,0.00719937188807941,0.13793726629866923,0.8857971988710472,0.007125601428301647,,2.0,0.3008531075046039,0.053677458548918366,17.067077088189862,0.012182067871655862,0.26667307950296654,0.012969108062957332,3.201473040437736,26,41,0.25399477788110303,-0.46271165256285746,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,composite,1.5,0.6590909090909092,0.7362637362637363,0.6551724137931034,0.3158782720565796,0.022841187547107327,0.011420593773553664,0.1751003395038999,0.81489504563136,0.007801806155908823,,2.0,0.3779320154185676,0.07982865779194981,16.63671239632192,0.0118748839374175,0.25994863119253,0.01426181196987624,2.509563465510473,26,43,0.25781854581309116,-0.45963879398283913,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,scale_offset,0.5,0.7215909090909092,0.8071428571428572,0.8275862068965517,0.014451314695179462,0.009061634950305623,0.0045308174751528115,0.11442061468063922,0.9221718590280782,0.00677820496950565,,2.0,0.3164481061806375,0.0578773757442832,20.659923340736942,0.014746554847064199,0.3228113021990147,0.01146095181193109,3.455046363172758,26,36,0.2669552265343527,-0.45956091890941714,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,scale_offset,1.0,0.5227272727272727,0.6386554621848739,0.7931034482758621,0.044028494507074356,0.012145556399205646,0.006072778199602823,0.12466587188562854,0.9195052858637051,0.007050143692811835,,2.0,0.30671745352156843,0.09066004119813442,19.087345245689562,0.013624086542248082,0.2982397694638994,0.010891829462548921,2.9862864220296848,26,33,0.25531958854636005,-0.45737223932482707,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,scale_offset,1.5,0.5397727272727273,0.625,0.7931034482758621,0.07710785418748856,0.01248526016830537,0.006242630084152685,0.1306315225370368,0.9154749531288585,0.0070240938035933806,,2.0,0.3105161014061917,0.09845551382750273,20.530096036812868,0.014653887249687986,0.32078275057520106,0.012300881033494516,2.9770828585189753,31,41,0.27162918371255995,-0.4566272973069305,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,smooth_baseline,0.5,0.6590909090909092,0.7576923076923077,0.896551724137931,0.038614463061094284,0.008783637613468974,0.004391818806734487,0.1193137836295535,0.9153367479687632,0.006882717778192628,,2.5,0.30544356112934123,0.044389639515429735,17.75921538935271,0.01267609949275711,0.27748774045863617,0.00989507997541138,2.5492307243067542,23,31,0.2423786181133876,-0.4504342657979413,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,smooth_baseline,1.0,0.5511363636363636,0.65,0.7931034482758621,0.10685897618532181,0.010679033777775918,0.005339516888887959,0.13387594053188398,0.8866908611317353,0.00705376088235371,,2.0,0.30085105843468657,0.05160681245615706,17.149257178947444,0.012240726037792608,0.2679571434210538,0.010579515048017865,2.53664793145103,25,33,0.24488784384380652,-0.44398338292416323,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,smooth_baseline,1.5,0.5340909090909092,0.6285714285714286,0.7241379310344828,0.19676987826824188,0.014410887641216046,0.007205443820608023,0.14998272736237106,0.8834414699233657,0.007393584091406465,,2.0,0.3604984117984472,0.07005954440683126,17.24301937623381,0.012307651232144048,0.2694221777536532,0.011515771523320065,2.521630595867929,28,34,0.24845636695255083,-0.4489432394329846,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,gaussian_noise,0.5,0.6761363636363636,0.7543859649122806,1.0,0.00011142779840156436,0.007707764975405351,0.0038538824877026754,0.10559349224406488,0.9272750194044002,0.006703223853750636,,2.0,0.2919538928625861,0.05886899307370186,20.410069778365717,0.014568215402116858,0.3189073402869643,0.011010973029968753,3.4139180366154926,22,35,0.26277769960102426,-0.4606187262842123,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,gaussian_noise,1.0,0.7215909090909092,0.7833333333333333,0.9310344827586207,0.0005765269743278623,0.007709972858152226,0.003854986429076113,0.1060155899607647,0.9279257415521944,0.006695931288502267,,2.0,0.2957244964589993,0.05845380434766412,20.251615308232218,0.01445511442414862,0.3164314891911284,0.010972734587717869,3.3785849842405984,22,35,0.259166932828505,-0.4632386209889554,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,gaussian_noise,1.5,0.6761363636363636,0.7543859649122806,0.9655172413793104,0.0018413026118651032,0.0077746505322705455,0.0038873252661352727,0.10705402690228044,0.9268737272179287,0.006704257737831493,,2.5,0.2734414549710089,0.0526101253926754,20.110608588429372,0.014354467229428531,0.31422825919420894,0.010947825153187533,3.318641160469961,22,35,0.25666058622856125,-0.4666568429763825,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,isolated_spikes,0.5,0.6761363636363636,0.7543859649122806,1.0,2.1492613086593337e-05,0.0077050490432791965,0.0038525245216395982,0.10564261591276092,0.9276820593302472,0.00670496507443606,,2.0,0.28955473803289,0.05655588395893574,20.32050229564384,0.014504284293821442,0.3175078483694351,0.010961858970859693,3.398961087205234,22,35,0.26238518778025316,-0.45915948417897545,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,isolated_spikes,1.0,0.6761363636363636,0.7543859649122806,1.0,5.388465433497913e-05,0.007703014602486093,0.0038515073012430467,0.10564763287578466,0.9275551906252301,0.006703328201159131,,2.0,0.28901329114796753,0.05845344439148903,20.286533276621004,0.014480038027566741,0.3169770824472032,0.010932219310321466,3.3705707051860267,22,35,0.2618526550389318,-0.45960851536306263,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,isolated_spikes,1.5,0.6761363636363636,0.7543859649122806,0.9655172413793104,0.00012533007247839123,0.007691105935257801,0.0038455529676289005,0.10561979916855865,0.9276029660006399,0.006705619072453958,,2.0,0.25860504036702586,0.05255194753408432,20.31886637729493,0.014503116614771543,0.31748228714523324,0.010962768651228447,3.381460271911895,22,35,0.2626077247052057,-0.4604669190402021,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,edge_filled_shift,0.5,0.6931818181818181,0.7638888888888888,0.9310344827586207,0.0008428466971963644,0.00769980214863525,0.003849901074317625,0.1055280293610938,0.9295285949872669,0.006701098955640843,,2.5,0.2788853279791515,0.05833355523645878,20.30546344835168,0.014493549927445882,0.3172728663804951,0.010829630531092224,3.3772820073060132,22,36,0.2623317391896684,-0.4582118781955842,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,edge_filled_shift,1.0,0.6931818181818181,0.7638888888888888,0.8620689655172413,0.001958725741133094,0.007752490395190387,0.0038762451975951936,0.106132885696368,0.9262326994631921,0.006700440710194606,,2.0,0.2611288251658694,0.053966512670740485,20.09918775808047,0.014346315316260148,0.3140498087200072,0.010739216719702658,3.279211522593385,22,35,0.260893295676079,-0.4581942688025798,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,edge_filled_shift,1.5,0.6931818181818181,0.7638888888888888,0.8620689655172413,0.0021019885316491127,0.0077324247758997,0.00386621238794985,0.10586672845815444,0.9303242423473528,0.0066991785209192765,,2.0,0.2788853279791515,0.049373652786016464,20.17913078547325,0.014403376720537653,0.3152989185230195,0.010818778706265013,3.3456966698280324,22,36,0.26149987464204655,-0.45771022663899236,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,gaussian_broadening,0.5,0.6761363636363636,0.7543859649122806,1.0,5.7549311094362565e-08,0.007702776119251473,0.0038513880596257365,0.1055994520618723,0.9275937757377659,0.006704213741716686,,2.0,0.28925491451408847,0.055854540318250656,20.316902365796103,0.014501714750746684,0.3174515994655641,0.01092282778843746,3.3990010132406447,22,35,0.26245887959543546,-0.45840645966489807,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,gaussian_broadening,1.0,0.6761363636363636,0.7543859649122806,1.0,1.0646622286003549e-06,0.007698140662362063,0.0038490703311810314,0.10557442988470842,0.9276902018077888,0.006702918800535223,,2.0,0.28865413156703734,0.05517236515879631,20.26353859130097,0.014463624975946446,0.31661779048907773,0.010904817709320832,3.3843165153890435,22,35,0.2621018225829571,-0.457934177514305,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,gaussian_broadening,1.5,0.6761363636363636,0.7543859649122806,1.0,4.778648417413933e-06,0.007692644959591026,0.003846322479795513,0.10554817999549097,0.9278378986127486,0.006700820048138482,,2.0,0.28771240071793586,0.053929029032588005,20.191698094108492,0.014412346962247318,0.3154952827204452,0.010853754424664042,3.364176881772819,22,35,0.2615991946272829,-0.45736529286294425,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,composite,0.5,0.7215909090909092,0.8071428571428572,0.896551724137931,0.060698624700307846,0.010228254775053928,0.005114127387526964,0.13202000538888653,0.9149371126869863,0.00696163493774892,,2.0,0.30392189682143567,0.05053976085036993,17.67512338808462,0.012616076651023999,0.2761738029388222,0.009606780698630666,2.717908744908418,22,31,0.2378037296516909,-0.4548471432556512,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,composite,1.0,0.5511363636363636,0.6710526315789473,0.8275862068965517,0.11882977932691574,0.013385965729679133,0.006692982864839566,0.13470856811598061,0.894704204853928,0.0071281866093858065,,2.5,0.3562780477894884,0.07501892559230328,17.399468642096295,0.012419320943680439,0.27186669753275466,0.010730814477767758,2.5005488362299215,25,33,0.24604758307369703,-0.44943066272952786,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,composite,1.5,0.4431818181818182,0.55,0.5517241379310345,0.290254145860672,0.02253045778768812,0.01126522889384406,0.16922215150295072,0.8419796896368974,0.007669857522168681,,2.5,0.3574687648260377,0.08731762491515838,17.087387293680024,0.012196564806338347,0.2669904264637503,0.011595395116159781,2.5534964116427603,30,38,0.24782733900887532,-0.4456911516229466,
