stage,scenario,representation,seed,instrument,sensor_family,observations,supported_observations,correct_supported,mean_confidence,accuracy_supported
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,minimal_minmax,3141,Pendar-3,NRC_Canadian_SERS,2,2,1,0.6839460581232868,0.5
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,minimal_minmax,3141,Pendar-3,pSERS_Metrohm_silver,4,4,2,0.6996214945521771,0.5
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,minimal_minmax,3141,RMX-1,H_SERS_H_Kit,1,1,1,0.950628042066181,1.0
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,minimal_minmax,3141,RMX-2,NRC_Canadian_SERS,1,1,0,0.3511902021959975,0.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,1729,Agilent-1,NRC_Canadian_SERS,2,2,0,0.5538144436975754,0.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,1729,Agilent-1,pSERS_Metrohm_silver,3,3,3,0.9319227529896977,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,1729,Agilent-3,GaN_polymer,2,2,1,0.9013708216299003,0.5
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,1729,Agilent-3,H_SERS_H_Kit,4,4,0,0.9025375498977881,0.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,1729,Agilent-3,NRC_Canadian_SERS,3,3,1,0.5963378572708279,0.3333333333333333
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,1729,Agilent-3,pSERS_Metrohm_silver,8,8,7,0.9038578729385154,0.875
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,1729,Mira-1,GaN_polymer,3,3,1,0.8452362214195333,0.3333333333333333
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,1729,Mira-1,pSERS_Metrohm_silver,4,4,3,0.9124349484133768,0.75
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,1729,Mira-2,H_SERS_H_Kit,10,10,8,0.7702680179954993,0.8
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,1729,Mira-2,NRC_Canadian_SERS,3,3,2,0.5989108813042222,0.6666666666666666
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,1729,Mira-3,NRC_Canadian_SERS,4,4,0,0.644630541410832,0.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,1729,Mira-3,pSERS_Metrohm_silver,8,8,7,0.9061773610259083,0.875
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,1729,Pendar-1,NRC_Canadian_SERS,1,1,1,0.4047950077632654,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,1729,Pendar-1,pSERS_Metrohm_silver,5,5,5,0.8397483220688029,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,1729,Pendar-2,GaN_polymer,1,1,1,0.9865383471149016,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,1729,Pendar-2,H_SERS_H_Kit,2,2,2,0.9098698008324764,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,1729,Pendar-2,pSERS_Metrohm_silver,7,7,6,0.9031104304908448,0.8571428571428571
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,1729,Pendar-3,H_SERS_H_Kit,1,1,1,0.9801686025090862,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,1729,Pendar-3,pSERS_Metrohm_silver,7,7,5,0.8154723299447462,0.7142857142857143
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,1729,RMX-1,GaN_polymer,1,1,1,0.9716959127280698,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,1729,RMX-1,H_SERS_H_Kit,7,7,6,0.798362072428597,0.8571428571428571
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,1729,RMX-1,NRC_Canadian_SERS,4,4,2,0.6768957219886382,0.5
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,1729,RMX-2,pSERS_Metrohm_silver,11,11,11,0.8699329936004222,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,2718,Agilent-1,NRC_Canadian_SERS,2,2,0,0.8100139262280998,0.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,2718,Agilent-1,pSERS_Metrohm_silver,3,3,3,0.9588823376801617,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,2718,Agilent-3,GaN_polymer,2,2,1,0.7096810503937631,0.5
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,2718,Agilent-3,H_SERS_H_Kit,4,4,1,0.7432642321451217,0.25
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,2718,Agilent-3,NRC_Canadian_SERS,3,3,1,0.5237129578310871,0.3333333333333333
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,2718,Agilent-3,pSERS_Metrohm_silver,8,8,6,0.9007698082268489,0.75
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,2718,Mira-1,GaN_polymer,3,3,3,0.7650879705072567,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,2718,Mira-1,pSERS_Metrohm_silver,4,4,3,0.9334911821546551,0.75
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,2718,Mira-2,H_SERS_H_Kit,10,10,6,0.7332508064414782,0.6
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,2718,Mira-2,NRC_Canadian_SERS,3,3,2,0.6365865664406162,0.6666666666666666
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,2718,Mira-3,NRC_Canadian_SERS,4,4,0,0.5980330821116443,0.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,2718,Mira-3,pSERS_Metrohm_silver,8,8,7,0.9137870850194361,0.875
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,2718,Pendar-1,NRC_Canadian_SERS,1,1,0,0.4911207916357804,0.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,2718,Pendar-1,pSERS_Metrohm_silver,5,5,5,0.8513553727956324,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,2718,Pendar-2,GaN_polymer,1,1,1,0.990265080038996,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,2718,Pendar-2,H_SERS_H_Kit,2,2,2,0.7722901595165016,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,2718,Pendar-2,pSERS_Metrohm_silver,7,7,6,0.9717261627750565,0.8571428571428571
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,2718,Pendar-3,H_SERS_H_Kit,1,1,1,0.9379448445175228,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,2718,Pendar-3,pSERS_Metrohm_silver,7,7,5,0.8791504285728787,0.7142857142857143
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,2718,RMX-1,GaN_polymer,1,1,1,0.9880230878190857,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,2718,RMX-1,H_SERS_H_Kit,7,7,6,0.7064241130000948,0.8571428571428571
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,2718,RMX-1,NRC_Canadian_SERS,4,4,1,0.6566603407252658,0.25
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,2718,RMX-2,pSERS_Metrohm_silver,11,11,10,0.9039406598855503,0.9090909090909091
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,3141,Agilent-1,NRC_Canadian_SERS,2,2,0,0.7942976202737454,0.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,3141,Agilent-1,pSERS_Metrohm_silver,3,3,3,0.949730609107679,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,3141,Agilent-3,GaN_polymer,2,2,1,0.9074595750251008,0.5
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,3141,Agilent-3,H_SERS_H_Kit,4,4,0,0.7799001254059983,0.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,3141,Agilent-3,NRC_Canadian_SERS,3,3,1,0.6415954272770371,0.3333333333333333
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,3141,Agilent-3,pSERS_Metrohm_silver,8,8,6,0.9358191824242366,0.75
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,3141,Mira-1,GaN_polymer,3,3,3,0.9463565083206321,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,3141,Mira-1,pSERS_Metrohm_silver,4,4,3,0.9213733238450247,0.75
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,3141,Mira-2,H_SERS_H_Kit,10,10,8,0.7312641378569925,0.8
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,3141,Mira-2,NRC_Canadian_SERS,3,3,2,0.632756583043347,0.6666666666666666
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,3141,Mira-3,NRC_Canadian_SERS,4,4,0,0.6700185397778655,0.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,3141,Mira-3,pSERS_Metrohm_silver,8,8,7,0.9036898308870239,0.875
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,3141,Pendar-1,NRC_Canadian_SERS,1,1,1,0.2198666652949846,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,3141,Pendar-1,pSERS_Metrohm_silver,5,5,5,0.8483138372781729,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,3141,Pendar-2,GaN_polymer,1,1,1,0.9910358771140464,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,3141,Pendar-2,H_SERS_H_Kit,2,2,2,0.9354521124236213,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,3141,Pendar-2,pSERS_Metrohm_silver,7,7,6,0.9512130171524221,0.8571428571428571
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,3141,Pendar-3,H_SERS_H_Kit,1,1,1,0.993885382977174,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,3141,Pendar-3,pSERS_Metrohm_silver,7,7,5,0.8435726209996417,0.7142857142857143
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,3141,RMX-1,GaN_polymer,1,1,1,0.975899473890362,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,3141,RMX-1,H_SERS_H_Kit,7,7,7,0.6790919858597511,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,3141,RMX-1,NRC_Canadian_SERS,4,4,2,0.5698895518074798,0.5
outer,nato_outer_o3__train_quality_pass__test_quality_pass,arpls_minmax,3141,RMX-2,pSERS_Metrohm_silver,11,11,10,0.8962807051387471,0.9090909090909091
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,1729,Agilent-1,NRC_Canadian_SERS,2,2,1,0.5025056468060327,0.5
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,1729,Agilent-1,pSERS_Metrohm_silver,3,3,3,0.8749667793835249,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,1729,Agilent-3,GaN_polymer,2,2,1,0.713747655022354,0.5
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,1729,Agilent-3,H_SERS_H_Kit,4,4,0,0.5439942136118767,0.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,1729,Agilent-3,NRC_Canadian_SERS,3,3,0,0.7058521327801209,0.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,1729,Agilent-3,pSERS_Metrohm_silver,8,8,7,0.859493074712245,0.875
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,1729,Mira-1,GaN_polymer,3,3,1,0.7447769576771783,0.3333333333333333
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,1729,Mira-1,pSERS_Metrohm_silver,4,4,4,0.8315064413071636,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,1729,Mira-2,H_SERS_H_Kit,10,10,8,0.7511159288605589,0.8
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,1729,Mira-2,NRC_Canadian_SERS,3,3,2,0.42805580747890737,0.6666666666666666
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,1729,Mira-3,NRC_Canadian_SERS,4,4,1,0.5378470418804729,0.25
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,1729,Mira-3,pSERS_Metrohm_silver,8,8,7,0.8839236269194969,0.875
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,1729,Pendar-1,NRC_Canadian_SERS,1,1,0,0.3133489497802102,0.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,1729,Pendar-1,pSERS_Metrohm_silver,5,5,5,0.8260115154737455,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,1729,Pendar-2,GaN_polymer,1,1,1,0.9800301155387232,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,1729,Pendar-2,H_SERS_H_Kit,2,2,2,0.9289272209994072,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,1729,Pendar-2,pSERS_Metrohm_silver,7,7,6,0.9652259508521946,0.8571428571428571
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,1729,Pendar-3,H_SERS_H_Kit,1,1,1,0.9361570959123028,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,1729,Pendar-3,pSERS_Metrohm_silver,7,7,5,0.8853885123992423,0.7142857142857143
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,1729,RMX-1,GaN_polymer,1,1,1,0.9416801717535418,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,1729,RMX-1,H_SERS_H_Kit,7,7,6,0.797291836183123,0.8571428571428571
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,1729,RMX-1,NRC_Canadian_SERS,4,4,2,0.4841797131984127,0.5
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,1729,RMX-2,pSERS_Metrohm_silver,11,11,11,0.8956419913727861,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,2718,Agilent-1,NRC_Canadian_SERS,2,2,0,0.6944887147275716,0.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,2718,Agilent-1,pSERS_Metrohm_silver,3,3,3,0.9118651660128131,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,2718,Agilent-3,GaN_polymer,2,2,1,0.776137925498791,0.5
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,2718,Agilent-3,H_SERS_H_Kit,4,4,0,0.7570575765323775,0.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,2718,Agilent-3,NRC_Canadian_SERS,3,3,0,0.552298638633426,0.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,2718,Agilent-3,pSERS_Metrohm_silver,8,8,7,0.8975385144218353,0.875
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,2718,Mira-1,GaN_polymer,3,3,1,0.525660270528233,0.3333333333333333
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,2718,Mira-1,pSERS_Metrohm_silver,4,4,3,0.8105807465376405,0.75
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,2718,Mira-2,H_SERS_H_Kit,10,10,7,0.7805393615468292,0.7
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,2718,Mira-2,NRC_Canadian_SERS,3,3,2,0.39568549604975045,0.6666666666666666
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,2718,Mira-3,NRC_Canadian_SERS,4,4,1,0.549913761161799,0.25
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,2718,Mira-3,pSERS_Metrohm_silver,8,8,7,0.8358576452661798,0.875
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,2718,Pendar-1,NRC_Canadian_SERS,1,1,1,0.4253339818569595,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,2718,Pendar-1,pSERS_Metrohm_silver,5,5,5,0.892018187512237,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,2718,Pendar-2,GaN_polymer,1,1,1,0.9873430096763024,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,2718,Pendar-2,H_SERS_H_Kit,2,2,2,0.9718476673614962,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,2718,Pendar-2,pSERS_Metrohm_silver,7,7,6,0.9775173282815135,0.8571428571428571
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,2718,Pendar-3,H_SERS_H_Kit,1,1,1,0.9756888529845396,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,2718,Pendar-3,pSERS_Metrohm_silver,7,7,5,0.924283482555561,0.7142857142857143
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,2718,RMX-1,GaN_polymer,1,1,1,0.9302814394319516,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,2718,RMX-1,H_SERS_H_Kit,7,7,6,0.7468318252261161,0.8571428571428571
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,2718,RMX-1,NRC_Canadian_SERS,4,4,2,0.5044314718628878,0.5
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,2718,RMX-2,pSERS_Metrohm_silver,11,11,11,0.8719008399653251,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,3141,Agilent-1,NRC_Canadian_SERS,2,2,0,0.7618058780159981,0.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,3141,Agilent-1,pSERS_Metrohm_silver,3,3,3,0.8911693178829094,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,3141,Agilent-3,GaN_polymer,2,2,1,0.8921443118788204,0.5
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,3141,Agilent-3,H_SERS_H_Kit,4,4,0,0.6666647186803821,0.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,3141,Agilent-3,NRC_Canadian_SERS,3,3,0,0.7272083923661463,0.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,3141,Agilent-3,pSERS_Metrohm_silver,8,8,7,0.8713517356929172,0.875
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,3141,Mira-1,GaN_polymer,3,3,1,0.839202809360389,0.3333333333333333
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,3141,Mira-1,pSERS_Metrohm_silver,4,4,4,0.8014686672200011,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,3141,Mira-2,H_SERS_H_Kit,10,10,7,0.7588637265548192,0.7
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,3141,Mira-2,NRC_Canadian_SERS,3,3,2,0.4306527785142407,0.6666666666666666
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,3141,Mira-3,NRC_Canadian_SERS,4,4,1,0.6643068130838042,0.25
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,3141,Mira-3,pSERS_Metrohm_silver,8,8,8,0.8599971766298176,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,3141,Pendar-1,NRC_Canadian_SERS,1,1,0,0.2565622395183363,0.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,3141,Pendar-1,pSERS_Metrohm_silver,5,5,4,0.8395078090491171,0.8
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,3141,Pendar-2,GaN_polymer,1,1,1,0.9946988809255272,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,3141,Pendar-2,H_SERS_H_Kit,2,2,2,0.9626745718960078,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,3141,Pendar-2,pSERS_Metrohm_silver,7,7,6,0.9623312818809515,0.8571428571428571
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,3141,Pendar-3,H_SERS_H_Kit,1,1,1,0.9562006046095864,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,3141,Pendar-3,pSERS_Metrohm_silver,7,7,5,0.8815709707777586,0.7142857142857143
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,3141,RMX-1,GaN_polymer,1,1,1,0.9655228363531404,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,3141,RMX-1,H_SERS_H_Kit,7,7,7,0.7479046272515674,1.0
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,3141,RMX-1,NRC_Canadian_SERS,4,4,1,0.44884153175528463,0.25
outer,nato_outer_o3__train_quality_pass__test_quality_pass,minimal_minmax,3141,RMX-2,pSERS_Metrohm_silver,11,11,11,0.8570346050952932,1.0
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,Agilent-1,NRC_Canadian_SERS,2,2,0,0.8453257183024926,0.0
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,Agilent-1,pSERS_Metrohm_silver,3,3,3,0.9059853835176485,1.0
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,Agilent-3,GaN_polymer,2,2,0,0.582904889224684,0.0
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,Agilent-3,H_SERS_H_Kit,4,4,1,0.8348633264063525,0.25
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,Agilent-3,NRC_Canadian_SERS,3,3,1,0.5643769182434456,0.3333333333333333
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,Agilent-3,pSERS_Metrohm_silver,8,8,5,0.898154516167964,0.625
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,Mira-1,GaN_polymer,3,3,2,0.6858941621341766,0.6666666666666666
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,Mira-1,pSERS_Metrohm_silver,4,4,3,0.9510486270502454,0.75
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,Mira-2,H_SERS_H_Kit,10,10,9,0.7830144529145698,0.9
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,Mira-2,NRC_Canadian_SERS,3,3,2,0.668644627081393,0.6666666666666666
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,Mira-3,NRC_Canadian_SERS,4,4,0,0.6117855885000445,0.0
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,Mira-3,pSERS_Metrohm_silver,8,8,7,0.9014360315377703,0.875
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,Pendar-1,NRC_Canadian_SERS,3,3,0,0.3571258974536354,0.0
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,Pendar-1,pSERS_Metrohm_silver,5,5,5,0.9204982822892411,1.0
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,Pendar-2,GaN_polymer,2,2,2,0.9737126747556514,1.0
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,Pendar-2,H_SERS_H_Kit,10,10,6,0.8290617027343983,0.6
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,Pendar-2,pSERS_Metrohm_silver,7,7,6,0.9694565777222179,0.8571428571428571
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,Pendar-3,H_SERS_H_Kit,1,1,1,0.9732835689992726,1.0
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,Pendar-3,NRC_Canadian_SERS,2,2,1,0.47790712834514193,0.5
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,Pendar-3,pSERS_Metrohm_silver,11,11,7,0.7378796150780836,0.6363636363636364
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,RMX-1,GaN_polymer,1,1,1,0.983718390588382,1.0
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,RMX-1,H_SERS_H_Kit,8,8,7,0.8280409644807124,0.875
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,RMX-1,NRC_Canadian_SERS,4,4,2,0.6032596997920202,0.5
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,RMX-2,NRC_Canadian_SERS,1,1,1,0.8258347837518291,1.0
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,1729,RMX-2,pSERS_Metrohm_silver,11,11,9,0.8073207121699402,0.8181818181818182
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,2718,Agilent-1,NRC_Canadian_SERS,2,2,0,0.694615520606901,0.0
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,2718,Agilent-1,pSERS_Metrohm_silver,3,3,3,0.950096769011954,1.0
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,2718,Agilent-3,GaN_polymer,2,2,1,0.8494169712612349,0.5
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,2718,Agilent-3,H_SERS_H_Kit,4,4,1,0.766672980439111,0.25
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,2718,Agilent-3,NRC_Canadian_SERS,3,3,1,0.46445087216104697,0.3333333333333333
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,2718,Agilent-3,pSERS_Metrohm_silver,8,8,6,0.8777828612794843,0.75
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,2718,Mira-1,GaN_polymer,3,3,3,0.8881642583712855,1.0
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,2718,Mira-1,pSERS_Metrohm_silver,4,4,3,0.932773201530651,0.75
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,2718,Mira-2,H_SERS_H_Kit,10,10,7,0.7849387923534558,0.7
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,2718,Mira-2,NRC_Canadian_SERS,3,3,2,0.5846784418071151,0.6666666666666666
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,2718,Mira-3,NRC_Canadian_SERS,4,4,0,0.6847636790309599,0.0
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,2718,Mira-3,pSERS_Metrohm_silver,8,8,8,0.8839105704983103,1.0
outer,nato_outer_o3__train_strict_core__test_strict_core,arpls_minmax,2718,Pendar-1,NRC_Canadian_SERS,3,3,2,0.4188448047702305,0.6666666666666666
