identifier,architecture,latent_dimension,reconstruction_loss,beta_target,optimizer_policy,maximum_epoch,checkpoint_epoch,representation,model_family,subset,learning_rate,weight_decay,batch_size,gradient_clip_norm,kl_normalization_divisor,plateau_factor,plateau_patience,plateau_threshold,minimum_learning_rate,n_train,n_validation,parameter_count,raw_target_balanced_accuracy,latent_target_balanced_accuracy,latent_target_macro_f1_supported,latent_target_macro_f1_union,corrupted_target_balanced_accuracy,corrupted_prediction_agreement,corrupted_latent_cosine_drift,raw_instrument_probe_increment,latent_instrument_probe_increment,instrument_probe_increment_delta,raw_sensor_probe_increment,latent_sensor_probe_increment,sensor_probe_increment_delta,raw_same_master_cross_instrument_distance,latent_same_master_cross_instrument_distance,same_master_distance_delta,latent_different_target_cross_instrument_distance,latent_cross_instrument_separation_margin,vae_kl_unnormalized_per_observation,vae_kl_normalized,vae_mean_kl_per_latent_dimension,vae_median_kl_per_latent_dimension,vae_max_kl_per_latent_dimension,vae_active_units_var_mu_gt_0_01,vae_dimensions_mean_kl_gt_0_01,vae_posterior_mean_absolute_mu,vae_posterior_mean_log_variance,vae_posterior_sample_reconstruction_variability,clean_reconstruction_mse,clean_reconstruction_smooth_l1,clean_reconstruction_spectral_angle,clean_reconstruction_median_row_correlation,clean_reconstruction_first_derivative_mae,clean_repeatable_peak_recall,clean_median_peak_shift_cm1,clean_median_absolute_relative_peak_width_change,clean_median_absolute_peak_prominence_change,corrupted_reconstruction_mse,corrupted_reconstruction_smooth_l1,corrupted_reconstruction_spectral_angle,corrupted_reconstruction_median_row_correlation,corrupted_reconstruction_first_derivative_mae,corrupted_repeatable_peak_recall,corrupted_median_peak_shift_cm1,corrupted_median_absolute_relative_peak_width_change,corrupted_median_absolute_peak_prominence_change,fold_count_x,gate_clean_correlation,gate_peak_recall,gate_chemical_probe,gate_instrument_probe,gate_same_master_distance,gate_active_units,gate_kl_dimensions,gate_kl_range,gate_finite,gate_count,gate_total,passes_all_gates,kl_health_score,selection_utility,median_relative_improvement_50,mean_relative_improvement_50,maximum_relative_improvement_50,folds_improving_at_least_1_percent,fold_count_y,converged,stage
base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,base_maxpool,64,spectral_composite,0.25,constant_lr,500,500,arpls_minmax,vae_adequacy,strict_core,0.001,1e-05,64.0,5.0,1401.0,0.5,20.0,1e-05,1e-05,358.8,119.6,1082353.0,0.7096563291689967,0.6921185250812172,0.6806921124663751,0.6806921124663751,0.6256064790200537,0.7317568878499795,0.16513499692082406,0.6090756418621002,0.5925838599015683,-0.016491781960531977,0.449243774571948,0.43899081466922024,-0.010252959902727728,0.6752592197001345,0.7775300776245733,0.1022708579244388,1.0315611290817055,0.2540310514571321,15.929997430907298,0.011370447845044467,0.24890620985792652,0.015082578486938215,2.4562449788596585,33.35,48.35,0.22291369834973093,-0.5329092307684176,0.022566337138414383,0.005692684675999561,0.0028463423379997805,0.06710328926336846,0.944932968280255,0.01910493351845958,0.4975392010313374,2.0,0.278416305465501,0.05811719596385956,0.014385365390638363,0.007192682695319181,0.1053927396542699,0.8896013571634362,0.019804819190832084,0.47874175060708274,2.0,0.36725114178392065,0.07530437834448094,20,True,True,True,False,False,True,True,True,True,7,9,False,1.0,0.641838801835215,0.0003830048545544247,0.0026680757143647035,0.026998702552410825,0.1,20,True,stage_2_beta
base_maxpool__z64__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,64,spectral_composite,1.0,constant_lr,500,500,arpls_minmax,vae_adequacy,strict_core,0.001,1e-05,64.0,5.0,1401.0,0.5,20.0,1e-05,1e-05,358.8,119.6,1082353.0,0.7120973322879582,0.7114571974509454,0.6984555989288607,0.6984555989288607,0.6064199544190145,0.7005204364063271,0.15069122463464732,0.6055810907633824,0.5580526657609991,-0.04752842500238329,0.44772396105213447,0.448311547929195,0.0005875868770605301,0.6752592197001345,0.7620500620435575,0.08679084234342307,1.0473345321166905,0.2852844700731329,6.5980750302597695,0.00470954677391841,0.10309492234780888,0.002639092349943735,1.755907724382642,7.95,7.3,0.12210861733350793,-0.2116410817359456,0.03173172948881979,0.006666351984753675,0.0033331759923768147,0.07755391573791212,0.9276923795521353,0.018996920761615455,0.4374139818019046,2.0,0.3233400280919251,0.06793239686423927,0.015525936929134839,0.007762968464567395,0.110658891717475,0.8809248764020937,0.01941259146484299,0.42335338722832605,2.0,0.39023810201444803,0.07973009490087855,20,True,True,True,False,False,True,True,True,True,7,9,False,1.0,0.5728315681785188,0.0025432072233095137,0.003004028401939967,0.013139924966718857,0.1,20,True,stage_2_beta
base_maxpool__z64__spectral_composite__beta4p0__constant_lr__e500,base_maxpool,64,spectral_composite,4.0,constant_lr,500,500,arpls_minmax,vae_adequacy,strict_core,0.001,1e-05,64.0,5.0,1401.0,0.5,20.0,1e-05,1e-05,358.8,119.6,1082353.0,0.7096563291689967,0.6751503140715301,0.6611874838724345,0.6611874838724345,0.5735144095307547,0.6881257872764,0.14890250861644744,0.6090756418621002,0.5046430954764288,-0.10443254638567138,0.449243774571948,0.4198194025330248,-0.029424372038923136,0.6752592197001345,0.746167020076779,0.07090780037664457,1.0539755037593612,0.30780848368258207,2.8250342977324117,0.0020164413260045765,0.044141160902068925,0.002413345703577814,1.0857622440445236,12.95,7.65,0.08882149969334772,-0.08839077192634295,0.04964699558913708,0.009718140845457773,0.004859070422728887,0.09838854712872268,0.876078160695761,0.01929459851145717,0.4070438509093569,2.0,0.41889790749675154,0.08461150303191971,0.018898577543910798,0.009449288771955399,0.12741392656334147,0.8172663975559192,0.019607673153683017,0.39905600182047396,2.0,0.48385852795863754,0.08682473056396703,20,False,False,True,True,False,True,True,True,True,6,9,False,1.0,0.24468503937007874,0.002330466799065874,0.0017130288479605305,0.02069883824114165,0.1,20,True,stage_2_beta
