epoch,beta,train_loss,train_reconstruction_loss,train_kl_unnormalized,train_kl_normalized
1,0.0,0.08064190894365311,0.08064190894365311,13.762699873248737,0.009823483135794958
2,0.08,0.07941800753275553,0.07708510508139928,40.854949442545575,0.029161277260917613
3,0.16,0.07397121290365855,0.07033073554436366,31.87693837483724,0.022752989560911666
4,0.24,0.05981582999229431,0.05300930067896843,39.733115132649736,0.028360538995467335
5,0.32,0.046079170207182565,0.04114837994178136,21.58761545817057,0.015408719099336596
6,0.4,0.04242771441737811,0.03907652248938878,11.737548891703288,0.008377979223200063
7,0.48,0.0405192993581295,0.03859879473845164,5.60547415415446,0.004001052215670564
8,0.56,0.03942844470342,0.03704454799493154,5.963998603820801,0.004256958318216132
9,0.64,0.03720000510414442,0.03419979487856229,6.567647202809652,0.004687828124774912
10,0.72,0.035050152738889055,0.031238942096630733,7.415980847676595,0.005293348213901924
11,0.8,0.034299591183662416,0.0300653837621212,7.415155855814616,0.005292759354614287
12,0.88,0.033432532598574954,0.029014810174703597,7.033214823404948,0.005020139060246216
13,0.96,0.03303080673019091,0.028305425370732943,6.896103286743164,0.00492227215327849
14,1.0,0.032671434928973515,0.02785151203473409,6.752712694803874,0.00481992340813981
15,1.0,0.032068557540575665,0.027063607176144918,7.011935965220133,0.005004950724639638
16,1.0,0.03134979456663132,0.026738966380556426,6.459770520528157,0.004610828351554716
17,1.0,0.031778838982184726,0.02699833338459333,6.69748919804891,0.004780506208457466
18,1.0,0.03122648745775223,0.02623171421388785,6.99767697652181,0.0049947730025137835
19,1.0,0.03066630686322848,0.025798827533920606,6.819338925679525,0.004867479604339418
20,1.0,0.03057753841082255,0.026249968384703,6.062925656636556,0.0043275700618390835
21,1.0,0.030446499461929004,0.025175649176041284,7.3844610214233395,0.005270850122357844
22,1.0,0.030252903451522192,0.025696623201171557,6.383348719278971,0.004556280313546732
23,1.0,0.029986760144432387,0.025096340601642928,6.851478354136149,0.004890419952987972
24,1.0,0.02984351453681787,0.02520694906512896,6.495828660329183,0.004636565781819545
25,1.0,0.029826324557264645,0.024794432893395425,7.0496805508931475,0.005031891899281333
26,0.0,0.02372118743757407,0.02372118743757407,10.459131368001302,0.007465475637402785
27,0.08,0.022697384158770244,0.021301355833808582,24.447948328653972,0.017450355694970714
28,0.16,0.023742865150173504,0.020611451317866642,27.41944274902344,0.01957133672307169
29,0.24,0.024441584572196008,0.02086646221578121,20.869776407877605,0.014896342903552894
30,0.32,0.02486436180770397,0.02163812903066476,14.12484925587972,0.010081976628036917
31,0.4,0.024997650583585104,0.021065701295932136,13.771652348836263,0.00982987319688527
32,0.48,0.025406286244591077,0.02117739195624987,12.343085606892904,0.008810196721550966
33,0.56,0.025565302123626073,0.020820684482653937,11.870017115275065,0.00847253184530697
34,0.64,0.025130129853884377,0.020137952268123628,10.928189468383788,0.0078002779931361805
35,0.72,0.02539118267595768,0.020222596327463784,10.057207298278808,0.007178591933104074
36,0.8,0.02455044463276863,0.018890765309333802,9.911513328552246,0.007074599092471268
37,0.88,0.02496317351857821,0.019182465846339862,9.2031494140625,0.006568986020030336
38,0.96,0.02522232532501221,0.019270779192447664,8.685537910461425,0.006199527416460689
39,1.0,0.025223754222194354,0.019058176626761753,8.637974294026693,0.0061655776545515295
40,1.0,0.02544357106089592,0.019162787745396297,8.799377250671387,0.006280783191057379
41,1.0,0.02498274892568588,0.01891886331140995,8.495503807067871,0.006063885658149801
42,1.0,0.025123733033736547,0.01892173526187738,8.688998794555664,0.006201997712031166
43,1.0,0.02491098629931609,0.018720371648669243,8.673052024841308,0.0061906152925348375
44,1.0,0.024628782893220583,0.018589290355642638,8.461329396565755,0.006039492788412388
45,1.0,0.024516698718070985,0.018598452458779016,8.291462898254395,0.005918246180053101
46,1.0,0.024235417942206065,0.01808096406360467,8.62239049275716,0.006154454313174276
47,1.0,0.024403820807735125,0.01863631618519624,8.08027442296346,0.005767504941444297
48,1.0,0.024331641073028248,0.017796778678894044,9.155342483520508,0.006534862586381519
49,1.0,0.023702460527420043,0.017841603234410287,8.211060778299968,0.005860857086580991
50,1.0,0.023502109944820403,0.017657491688927014,8.18831049601237,0.0058446184839488725
51,0.0,0.01654040813446045,0.01654040813446045,11.605248832702637,0.00828354663290695
52,0.08,0.015594608336687087,0.014137330713371437,25.520574188232423,0.018215970155769038
53,0.16,0.01685239337384701,0.013478162263830503,29.545610682169595,0.021088944098622123
54,0.24,0.017342371121048927,0.01371955672899882,21.14817911783854,0.015095060041283755
55,0.32,0.017937236030896506,0.01441806455453237,15.407372919718425,0.010997411077600588
56,0.4,0.018525735785563786,0.01477797944098711,13.126516215006511,0.009369390588869743
57,0.48,0.01919871519009272,0.014755222822229068,12.969444274902344,0.009257276427482045
58,0.56,0.019662997499108315,0.014707563320795695,12.397434171040853,0.008848989415446719
59,0.64,0.020139666522542635,0.014971889617542426,11.312587356567382,0.0080746519318825
60,0.72,0.02077859342098236,0.015547322854399682,10.179180844624836,0.007265653707797885
61,0.8,0.021235878517230352,0.015476240714391073,10.086565399169922,0.007199547037237632
62,0.88,0.021510054419438044,0.015860731651385625,8.993978563944498,0.006419684913593504
63,0.96,0.021840669214725494,0.01564700771123171,9.038875579833984,0.00645173132036687
64,1.0,0.022322382777929306,0.016376518458127976,8.330155754089356,0.005945864207058784
65,1.0,0.022078519190351167,0.01611977219581604,8.348204453786215,0.005958746933466249
66,1.0,0.021986785903573038,0.01625409076611201,8.031505648295084,0.005732694966663158
67,1.0,0.02192130113641421,0.015736894930402437,8.664353370666504,0.006184406403045328
68,1.0,0.0218818465868632,0.016197957346836725,7.9631291707356775,0.005683889486606479
69,1.0,0.021729235847791035,0.015981093421578406,8.053147506713866,0.005748142403079134
70,1.0,0.021851069728533425,0.01601320014645656,8.17885519663493,0.0058378695193682575
71,1.0,0.021608551715811095,0.01574937216937542,8.208710734049479,0.005859179681691277
72,1.0,0.021635426332553227,0.01595949853459994,7.951974678039551,0.005675927678829087
73,1.0,0.02145570913950602,0.015602456095317999,8.200407028198242,0.005853252696786754
74,1.0,0.021478507916132608,0.015872166119515897,7.854485003153483,0.005606341900894706
75,1.0,0.021470545480648678,0.01584655245145162,7.879214413960775,0.005623993157716471
76,0.0,0.014582332161565622,0.014582332161565622,10.336572964986166,0.007377996406128598
77,0.08,0.014166270879407724,0.013055631828804811,19.450070826212563,0.013882991310644228
78,0.16,0.015179726543525856,0.012510939997931321,23.36856180826823,0.01667991563759331
79,0.24,0.01574169329057137,0.012635331662992636,18.133387438456218,0.012943174474272817
80,0.32,0.016286724681655564,0.013152798637747765,13.720718892415364,0.009793518124493479
81,0.4,0.016896749784549078,0.01356218196451664,11.679324595133464,0.008336420125006041
82,0.48,0.01750283862153689,0.013514134908715884,11.642029062906902,0.00830979947388073
83,0.56,0.018231136600176494,0.013783225106696289,11.127721659342448,0.007942699257203745
84,0.64,0.018558428063988684,0.013814258699615797,10.385283088684082,0.007412764517262014
85,0.72,0.019150864457090695,0.01405362697939078,9.918373998006185,0.007079496072809554
86,0.8,0.019702939068277678,0.014513887589176495,9.087326049804688,0.006486314096934109
87,0.88,0.020132995521028835,0.01454640297840039,8.894109090169271,0.006348400492626175
88,0.96,0.020751434067885082,0.015133763973911604,8.19828758239746,0.005851739887507109
89,1.0,0.021003880848487217,0.015053285844624042,8.336784299214681,0.0059505955026514495
90,1.0,0.020840575049320856,0.01498173711200555,8.208231989542643,0.005858837965412308
91,1.0,0.020742468908429144,0.015151396890481313,7.833091990152995,0.005591072084334757
92,1.0,0.02068431762357553,0.015015027982493242,7.94267463684082,0.005669289533790736
93,1.0,0.020950987686713538,0.015258740199108918,7.974838701883952,0.005692247467440365
94,1.0,0.020849141726891198,0.015111119113862514,8.038969866434734,0.005738022745492315
95,1.0,0.020766933262348176,0.015106602199375629,7.930123774210612,0.005660331030842692
96,1.0,0.020806928103168806,0.01500677534689506,8.126014582316081,0.005800153163680286
97,1.0,0.02083023115992546,0.015125279128551484,7.992637634277344,0.005704951915972408
98,1.0,0.02074497640132904,0.015167136366168657,7.8145541508992515,0.005577840221912385
99,1.0,0.020671262716253597,0.014963996037840844,7.995880508422852,0.005707266601301108
