figure_id,scope,research_question_id,population_id,representation_id,preprocessing_policy_id,information_regime,independent_unit,panel_id,x_value,y_value,y_lower,y_upper,series,trace_group,point_status,point_label,denominator,outer_repeat
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,surfaces,C-PRIOR:C-PRIOR-001,0.333333333333,,,spectrum,3,complete,C-PRIOR:C-PRIOR-001,25,3
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,surfaces,C-PRIOR:C-PRIOR-001,0.333333333333,,,instrument_balanced_master,3,complete,C-PRIOR:C-PRIOR-001,25,3
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,surfaces,C-PRIOR:C-PRIOR-001,0.333333333333,,,spectrum,4,complete,C-PRIOR:C-PRIOR-001,25,4
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,surfaces,C-PRIOR:C-PRIOR-001,0.333333333333,,,instrument_balanced_master,4,complete,C-PRIOR:C-PRIOR-001,25,4
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,surfaces,C-PRIOR:C-PRIOR-001,0.333333333333,,,spectrum,5,complete,C-PRIOR:C-PRIOR-001,25,5
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,surfaces,C-PRIOR:C-PRIOR-001,0.333333333333,,,instrument_balanced_master,5,complete,C-PRIOR:C-PRIOR-001,25,5
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,cwa,C-SPECTRAL-MATCH,0.581030422662,,,spectrum,1,complete,C-SPECTRAL-MATCH,24,1
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,cwa,C-SPECTRAL-MATCH,0.910714285714,,,instrument_balanced_master,1,complete,C-SPECTRAL-MATCH,24,1
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,cwa,C-SPECTRAL-MATCH,0.575770955621,,,spectrum,2,complete,C-SPECTRAL-MATCH,24,2
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,cwa,C-SPECTRAL-MATCH,0.910714285714,,,instrument_balanced_master,2,complete,C-SPECTRAL-MATCH,24,2
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,cwa,C-SPECTRAL-MATCH,0.53980745589,,,spectrum,3,complete,C-SPECTRAL-MATCH,24,3
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,cwa,C-SPECTRAL-MATCH,0.857142857143,,,instrument_balanced_master,3,complete,C-SPECTRAL-MATCH,24,3
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,cwa,C-SPECTRAL-MATCH,0.608985680398,,,spectrum,4,complete,C-SPECTRAL-MATCH,24,4
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,cwa,C-SPECTRAL-MATCH,0.863095238095,,,instrument_balanced_master,4,complete,C-SPECTRAL-MATCH,24,4
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,cwa,C-SPECTRAL-MATCH,0.59580021817,,,spectrum,5,complete,C-SPECTRAL-MATCH,24,5
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,cwa,C-SPECTRAL-MATCH,0.952380952381,,,instrument_balanced_master,5,complete,C-SPECTRAL-MATCH,24,5
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,pills,C-SPECTRAL-MATCH,0.627700888785,,,spectrum,1,complete,C-SPECTRAL-MATCH,20,1
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,pills,C-SPECTRAL-MATCH,0.838095238095,,,instrument_balanced_master,1,complete,C-SPECTRAL-MATCH,20,1
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,pills,C-SPECTRAL-MATCH,0.65273868168,,,spectrum,2,complete,C-SPECTRAL-MATCH,20,2
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,pills,C-SPECTRAL-MATCH,0.904761904762,,,instrument_balanced_master,2,complete,C-SPECTRAL-MATCH,20,2
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,pills,C-SPECTRAL-MATCH,0.678121823442,,,spectrum,3,complete,C-SPECTRAL-MATCH,20,3
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,pills,C-SPECTRAL-MATCH,0.904761904762,,,instrument_balanced_master,3,complete,C-SPECTRAL-MATCH,20,3
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,pills,C-SPECTRAL-MATCH,0.66445447911,,,spectrum,4,complete,C-SPECTRAL-MATCH,20,4
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,pills,C-SPECTRAL-MATCH,0.857142857143,,,instrument_balanced_master,4,complete,C-SPECTRAL-MATCH,20,4
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,pills,C-SPECTRAL-MATCH,0.617581515365,,,spectrum,5,complete,C-SPECTRAL-MATCH,20,5
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,pills,C-SPECTRAL-MATCH,0.742857142857,,,instrument_balanced_master,5,complete,C-SPECTRAL-MATCH,20,5
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,surfaces,C-SPECTRAL-MATCH,0.659288239726,,,spectrum,1,complete,C-SPECTRAL-MATCH,25,1
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,surfaces,C-SPECTRAL-MATCH,0.839393939394,,,instrument_balanced_master,1,complete,C-SPECTRAL-MATCH,25,1
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,surfaces,C-SPECTRAL-MATCH,0.618193937286,,,spectrum,2,complete,C-SPECTRAL-MATCH,25,2
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,surfaces,C-SPECTRAL-MATCH,0.775757575758,,,instrument_balanced_master,2,complete,C-SPECTRAL-MATCH,25,2
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,surfaces,C-SPECTRAL-MATCH,0.60057381325,,,spectrum,3,complete,C-SPECTRAL-MATCH,25,3
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,surfaces,C-SPECTRAL-MATCH,0.775757575758,,,instrument_balanced_master,3,complete,C-SPECTRAL-MATCH,25,3
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,surfaces,C-SPECTRAL-MATCH,0.668098301745,,,spectrum,4,complete,C-SPECTRAL-MATCH,25,4
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,surfaces,C-SPECTRAL-MATCH,0.839393939394,,,instrument_balanced_master,4,complete,C-SPECTRAL-MATCH,25,4
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,surfaces,C-SPECTRAL-MATCH,0.604109430244,,,spectrum,5,complete,C-SPECTRAL-MATCH,25,5
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,surfaces,C-SPECTRAL-MATCH,0.775757575758,,,instrument_balanced_master,5,complete,C-SPECTRAL-MATCH,25,5
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,cwa,C-NEAREST-CENTROID,0.615955015324,,,spectrum,1,complete,C-NEAREST-CENTROID,24,1
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,cwa,C-NEAREST-CENTROID,0.767857142857,,,instrument_balanced_master,1,complete,C-NEAREST-CENTROID,24,1
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,cwa,C-NEAREST-CENTROID,0.599986147906,,,spectrum,2,complete,C-NEAREST-CENTROID,24,2
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,cwa,C-NEAREST-CENTROID,0.767857142857,,,instrument_balanced_master,2,complete,C-NEAREST-CENTROID,24,2
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,cwa,C-NEAREST-CENTROID,0.537660381279,,,spectrum,3,complete,C-NEAREST-CENTROID,24,3
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,cwa,C-NEAREST-CENTROID,0.646164021164,,,instrument_balanced_master,3,complete,C-NEAREST-CENTROID,24,3
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,cwa,C-NEAREST-CENTROID,0.565455474175,,,spectrum,4,complete,C-NEAREST-CENTROID,24,4
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,cwa,C-NEAREST-CENTROID,0.672619047619,,,instrument_balanced_master,4,complete,C-NEAREST-CENTROID,24,4
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,cwa,C-NEAREST-CENTROID,0.571511436635,,,spectrum,5,complete,C-NEAREST-CENTROID,24,5
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,cwa,C-NEAREST-CENTROID,0.683201058201,,,instrument_balanced_master,5,complete,C-NEAREST-CENTROID,24,5
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,pills,C-NEAREST-CENTROID,0.654247139469,,,spectrum,1,complete,C-NEAREST-CENTROID,20,1
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,pills,C-NEAREST-CENTROID,1,,,instrument_balanced_master,1,complete,C-NEAREST-CENTROID,20,1
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,pills,C-NEAREST-CENTROID,0.693014178852,,,spectrum,2,complete,C-NEAREST-CENTROID,20,2
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,pills,C-NEAREST-CENTROID,0.952380952381,,,instrument_balanced_master,2,complete,C-NEAREST-CENTROID,20,2
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,pills,C-NEAREST-CENTROID,0.737678213048,,,spectrum,3,complete,C-NEAREST-CENTROID,20,3
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,pills,C-NEAREST-CENTROID,1,,,instrument_balanced_master,3,complete,C-NEAREST-CENTROID,20,3
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,pills,C-NEAREST-CENTROID,0.669510907811,,,spectrum,4,complete,C-NEAREST-CENTROID,20,4
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,pills,C-NEAREST-CENTROID,1,,,instrument_balanced_master,4,complete,C-NEAREST-CENTROID,20,4
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,pills,C-NEAREST-CENTROID,0.664144968332,,,spectrum,5,complete,C-NEAREST-CENTROID,20,5
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,pills,C-NEAREST-CENTROID,1,,,instrument_balanced_master,5,complete,C-NEAREST-CENTROID,20,5
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,surfaces,C-NEAREST-CENTROID,0.589793079464,,,spectrum,1,complete,C-NEAREST-CENTROID,25,1
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,surfaces,C-NEAREST-CENTROID,0.686363636364,,,instrument_balanced_master,1,complete,C-NEAREST-CENTROID,25,1
F13,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,physical master; split repeat descriptive,surfaces,C-NEAREST-CENTROID,0.585005506289,,,spectrum,2,complete,C-NEAREST-CENTROID,25,2
