figure_id,scope,research_question_id,population_id,representation_id,preprocessing_policy_id,information_regime,independent_unit,panel_id,x_value,y_value,z_value,y_lower,y_upper,series,trace_group,point_status,point_label,denominator,x_tick_label,y_tick_label,repeat_count
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,cwa|instrument_balanced_master,0,0,0.858333333333,0.75,0.958333333333,instrument_balanced_master,cwa,complete,4_nitrophenol → 4_nitrophenol,20.8,4_nitrophenol,4_nitrophenol,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,cwa|instrument_balanced_master,1,0,0.05,0,0.125,instrument_balanced_master,cwa,complete,4_nitrophenol → ethanol,20.8,ethanol,4_nitrophenol,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,cwa|instrument_balanced_master,2,0,0.0916666666667,0.0416666666667,0.208333333333,instrument_balanced_master,cwa,complete,4_nitrophenol → ethyl_paraoxon,20.8,ethyl_paraoxon,4_nitrophenol,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,cwa|instrument_balanced_master,0,1,0.0583333333333,0,0.125,instrument_balanced_master,cwa,complete,ethanol → 4_nitrophenol,21,4_nitrophenol,ethanol,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,cwa|instrument_balanced_master,1,1,0.637777777778,0.466666666667,0.722222222222,instrument_balanced_master,cwa,complete,ethanol → ethanol,21,ethanol,ethanol,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,cwa|instrument_balanced_master,2,1,0.303888888889,0.208333333333,0.533333333333,instrument_balanced_master,cwa,complete,ethanol → ethyl_paraoxon,21,ethyl_paraoxon,ethanol,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,cwa|instrument_balanced_master,0,2,0.219769119769,0.0909090909091,0.333333333333,instrument_balanced_master,cwa,complete,ethyl_paraoxon → 4_nitrophenol,15.8,4_nitrophenol,ethyl_paraoxon,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,cwa|instrument_balanced_master,1,2,0.326118326118,0.0909090909091,0.444444444444,instrument_balanced_master,cwa,complete,ethyl_paraoxon → ethanol,15.8,ethanol,ethyl_paraoxon,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,cwa|instrument_balanced_master,2,2,0.454112554113,0.222222222222,0.818181818182,instrument_balanced_master,cwa,complete,ethyl_paraoxon → ethyl_paraoxon,15.8,ethyl_paraoxon,ethyl_paraoxon,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,cwa|spectrum,0,0,0.71122399613,0.679245283019,0.74358974359,spectrum,cwa,complete,4_nitrophenol → 4_nitrophenol,68,4_nitrophenol,4_nitrophenol,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,cwa|spectrum,1,0,0.128543783261,0.0943396226415,0.166666666667,spectrum,cwa,complete,4_nitrophenol → ethanol,68,ethanol,4_nitrophenol,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,cwa|spectrum,2,0,0.16023222061,0.0897435897436,0.192307692308,spectrum,cwa,complete,4_nitrophenol → ethyl_paraoxon,68,ethyl_paraoxon,4_nitrophenol,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,cwa|spectrum,0,1,0.111518418688,0.047619047619,0.169811320755,spectrum,cwa,complete,ethanol → 4_nitrophenol,47.2,4_nitrophenol,ethanol,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,cwa|spectrum,1,1,0.593620844564,0.428571428571,0.716981132075,spectrum,cwa,complete,ethanol → ethanol,47.2,ethanol,ethanol,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,cwa|spectrum,2,1,0.294860736748,0.132075471698,0.514285714286,spectrum,cwa,complete,ethanol → ethyl_paraoxon,47.2,ethyl_paraoxon,ethanol,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,cwa|spectrum,0,2,0.24045540797,0.176470588235,0.333333333333,spectrum,cwa,complete,ethyl_paraoxon → 4_nitrophenol,40,4_nitrophenol,ethyl_paraoxon,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,cwa|spectrum,1,2,0.371688804554,0.129032258065,0.529411764706,spectrum,cwa,complete,ethyl_paraoxon → ethanol,40,ethanol,ethyl_paraoxon,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,cwa|spectrum,2,2,0.387855787476,0.2,0.645161290323,spectrum,cwa,complete,ethyl_paraoxon → ethyl_paraoxon,40,ethyl_paraoxon,ethyl_paraoxon,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,pills|instrument_balanced_master,0,0,0.670588235294,0.588235294118,0.705882352941,instrument_balanced_master,pills,complete,4_ANPP → 4_ANPP,34,4_ANPP,4_ANPP,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,pills|instrument_balanced_master,1,0,0.0882352941176,0.0588235294118,0.147058823529,instrument_balanced_master,pills,complete,4_ANPP → benzyl_fentanyl,34,benzyl_fentanyl,4_ANPP,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,pills|instrument_balanced_master,2,0,0.241176470588,0.235294117647,0.264705882353,instrument_balanced_master,pills,complete,4_ANPP → blank,34,blank,4_ANPP,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,pills|instrument_balanced_master,0,1,0.0434782608696,0,0.0869565217391,instrument_balanced_master,pills,complete,benzyl_fentanyl → 4_ANPP,23,4_ANPP,benzyl_fentanyl,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,pills|instrument_balanced_master,1,1,0.739130434783,0.695652173913,0.782608695652,instrument_balanced_master,pills,complete,benzyl_fentanyl → benzyl_fentanyl,23,benzyl_fentanyl,benzyl_fentanyl,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,pills|instrument_balanced_master,2,1,0.217391304348,0.217391304348,0.217391304348,instrument_balanced_master,pills,complete,benzyl_fentanyl → blank,23,blank,benzyl_fentanyl,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,pills|instrument_balanced_master,0,2,0,0,0,instrument_balanced_master,pills,complete,blank → 4_ANPP,40,4_ANPP,blank,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,pills|instrument_balanced_master,1,2,0.045,0.025,0.075,instrument_balanced_master,pills,complete,blank → benzyl_fentanyl,40,benzyl_fentanyl,blank,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,pills|instrument_balanced_master,2,2,0.955,0.925,0.975,instrument_balanced_master,pills,complete,blank → blank,40,blank,blank,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,pills|spectrum,0,0,0.488888888889,0.430555555556,0.527777777778,spectrum,pills,complete,4_ANPP → 4_ANPP,72,4_ANPP,4_ANPP,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,pills|spectrum,1,0,0.0861111111111,0.0416666666667,0.138888888889,spectrum,pills,complete,4_ANPP → benzyl_fentanyl,72,benzyl_fentanyl,4_ANPP,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,pills|spectrum,2,0,0.425,0.416666666667,0.430555555556,spectrum,pills,complete,4_ANPP → blank,72,blank,4_ANPP,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,pills|spectrum,0,1,0.0416666666667,0.0208333333333,0.0625,spectrum,pills,complete,benzyl_fentanyl → 4_ANPP,48,4_ANPP,benzyl_fentanyl,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,pills|spectrum,1,1,0.5375,0.5,0.5625,spectrum,pills,complete,benzyl_fentanyl → benzyl_fentanyl,48,benzyl_fentanyl,benzyl_fentanyl,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,pills|spectrum,2,1,0.420833333333,0.416666666667,0.4375,spectrum,pills,complete,benzyl_fentanyl → blank,48,blank,benzyl_fentanyl,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,pills|spectrum,0,2,0.0170731707317,0.0121951219512,0.0243902439024,spectrum,pills,complete,blank → 4_ANPP,82,4_ANPP,blank,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,pills|spectrum,1,2,0.0536585365854,0.0365853658537,0.0731707317073,spectrum,pills,complete,blank → benzyl_fentanyl,82,benzyl_fentanyl,blank,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,pills|spectrum,2,2,0.929268292683,0.914634146341,0.951219512195,spectrum,pills,complete,blank → blank,82,blank,blank,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,surfaces|instrument_balanced_master,0,0,0.615835928777,0.470588235294,0.727272727273,instrument_balanced_master,surfaces,complete,4_ANPP → 4_ANPP,13,4_ANPP,4_ANPP,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,surfaces|instrument_balanced_master,1,0,0.263202679673,0.181818181818,0.384615384615,instrument_balanced_master,surfaces,complete,4_ANPP → acetaminophen,13,acetaminophen,4_ANPP,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,surfaces|instrument_balanced_master,2,0,0.12096139155,0,0.294117647059,instrument_balanced_master,surfaces,complete,4_ANPP → benzyl_fentanyl,13,benzyl_fentanyl,4_ANPP,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,surfaces|instrument_balanced_master,0,1,0.142131564538,0.0882352941176,0.173913043478,instrument_balanced_master,surfaces,complete,acetaminophen → 4_ANPP,31,4_ANPP,acetaminophen,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,surfaces|instrument_balanced_master,1,1,0.72319566026,0.634146341463,0.766666666667,instrument_balanced_master,surfaces,complete,acetaminophen → acetaminophen,31,acetaminophen,acetaminophen,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,surfaces|instrument_balanced_master,2,1,0.134672775202,0.0666666666667,0.19512195122,instrument_balanced_master,surfaces,complete,acetaminophen → benzyl_fentanyl,31,benzyl_fentanyl,acetaminophen,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,surfaces|instrument_balanced_master,0,2,0.0978705460679,0,0.166666666667,instrument_balanced_master,surfaces,complete,benzyl_fentanyl → 4_ANPP,31.4,4_ANPP,benzyl_fentanyl,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,surfaces|instrument_balanced_master,1,2,0.240329822811,0.147058823529,0.354838709677,instrument_balanced_master,surfaces,complete,benzyl_fentanyl → acetaminophen,31.4,acetaminophen,benzyl_fentanyl,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,surfaces|instrument_balanced_master,2,2,0.661799631121,0.58064516129,0.80487804878,instrument_balanced_master,surfaces,complete,benzyl_fentanyl → benzyl_fentanyl,31.4,benzyl_fentanyl,benzyl_fentanyl,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,surfaces|spectrum,0,0,0.636789404341,0.5,0.739130434783,spectrum,surfaces,complete,4_ANPP → 4_ANPP,24,4_ANPP,4_ANPP,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,surfaces|spectrum,1,0,0.278114501822,0.181818181818,0.461538461538,spectrum,surfaces,complete,4_ANPP → acetaminophen,24,acetaminophen,4_ANPP,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,surfaces|spectrum,2,0,0.0850960938375,0.0384615384615,0.2,spectrum,surfaces,complete,4_ANPP → benzyl_fentanyl,24,benzyl_fentanyl,4_ANPP,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,surfaces|spectrum,0,1,0.148822277753,0.0923076923077,0.269230769231,spectrum,surfaces,complete,acetaminophen → 4_ANPP,62.6,4_ANPP,acetaminophen,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,surfaces|spectrum,1,1,0.726069171527,0.673076923077,0.796610169492,spectrum,surfaces,complete,acetaminophen → acetaminophen,62.6,acetaminophen,acetaminophen,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,surfaces|spectrum,2,1,0.12510855072,0.0508474576271,0.184615384615,spectrum,surfaces,complete,acetaminophen → benzyl_fentanyl,62.6,benzyl_fentanyl,acetaminophen,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,surfaces|spectrum,0,2,0.131059039708,0.0571428571429,0.218181818182,spectrum,surfaces,complete,benzyl_fentanyl → 4_ANPP,56,4_ANPP,benzyl_fentanyl,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,surfaces|spectrum,1,2,0.310480031391,0.218181818182,0.440677966102,spectrum,surfaces,complete,benzyl_fentanyl → acetaminophen,56,acetaminophen,benzyl_fentanyl,5
F41,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,class within held domain and physical master,surfaces|spectrum,2,2,0.558460928902,0.491525423729,0.657142857143,spectrum,surfaces,complete,benzyl_fentanyl → benzyl_fentanyl,56,benzyl_fentanyl,benzyl_fentanyl,5
