figure_id,scope,research_question_id,population_id,representation_id,preprocessing_policy_id,information_regime,independent_unit,panel_id,x_value,y_value,y_lower,y_upper,series,trace_group,point_status,point_label,denominator,outer_repeat,zero_shot_minus_within_station
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Within station,0.904761904762,,,C-EXTRA-TREES / instrument_balanced_master,C-EXTRA-TREES|instrument_balanced_master|r1,complete,C-EXTRA-TREES,3,1,-0.196869488536
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Unseen instrument,0.707892416226,,,C-EXTRA-TREES / instrument_balanced_master,C-EXTRA-TREES|instrument_balanced_master|r1,complete,C-EXTRA-TREES,3,1,-0.196869488536
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Within station,0.616708222949,,,C-EXTRA-TREES / spectrum,C-EXTRA-TREES|spectrum|r1,complete,C-EXTRA-TREES,3,1,0.0054169975091
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Unseen instrument,0.622125220459,,,C-EXTRA-TREES / spectrum,C-EXTRA-TREES|spectrum|r1,complete,C-EXTRA-TREES,3,1,0.0054169975091
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Within station,0.867724867725,,,C-EXTRA-TREES / instrument_balanced_master,C-EXTRA-TREES|instrument_balanced_master|r2,complete,C-EXTRA-TREES,3,2,-0.139329805996
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Unseen instrument,0.728395061728,,,C-EXTRA-TREES / instrument_balanced_master,C-EXTRA-TREES|instrument_balanced_master|r2,complete,C-EXTRA-TREES,3,2,-0.139329805996
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Within station,0.627023704396,,,C-EXTRA-TREES / spectrum,C-EXTRA-TREES|spectrum|r2,complete,C-EXTRA-TREES,3,2,-0.00585086489014
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Unseen instrument,0.621172839506,,,C-EXTRA-TREES / spectrum,C-EXTRA-TREES|spectrum|r2,complete,C-EXTRA-TREES,3,2,-0.00585086489014
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Within station,0.863095238095,,,C-EXTRA-TREES / instrument_balanced_master,C-EXTRA-TREES|instrument_balanced_master|r3,complete,C-EXTRA-TREES,3,3,-0.16049382716
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Unseen instrument,0.702601410935,,,C-EXTRA-TREES / instrument_balanced_master,C-EXTRA-TREES|instrument_balanced_master|r3,complete,C-EXTRA-TREES,3,3,-0.16049382716
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Within station,0.625430713556,,,C-EXTRA-TREES / spectrum,C-EXTRA-TREES|spectrum|r3,complete,C-EXTRA-TREES,3,3,-0.016101709227
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Unseen instrument,0.609329004329,,,C-EXTRA-TREES / spectrum,C-EXTRA-TREES|spectrum|r3,complete,C-EXTRA-TREES,3,3,-0.016101709227
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Within station,0.863095238095,,,C-EXTRA-TREES / instrument_balanced_master,C-EXTRA-TREES|instrument_balanced_master|r4,complete,C-EXTRA-TREES,3,4,-0.108024691358
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Unseen instrument,0.755070546737,,,C-EXTRA-TREES / instrument_balanced_master,C-EXTRA-TREES|instrument_balanced_master|r4,complete,C-EXTRA-TREES,3,4,-0.108024691358
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Within station,0.634313369002,,,C-EXTRA-TREES / spectrum,C-EXTRA-TREES|spectrum|r4,complete,C-EXTRA-TREES,3,4,0.0484636071078
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Unseen instrument,0.68277697611,,,C-EXTRA-TREES / spectrum,C-EXTRA-TREES|spectrum|r4,complete,C-EXTRA-TREES,3,4,0.0484636071078
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Within station,0.789021164021,,,C-EXTRA-TREES / instrument_balanced_master,C-EXTRA-TREES|instrument_balanced_master|r5,complete,C-EXTRA-TREES,3,5,-0.0718694885362
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Unseen instrument,0.717151675485,,,C-EXTRA-TREES / instrument_balanced_master,C-EXTRA-TREES|instrument_balanced_master|r5,complete,C-EXTRA-TREES,3,5,-0.0718694885362
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Within station,0.588116634634,,,C-EXTRA-TREES / spectrum,C-EXTRA-TREES|spectrum|r5,complete,C-EXTRA-TREES,3,5,0.0272793890957
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Unseen instrument,0.615396023729,,,C-EXTRA-TREES / spectrum,C-EXTRA-TREES|spectrum|r5,complete,C-EXTRA-TREES,3,5,0.0272793890957
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Within station,0.826058201058,,,C-PCA-LDA / instrument_balanced_master,C-PCA-LDA|instrument_balanced_master|r1,complete,C-PCA-LDA,3,1,-0.262566137566
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Unseen instrument,0.563492063492,,,C-PCA-LDA / instrument_balanced_master,C-PCA-LDA|instrument_balanced_master|r1,complete,C-PCA-LDA,3,1,-0.262566137566
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Within station,0.676198639032,,,C-PCA-LDA / spectrum,C-PCA-LDA|spectrum|r1,complete,C-PCA-LDA,3,1,-0.128359132859
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Unseen instrument,0.547839506173,,,C-PCA-LDA / spectrum,C-PCA-LDA|spectrum|r1,complete,C-PCA-LDA,3,1,-0.128359132859
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Within station,0.826058201058,,,C-PCA-LDA / instrument_balanced_master,C-PCA-LDA|instrument_balanced_master|r2,complete,C-PCA-LDA,3,2,-0.256172839506
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Unseen instrument,0.569885361552,,,C-PCA-LDA / instrument_balanced_master,C-PCA-LDA|instrument_balanced_master|r2,complete,C-PCA-LDA,3,2,-0.256172839506
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Within station,0.659952729728,,,C-PCA-LDA / spectrum,C-PCA-LDA|spectrum|r2,complete,C-PCA-LDA,3,2,-0.133532174974
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Unseen instrument,0.526420554754,,,C-PCA-LDA / spectrum,C-PCA-LDA|spectrum|r2,complete,C-PCA-LDA,3,2,-0.133532174974
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Within station,0.873677248677,,,C-PCA-LDA / instrument_balanced_master,C-PCA-LDA|instrument_balanced_master|r3,complete,C-PCA-LDA,3,3,-0.198192239859
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Unseen instrument,0.675485008818,,,C-PCA-LDA / instrument_balanced_master,C-PCA-LDA|instrument_balanced_master|r3,complete,C-PCA-LDA,3,3,-0.198192239859
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Within station,0.641953664745,,,C-PCA-LDA / spectrum,C-PCA-LDA|spectrum|r3,complete,C-PCA-LDA,3,3,-0.0633734178311
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Unseen instrument,0.578580246914,,,C-PCA-LDA / spectrum,C-PCA-LDA|spectrum|r3,complete,C-PCA-LDA,3,3,-0.0633734178311
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Within station,0.910714285714,,,C-PCA-LDA / instrument_balanced_master,C-PCA-LDA|instrument_balanced_master|r4,complete,C-PCA-LDA,3,4,-0.241622574956
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Unseen instrument,0.669091710758,,,C-PCA-LDA / instrument_balanced_master,C-PCA-LDA|instrument_balanced_master|r4,complete,C-PCA-LDA,3,4,-0.241622574956
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Within station,0.679427908507,,,C-PCA-LDA / spectrum,C-PCA-LDA|spectrum|r4,complete,C-PCA-LDA,3,4,-0.0815354922812
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Unseen instrument,0.597892416226,,,C-PCA-LDA / spectrum,C-PCA-LDA|spectrum|r4,complete,C-PCA-LDA,3,4,-0.0815354922812
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Within station,0.826058201058,,,C-PCA-LDA / instrument_balanced_master,C-PCA-LDA|instrument_balanced_master|r5,complete,C-PCA-LDA,3,5,-0.23897707231
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Unseen instrument,0.587081128748,,,C-PCA-LDA / instrument_balanced_master,C-PCA-LDA|instrument_balanced_master|r5,complete,C-PCA-LDA,3,5,-0.23897707231
F39,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; split repeat descriptive,cwa,Within station,0.650953197237,,,C-PCA-LDA / spectrum,C-PCA-LDA|spectrum|r5,complete,C-PCA-LDA,3,5,-0.122844330794
