figure_id,scope,research_question_id,population_id,representation_id,preprocessing_policy_id,information_regime,independent_unit,panel_id,x_value,y_value,y_lower,y_upper,series,trace_group,point_status,point_label,denominator,repeat_count,worst_domain_balanced_accuracy
F43,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; permutation at physical-master level,instrument_balanced_master,acquisition metadata only,-0.05,0.303898878899,0.327248677249,acquisition metadata only,C-METADATA-LOGREG,incomplete_terminal_cells,C-METADATA-LOGREG,13,5,0.166666666667
F43,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; permutation at physical-master level,spectrum,acquisition metadata only,-0.05,0.299570386158,0.338999049559,acquisition metadata only,C-METADATA-LOGREG,incomplete_terminal_cells,C-METADATA-LOGREG,13,5,0.17337164751
F43,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; permutation at physical-master level,instrument_balanced_master,permuted master labels,-0.05,0.336115483843,0.402770763187,permuted master labels,C-PERMUTED-SELECTED:CTRL-PERM-00,incomplete_terminal_cells,C-PERMUTED-SELECTED:CTRL-PERM-00,13,5,0.166666666667
F43,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; permutation at physical-master level,spectrum,permuted master labels,-0.05,0.331688985221,0.388301072662,permuted master labels,C-PERMUTED-SELECTED:CTRL-PERM-00,incomplete_terminal_cells,C-PERMUTED-SELECTED:CTRL-PERM-00,13,5,0.121212121212
F43,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; permutation at physical-master level,instrument_balanced_master,permuted master labels,-0.05,0.35126918536,0.424543049543,permuted master labels,C-PERMUTED-SELECTED:CTRL-PERM-01,incomplete_terminal_cells,C-PERMUTED-SELECTED:CTRL-PERM-01,13,5,0.180555555556
F43,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; permutation at physical-master level,spectrum,permuted master labels,-0.05,0.353286418145,0.437019790966,permuted master labels,C-PERMUTED-SELECTED:CTRL-PERM-01,incomplete_terminal_cells,C-PERMUTED-SELECTED:CTRL-PERM-01,13,5,0.216931216931
F43,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; permutation at physical-master level,instrument_balanced_master,permuted master labels,-0.05,0.280119047619,0.349932474932,permuted master labels,C-PERMUTED-SELECTED:CTRL-PERM-02,incomplete_terminal_cells,C-PERMUTED-SELECTED:CTRL-PERM-02,13,5,0.0833333333333
F43,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; permutation at physical-master level,spectrum,permuted master labels,-0.05,0.286515465717,0.358825127721,permuted master labels,C-PERMUTED-SELECTED:CTRL-PERM-02,incomplete_terminal_cells,C-PERMUTED-SELECTED:CTRL-PERM-02,13,5,0.12037037037
F43,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; permutation at physical-master level,instrument_balanced_master,permuted master labels,-0.05,0.278167588584,0.358398083398,permuted master labels,C-PERMUTED-SELECTED:CTRL-PERM-03,incomplete_terminal_cells,C-PERMUTED-SELECTED:CTRL-PERM-03,13,5,0.125
F43,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held domain; permutation at physical-master level,spectrum,permuted master labels,-0.05,0.282138264309,0.364105485861,permuted master labels,C-PERMUTED-SELECTED:CTRL-PERM-03,incomplete_terminal_cells,C-PERMUTED-SELECTED:CTRL-PERM-03,13,5,0.12037037037
