figure_id,scope,research_question_id,population_id,representation_id,preprocessing_policy_id,information_regime,independent_unit,panel_id,x_value,y_value,y_lower,y_upper,series,trace_group,point_status,point_label,denominator,expected_observations,outer_repeat
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:Mira-2,0.592063492063,,,spectrum,1,complete,cwa:Mira-2,24,72,1
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:Mira-2,0.704365079365,,,instrument_balanced_master,1,complete,cwa:Mira-2,24,72,1
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:Mira-2,0.530158730159,,,spectrum,2,complete,cwa:Mira-2,24,72,2
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:Mira-2,0.636243386243,,,instrument_balanced_master,2,complete,cwa:Mira-2,24,72,2
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:Mira-2,0.567857142857,,,spectrum,3,complete,cwa:Mira-2,24,72,3
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:Mira-2,0.767195767196,,,instrument_balanced_master,3,complete,cwa:Mira-2,24,72,3
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:Mira-2,0.555555555556,,,spectrum,4,complete,cwa:Mira-2,24,72,4
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:Mira-2,0.698412698413,,,instrument_balanced_master,4,complete,cwa:Mira-2,24,72,4
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:Mira-2,0.51626984127,,,spectrum,5,complete,cwa:Mira-2,24,72,5
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:Mira-2,0.661375661376,,,instrument_balanced_master,5,complete,cwa:Mira-2,24,72,5
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:Pendar-2,0.446031746032,,,spectrum,1,complete,cwa:Pendar-2,24,57,1
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:Pendar-2,0.519841269841,,,instrument_balanced_master,1,complete,cwa:Pendar-2,24,57,1
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:Pendar-2,0.514920634921,,,spectrum,2,complete,cwa:Pendar-2,24,57,2
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:Pendar-2,0.515211640212,,,instrument_balanced_master,2,complete,cwa:Pendar-2,24,57,2
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:Pendar-2,-0.05,,,spectrum unavailable,3,unavailable,cwa:Pendar-2,24,57,3
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:Pendar-2,-0.05,,,instrument_balanced_master unavailable,3,unavailable,cwa:Pendar-2,24,57,3
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:Pendar-2,0.583915343915,,,spectrum,4,complete,cwa:Pendar-2,24,57,4
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:Pendar-2,0.587962962963,,,instrument_balanced_master,4,complete,cwa:Pendar-2,24,57,4
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:Pendar-2,0.597248677249,,,spectrum,5,complete,cwa:Pendar-2,24,57,5
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:Pendar-2,0.552248677249,,,instrument_balanced_master,5,complete,cwa:Pendar-2,24,57,5
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:RMX-1,0.58303030303,,,spectrum,1,complete,cwa:RMX-1,18,47,1
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:RMX-1,0.708333333333,,,instrument_balanced_master,1,complete,cwa:RMX-1,18,47,1
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:RMX-1,0.626666666667,,,spectrum,2,complete,cwa:RMX-1,18,47,2
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:RMX-1,0.819444444444,,,instrument_balanced_master,2,complete,cwa:RMX-1,18,47,2
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:RMX-1,0.660606060606,,,spectrum,3,complete,cwa:RMX-1,18,47,3
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:RMX-1,0.708333333333,,,instrument_balanced_master,3,complete,cwa:RMX-1,18,47,3
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:RMX-1,0.495757575758,,,spectrum,4,complete,cwa:RMX-1,18,47,4
F38,S,RQ-P01,primary_598,R_MIN_400_1800,PP-U-MIN,source-only; no target statistics,held station/instrument domain with physical masters,cwa,cwa:RMX-1,0.583333333333,,,instrument_balanced_master,4,complete,cwa:RMX-1,18,47,4
