k,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_macro_f1,mean_true_label_macro_f1,std_true_label_macro_f1,min_fold_accuracy,min_fold_true_label_macro_f1,mean_support_rows,n_fold_runs
1,0.9133333333333333,0.10732254495198461,0.9133333333333333,0.10732254495198461,0.8247749581145216,0.9053302302233652,0.13989850570187043,0.6533333333333333,0.5422222222222222,8.25,20
3,0.8403333333333333,0.23879301761809932,0.8403333333333333,0.23879301761809932,0.7700277467733039,0.8191632343016486,0.25992380524680503,0.0,0.0,24.75,20
5,0.873,0.1730966670399834,0.873,0.1730966670399834,0.8008183907648785,0.8503081866832458,0.218405869337406,0.3333333333333333,0.16666666666666666,41.25,20
10,0.8743333333333334,0.16495648903530227,0.8743333333333334,0.16495648903530227,0.8037604916179385,0.8532502875363059,0.19965311665121774,0.56,0.4706444826926755,82.5,20
25,0.9303333333333332,0.11429877744891145,0.9303333333333332,0.11429877744891145,0.8416248324011193,0.9241078255983982,0.13750098699255994,0.6,0.5218531468531468,206.25,20
