k,shot_unit,seed,held_out_substrate,prototype_mode,n_train_available,n_support,n_test,support_labels,support_substrates,support_counts,test_labels,accuracy,balanced_accuracy,macro_f1,true_label_macro_f1,final_loss
10,chemical_substrate,44,Au,row_mean,225,90,50,"4np,benzenethiol,pyridine","Ag,PICO,pSERS",4np/Ag:10;4np/PICO:10;4np/pSERS:10;benzenethiol/Ag:10;benzenethiol/PICO:10;benzenethiol/pSERS:10;pyridine/Ag:10;pyridine/PICO:10;pyridine/pSERS:10,"benzenethiol,pyridine",0.98,0.98,0.6598639455782312,0.9897959183673469,0.0
10,chemical_substrate,44,PICO,row_mean,200,80,75,"4np,benzenethiol,pyridine","Ag,Au,pSERS",4np/Ag:10;4np/pSERS:10;benzenethiol/Ag:10;benzenethiol/Au:10;benzenethiol/pSERS:10;pyridine/Ag:10;pyridine/Au:10;pyridine/pSERS:10,"4np,benzenethiol,pyridine",0.9866666666666667,0.9866666666666667,0.9866613311991462,0.9866613311991462,0.0
10,chemical_substrate,44,pSERS,row_mean,200,80,75,"4np,benzenethiol,pyridine","Ag,Au,PICO",4np/Ag:10;4np/PICO:10;benzenethiol/Ag:10;benzenethiol/Au:10;benzenethiol/PICO:10;pyridine/Ag:10;pyridine/Au:10;pyridine/PICO:10,"4np,benzenethiol,pyridine",1.0,1.0,1.0,1.0,0.0003055904060602188
10,chemical_substrate,45,Ag,row_mean,200,80,75,"4np,benzenethiol,pyridine","Au,PICO,pSERS",4np/PICO:10;4np/pSERS:10;benzenethiol/Au:10;benzenethiol/PICO:10;benzenethiol/pSERS:10;pyridine/Au:10;pyridine/PICO:10;pyridine/pSERS:10,"4np,benzenethiol,pyridine",0.64,0.64,0.5841750841750842,0.5841750841750842,0.0
10,chemical_substrate,45,Au,row_mean,225,90,50,"4np,benzenethiol,pyridine","Ag,PICO,pSERS",4np/Ag:10;4np/PICO:10;4np/pSERS:10;benzenethiol/Ag:10;benzenethiol/PICO:10;benzenethiol/pSERS:10;pyridine/Ag:10;pyridine/PICO:10;pyridine/pSERS:10,"benzenethiol,pyridine",1.0,1.0,1.0,1.0,0.0
10,chemical_substrate,45,PICO,row_mean,200,80,75,"4np,benzenethiol,pyridine","Ag,Au,pSERS",4np/Ag:10;4np/pSERS:10;benzenethiol/Ag:10;benzenethiol/Au:10;benzenethiol/pSERS:10;pyridine/Ag:10;pyridine/Au:10;pyridine/pSERS:10,"4np,benzenethiol,pyridine",1.0,1.0,1.0,1.0,0.0
10,chemical_substrate,45,pSERS,row_mean,200,80,75,"4np,benzenethiol,pyridine","Ag,Au,PICO",4np/Ag:10;4np/PICO:10;benzenethiol/Ag:10;benzenethiol/Au:10;benzenethiol/PICO:10;pyridine/Ag:10;pyridine/Au:10;pyridine/PICO:10,"4np,benzenethiol,pyridine",1.0,1.0,1.0,1.0,0.0
10,chemical_substrate,46,Ag,row_mean,200,80,75,"4np,benzenethiol,pyridine","Au,PICO,pSERS",4np/PICO:10;4np/pSERS:10;benzenethiol/Au:10;benzenethiol/PICO:10;benzenethiol/pSERS:10;pyridine/Au:10;pyridine/PICO:10;pyridine/pSERS:10,"4np,benzenethiol,pyridine",0.7866666666666666,0.7866666666666666,0.7554862615905901,0.7554862615905901,0.0
10,chemical_substrate,46,Au,row_mean,225,90,50,"4np,benzenethiol,pyridine","Ag,PICO,pSERS",4np/Ag:10;4np/PICO:10;4np/pSERS:10;benzenethiol/Ag:10;benzenethiol/PICO:10;benzenethiol/pSERS:10;pyridine/Ag:10;pyridine/PICO:10;pyridine/pSERS:10,"benzenethiol,pyridine",0.98,0.98,0.6598639455782312,0.9897959183673469,0.0
10,chemical_substrate,46,PICO,row_mean,200,80,75,"4np,benzenethiol,pyridine","Ag,Au,pSERS",4np/Ag:10;4np/pSERS:10;benzenethiol/Ag:10;benzenethiol/Au:10;benzenethiol/pSERS:10;pyridine/Ag:10;pyridine/Au:10;pyridine/pSERS:10,"4np,benzenethiol,pyridine",0.88,0.88,0.8759818106655644,0.8759818106655644,0.0
10,chemical_substrate,46,pSERS,row_mean,200,80,75,"4np,benzenethiol,pyridine","Ag,Au,PICO",4np/Ag:10;4np/PICO:10;benzenethiol/Ag:10;benzenethiol/Au:10;benzenethiol/PICO:10;pyridine/Ag:10;pyridine/Au:10;pyridine/PICO:10,"4np,benzenethiol,pyridine",1.0,1.0,1.0,1.0,0.0
25,chemical_substrate,42,Ag,row_mean,200,200,75,"4np,benzenethiol,pyridine","Au,PICO,pSERS",4np/PICO:25;4np/pSERS:25;benzenethiol/Au:25;benzenethiol/PICO:25;benzenethiol/pSERS:25;pyridine/Au:25;pyridine/PICO:25;pyridine/pSERS:25,"4np,benzenethiol,pyridine",0.9066666666666666,0.9066666666666666,0.9048007615939072,0.9048007615939072,0.0
25,chemical_substrate,42,Au,row_mean,225,225,50,"4np,benzenethiol,pyridine","Ag,PICO,pSERS",4np/Ag:25;4np/PICO:25;4np/pSERS:25;benzenethiol/Ag:25;benzenethiol/PICO:25;benzenethiol/pSERS:25;pyridine/Ag:25;pyridine/PICO:25;pyridine/pSERS:25,"benzenethiol,pyridine",0.98,0.98,0.6598639455782312,0.9897959183673469,0.0
25,chemical_substrate,42,PICO,row_mean,200,200,75,"4np,benzenethiol,pyridine","Ag,Au,pSERS",4np/Ag:25;4np/pSERS:25;benzenethiol/Ag:25;benzenethiol/Au:25;benzenethiol/pSERS:25;pyridine/Ag:25;pyridine/Au:25;pyridine/pSERS:25,"4np,benzenethiol,pyridine",1.0,1.0,1.0,1.0,0.0
25,chemical_substrate,42,pSERS,row_mean,200,200,75,"4np,benzenethiol,pyridine","Ag,Au,PICO",4np/Ag:25;4np/PICO:25;benzenethiol/Ag:25;benzenethiol/Au:25;benzenethiol/PICO:25;pyridine/Ag:25;pyridine/Au:25;pyridine/PICO:25,"4np,benzenethiol,pyridine",1.0,1.0,1.0,1.0,0.0001801377534866333
25,chemical_substrate,43,Ag,row_mean,200,200,75,"4np,benzenethiol,pyridine","Au,PICO,pSERS",4np/PICO:25;4np/pSERS:25;benzenethiol/Au:25;benzenethiol/PICO:25;benzenethiol/pSERS:25;pyridine/Au:25;pyridine/PICO:25;pyridine/pSERS:25,"4np,benzenethiol,pyridine",0.8666666666666667,0.8666666666666667,0.8578691423519009,0.8578691423519009,0.0
25,chemical_substrate,43,Au,row_mean,225,225,50,"4np,benzenethiol,pyridine","Ag,PICO,pSERS",4np/Ag:25;4np/PICO:25;4np/pSERS:25;benzenethiol/Ag:25;benzenethiol/PICO:25;benzenethiol/pSERS:25;pyridine/Ag:25;pyridine/PICO:25;pyridine/pSERS:25,"benzenethiol,pyridine",0.98,0.98,0.6598639455782312,0.9897959183673469,8.651230070326063e-05
25,chemical_substrate,43,PICO,row_mean,200,200,75,"4np,benzenethiol,pyridine","Ag,Au,pSERS",4np/Ag:25;4np/pSERS:25;benzenethiol/Ag:25;benzenethiol/Au:25;benzenethiol/pSERS:25;pyridine/Ag:25;pyridine/Au:25;pyridine/pSERS:25,"4np,benzenethiol,pyridine",1.0,1.0,1.0,1.0,0.0
25,chemical_substrate,43,pSERS,row_mean,200,200,75,"4np,benzenethiol,pyridine","Ag,Au,PICO",4np/Ag:25;4np/PICO:25;benzenethiol/Ag:25;benzenethiol/Au:25;benzenethiol/PICO:25;pyridine/Ag:25;pyridine/Au:25;pyridine/PICO:25,"4np,benzenethiol,pyridine",1.0,1.0,1.0,1.0,0.0
25,chemical_substrate,44,Ag,row_mean,200,200,75,"4np,benzenethiol,pyridine","Au,PICO,pSERS",4np/PICO:25;4np/pSERS:25;benzenethiol/Au:25;benzenethiol/PICO:25;benzenethiol/pSERS:25;pyridine/Au:25;pyridine/PICO:25;pyridine/pSERS:25,"4np,benzenethiol,pyridine",0.6533333333333333,0.6533333333333333,0.5807376992520703,0.5807376992520703,0.0
25,chemical_substrate,44,Au,row_mean,225,225,50,"4np,benzenethiol,pyridine","Ag,PICO,pSERS",4np/Ag:25;4np/PICO:25;4np/pSERS:25;benzenethiol/Ag:25;benzenethiol/PICO:25;benzenethiol/pSERS:25;pyridine/Ag:25;pyridine/PICO:25;pyridine/pSERS:25,"benzenethiol,pyridine",0.98,0.98,0.6598639455782312,0.9897959183673469,4.3213632371690536e-05
25,chemical_substrate,44,PICO,row_mean,200,200,75,"4np,benzenethiol,pyridine","Ag,Au,pSERS",4np/Ag:25;4np/pSERS:25;benzenethiol/Ag:25;benzenethiol/Au:25;benzenethiol/pSERS:25;pyridine/Ag:25;pyridine/Au:25;pyridine/pSERS:25,"4np,benzenethiol,pyridine",0.9733333333333334,0.9733333333333333,0.9730392156862745,0.9730392156862745,0.0
25,chemical_substrate,44,pSERS,row_mean,200,200,75,"4np,benzenethiol,pyridine","Ag,Au,PICO",4np/Ag:25;4np/PICO:25;benzenethiol/Ag:25;benzenethiol/Au:25;benzenethiol/PICO:25;pyridine/Ag:25;pyridine/Au:25;pyridine/PICO:25,"4np,benzenethiol,pyridine",1.0,1.0,1.0,1.0,0.0006319388747215271
25,chemical_substrate,45,Ag,row_mean,200,200,75,"4np,benzenethiol,pyridine","Au,PICO,pSERS",4np/PICO:25;4np/pSERS:25;benzenethiol/Au:25;benzenethiol/PICO:25;benzenethiol/pSERS:25;pyridine/Au:25;pyridine/PICO:25;pyridine/pSERS:25,"4np,benzenethiol,pyridine",0.6,0.6,0.5218531468531468,0.5218531468531468,0.0
25,chemical_substrate,45,Au,row_mean,225,225,50,"4np,benzenethiol,pyridine","Ag,PICO,pSERS",4np/Ag:25;4np/PICO:25;4np/pSERS:25;benzenethiol/Ag:25;benzenethiol/PICO:25;benzenethiol/pSERS:25;pyridine/Ag:25;pyridine/PICO:25;pyridine/pSERS:25,"benzenethiol,pyridine",0.98,0.98,0.6598639455782312,0.9897959183673469,0.0
25,chemical_substrate,45,PICO,row_mean,200,200,75,"4np,benzenethiol,pyridine","Ag,Au,pSERS",4np/Ag:25;4np/pSERS:25;benzenethiol/Ag:25;benzenethiol/Au:25;benzenethiol/pSERS:25;pyridine/Ag:25;pyridine/Au:25;pyridine/pSERS:25,"4np,benzenethiol,pyridine",0.84,0.84,0.8302207130730052,0.8302207130730052,0.0
25,chemical_substrate,45,pSERS,row_mean,200,200,75,"4np,benzenethiol,pyridine","Ag,Au,PICO",4np/Ag:25;4np/PICO:25;benzenethiol/Ag:25;benzenethiol/Au:25;benzenethiol/PICO:25;pyridine/Ag:25;pyridine/Au:25;pyridine/PICO:25,"4np,benzenethiol,pyridine",1.0,1.0,1.0,1.0,0.0
25,chemical_substrate,46,Ag,row_mean,200,200,75,"4np,benzenethiol,pyridine","Au,PICO,pSERS",4np/PICO:25;4np/pSERS:25;benzenethiol/Au:25;benzenethiol/PICO:25;benzenethiol/pSERS:25;pyridine/Au:25;pyridine/PICO:25;pyridine/pSERS:25,"4np,benzenethiol,pyridine",0.9066666666666666,0.9066666666666666,0.9048007615939072,0.9048007615939072,0.0
25,chemical_substrate,46,Au,row_mean,225,225,50,"4np,benzenethiol,pyridine","Ag,PICO,pSERS",4np/Ag:25;4np/PICO:25;4np/pSERS:25;benzenethiol/Ag:25;benzenethiol/PICO:25;benzenethiol/pSERS:25;pyridine/Ag:25;pyridine/PICO:25;pyridine/pSERS:25,"benzenethiol,pyridine",0.98,0.98,0.6598639455782312,0.9897959183673469,0.0
25,chemical_substrate,46,PICO,row_mean,200,200,75,"4np,benzenethiol,pyridine","Ag,Au,pSERS",4np/Ag:25;4np/pSERS:25;benzenethiol/Ag:25;benzenethiol/Au:25;benzenethiol/pSERS:25;pyridine/Ag:25;pyridine/Au:25;pyridine/pSERS:25,"4np,benzenethiol,pyridine",0.96,0.96,0.9598554797270173,0.9598554797270173,0.0
25,chemical_substrate,46,pSERS,row_mean,200,200,75,"4np,benzenethiol,pyridine","Ag,Au,PICO",4np/Ag:25;4np/PICO:25;benzenethiol/Ag:25;benzenethiol/Au:25;benzenethiol/PICO:25;pyridine/Ag:25;pyridine/Au:25;pyridine/PICO:25,"4np,benzenethiol,pyridine",1.0,1.0,1.0,1.0,0.0003200763463973999
