configuration,representation,kl_schedule,run_seed,epoch,beta,train_loss,train_reconstruction_loss,train_kl_unnormalized,train_kl_normalized,validation_loss,validation_reconstruction_loss,validation_kl_unnormalized,validation_kl_normalized
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,1,1.0,0.06818078259627024,0.0673238702946239,1.2005341794755724,0.0008569123336727854,0.059780478603759055,0.05925582614490541,0.7350420638666315,0.0005246552918391374
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,2,1.0,0.05660105504923397,0.05508831408288744,2.1193506081899005,0.0015127413334688796,0.04973335393657118,0.048253191919144935,2.0737074310496704,0.0014801623347963386
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,3,1.0,0.048402807282076944,0.047173199554284416,1.722680139541626,0.0012296075228705396,0.04290867767344087,0.040987339312747374,2.6917952319323004,0.0019213384953121345
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,4,1.0,0.04289382654759619,0.04030337896611955,3.6292168617248537,0.00259044743877577,0.03984189020880198,0.03658665773474564,4.5605795343043445,0.003255231644756848
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,5,1.0,0.0413708407845762,0.03753226060006354,5.37785152859158,0.0038385806770817846,0.03841018108493191,0.03547862462573132,4.107111304493274,0.002931556962521966
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,6,1.0,0.04004999026656151,0.03734172284603119,3.7942826165093315,0.0027082673922265038,0.037620401609752135,0.035749213043916026,2.6215344445180087,0.001871188040341191
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,7,1.0,0.03931288015511301,0.0371054717236095,3.0925790256924097,0.002207408298138765,0.03678589181627257,0.03445751321012691,3.262058213605719,0.002328378453680028
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,8,1.0,0.03837472589479552,0.03578713296188248,3.625217496024238,0.0025875927880258656,0.03605164246538938,0.03346061264559374,3.630031807947967,0.0025910291277287415
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,9,1.0,0.03762379379736053,0.034974526862303415,3.711622545454237,0.002649266627733217,0.03522301970397012,0.03295874437790806,3.1722508285005215,0.002264276108851193
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,10,1.0,0.036705017255412205,0.03416970065898366,3.5519788212246364,0.002535316788882681,0.03439855196718442,0.03187736875172389,3.5321757429737155,0.002521181829388805
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,11,1.0,0.03605153991116418,0.03312317033608755,4.102645905812581,0.0029283696686742194,0.033645464707229095,0.030538089036688965,4.353431556184413,0.0031073744155491884
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,12,1.0,0.03487660744123989,0.03174036029312346,4.393881723615858,0.0031362467691762016,0.032840039991473745,0.029484609994342773,4.700956958835408,0.0033554296636940815
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,13,1.0,0.033902661750713985,0.030147451452083057,5.2610484653049046,0.003755209468454607,0.031838049575433895,0.027708005160093307,5.786192376734847,0.004130044523008456
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,14,1.0,0.0329504439400302,0.02852712869644165,6.197064452701145,0.004423315098287755,0.031023514062418777,0.026742860864279634,5.997195542868921,0.0042806534924117925
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,15,1.0,0.032122012227773666,0.027503561228513718,6.4704500940110945,0.004618451173455457,0.030307190398038444,0.025974050890338624,6.070727970640538,0.004333139165339428
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,16,1.0,0.031782190087768766,0.027410458649198215,6.124795722961426,0.004371731422527784,0.030297772169618282,0.025784364033300998,6.3232829692000045,0.004513406830264101
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,17,1.0,0.03155359807941649,0.026898043437136546,6.522432443830702,0.004655554920650037,0.029607331443388583,0.02493307234372123,6.548636775905803,0.004674258940689366
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,18,1.0,0.030703349535663924,0.02618407520155112,6.331504069434272,0.004519274853272143,0.029644997411612736,0.025753605321554813,5.451839810710842,0.003891391727844998
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,19,1.0,0.030752691295411853,0.026426527566379972,6.060955927107069,0.004326164116421891,0.029174125169293356,0.024417878965200004,6.663499759415449,0.004756245367177336
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,20,1.0,0.03031062160929044,0.025403629160589643,6.874695671929254,0.004906991914296398,0.028862150480686608,0.024725107823388052,5.795997199365648,0.004137042968854853
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,21,1.0,0.030239323733581437,0.026191265425748296,5.6713298055860735,0.004048058390853728,0.02851960119807114,0.02448114197132951,5.657880904310841,0.00403845888958661
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,22,1.0,0.02999437443084187,0.02510386970308092,6.851597838931614,0.00489050523835233,0.028387877143035502,0.023257739905078532,7.1873221963138905,0.005130137185091999
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,23,1.0,0.02941107836862405,0.024331228931744893,7.116869894663493,0.005079850031879724,0.028313092129715417,0.024096395220544378,5.907592805765443,0.004216697220389324
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,24,1.0,0.029403406174646485,0.024904064254628287,6.303578514522976,0.004499342265897913,0.02803405238536455,0.023595248617358126,6.21876390101546,0.00443880364098177
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,25,1.0,0.029635547267066107,0.024761273215214413,6.828858025868734,0.004874274108400239,0.027917912861300728,0.023188696132373003,6.62563254469532,0.0047292166628803145
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,26,1.0,0.028850081521603795,0.02393439147207472,6.886881203121609,0.004915689652477951,0.02795919712822316,0.0235240684853772,6.213614867905439,0.004435128385371477
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,27,1.0,0.029451515442795225,0.02460655002958245,6.787796465555827,0.004844965357284673,0.027689006337422436,0.023061842957543113,6.482656818325236,0.004627164038776043
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,28,1.0,0.029121197097831304,0.024301741189426847,6.752057933807373,0.004819456055537026,0.027643885495046438,0.023167935057969418,6.270806635840464,0.004475950489536377
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,29,1.0,0.028954700008034705,0.02402350145081679,6.908609019385444,0.004931198443529939,0.027613662246425273,0.022478968031325583,7.193706455877272,0.005134694115544091
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,30,1.0,0.02890238178273042,0.023464925173256133,7.6178767840067545,0.005437456662388832,0.02753547345430164,0.022486523204183175,7.073580426684881,0.005048951054022042
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,31,1.0,0.028471677874525387,0.023453269484970306,7.030790106455485,0.005018408355785499,0.02731264366815656,0.022722534582776538,6.430742134482173,0.004590108589923036
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,32,1.0,0.028474620232979458,0.02353773381974962,6.9165776888529455,0.004936886287546714,0.02722320500445568,0.02257531524588496,6.511693477630615,0.0046478897056606815
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,33,1.0,0.028563836299710803,0.023858853346771663,6.5916815651787655,0.004704983272789983,0.027109369572441457,0.022409613859855522,6.5843582719059315,0.004699756082730858
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,34,1.0,0.02797868351141612,0.0228400819003582,7.199180942111545,0.005138601671742717,0.027122352840536733,0.022360752762879355,6.671000941325042,0.004761599529853706
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,35,1.0,0.02851072425643603,0.023781472444534303,6.625682089063856,0.0047292520264552865,0.026974572373901384,0.022430531143889588,6.3662016755443505,0.0045440411674120985
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,36,1.0,0.02800979336930646,0.023092936227718987,6.888516500261095,0.004916856888123551,0.026978013721310486,0.022320478175908834,6.525207729662879,0.004657535852721541
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,37,1.0,0.028297271413935555,0.02323482297360897,7.092490715450711,0.005062448761920565,0.026839360058055085,0.02169629249532344,7.205437862266929,0.005143067710397522
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,38,1.0,0.02806937781473001,0.022900812162293328,7.241160255008274,0.005168565492511259,0.026693047292656816,0.021880639117147962,6.742184210631807,0.004812408430144045
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,39,1.0,0.027673610424002012,0.022664197948243883,7.018186971876356,0.005009412542381411,0.026795329399785753,0.022310763976331485,6.282876434972731,0.004484565620965547
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,40,1.0,0.028037614127000173,0.023334814525312848,6.5886216905381945,0.00470279920809293,0.026699268559025505,0.022069934092588343,6.485696663290767,0.00462933380677428
c8x16_z64_spectral_composite_beta1_constant,arpls_minmax,constant,436065914,41,1.0,0.027826607434286013,0.023004239632023707,6.756137530008952,0.004822367972882906,0.026594223801867437,0.021866244374442907,6.623898780952065,0.004727979144148512
