stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,seed,observation_uid,mse,smooth_l1,spectral_angle,pearson_correlation,first_derivative_mae,reference_peak_count,matched_peak_count,repeatable_reference_peak_count,repeatable_matched_peak_count,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row60,0.014249988178119828,0.007124994089059914,0.12999076651729927,0.6589340018879492,0.03378280949712332,118,11,0,0,2.0,1.5622077584610685,0.20627830177545547
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row229,0.024058699745564984,0.012029349872782492,0.17107742752489474,0.4805881162746409,0.03265308392512712,112,14,38,4,2.0,4.115069119323476,0.09261356294155121
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,session3_row232,0.015264339831587233,0.007632169915793617,0.15354730206713932,0.5114055057240051,0.03342668635637632,112,11,36,3,1.0,2.5926273537362126,0.10553297400474548
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,session1_row56,0.03382900343013835,0.016914501715069176,0.13697278109916983,0.3092958777831342,0.05758317973639351,153,14,68,5,3.0,11.472798825580048,0.06173808127641678
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,session1_row58,0.030202860114168565,0.015101430057084283,0.12711345509237437,0.40974341554885324,0.052928326143217935,146,15,57,7,3.0,5.576858320692271,0.22882087528705597
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,session1_row132,0.022102913732105958,0.011051456866052979,0.13691236519813657,0.5441174886440672,0.053586015040886455,143,16,53,9,2.5,6.046751560362097,0.22737606801092625
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,session1_row135,0.015610698628192204,0.007805349314096102,0.12412847929702088,0.7542573344672521,0.0344112155601033,120,12,38,5,3.0,0.7859050607816106,0.13925869995728135
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,session1_row182,0.04472604293949369,0.022363021469746846,0.14628231698412555,0.317513041461325,0.07138604927541954,147,16,0,0,2.0,5.805676743300346,0.14743047207593918
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,session1_row194,0.038722881659406155,0.019361440829703078,0.14933612114100803,0.1628603297392188,0.05604023647793968,145,14,0,0,3.5,8.405914079146998,0.0823985356837511
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,session1_row213,0.03590350418235382,0.01795175209117691,0.15477470378127417,0.43879445255467703,0.042453647878553186,124,14,0,0,2.5,3.534156906878562,0.05429558642208576
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,session2_row38,0.014434858564155018,0.007217429282077509,0.12603492992105836,0.6131352698305228,0.038695508375655795,136,14,40,5,3.5,2.471332931901454,0.13995757792145014
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,session2_row49,0.03717147862560634,0.01858573931280317,0.1354203981923976,0.3886672801516816,0.057836706372244015,139,15,70,10,3.0,6.528607245474503,0.20393404364585876
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,session2_row166,0.03221875186186049,0.016109375930930245,0.13470289037753644,0.3695146455571975,0.06017360008138764,142,16,86,13,1.0,3.321981582243397,0.15654538571834564
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,session3_row10,0.018524434361638246,0.009262217180819123,0.17867182780284208,0.2713929033964862,0.03478609489942235,122,11,0,0,3.0,5.928384337321279,0.05339653789997101
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,session3_row14,0.04677148842773313,0.023385744213866563,0.13825500906043658,0.37573985570553053,0.06632357663674546,149,12,0,0,3.0,8.861281870648362,0.1125151664018631
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,session3_row60,0.018240755246022394,0.009120377623011197,0.13286267799209225,0.6405202969572292,0.03395994841320706,118,13,0,0,2.0,1.0776059988718463,0.20216292142868042
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,session3_row229,0.021721673430120228,0.010860836715060114,0.1671785713816514,0.5044672389015226,0.03288821005116915,112,14,38,3,1.5,4.3866062047815895,0.1375187635421753
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,session3_row232,0.01610418625227294,0.00805209312613647,0.15779309123589086,0.4881546821642285,0.03358997793336,112,11,36,1,2.0,2.793750334529843,0.103034608066082
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session1_row56,0.03293029062149783,0.016465145310748917,0.13571005566309818,0.32374296681454506,0.05752024479118908,153,15,68,7,3.0,9.90566633732904,0.071579709649086
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session1_row58,0.02829427648663233,0.014147138243316164,0.12803475206532716,0.3941547149783571,0.052935159706186306,146,15,57,8,3.0,3.3634155688701743,0.24072839319705963
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session1_row132,0.02182678839246507,0.010913394196232535,0.1366848399530203,0.5543570849943634,0.05355523263852644,143,16,53,7,2.0,5.050982254003269,0.16838553547859192
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session1_row135,0.015556361652993055,0.0077781808264965275,0.12308825243221441,0.7549753854501456,0.0342822000558538,120,10,38,3,2.0,1.587861271826933,0.14626433700323105
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session1_row182,0.04899520628962426,0.02449760314481213,0.1463298860644522,0.3224952655847219,0.07124789543183786,147,12,0,0,2.5,10.758554656776706,0.18161774426698685
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session1_row194,0.03977191143534861,0.019885955717674306,0.15097376417409025,0.1496116376911396,0.056202986852315784,145,9,0,0,3.0,2.424801022178319,0.10037863254547119
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session1_row213,0.03494624033999634,0.01747312016999817,0.1534545997709553,0.45467455622228936,0.04235282979905605,124,10,0,0,2.5,1.2558025792490182,0.3432123148813844
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session2_row38,0.015404907366549293,0.007702453683274647,0.12759064887450763,0.6045816249617217,0.03842759717883642,136,12,40,3,2.5,1.8615663422769084,0.16895272210240364
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session2_row49,0.03201001994284189,0.016005009971420944,0.133510258715771,0.41847350700413777,0.05803020921020236,139,13,70,7,3.0,3.3249472925181793,0.10018324851989746
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session2_row166,0.03294671536299177,0.016473357681495885,0.13436217032398506,0.3753244929372584,0.060240094698965546,142,17,86,13,2.0,2.647092106629104,0.2365741729736328
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row10,0.01894553056447422,0.00947276528223711,0.17419817635661664,0.2789071826521566,0.034529033663815684,122,10,0,0,4.0,6.999132953723395,0.05212968587875366
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row14,0.04685128010305674,0.02342564005152837,0.1388194014180698,0.3621253340020269,0.06632387391740589,149,12,0,0,3.5,5.1085971988461925,0.16754057258367538
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row60,0.017539160528034968,0.008769580264017484,0.13559649061004148,0.6323835983142628,0.03373960112953293,118,12,0,0,1.5,1.4472069843593576,0.20818287879228592
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row229,0.023304693301348336,0.011652346650674168,0.17294951518757481,0.45538577163671334,0.032849438971315974,112,12,38,3,1.0,3.706868830471541,0.12123466283082962
outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row232,0.01614314078647868,0.00807157039323934,0.15702472525761066,0.48790413081831546,0.03345527811840709,112,10,36,2,2.0,2.0054711893469164,0.09852342680096626
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row14,0.006902152926159978,0.003451076463079989,0.05259184861847125,0.8666911242468871,0.008237996441977365,24,8,2,2,2.0,0.41001184897594034,0.048721008002758026
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row16,0.0011232929433500909,0.0005616464716750454,0.04749745811153758,0.9893157509451396,0.003197570397668252,3,1,0,0,0.0,0.007982177967558913,0.014449353329837322
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row17,0.0004174937103531462,0.0002087468551765731,0.026658751960265733,0.9960345222733227,0.0036426510848104952,4,2,0,0,2.0,1.4118677182786636,0.033726399298757315
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row20,0.025515506029860954,0.012757753014930477,0.15875613637235825,0.5283949372690896,0.03215309821667948,108,13,1,1,3.0,3.093085864224233,0.12441200762987137
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row21,0.0141700647522186,0.0070850323761093,0.18810454588704797,0.6991490237224766,0.016893274820141153,70,14,3,3,2.0,0.3509730821957321,0.0983029716880992
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row46,0.009200385772472206,0.004600192886236103,0.054346491430433144,0.21780760340607622,0.029540571378810065,118,14,13,1,3.0,5.056770614700378,0.05817405879497528
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row48,0.0011843135871409045,0.0005921567935704522,0.04223937320067763,0.988163227766005,0.007935593444188791,28,3,0,0,2.0,0.6754518807114674,0.024783726781606674
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row63,0.021697554113996563,0.010848777056998282,0.10291452822426671,0.4158757803346356,0.05979881159096424,137,12,23,3,3.5,4.096328621772505,0.21195712685585022
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row72,0.01982053554706766,0.00991026777353383,0.08803979859811445,0.22377709571668747,0.06074054281626429,147,13,71,7,2.0,6.809052306009771,0.18846207857131958
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row74,0.00276351221825528,0.00138175610912764,0.07361575268427764,0.9698357480914277,0.003070793990045786,5,0,3,0,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row75,0.02184506336217338,0.01092253168108669,0.12178937298204509,0.41216609655636827,0.049117601439356805,140,10,53,6,3.0,7.725241139320513,0.13863231241703033
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row76,0.012959719431562095,0.006479859715781047,0.08046377270324376,0.4721144074731277,0.0645529754286898,164,15,73,10,4.0,4.411483843820735,0.1021699607372284
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row77,0.015984023657618505,0.007992011828809252,0.0728120565862286,0.2939542987708412,0.07652294790638345,161,17,65,8,3.0,6.7476681594858166,0.11959260702133179
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row78,0.015089163180422856,0.007544581590211428,0.09343173368462489,0.3942552698119063,0.06783534358654704,156,14,67,5,3.0,3.0849994867570043,0.12297151982784271
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row79,0.011736181769143561,0.005868090884571781,0.09227755743278096,0.6641725718165602,0.04621589720249176,139,14,47,5,2.0,5.066921275260082,0.10940054804086685
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row80,0.010749471653092708,0.005374735826546354,0.13729397184717052,0.4926764004371179,0.02897036996137883,113,12,20,3,2.5,5.489002129534258,0.10531417280435562
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row82,0.012556874425027528,0.006278437212513764,0.10176217648354964,0.7409488383027726,0.0341879595762917,123,13,34,7,2.0,1.7306014286481763,0.09077650308609009
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row85,0.011823168005521478,0.005911584002760739,0.1490226297552761,0.7488473716009474,0.012477583384939603,20,4,7,2,1.5,0.7763542206369352,0.03328322060406208
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row87,0.003377827460981989,0.0016889137304909945,0.0652662596030291,0.9616256688236576,0.005783135731305395,16,5,5,3,2.0,0.23255184405043167,0.039800792932510376
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row96,0.0030692238251959314,0.0015346119125979657,0.06923688085628239,0.8802076791214454,0.0246948274650744,116,11,11,5,1.0,0.8765356068539448,0.10863164812326431
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row97,0.0055270365063124,0.0027635182531562,0.08336338875539605,0.9035728107048563,0.023340747176802585,101,11,9,6,2.0,0.6218355961050045,0.1000651940703392
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row98,0.01393824464755056,0.00696912232377528,0.11022400496087557,0.5708840080156348,0.04559583711038743,130,10,18,5,2.5,2.0025215174005675,0.1636875867843628
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row99,0.0022933662065604183,0.0011466831032802092,0.06192971666266114,0.9281982868468264,0.015005080733525184,64,11,5,4,2.0,0.3412039302057853,0.08330550789833069
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row106,0.01487172339486689,0.007435861697433445,0.11973045117231293,0.5037854364274768,0.03663281856782435,128,14,12,3,2.0,4.404497080338221,0.06479613482952118
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row108,0.005516646074713477,0.0027583230373567384,0.08294536217956613,0.9453189102784388,0.004731400812743231,6,3,2,1,3.0,0.25541013857620054,0.09256267547607422
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row112,0.004517556015303754,0.002258778007651877,0.05502376452894354,0.8967472374312458,0.007538394500235361,15,7,4,3,3.0,0.19311356594585913,0.03534013032913208
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row125,0.017263986074469086,0.008631993037234543,0.09916085326264902,0.6443559820117829,0.04204467003366777,120,11,12,3,2.0,1.1746664931230963,0.2588123083114624
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row128,0.0028437091474121995,0.0014218545737060997,0.07538844726150315,0.8984213365978392,0.01883445571908461,84,9,5,3,2.0,1.6791937825126464,0.06330321729183197
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row130,0.0021878884725085213,0.0010939442362542606,0.07678936531581008,0.9330813056640888,0.010167386982856052,28,11,5,5,1.0,0.2066286566540128,0.03960198536515236
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row131,0.002863529147119193,0.0014317645735595966,0.059775258515434616,0.9638277081949194,0.006420014723470168,14,7,4,4,3.0,0.2006320147261516,0.05031400918960571
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row211,0.005138467845949421,0.0025692339229747103,0.08203563330656026,0.9087745082463453,0.026714429913886957,104,12,5,5,2.5,0.2505376314996236,0.16762048564851284
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row215,0.0007108512277136717,0.00035542561385683584,0.02945340662099761,0.9936940243498368,0.00690628438323204,14,11,7,7,1.0,0.13330027021858415,0.03732496500015259
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row235,0.001249801625615131,0.0006249008128075655,0.04381005767293745,0.988146239420474,0.002251566304767039,10,10,7,7,1.0,0.10316626833717306,0.04175149725051597
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row248,0.02278686896268257,0.011393434481341285,0.11571664905670292,0.3286607534243049,0.054058069665251035,140,13,7,4,3.0,2.8007085833588747,0.05917957425117493
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row249,0.02430406512211755,0.012152032561058774,0.11507382992761847,0.08567253914779842,0.06159466089425093,154,15,9,4,2.0,3.126464292706536,0.2104325294494629
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row255,0.004540558691843034,0.002270279345921517,0.08704170375542755,0.9275232721506801,0.004661645692872948,13,11,5,4,1.0,0.07940681356032979,0.05306914635002613
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row256,0.011856854432145916,0.005928427216072958,0.07900665141929561,0.7306917304713992,0.007870562860210028,15,6,5,2,2.5,0.5931978252819311,0.17216572910547256
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row259,0.024138763250374288,0.012069381625187144,0.10508594315826661,0.35773715092978386,0.06350143813652852,144,17,7,5,3.0,1.6552596827867354,0.25599807500839233
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row260,0.020745784970318926,0.010372892485159463,0.10953064914690368,0.5300713726951215,0.05255317910956884,135,15,10,5,2.0,1.36092238992719,0.29054148495197296
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row17,0.019529199100143644,0.009764599550071822,0.09617540168816088,0.33872891538374045,0.0529217222353535,142,14,2,1,2.0,2.252976062970649,0.15492558479309082
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row30,0.004604111631615202,0.002302055815807601,0.06061761115777108,0.903953651429575,0.006730426385516434,22,9,4,4,2.0,0.09813594180044061,0.04426079988479614
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row34,0.002676501389060211,0.0013382506945301055,0.07434791171386693,0.8748618643267572,0.017877325282565186,80,7,3,3,3.0,0.20790732352872435,0.08792102336883545
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row43,0.022376317796001417,0.011188158898000709,0.1071453476407013,0.2529307757159384,0.06044759287083122,151,16,19,2,2.0,3.3145286544582637,0.14873719960451126
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row44,0.0005923651068352967,0.00029618255341764833,0.030528542979229054,0.9923896926998255,0.0047000254111896666,13,2,0,0,1.0,0.16207204493867677,0.04987242817878723
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row107,0.005316759840937811,0.0026583799204689053,0.08863011760398382,0.9324869046410086,0.004767318761535405,15,11,2,2,2.0,0.1120918236717396,0.037597326561808586
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row108,0.0018084118181047834,0.0009042059090523917,0.08798804579094979,0.9436452391324253,0.002876409523679675,15,10,3,3,1.0,0.2496549670396344,0.08303879358572885
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row113,0.0015660703283298522,0.0007830351641649261,0.054055561610984515,0.9794789437025508,0.0040564059731384204,16,12,5,4,2.0,0.14042191726304376,0.03895873227156699
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row117,0.0015122567495867787,0.0007561283747933894,0.08792026393139203,0.9474248060243393,0.0027435691020946252,14,7,3,2,1.0,0.11651905967279978,0.04597936570644379
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row137,0.0019840473185793357,0.0009920236592896679,0.07248370693161721,0.9288513401387208,0.01644682987002105,79,12,4,4,2.5,0.5559099858568717,0.06137839891016483
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row142,0.005404690557400988,0.002702345278700494,0.10238860591265163,0.7462875957894383,0.027850185744464396,107,12,11,8,2.5,1.1961836639552983,0.13314179331064224
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row143,0.004448206078452664,0.002224103039226332,0.09247268522583293,0.7871283158650385,0.017736378175738667,77,9,6,4,2.0,1.9402777596925767,0.07059760391712189
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row146,0.01813531279699565,0.009067656398497825,0.09382379326382592,0.4216365495713512,0.053976503657842324,138,14,58,9,2.0,1.9094771199772025,0.35893218219280243
outer,nato_outer_o2__train_strict_core__test_strict_core,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row147,0.02273185954837965,0.011365929774189825,0.10998693480032941,0.5179849375037204,0.05313370250918004,133,15,58,8,4.0,3.1256126001904625,0.25078001618385315
