evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition,stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,seed,balanced_accuracy_supported,macro_f1_supported,macro_f1_union,n_test,n_test_supported,n_test_unsupported,unsupported_classes,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,vae_kl_unnormalized_per_observation,vae_kl_normalized,vae_mean_kl_per_latent_dimension,vae_median_kl_per_latent_dimension,vae_max_kl_per_latent_dimension,vae_active_units_var_mu_gt_0_01,vae_dimensions_mean_kl_gt_0_01,vae_posterior_mean_absolute_mu,vae_posterior_mean_log_variance,vae_posterior_sample_reconstruction_variability
strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.8727272727272727,0.8769980506822611,0.6577485380116959,29,29,0,,0.005970967832614327,0.0029854839163071635,0.09933435488082969,0.9200812559586136,0.006214823604968317,,2.0,0.2607995058195034,0.061728471890091896,9.195416415147289,0.006563466391968086,0.1436783814866764,0.004857843737838815,2.040842689829943,20,17,0.18862296398053158,-0.22783863980320238,0.02733619697391987
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.5329262007833436,0.5573385498197528,0.5573385498197528,73,73,0,,0.01592140157009488,0.00796070078504744,0.1773591428234176,0.8779311192197468,0.006272712843807966,,2.0,0.17691682676606657,0.07504885958041996,7.408465816170253,0.0052879841657175256,0.11575727837766017,0.022113937398362763,1.4939295557581855,49,43,0.23681827601743963,-0.18984147221481304,0.03181201592087746
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.531338899196042,0.5430485480905648,0.5430485480905648,73,73,0,,0.015602195715290135,0.007801097857645068,0.17478287880430687,0.8790547253187716,0.006229822446936803,,2.0,0.17078624175514023,0.06979688505816739,7.4674649693101935,0.005330096337837397,0.11667914014547176,0.01505520020354222,2.495508081232306,47,38,0.21032046624430234,-0.18330837803315436,0.02582104690372944
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.5660430839002267,0.5845297559583272,0.5845297559583272,73,73,0,,0.015152172012462013,0.007576086006231006,0.1711042468115148,0.8887974345543299,0.006153433188315859,,2.0,0.19267265353810759,0.06995157152414322,8.350081985894601,0.00596008707058858,0.13047003102960314,0.015601243186873223,2.2862055083263084,49,47,0.23107914779227764,-0.19209984307689384,0.028429711237549782
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.7037037037037037,0.671957671957672,0.503968253968254,23,23,0,,0.005874834969771077,0.0029374174848855383,0.09060309817643755,0.9329683547744835,0.008333682469602078,,2.0,0.21390642963190323,0.045450860634446144,5.34018412026856,0.003811694589770564,0.08344037687919624,0.0042430103923042145,2.425685368435343,23,18,0.1345326342479399,-0.18701180054970726,0.03422505408525467
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.8518518518518517,0.7714285714285714,0.7714285714285714,23,23,0,,0.0057811925417785405,0.0028905962708892703,0.0857783855217698,0.9417945444000215,0.008580365042345526,,2.0,0.16967870264541174,0.05142374336719513,6.190677339761236,0.004418756131164337,0.09672933343376934,0.005026642486938741,1.9681762990843914,22,16,0.14156527179004225,-0.22765208406304815,0.035061709582805634
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.7912457912457912,0.7083333333333334,0.7083333333333334,23,23,0,,0.005854539160050267,0.0029272695800251335,0.09227077654564786,0.9272502011145872,0.008460236374325495,,1.5,0.18318823893161437,0.04770427942276001,5.462029839263351,0.0038986651243849754,0.08534421623848985,0.0051681444753067796,1.7211381209327097,25,17,0.13519869697315895,-0.19792332622068898,0.03393612802028656
strict_core,domain_only,instrument,Mira-2,523,75,domain,domain__strict_core__domain_only__instrument__Mira-2,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.2230952380952381,0.2780141843971632,0.19858156028368798,75,75,0,,0.007255796006651104,0.003627898003325552,0.09375681645298047,0.9335527789917317,0.004875926674976446,,1.0,0.19170704146106787,0.0807940325466916,9.472282196388885,0.006761086507058448,0.14800440931857634,0.017693080439159327,1.6638573289397924,44,44,0.2549601747928197,-0.2523582365038116,0.03934500738978386
strict_core,domain_only,instrument,Mira-2,523,75,domain,domain__strict_core__domain_only__instrument__Mira-2,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.2802380952380953,0.3254189189189189,0.2711824324324324,75,75,0,,0.005277745665715816,0.002638872832857908,0.08676595984046784,0.9477576658732738,0.004411470082074793,,2.0,0.15254879886017908,0.06743196188472211,10.274449201927828,0.00733365396283214,0.16053826878012228,0.020590452890296367,2.0447424856656116,52,50,0.29235678459653475,-0.26200421883224256,0.038339998573064804
strict_core,domain_only,instrument,Mira-2,523,75,domain,domain__strict_core__domain_only__instrument__Mira-2,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.2845238095238095,0.3324899852414084,0.27707498770117367,75,75,0,,0.006880025969602191,0.0034400129848010954,0.09687942140844451,0.935378531061898,0.0044590484135993294,,1.5,0.22253401012609292,0.081494458951056,9.19498967991206,0.006563161798652435,0.14367171374862592,0.02467570810832023,2.105659712019178,56,53,0.2748493650658929,-0.25219625669554563,0.04066033661365509
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.310510752688172,0.4196305486628067,0.17984166371263144,72,72,0,,0.013850293698229675,0.0069251468491148375,0.07537742767746519,0.9229448528079832,0.006590413427989078,,1.5,0.26133564410994464,0.060514453798532486,9.926863300140614,0.007085555531863393,0.15510723906469703,0.01771917895710472,1.9155108889263976,39,47,0.2420006497470158,-0.256239358049466,0.03796817362308502
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.4145967741935484,0.5357624831309041,0.2296124927703875,72,72,0,,0.01044977451156099,0.005224887255780495,0.07839026933911825,0.9247928585221933,0.006844367275727189,,2.0,0.3101520871568895,0.07832401245832443,9.535469874686239,0.0068061883473848955,0.14899171679197248,0.013948090881405532,1.7336837298902656,35,38,0.24906066970425617,-0.22757885226601912,0.037883758544921875
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.3348387096774193,0.4562527233115469,0.1955368814192344,72,72,0,,0.012680696502760637,0.0063403482513803185,0.083550811774975,0.9261266162645564,0.006766350411656147,,2.0,0.2360512734562868,0.07881852984428406,10.906239141527989,0.007784610379391855,0.17040998658637485,0.02352473681347185,2.537328909547528,45,46,0.2986997754878268,-0.24501223365147162,0.03858407586812973
strict_core,domain_only,instrument,Pendar-1,552,46,domain,domain__strict_core__domain_only__instrument__Pendar-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.6888227513227513,0.7495566874174684,0.3747783437087342,46,46,0,,0.013649465328491029,0.0068247326642455145,0.09369363457109836,0.8105884115087925,0.027275831364623096,,2.0,1.755498175045553,0.07797282002866268,5.329027141254041,0.0038037310073190875,0.0832660490820944,0.003140784977712665,1.3710357096991461,8,9,0.11338369435330017,-0.23469058252711597,0.04516557604074478
strict_core,domain_only,instrument,Pendar-1,552,46,domain,domain__strict_core__domain_only__instrument__Pendar-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.6570767195767195,0.709091973537849,0.3545459867689245,46,46,0,,0.009312193794767895,0.004656096897383948,0.09267579649935426,0.8177395294022616,0.02710784554398967,,2.0,1.5448273203256375,0.09076026547700167,5.218428127064705,0.0037247880992610314,0.08153793948538601,0.003325153976741959,1.426382452045827,13,12,0.12157187338810059,-0.22211475902664143,0.04356821998953819
strict_core,domain_only,instrument,Pendar-1,552,46,domain,domain__strict_core__domain_only__instrument__Pendar-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.6729497354497354,0.7345029239766082,0.3672514619883041,46,46,0,,0.0113549381706966,0.0056774690853483,0.10437834915646894,0.751846059141553,0.027225849097733398,,2.0,1.5955278080256923,0.1047600070014596,4.952966821054518,0.0035353082234507623,0.07739010657897685,0.0017048205854747285,1.3947796682325755,10,7,0.104645365323568,-0.20434083067343933,0.041474487632513046
strict_core,domain_only,instrument,Pendar-2,500,98,domain,domain__strict_core__domain_only__instrument__Pendar-2,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.6849433106575964,0.6553041094158376,0.6553041094158376,98,98,0,,0.018784824823715518,0.009392412411857759,0.10471374930583034,0.3924900623938756,0.04140762191541321,,2.0,3.0722905071038604,0.10419424623250961,5.76683110449331,0.004116224913985232,0.09010673600770794,0.005636115990752047,1.7895991229543446,10,17,0.13323137484413491,-0.2481690645210303,0.04890819266438484
strict_core,domain_only,instrument,Pendar-2,500,98,domain,domain__strict_core__domain_only__instrument__Pendar-2,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.6729024943310657,0.627568565662057,0.627568565662057,98,98,0,,0.017900446426043336,0.008950223213021668,0.10295466251117998,0.4145981475014273,0.04145639613381188,,2.0,3.164881037678199,0.11075792834162712,5.4879888185517185,0.003917194017524424,0.08574982528987059,0.010764656207340191,1.4372374831500139,34,34,0.1635162959830305,-0.2348406565197806,0.05319821089506149
strict_core,domain_only,instrument,Pendar-2,500,98,domain,domain__strict_core__domain_only__instrument__Pendar-2,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.6657596371882086,0.61329564083698,0.61329564083698,98,98,0,,0.017359110809153352,0.008679555404576676,0.1028571405415955,0.4178927077075932,0.04150991768989629,,2.0,3.2348723281975094,0.12182989716529846,5.835128228748223,0.004164973753567611,0.091173878574191,0.004884012526222231,1.4578229691414306,11,12,0.1378996520770438,-0.24158849627490014,0.04900004714727402
strict_core,domain_only,instrument,Pendar-3,528,70,domain,domain__strict_core__domain_only__instrument__Pendar-3,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.5512949039264828,0.5356633562515916,0.5356633562515916,70,70,0,,0.012051374359177292,0.006025687179588646,0.09299694533876503,0.7342251515505958,0.034048900681256794,,2.0,2.1690116934210426,0.0860110241919756,5.393475496155676,0.003849732688191061,0.08427305462743241,0.005464297878676136,1.5403241232810652,13,11,0.1316868075392579,-0.2376917004898392,0.04303725063800812
strict_core,domain_only,instrument,Pendar-3,528,70,domain,domain__strict_core__domain_only__instrument__Pendar-3,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.48372120778135813,0.48692441889036314,0.48692441889036314,70,70,0,,0.011962843107890022,0.005981421553945011,0.09330520543648285,0.7486900444188025,0.03402650724919928,,2.0,2.247121954764931,0.09008512459695339,5.47268120761619,0.0039062678141443185,0.08551064386900295,0.006485541964203324,1.3234564915557812,20,22,0.14507820220236942,-0.23497921302053199,0.04456146061420441
strict_core,domain_only,instrument,Pendar-3,528,70,domain,domain__strict_core__domain_only__instrument__Pendar-3,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.6003878744480248,0.5916766706682672,0.5916766706682672,70,70,0,,0.012425082868341849,0.006212541434170924,0.09395497670257176,0.7462209833030347,0.03403565455739776,,2.0,2.702481904510403,0.0873684510588646,5.312765059116702,0.003792123525422343,0.08301195404869846,0.0042641217224546075,1.8594182527399568,15,17,0.1271473179851065,-0.22819938219292582,0.042913634330034256
strict_core,domain_only,instrument,RMX-1,551,47,domain,domain__strict_core__domain_only__instrument__RMX-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.650909090909091,0.6793880837359098,0.5095410628019323,47,47,0,,0.0079577488165056,0.0039788744082528,0.08670746329651996,0.952482818470285,0.006569673846562293,,1.0,0.17679593198697222,0.06110757915303111,9.284079197676528,0.006626751747092454,0.14506373746369577,0.0070832597103914294,1.8953232015590513,38,25,0.20354862954831274,-0.2296723089232007,0.03608723729848862
strict_core,domain_only,instrument,RMX-1,551,47,domain,domain__strict_core__domain_only__instrument__RMX-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.576969696969697,0.6440545808966861,0.32202729044834305,47,47,0,,0.007705883624291604,0.003852941812145802,0.08437892076621283,0.9524860063070959,0.006402303475001437,,1.0,0.14283044860348948,0.052170777693390846,9.459196228604778,0.006751746058961298,0.14779994107194966,0.008940281106686761,1.9750684205042137,30,29,0.20975738059299126,-0.23228685670041005,0.033167753368616104
strict_core,domain_only,instrument,RMX-1,551,47,domain,domain__strict_core__domain_only__instrument__RMX-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.6509090909090909,0.6769530664267506,0.4061718398560504,47,47,0,,0.007471085433071031,0.0037355427165355155,0.08369323745954294,0.9603941798759308,0.00638157222529935,,1.0,0.17851836758653805,0.06466628611087799,9.861309760969359,0.007038764997123026,0.15408296501514623,0.010086957031525384,2.191106729377368,34,32,0.22530510410894672,-0.24460736920212744,0.03220599889755249
strict_core,domain_only,instrument,RMX-2,533,65,domain,domain__strict_core__domain_only__instrument__RMX-2,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.7629310344827586,0.8092796092796094,0.34683411826268973,65,65,0,,0.007287274203955167,0.0036436371019775834,0.08638892175149188,0.8560596349983264,0.02918298985052648,,2.0,0.9816504664539035,0.07553183287382126,5.5433434128617645,0.003956704791478776,0.08661474082596507,0.004159736383660512,1.2604574479334973,18,13,0.12782568348854093,-0.22339265962750338,0.04100405052304268
strict_core,domain_only,instrument,RMX-2,533,65,domain,domain__strict_core__domain_only__instrument__RMX-2,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.7073754789272031,0.7707070707070708,0.3853535353535354,65,65,0,,0.007704470711250806,0.003852235355625403,0.08521206885107258,0.858652334834896,0.029109889620107708,,2.0,1.7693237089237073,0.07572929561138153,5.231188636209502,0.003733896242833335,0.08173732244077347,0.005306685737776234,1.6581632484743811,28,22,0.1408527226823244,-0.21596490496514864,0.04168125241994858
strict_core,domain_only,instrument,RMX-2,533,65,domain,domain__strict_core__domain_only__instrument__RMX-2,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.7351532567049809,0.7904909560723515,0.4742945736434109,65,65,0,,0.009754777839614268,0.004877388919807134,0.08690383577392695,0.8496901760686307,0.02917247352419824,,2.0,1.0584661673947577,0.06841762363910675,5.174969140849709,0.003693768123375952,0.0808588928257767,0.006492165079203777,1.4940421398741586,27,18,0.1359865817615855,-0.2126713031122248,0.042672619223594666
strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.4777777777777778,0.6428571428571428,0.2571428571428571,23,23,0,,0.008124259362409516,0.004062129681204758,0.09583281740174128,0.9394345222260811,0.01399908736156743,0.7777777777777778,2.0,0.2166044624789106,0.0645233541727066,8.617390412837963,0.006150885376758004,0.13464672520059318,0.011391135651710717,2.0017272303971096,39,35,0.19687891787409328,-0.21498728251259783,0.03463884815573692
strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.4777777777777778,0.6428571428571428,0.21428571428571427,23,23,0,,0.007826543562398638,0.003913271781199319,0.0960846164817855,0.9395344902074885,0.013894468222305254,0.7962962962962963,2.0,0.2740314034808783,0.07620675073121674,7.736646619465413,0.005522231705542764,0.12088510342914703,0.0064542046995101415,2.103109650774193,26,19,0.1790997963976323,-0.20133714401276848,0.03807089477777481
strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.6888888888888889,0.8125,0.2708333333333333,23,23,0,,0.0077470286654946425,0.0038735143327473212,0.09519496793225604,0.9390908021572036,0.013909690934040706,0.7962962962962963,2.0,0.18400007016809775,0.07253006100654602,8.1324510998155,0.005804747394586367,0.12706954843461718,0.011275594621080996,1.7288919908972997,45,37,0.20055738789608807,-0.20898513765747417,0.03586113452911377
strict_core,domain_only,sensor_family,H_SERS_H_Kit,445,153,domain,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.46741803278688526,0.23105590062111803,0.15403726708074536,153,153,0,,0.015718215034589905,0.007859107517294952,0.1287976690707447,0.679021595297771,0.020486904738611266,0.5744047619047619,2.0,0.4737774975399528,0.08361775008961558,8.222301084395653,0.005868880145892686,0.12847345444368208,0.027891058283323906,1.4913476491355282,54,52,0.25507378854654295,-0.205795817143553,0.04110489413142204
strict_core,domain_only,sensor_family,H_SERS_H_Kit,445,153,domain,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.46526639344262294,0.2139141916308508,0.14260946108723385,153,153,0,,0.015269968690685908,0.007634984345342954,0.12600081921108439,0.7055281067897116,0.020399275228262792,0.5813492063492064,2.0,0.45271330348198136,0.09325553569942713,8.931641858537002,0.006375190477185584,0.13955690403964066,0.04164276651922826,1.545606369208962,60,58,0.2938913543619342,-0.21677867321263367,0.04500662162899971
strict_core,domain_only,sensor_family,H_SERS_H_Kit,445,153,domain,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.46936475409836065,0.2198830409356725,0.14658869395711502,153,153,0,,0.016327919387916518,0.008163959693958259,0.13106121638540277,0.6904329265345214,0.020574035156079282,0.5902777777777778,2.0,0.4620756864130998,0.08858312759548426,8.323936127084952,0.005941424787355426,0.1300615019857024,0.027352074160211924,2.0307793824043827,56,54,0.25971046515224716,-0.2070274259577157,0.04509568214416504
strict_core,domain_only,sensor_family,NRC_Canadian_SERS,500,98,domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.23434065934065934,0.14397560826132255,0.14397560826132255,98,98,0,,0.02726437169275412,0.01363218584637706,0.1627808739837405,0.5099909629569328,0.015429811947901334,0.4053333333333333,2.0,0.5390155121611231,0.10196944326162338,4.586782327915853,0.0032739345666779824,0.07166847387368519,0.0056762302574278264,1.0971117398149928,20,20,0.1322516402691486,-0.19526134434807327,0.049187395721673965
strict_core,domain_only,sensor_family,NRC_Canadian_SERS,500,98,domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.1899277892975372,0.12798101696819078,0.12798101696819078,98,98,0,,0.02763413107334532,0.01381706553667266,0.15977138311118522,0.5365985382474694,0.015607872964371258,0.4,2.0,0.6372771041819459,0.0987243577837944,5.370737483591382,0.003833502843391422,0.08391777318111535,0.007905637297440576,1.038149584830871,24,26,0.15814679954899605,-0.19742801946145447,0.05119434371590614
strict_core,domain_only,sensor_family,NRC_Canadian_SERS,500,98,domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.1835164835164835,0.0952229984488049,0.0952229984488049,98,98,0,,0.027179849613551105,0.013589924806775552,0.1587639237137367,0.5361084295200425,0.0157079749115553,0.42133333333333334,2.0,0.6039517952779332,0.0925114182755351,5.327435291539579,0.0038025947833972723,0.08324117643030593,0.00654107776822491,1.4022846502050357,24,20,0.13879222465214167,-0.21557227229160203,0.046203240752220154
strict_core,domain_only,sensor_family,pSERS_Metrohm_silver,274,324,domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.30903619159106427,0.2876669508383063,0.16438111476474646,324,324,0,,0.01343750000017585,0.006718750000087925,0.13898929186466813,0.6393459042744585,0.021241532184973932,0.21418539325842698,2.0,0.8064584968036999,0.10495760478079319,7.402248304410843,0.005283546255825013,0.11566012975641941,0.02887425803564008,0.8212741435040682,61,60,0.28117091628468804,-0.20908739369136067,0.051507096737623215
strict_core,domain_only,sensor_family,pSERS_Metrohm_silver,274,324,domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.3349617110525802,0.3348378247280158,0.19133589984458046,324,324,0,,0.012935497828875896,0.006467748914437948,0.13781556072367598,0.6611911523101117,0.021144720811326102,0.1896067415730337,2.0,1.313803043837883,0.09407591189938103,7.6019678668365485,0.005426101261125302,0.11878074791932107,0.043902817600343466,1.1707221013452813,62,60,0.2921032643041262,-0.2189855651531009,0.05016246438026428
strict_core,domain_only,sensor_family,pSERS_Metrohm_silver,274,324,domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.3221594234708809,0.30651871949898424,0.17515355399941956,324,324,0,,0.014683344418504985,0.0073416722092524925,0.14209261401719225,0.6245118894507828,0.021172111435100723,0.20880149812734083,2.0,0.9340470763174396,0.109493937343359,7.41203578914795,0.005290532326301178,0.11581305920543669,0.036851099619638866,1.831311854073535,61,62,0.27218319847950373,-0.23800319725340083,0.04945285618305206
quality_pass,domain_and_sample,instrument,Agilent-1,318,29,domain,domain__quality_pass__domain_and_sample__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.7840909090909092,0.825,0.5499999999999999,29,19,10,blank,0.010959316288409064,0.005479658144204532,0.13123993158547773,0.9006154586735443,0.006784071918494638,,2.5,0.3580451534314292,0.07330666854977608,8.45148630603735,0.006032467027863918,0.13205447353183353,0.03832922231727152,1.3682494326600179,59,58,0.2935036539015684,-0.23486369060389012,0.03811909630894661
quality_pass,domain_and_sample,instrument,Agilent-1,318,29,domain,domain__quality_pass__domain_and_sample__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.9090909090909092,0.8944444444444444,0.8944444444444444,29,19,10,blank,0.010187985899338154,0.005093992949669077,0.12742926432788557,0.9012521984468194,0.006765396410192826,,2.0,0.30872920238346857,0.07806042954325676,7.519639006456258,0.005367336906821027,0.11749435947587905,0.022019365521659368,1.6080166431514575,48,52,0.25170333084178437,-0.21399691183232947,0.04055195301771164
quality_pass,domain_and_sample,instrument,Agilent-1,318,29,domain,domain__quality_pass__domain_and_sample__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.7386363636363636,0.7960526315789473,0.3980263157894737,29,19,10,blank,0.011889609042486156,0.005944804521243078,0.134151673182478,0.8949822529067518,0.006945898170000637,,2.5,0.31334580157009956,0.06552573683438823,7.971023103349008,0.00568952398525982,0.12454723598982825,0.03768332988974491,1.4493689444339573,58,57,0.2850954933643967,-0.22995469292643597,0.036495838314294815
quality_pass,domain_and_sample,instrument,Agilent-3,81,72,domain,domain__quality_pass__domain_and_sample__instrument__Agilent-3,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.31157407407407406,0.31026062388283454,0.31026062388283454,72,61,11,blank,0.025627011478138548,0.012813505739069274,0.23870689238612186,0.6224100932524278,0.008007397096262633,,2.25,0.4271489978746881,0.07750308501999825,5.5051419878047465,0.003929437535906314,0.08601784355944915,0.06373977252709898,0.38207699029270487,60,62,0.3077028617747367,-0.14950214287577207,0.0518222413957119
quality_pass,domain_and_sample,instrument,Agilent-3,81,72,domain,domain__quality_pass__domain_and_sample__instrument__Agilent-3,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.29305555555555557,0.29280030642251714,0.29280030642251714,72,61,11,blank,0.022552076163622994,0.011276038081811497,0.2214272608934459,0.7139238045223821,0.008097956436402598,,2.0,0.29781288275327444,0.09156110882759094,6.695322463714289,0.004778959645763233,0.10461441349553577,0.052061763713481896,0.4687323742487004,62,63,0.33290481822134804,-0.15676582093259286,0.05111303552985191
quality_pass,domain_and_sample,instrument,Agilent-3,81,72,domain,domain__quality_pass__domain_and_sample__instrument__Agilent-3,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.38680555555555557,0.4084656084656085,0.4084656084656085,72,61,11,blank,0.022597736345607244,0.011298868172803622,0.21542581144840137,0.7023126755448266,0.007661418386972306,,2.0,0.3072496101479391,0.0855774570372887,7.4964721435377095,0.005350800958984803,0.11713237724277673,0.06922576178965154,0.7754931490617162,63,61,0.3415045936938049,-0.2102958876223795,0.05471197888255119
quality_pass,domain_and_sample,instrument,Mira-1,356,21,domain,domain__quality_pass__domain_and_sample__instrument__Mira-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.6363636363636364,0.4603174603174603,0.4603174603174603,21,21,0,,0.006910765394417236,0.003455382697208618,0.12158318104896433,0.8581399091969373,0.007006345355521324,,1.75,0.3930886654094657,0.05392098380252719,5.3478321584662725,0.003817153574922393,0.0835598774760355,0.009854242776934419,1.6707967277901166,32,31,0.1610657908801321,-0.21032563208953953,0.03226368501782417
