epoch,beta,train_loss,train_reconstruction_loss,train_kl_unnormalized,train_kl_normalized,heldout_substrate_family,poster_axis,stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,seed,fixed_epoch_count
96,1.0,0.01479710966348648,0.009627903848886489,7.242057495117187,0.005169205920854523,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,100
97,1.0,0.014855908155441284,0.009928591437637807,6.903171157836914,0.004927317029148404,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,100
98,1.0,0.014502808786928653,0.010198752544820309,6.029983024597168,0.004304056405850941,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,100
99,1.0,0.014922972917556763,0.01010581735521555,6.748835220336914,0.004817155760411787,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,100
100,1.0,0.014641930609941482,0.008977594450116158,7.93573486328125,0.0056643360908502855,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,100
1,0.0,0.06408293977379799,0.06408293977379799,10.465743331909179,0.007470195097722469,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
2,0.08,0.05773607149720192,0.05222131982445717,96.57708312988281,0.06893439195566224,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
3,0.16,0.05201021984219551,0.04363121598958969,73.36865203857423,0.052368773760581175,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
4,0.24,0.04412047490477562,0.03948423817753792,27.06403594970703,0.019317655924130643,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
5,0.32,0.03811667948961258,0.0337004379928112,19.334858627319335,0.013800755622640496,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
6,0.4,0.03522289291024208,0.030811269134283066,15.451714897155762,0.011029061311317461,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
7,0.48,0.03534005999565124,0.030671246647834778,13.627100219726563,0.00972669537453716,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
8,0.56,0.03493461951613426,0.030005712062120438,12.331072196960449,0.008801621839372198,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
9,0.64,0.03375496655702591,0.029792764335870744,8.67350814819336,0.006190940862379272,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
10,0.72,0.033728185892105106,0.03086865708231926,5.564169082641602,0.003971569652135333,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
11,0.8,0.03354795798659325,0.030023034289479257,6.173023834228515,0.004406155484816927,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
12,0.88,0.03326378270983696,0.02869646646082401,7.27137601852417,0.005190132775534739,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
13,0.96,0.03203008264303207,0.027695040479302407,6.326452865600586,0.004515669425839104,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
14,1.0,0.03165634140372276,0.027488280087709427,5.839454174041748,0.0041680615089519975,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
15,1.0,0.030536530390381813,0.026513119637966157,5.636798706054687,0.0040234109250925675,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
16,1.0,0.0297761395573616,0.02598757207393646,5.3077828979492185,0.0037885673789787425,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
17,1.0,0.028906158208847045,0.024808325991034507,5.741063137054443,0.004097832360495677,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
18,1.0,0.02762130618095398,0.023303442522883414,6.04932731628418,0.004317863894564011,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
19,1.0,0.027290041968226434,0.023157809227705002,5.789258232116699,0.004132232856614347,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
20,1.0,0.026964905858039855,0.021885024458169935,7.116914672851562,0.005079881993470066,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
21,1.0,0.02642419010400772,0.021974063590168954,6.234626998901367,0.004450126337545587,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
22,1.0,0.026352122202515604,0.02175910398364067,6.434819011688233,0.004593018566515512,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
23,1.0,0.02574126049876213,0.021166803166270256,6.408815650939942,0.0045744579949607,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
24,1.0,0.02508752644062042,0.0202910066395998,6.7199240493774415,0.004796519664080972,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
25,1.0,0.02480353608727455,0.020343721136450766,6.248201370239258,0.004459815396316387,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
26,0.0,0.02050576254725456,0.02050576254725456,6.742603988647461,0.004812708057564212,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
27,0.08,0.019346839785575866,0.018889939486980437,8.001456336975098,0.0057112464932013544,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
28,0.16,0.019161594659090044,0.017921631038188935,10.857433166503906,0.007749773851894294,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
29,0.24,0.01999847583472729,0.0174492996186018,14.880816650390624,0.010621567916053265,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
30,0.32,0.02033393792808056,0.016711598709225655,15.859055404663087,0.01131981113823204,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
31,0.4,0.020233430191874503,0.016272518113255502,13.873093872070312,0.00990227970882963,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
32,0.48,0.020714577510952948,0.01687716316431761,11.200454292297364,0.00799461405588677,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
33,0.56,0.020605802237987518,0.016854086443781852,9.385988292694092,0.006699492000495426,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
34,0.64,0.020912244021892547,0.01707453802227974,8.400978355407714,0.005996415671240338,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
35,0.72,0.02109587162733078,0.017110347598791122,7.755164623260498,0.005535449409893289,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
36,0.8,0.02073097251355648,0.016032267436385153,8.228607559204102,0.005873381555463313,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
37,0.88,0.020474031567573547,0.015181501358747483,8.425949859619141,0.00601423972849332,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
38,0.96,0.020920962914824485,0.015349009931087494,8.131569442749024,0.005804118089042844,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
39,1.0,0.02029316671192646,0.015058372542262078,7.333946304321289,0.0052347939359895,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
40,1.0,0.019774957299232482,0.015159159749746322,6.46673282623291,0.0046157978773967955,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
41,1.0,0.01901251867413521,0.014369967505335807,6.5042135047912595,0.004642550681506966,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
42,1.0,0.01929683893918991,0.01435449693351984,6.924221439361572,0.004942342212249516,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
43,1.0,0.01935115821659565,0.014025999829173089,7.460545959472657,0.005325157715540797,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
44,1.0,0.018015640899538995,0.013579035848379136,6.215683879852295,0.004436605196182938,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
45,1.0,0.019160653501749038,0.015086335837841034,5.708119468688965,0.004074317964802973,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
46,1.0,0.018605110570788383,0.01376203641295433,6.785146713256836,0.0048430740280205825,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
47,1.0,0.017671761959791185,0.012875826433300971,6.719106216430664,0.004795935914654293,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
48,1.0,0.018564013689756395,0.01469826877117157,5.41590913772583,0.0038657452803182225,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
49,1.0,0.018389997333288194,0.013999729715287686,6.15076473236084,0.004390267474918516,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
50,1.0,0.017095000743865968,0.012304690033197403,6.711225891113282,0.004790311128560515,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
51,0.0,0.013100966662168503,0.013100966662168503,7.66962215423584,0.005474391259268979,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
52,0.08,0.011429168805480004,0.010855305679142476,10.049779968261719,0.007173290484126851,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
53,0.16,0.012015665732324123,0.01046694401651621,13.560994262695312,0.009679510537255754,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
54,0.24,0.011708692163228989,0.009028324075043202,15.64664821624756,0.011168200011597115,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
55,0.32,0.012528016790747642,0.008891952596604824,15.91914405822754,0.01136270096947005,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
56,0.4,0.012805150337517262,0.00841189879924059,15.387363510131836,0.010983128843777185,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
57,0.48,0.013528858460485935,0.008799826800823212,13.802860984802246,0.009852149168309954,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
58,0.56,0.014010960124433041,0.00936206867918372,11.630529479980469,0.008301591349022462,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
59,0.64,0.014546008370816708,0.010109374336898326,9.712070159912109,0.006932241370386945,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
60,0.72,0.01457216802984476,0.009846852645277977,9.194675827026368,0.0065629377780345236,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
61,0.8,0.015066033080220222,0.01007407519966364,8.742165756225585,0.006239947006585,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
62,0.88,0.015378533937036991,0.010688456259667873,7.466817684173584,0.0053296343213230435,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
63,0.96,0.015955198854207993,0.011493647620081902,6.511075820922851,0.004647448837204034,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
64,1.0,0.01589408852159977,0.010770380049943924,7.17831600189209,0.005123708780793783,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
65,1.0,0.015256404727697372,0.009979913271963596,7.392364406585694,0.005276491368012629,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
66,1.0,0.015294273570179939,0.010404533296823502,6.85052598953247,0.0048897401781102575,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
67,1.0,0.01580012895166874,0.01097454957664013,6.760636692047119,0.004825579366200656,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
68,1.0,0.015808345526456834,0.01090525783598423,6.86922592163086,0.004903087738494546,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
69,1.0,0.015763871669769287,0.010787628181278706,6.9717173004150395,0.004976243612002169,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
70,1.0,0.015460480749607087,0.010423678904771805,7.056559753417969,0.005036802108078493,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
71,1.0,0.015392222739756108,0.010275147967040538,7.1690216064453125,0.005117074665556968,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
72,1.0,0.015435836613178253,0.010607665963470935,6.764266815185547,0.004828170460517878,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
73,1.0,0.01590531200170517,0.011183362342417241,6.615451927185059,0.004721949983715245,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
74,1.0,0.015373045206069946,0.010621078051626683,6.657506103515625,0.004751967240196734,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
75,1.0,0.015081610307097435,0.010158059895038605,6.897894172668457,0.004923550444445723,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
76,0.0,0.010053900331258773,0.010053900331258773,7.238229026794434,0.005166473252529931,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
77,0.08,0.009746338054537774,0.00916236212477088,10.22687801361084,0.007299698796296102,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
78,0.16,0.010078508518636226,0.0084308160841465,14.427608032226562,0.010298078538348724,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
79,0.24,0.009886359199881553,0.007166877649724484,15.874972839355468,0.011331172619097407,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
80,0.32,0.010898249074816704,0.007184693329036236,16.258410873413087,0.011604861437125687,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
81,0.4,0.01152609959244728,0.006986081674695015,15.901412773132325,0.011350044805947413,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
82,0.48,0.012134341895580292,0.007154701966792345,14.534323081970214,0.010374249166288518,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
83,0.56,0.012128373757004738,0.007310588210821152,12.053067016601563,0.00860318844868063,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
84,0.64,0.012531660050153732,0.008382759243249892,9.082203559875488,0.006482657787205916,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
85,0.72,0.013804305754601955,0.00988078311085701,7.634520473480225,0.005449336526395593,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
86,0.8,0.01408801093697548,0.009653564356267453,7.765824317932129,0.0055430580427781075,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
87,0.88,0.014480016268789768,0.008668313249945641,9.252495727539063,0.0066042082280792745,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
88,0.96,0.014423498921096324,0.008545221909880638,8.578610801696778,0.006123205425907764,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
89,1.0,0.014627895951271057,0.00967841699719429,6.934219779968262,0.0049494787865583595,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
90,1.0,0.015364690497517586,0.010628977678716183,6.634733428955078,0.004735712654500413,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
91,1.0,0.014339621737599373,0.009186268523335457,7.219847602844238,0.005153353035577615,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
92,1.0,0.01449787512421608,0.0092457614839077,7.358211059570312,0.005252113532883877,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
93,1.0,0.015254892222583295,0.009956781528890133,7.4226535987854,0.0052981110626591004,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
94,1.0,0.015349589735269547,0.010206922180950642,7.204877586364746,0.00514266779897555,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
95,1.0,0.015120470374822616,0.010068156979978085,7.078291873931885,0.0050523139714003466,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
96,1.0,0.014800081364810466,0.00950578175485134,7.417314186096191,0.005294299918698209,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
97,1.0,0.014669474214315414,0.009358445629477501,7.440751399993896,0.005311028836540968,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
98,1.0,0.014408517330884933,0.009423213191330432,6.9844113540649415,0.0049853043212454975,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
99,1.0,0.013932050429284573,0.008944242559373379,6.987918701171875,0.004987807780993486,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
100,1.0,0.014182422459125519,0.009171726331114769,7.019985389709473,0.005010696209642736,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,100
1,0.0,0.05719534322619438,0.05719534322619438,4.351452188491821,0.0031059615906436984,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,100
2,0.08,0.04973790109157562,0.04789567410945892,32.26200225830078,0.023027838871021257,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,100
3,0.16,0.044382572323083874,0.04106591239571571,29.041505966186524,0.02072912631419452,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,100
4,0.24,0.037999593019485474,0.03534110471606255,15.518924026489257,0.011077033566373488,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,100
5,0.32,0.034974511712789536,0.030091190561652183,21.379794464111328,0.015260381487588385,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,100
6,0.4,0.034640511870384215,0.028948915749788286,19.9348161315918,0.014228990814840685,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,100
7,0.48,0.03381867870688438,0.02850008063018322,15.523660430908203,0.011080414297579017,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,100
8,0.56,0.03298608437180519,0.02886353828012943,10.313728103637695,0.007361690295244607,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,100
9,0.64,0.03283624142408371,0.028783250749111176,8.872249298095703,0.006332797500425198,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,100
10,0.72,0.03216040387749672,0.027495552003383637,9.077022018432617,0.006478959327931918,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,100
11,0.8,0.031640061736106874,0.026491053774952887,9.017199974060059,0.006436259795902968,Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,100
