evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition,stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,seed,corruption,severity,balanced_accuracy_supported,macro_f1_supported,prediction_agreement,latent_cosine_drift,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,corrupted_vae_kl_unnormalized_per_observation,corrupted_vae_kl_normalized,corrupted_vae_mean_kl_per_latent_dimension,corrupted_vae_median_kl_per_latent_dimension,corrupted_vae_max_kl_per_latent_dimension,corrupted_vae_active_units_var_mu_gt_0_01,corrupted_vae_dimensions_mean_kl_gt_0_01,corrupted_vae_posterior_mean_absolute_mu,corrupted_vae_posterior_mean_log_variance,corrupted_vae_posterior_sample_reconstruction_variability
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,scale_offset,0.5,0.9090909090909092,0.8944444444444444,1.0,0.012122263200581074,0.013255681736204245,0.006627840868102123,0.136735824150932,0.9067344243037267,0.007024362983151134,,2.0,0.2712934885006234,0.08860764373093843,8.099530624006196,0.005781249553180725,0.12655516600009684,0.027141011188180714,2.2855963458404047,58,59,0.25297722610340034,-0.24862671023834865,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,scale_offset,1.0,0.9090909090909092,0.9205882352941177,0.896551724137931,0.04656084254384041,0.022083513521849243,0.011041756760924622,0.14851891995836602,0.8912519486180628,0.007097095426293895,,2.0,0.2984951831411879,0.07279456951073371,7.542318893557155,0.005383525263067206,0.11784873271183052,0.028848404310604807,2.0318802204122433,60,59,0.24328143013909884,-0.24290234344631903,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,scale_offset,1.5,0.6477272727272727,0.7279411764705883,0.7931034482758621,0.08124066889286041,0.021027673167176106,0.010513836583588053,0.15379717085786926,0.9022659041008291,0.0070234622368394095,,2.0,0.30151943305611995,0.08797211479395628,8.546943403405514,0.006100602001003222,0.1335459906782111,0.03129575614980584,2.5015515450306234,59,59,0.2548236439104522,-0.24960447401137006,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,smooth_baseline,0.5,0.8465909090909092,0.861764705882353,0.896551724137931,0.03202356398105621,0.01583720975092938,0.00791860487546469,0.14692087617385477,0.8995131295761898,0.007070957401197406,,2.0,0.2789313931686298,0.08376390859484673,7.161146931058149,0.005111453912247073,0.11189292079778357,0.030052226221335174,1.7622224517174834,58,56,0.24879157927635193,-0.23826333917894113,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,smooth_baseline,1.0,0.7840909090909092,0.8090909090909091,0.8275862068965517,0.11348547786474228,0.02205594532142222,0.01102797266071111,0.16491324010869174,0.8871767814391049,0.007149986840311986,,2.0,0.28522765150721335,0.08312812354415655,7.000723310030391,0.00499694740187751,0.10938630171922485,0.0305390897778997,1.5671042436755307,59,59,0.25446938227448834,-0.2332768952124705,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,smooth_baseline,1.5,0.7670454545454546,0.8193979933110368,0.7241379310344828,0.24682794511318207,0.031231801389774782,0.015615900694887391,0.1873592773530652,0.8515869919486861,0.00733836148900169,,2.5,0.3139542683341521,0.08563847374171019,7.2791575479311,0.005195687043491149,0.11373683668642344,0.035545389533352956,1.4164828817928876,60,59,0.26765453880162915,-0.23192281996160813,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,gaussian_noise,0.5,0.8465909090909092,0.861764705882353,0.9655172413793104,0.0001696574327070266,0.011606712682204126,0.005803356341102063,0.13160290398531505,0.9052253794057753,0.0069861698230497555,,2.0,0.27556029874780563,0.0850267424248159,7.792071712544866,0.005561792799817891,0.12175112050851353,0.02649925928261801,2.0384827451663305,58,59,0.25175997006521483,-0.24381977686231227,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,gaussian_noise,1.0,0.9090909090909092,0.8944444444444444,1.0,0.0006999229663051665,0.012004172805039187,0.006002086402519593,0.13325238759883937,0.904338913264689,0.00700221978762362,,2.0,0.2771781523570095,0.08213435974903405,7.639366980194688,0.005452795845963375,0.11936510906554201,0.02647843850167431,1.942306708750213,58,59,0.25119287615391306,-0.24025901301370298,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,gaussian_noise,1.5,0.9090909090909092,0.8944444444444444,0.9655172413793104,0.0018192282877862453,0.012509052834931485,0.006254526417465742,0.13545373973097039,0.9018483070632869,0.007021569454010363,,2.0,0.3058360646972944,0.08005283586680889,7.470692671833001,0.005332400194027838,0.11672957299739062,0.026014156746581737,1.8528492471284557,58,58,0.24981638489316538,-0.23673702473134373,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,isolated_spikes,0.5,0.9090909090909092,0.8944444444444444,1.0,3.213101444998756e-05,0.011321358123835359,0.005660679061917679,0.13061093135587565,0.9071988116472891,0.0069772410626512335,,2.0,0.28009678524795123,0.08640925330109894,7.943463993821488,0.005669852957759806,0.12411662490346076,0.02671080945515509,2.123834768743524,58,59,0.25253473549297456,-0.24716507546959135,
