epoch,beta,train_loss,train_reconstruction_loss,train_kl_unnormalized,train_kl_normalized,stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,seed,fixed_epoch_count
30,0.32,0.018738281019408293,0.014995373352760017,16.386916401410343,0.011696585582734006,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
31,0.4,0.019554142059400828,0.014863657247689035,16.4284244209829,0.011726213005698002,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
32,0.48,0.01994147283410785,0.015393961051648314,13.273050712816643,0.009473983378170337,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
33,0.56,0.020373801258627814,0.015854313884946434,11.306788945438885,0.008070513165909269,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
34,0.64,0.020996096760335595,0.01578742650459812,11.402105023162534,0.008138547482628504,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
35,0.72,0.021266384784019356,0.016008963554420254,10.230065104937312,0.00730197366519437,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
36,0.8,0.021697958404518138,0.016363140063905955,9.342600697218769,0.00666852298159798,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
37,0.88,0.02226013031722319,0.01683519972544728,8.636736494122129,0.006164694142842347,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
38,0.96,0.02299422144212506,0.01712505803490528,8.565310950231071,0.0061137123127987655,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
39,1.0,0.022941906682469627,0.017086631307999294,8.203241184504344,0.005855275649182258,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
40,1.0,0.022992259945080737,0.017085362846652668,8.275562676516445,0.005906896985379333,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
41,1.0,0.022798774933273144,0.017244746024259412,7.781194089639066,0.005554028615017178,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
42,1.0,0.022907253674635985,0.01690213648470664,8.413168974597045,0.006005117041111382,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
43,1.0,0.022821199826218865,0.017388945840524906,7.610588179694282,0.005432254232472721,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
44,1.0,0.02256621096772377,0.016771095419170882,8.118957047510628,0.005795115665603589,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
45,1.0,0.02246397513557564,0.016635120281893196,8.16622593908599,0.005828855060018551,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
46,1.0,0.02227280674633956,0.016537815953294437,8.034722593095568,0.00573499114425094,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
47,1.0,0.02200762110978666,0.01655475279749042,7.639468279751864,0.005452868151143372,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
48,1.0,0.022341116416183384,0.0166790515673582,7.932552843382864,0.005662064841815035,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
49,1.0,0.02234832767510053,0.01683385544127286,7.725775728322039,0.005514472325711662,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
50,1.0,0.022218184658523762,0.016081843760353747,8.597013690254904,0.0061363409637793746,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
51,0.0,0.01659632728181102,0.01659632728181102,9.734699692388977,0.006948393784717328,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
52,0.08,0.015130295521683164,0.013969045301729982,20.336394493025963,0.014515627760903614,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
53,0.16,0.015971241010860962,0.013047582356992996,25.600286406700057,0.018272866814204182,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
54,0.24,0.016611300691059143,0.01266514135505816,23.035707184762664,0.016442332037660715,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
55,0.32,0.0171472059017179,0.013430471372122716,16.272328241906983,0.011614795318991422,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
56,0.4,0.01759747492920871,0.013635710502664248,13.876078990974811,0.009904410414685804,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
57,0.48,0.018155160576406152,0.014065912332047115,11.935493854561237,0.00851926756214221,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
58,0.56,0.018589410159473466,0.014034057374704968,11.39651621230925,0.008134558324274982,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
59,0.64,0.019140093408600248,0.014325929391715262,10.538505274840075,0.007522130817159226,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
60,0.72,0.019549586631432928,0.014350960896623254,10.115659049063018,0.0072203133826288495,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
61,0.8,0.020167347683448984,0.014828021290025325,9.35049526137535,0.006674157931031656,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
62,0.88,0.020400811268976242,0.014791178808669852,8.930790467695756,0.006374582774943438,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
63,0.96,0.020942862568931145,0.015115783662732803,8.503893476544004,0.006069874001815849,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
64,1.0,0.021435679058835963,0.01558100094435492,8.202404378640532,0.005854678357345133,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
65,1.0,0.020704686472361736,0.014986694705757227,8.010905583699545,0.005717991137544286,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
66,1.0,0.020897913667740242,0.01569833051450927,7.284615222853843,0.005199582600181187,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
67,1.0,0.02095505871781797,0.015501928703878263,7.63983547807944,0.005453130248450707,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
68,1.0,0.021206395813461506,0.015443159192047938,8.074294600823913,0.005763236688668032,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
69,1.0,0.020930034230754832,0.015430206338865588,7.705259708443073,0.005499828485683849,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
70,1.0,0.020489398239537923,0.015051984256415657,7.617817185141823,0.005437414122156904,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
71,1.0,0.020882769327874137,0.015778240907673883,7.151444464018851,0.005104528525352499,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
72,1.0,0.021036952527032957,0.015359711569893842,7.953815286809748,0.005677241460963417,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
73,1.0,0.020641030856605732,0.014947285320647437,7.9769382524972015,0.005693746076015133,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
74,1.0,0.020362075606379846,0.014874355698173697,7.688295961630465,0.005487720172469996,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
75,1.0,0.020632275540118265,0.015280935941546253,7.497227028162793,0.005351339777418125,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
76,0.0,0.014490763741460714,0.014490763741460714,9.17479321450898,0.006548746048900058,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
77,0.08,0.013542195067110688,0.012501077491300876,18.232570416999586,0.013013968891505771,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
78,0.16,0.01440818745153721,0.011737778387737997,23.38276965208728,0.016690056853738245,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
79,0.24,0.01522415962935698,0.011909139257940378,19.351432048913203,0.013812585331130053,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
80,0.32,0.01567272406372458,0.012367088150120142,14.472486996891522,0.01033011206059352,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
81,0.4,0.01606413720156809,0.01261637242266325,12.0757968786991,0.008619412475873733,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
82,0.48,0.01662171312203311,0.012765000931768104,11.25677781153207,0.008034816425076424,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
83,0.56,0.01710382474567553,0.012764833162002491,10.855227614894059,0.007748199582365495,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
84,0.64,0.01775915907564187,0.013210959723125202,9.956292971216067,0.007106561721067856,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
85,0.72,0.018286404547968295,0.013400762784059602,9.506643738409485,0.00678561294675909,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
86,0.8,0.018800012823758705,0.013755665602858621,8.833912998738915,0.006305433974831488,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
87,0.88,0.018888899924779178,0.013496282312906149,8.585293008823587,0.0061279750241424605,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
88,0.96,0.019593643965293662,0.013961682378342657,8.219144825983529,0.005866627284784817,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
89,1.0,0.01988649932724057,0.014443748790507365,7.625293702790231,0.0054427506800786805,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
90,1.0,0.019625839316333184,0.01417327941291862,7.639036390516493,0.005452559879026761,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
91,1.0,0.01978357881307602,0.014445378059389615,7.478819803758101,0.0053382011447238404,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
92,1.0,0.019786337804463174,0.014326912078140961,7.648655438663984,0.005459425723528897,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
93,1.0,0.01945065116189947,0.013670557441961283,8.097911343430027,0.005780093749771611,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
94,1.0,0.02003782300861797,0.014817529828334697,7.313630836178558,0.0052202932449525756,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
95,1.0,0.0195336580615152,0.01421776967066707,7.447559433754044,0.005315888246790895,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
96,1.0,0.019549967043779114,0.013925090958975782,7.880451452852499,0.0056248761262330475,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
97,1.0,0.01944732457173593,0.014063077179169414,7.543330958395293,0.005384247650531972,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
98,1.0,0.019526424112193512,0.014319162194927534,7.295373473504577,0.005207261579946165,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
99,1.0,0.019332601829911724,0.014399911794397566,6.91069869320802,0.004932690002289807,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
100,1.0,0.019535231375784584,0.014124070284794074,7.58103659658721,0.005411161025401292,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,100
1,0.0,0.09248864229279335,0.09248864229279335,34.05011906768336,0.02430415351012374,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
2,0.08,0.0756292353675823,0.06246390712983681,230.5578058416193,0.16456659945868615,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
3,0.16,0.05525856517782115,0.04350766565914106,102.8938216777763,0.07344312753588601,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
4,0.24,0.043297574526131755,0.03591516297875029,43.09482961712462,0.030760049691023996,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
5,0.32,0.03921999865108066,0.03455029887081397,20.444529225127866,0.014592811723860004,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
6,0.4,0.037214440980342905,0.03427689699362023,10.288748490689981,0.007343860450171292,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
7,0.48,0.036529391815867084,0.03383455636224361,7.865552516898724,0.005614241625195378,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
8,0.56,0.03588362463345431,0.03304075504267456,7.112251358802872,0.0050765534324074746,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
9,0.64,0.03478732838699914,0.031411610920019824,7.389654072848233,0.005274556797179324,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
10,0.72,0.03361493725367267,0.029248291833533183,8.496764057814472,0.006064785194728388,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
11,0.8,0.03294464595841639,0.027531528205733107,9.479721734018037,0.006766396669534645,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
12,0.88,0.03207828439395837,0.026967530656192038,8.13655273842089,0.005807675045268302,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
13,0.96,0.031757021680323766,0.026390980063664794,7.831067576552883,0.005589627106747239,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
14,1.0,0.030931910104823834,0.025939617475325413,6.994201939515393,0.00499229260493604,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
15,1.0,0.03050934188444205,0.025379335075014768,7.1871400409274635,0.00513000716697178,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
16,1.0,0.029743860052390533,0.02433204927453489,7.581946753492259,0.005411810673442013,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
17,1.0,0.03003343091242843,0.024780846831172404,7.3588710072064645,0.005252584587584914,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
18,1.0,0.029715072589390205,0.02388550988351456,8.167217061977194,0.005829562499626834,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
19,1.0,0.029831888699772383,0.024491050308852486,7.482514901594683,0.00534083861641305,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
20,1.0,0.029149124549344332,0.02299781653540905,8.617982228597006,0.006151307800568884,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
21,1.0,0.028425612740895966,0.02303993970983558,7.545328409984858,0.005385673383286837,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
22,1.0,0.028343728621198674,0.022792742277185123,7.776932205816712,0.00555098658516539,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
23,1.0,0.028181125532196025,0.022761119491975717,7.593428298680469,0.005420005923397908,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
24,1.0,0.02818372736525054,0.02276651668503429,7.5895121506970336,0.005417210671446847,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
25,1.0,0.028113004930242144,0.022370190105654976,8.045683562153517,0.005742814819524281,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
26,0.0,0.021401652388951996,0.021401652388951996,9.463311253171979,0.0067546832642198275,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
27,0.08,0.02038314968648583,0.018946036959838385,25.16744062635634,0.01796391193886962,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
28,0.16,0.021338784013583204,0.01792336910059958,29.906227381542475,0.021346343598531388,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
29,0.24,0.021915478857629227,0.017933116755401244,23.247039371066624,0.0165931758537235,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
30,0.32,0.0226435267526393,0.018476477175047905,18.243863519996104,0.013022029635971523,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
31,0.4,0.02310215038332072,0.01898004820175243,14.437662933811996,0.010305255484519627,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
32,0.48,0.023725181441716474,0.019148947765128783,13.356883010478935,0.009533820849735144,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
33,0.56,0.024064743891358376,0.01916665802098284,12.253960936960548,0.008746581682341575,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
34,0.64,0.024465079616868134,0.019539818092428073,10.78170654027149,0.0076957220130417486,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
35,0.72,0.0248419525609775,0.019682701940488333,10.039041557697335,0.0071656256657368555,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
36,0.8,0.02576244122000656,0.020327580866940094,9.517798703126234,0.006793575091453415,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
37,0.88,0.02599150647945476,0.020496655500145875,8.748052934203486,0.00624414913219378,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
38,0.96,0.02608697750426904,0.02025724800698685,8.507761724067457,0.006072635063574202,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
39,1.0,0.026479265473858274,0.02102530350664047,7.641000844011403,0.005453962058537761,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
40,1.0,0.026905642991716213,0.021298749560509065,7.855257650818488,0.0056068933981573785,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
41,1.0,0.02594629545329195,0.02028413169612788,7.932692662634031,0.005662164641423291,outer,nato_outer_o1__train_quality_pass__test_quality_pass,1,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
