best_epoch,best_validation_loss,beta,bottleneck_dimension,channels,clean_median_absolute_peak_prominence_change,clean_median_absolute_relative_peak_width_change,clean_median_peak_shift_cm1,clean_reconstruction_first_derivative_mae,clean_reconstruction_median_row_correlation,clean_reconstruction_mse,clean_reconstruction_smooth_l1,clean_reconstruction_spectral_angle,clean_repeatable_peak_recall,configuration,corrupted_latent_cosine_drift,corrupted_median_absolute_peak_prominence_change,corrupted_median_absolute_relative_peak_width_change,corrupted_median_peak_shift_cm1,corrupted_prediction_agreement,corrupted_reconstruction_first_derivative_mae,corrupted_reconstruction_median_row_correlation,corrupted_reconstruction_mse,corrupted_reconstruction_smooth_l1,corrupted_reconstruction_spectral_angle,corrupted_repeatable_peak_recall,corrupted_target_balanced_accuracy,curriculum,inner_fold,instrument_probe_increment_delta,kl_schedule,latent_cross_instrument_separation_margin,latent_different_target_cross_instrument_distance,latent_instrument_probe_increment,latent_same_master_cross_instrument_distance,latent_sensor_probe_increment,latent_target_balanced_accuracy,latent_target_macro_f1_supported,latent_target_macro_f1_union,loss_name,model_family,n_train,n_validation,outer_fold,parameter_count,raw_instrument_probe_increment,raw_same_master_cross_instrument_distance,raw_sensor_probe_increment,raw_target_balanced_accuracy,representation,run_seed,same_master_distance_delta,sensor_probe_increment_delta,stage,state_sha256,subset,target_balanced_accuracy_delta_from_raw,vae_active_units_var_mu_gt_0_01,vae_dimensions_mean_kl_gt_0_01,vae_kl_normalized,vae_kl_unnormalized_per_observation,vae_max_kl_per_latent_dimension,vae_mean_kl_per_latent_dimension,vae_median_kl_per_latent_dimension,vae_posterior_mean_absolute_mu,vae_posterior_mean_log_variance,vae_posterior_sample_reconstruction_variability
100,0.0246384224596143,1.0,64,8x16,0.0734242300968617,0.3112699083835573,2.0,0.0165725128346261,0.8901194178718107,0.013368601330122,0.006684300665061,0.1052530644522003,0.3822525597269625,c8x16_z64_spectral_composite_beta1_constant,0.1459708958864212,0.089310698211193,0.4242119800310784,2.0,0.7226890756302521,0.0168889156906401,0.7587223430366707,0.0236987309079342,0.0118493654539671,0.1483379445438502,0.3481228668941979,0.5101604944037111,clean,1,-0.0507078507078506,constant,0.2876750877520975,1.0495733074443343,0.5533462033462033,0.761898219692237,0.3756854256854256,0.5573802518719159,0.5554505735186915,0.5554505735186915,spectral_composite,vae,361,119,0,1082353,0.604054054054054,0.6707542637983958,0.4251322751322751,0.646868140849017,arpls_minmax,988169711,0.0911439558938412,-0.0494468494468495,vae_search_core,7693aaf2d76501d47e34121d3a71835d47ad2ac00a46e942b19d49498d38cf8f,strict_core,-0.0894878889771011,56,45,0.0049555442331308,6.942717470616366,1.4599282668720712,0.1084799604783807,0.0176881793472541,0.2094353811075923,-0.2155589911976332,0.0378299839794635
100,0.0213056115762275,1.0,64,8x16,0.0603675001475494,0.2947234524012054,2.0,0.0164790330374893,0.9175759656565666,0.0073562226052572,0.0036781113026286,0.0854385850224931,0.4402730375426621,c8x16_z64_spectral_composite_beta1_linear_warmup_20,0.1470066606998443,0.0682659670710563,0.3074612971928509,2.0,0.7478991596638656,0.016819796280136,0.892908538975724,0.0180887268771742,0.0090443634385871,0.1195288308969804,0.4357224118316268,0.5518666619966065,clean,1,-0.1687258687258687,linear_warmup_20,0.2633438779600456,1.042657026737163,0.4353281853281853,0.7793131487771174,0.4018759018759018,0.624507892401812,0.6248015336560765,0.6248015336560765,spectral_composite,vae,361,119,0,1082353,0.604054054054054,0.6707542637983958,0.4251322751322751,0.646868140849017,arpls_minmax,1341959408,0.1085588849787216,-0.0232563732563733,vae_search_core,79c656f1a68ff60e8f049fbbc17488528b333209707eb0d05c0750ebc7b7d6ba,strict_core,-0.0223602484472049,56,45,0.0049257433111667,6.900966378944561,1.290163503298837,0.1078275996710088,0.0171182578866424,0.2134722215854357,-0.2069937783470999,0.0406871102750301
99,0.0222332726757065,1.0,64,8x16,0.0656387163326144,0.3244485983214696,2.0,0.016485171763089,0.914364317278204,0.0083114244273134,0.0041557122136567,0.0866864087662839,0.422070534698521,c8x16_z64_spectral_composite_beta1_cyclical_4,0.1505679637193679,0.0763311479240655,0.3393664011764161,2.0,0.7142857142857143,0.0168324914369002,0.8814432648462294,0.0198680989572828,0.0099340494786414,0.1239647075780617,0.4152445961319681,0.533045735456654,clean,1,-0.1583655083655083,cyclical_4,0.2866546872250555,1.062987006648772,0.4456885456885456,0.7763323194237166,0.3947330447330447,0.5971269400208595,0.5952963292864771,0.5952963292864771,spectral_composite,vae,361,119,0,1082353,0.604054054054054,0.6707542637983958,0.4251322751322751,0.646868140849017,arpls_minmax,584382273,0.1055780556253208,-0.0303992303992304,vae_search_core,6d9d6b4ca5a8e4bce5c5008316b3d5c727ca21cc2040b97e135ed2bdce3c5ba6,strict_core,-0.0497412008281574,61,57,0.0055300031637371,7.747534432395757,1.2967030045776444,0.1210552255061837,0.0261937825260617,0.2488656922003872,-0.2394484978700699,0.0438915826380252
99,0.0236192499406826,1.0,64,8x16,0.0778670199215412,0.6085638618617031,2.0,0.0231564658282446,0.8571719576272653,0.0138882515234515,0.0069441257617257,0.0946132003716418,0.2784717119764879,c8x16_z64_spectral_composite_beta1_constant,0.1627718955278396,0.0849702656269073,0.6544683879128314,2.0,0.6923076923076923,0.023392128717731,0.7684356847674987,0.0247388099928584,0.0123694049964292,0.1183285154494232,0.2674504041146216,0.6067743764172336,clean,2,-0.0173280423280424,constant,0.2682448495657689,1.0384958148762211,0.5977733686067019,0.7702509653104525,0.4715924426450742,0.7249149659863946,0.6739521118021141,0.6739521118021141,spectral_composite,vae,363,117,0,1082353,0.6151014109347444,0.7343894507846789,0.4835582546108861,0.768140589569161,arpls_minmax,1901221524,0.0358615145257735,-0.0119658119658119,vae_search_core,5cb856ba7b924cf0a03fb05dbaf1fb4196c4ceca2569f4ff6c7231a2865cbba5,strict_core,-0.0432256235827663,64,59,0.0048413980072543,6.782798608163318,1.3413509702015702,0.1059812282525518,0.0314115940795106,0.2404270502541519,-0.229933453831334,0.047750324010849
95,0.0233437383754385,1.0,64,8x16,0.0842673182487487,0.7996976725322306,2.0,0.0232211031974178,0.8641245465334179,0.0183960643573315,0.0091980321786657,0.0927341190596053,0.2821454812637766,c8x16_z64_spectral_composite_beta1_linear_warmup_20,0.1468964666128158,0.0971825083834119,0.5997549466808202,2.0,0.7521367521367521,0.0234173228129999,0.7155673810646695,0.0256253064037545,0.0128126532018772,0.1198260449488041,0.2718589272593681,0.6593537414965986,clean,2,-0.1064484126984128,linear_warmup_20,0.2614103838096121,1.0373589953047633,0.5086529982363315,0.7759486114951512,0.4690283400809716,0.6990362811791383,0.6712239835221202,0.6712239835221202,spectral_composite,vae,363,117,0,1082353,0.6151014109347444,0.7343894507846789,0.4835582546108861,0.768140589569161,arpls_minmax,1571240581,0.0415591607104722,-0.0145299145299144,vae_search_core,2d10bd1e5f07194c1eb60eea48f34b25775f61924da040b5a6185f1641f84f26,strict_core,-0.0691043083900226,57,52,0.0048224129953334,6.756200606462178,1.783089799083218,0.1055656344759715,0.0223042496712894,0.2067475160615725,-0.2275657833900136,0.044615413993597
99,0.0246156573645834,1.0,64,8x16,0.0796940475702285,0.955033139815358,2.0,0.0231262023324134,0.800123272073334,0.012903492398513,0.0064517461992565,0.101832702666844,0.2659808963997061,c8x16_z64_spectral_composite_beta1_cyclical_4,0.1855775713920593,0.0896614231169223,0.792323648733825,2.0,0.6495726495726496,0.0233444667360794,0.6155253858894414,0.0214177537044708,0.0107088768522354,0.1323047348992259,0.2637766348273328,0.5974206349206349,clean,2,-0.0457231040564374,cyclical_4,0.2655766482328555,1.031482743328431,0.5693783068783069,0.7659060950955755,0.4647548358074674,0.7090419501133788,0.6665285517156475,0.6665285517156475,spectral_composite,vae,363,117,0,1082353,0.6151014109347444,0.7343894507846789,0.4835582546108861,0.768140589569161,arpls_minmax,407789727,0.0315166443108966,-0.0188034188034187,vae_search_core,3edd10e59c085fbef388e0d0bec202a8c3581cb8c40397a98162eaa3d92f72fc,strict_core,-0.0590986394557822,60,55,0.004442289958645,6.223648232061784,1.728089993340228,0.0972445036259654,0.0230110189189795,0.2105175148875958,-0.2013360530106269,0.0387029759585857
99,0.0246529308458169,1.0,64,8x16,0.0789934820495545,0.4123008136416203,2.0,0.0182765908561892,0.8611838090354926,0.012653713996139,0.0063268569980695,0.1055162040420847,0.3632478632478632,c8x16_z64_spectral_composite_beta1_constant,0.1348173171281814,0.0768478438258171,0.5072066073504234,2.0,0.7166666666666667,0.0184455749498371,0.806280945530357,0.0199832924778398,0.0099916462389199,0.1369013093521288,0.3141025641025641,0.5913003663003663,clean,3,-0.1776041666666667,constant,0.2884157556178971,1.0309813493457158,0.4179315476190475,0.7425655937278187,0.3997826004404952,0.644047619047619,0.6416665557488693,0.6416665557488693,spectral_composite,vae,360,120,0,1082353,0.5955357142857143,0.6775316464734245,0.397123870281765,0.6791208791208792,arpls_minmax,1199436391,0.0650339472543942,0.0026587301587301,vae_search_core,472eabd9d9b1f318e2d1a71db297feac4981ee4b1d8763bcdd2de7f4cc00cbaf,strict_core,-0.0350732600732601,62,57,0.0045083833665452,6.316245096529895,1.9496560082403245,0.0986913296332795,0.0284042566330282,0.2296906702805396,-0.1990864729338909,0.0339664444327354
100,0.0227614916861057,1.0,64,8x16,0.0851204711943864,0.3723349077656706,2.0,0.0183832184193002,0.8983036687173296,0.0106858133689022,0.0053429066844511,0.095658676563834,0.4391025641025641,c8x16_z64_spectral_composite_beta1_linear_warmup_20,0.1458502113819122,0.0794033631682396,0.3919425470913227,2.0,0.6833333333333333,0.0186148513100655,0.864361232871665,0.0214361857118674,0.0107180928559337,0.1262109889738679,0.4155982905982906,0.5567765567765568,clean,3,-0.1473958333333334,linear_warmup_20,0.2911887933104561,1.032488353330476,0.4481398809523809,0.74129956002002,0.3805257461836409,0.6481379731379732,0.6390306122448981,0.6390306122448981,spectral_composite,vae,360,120,0,1082353,0.5955357142857143,0.6775316464734245,0.397123870281765,0.6791208791208792,arpls_minmax,1472007421,0.0637679135465955,-0.0165981240981241,vae_search_core,39dda5bdebf061c17e06c8d4cbe934c464f0adcc385e4dba23396e10460fddf7,strict_core,-0.0309829059829059,62,56,0.004731535626904,6.628881413292506,1.8296355267496272,0.1035762720826953,0.0292259005394011,0.2235865973148368,-0.2192577245937248,0.0402237400412559
100,0.0224428227792183,1.0,64,8x16,0.0673654773272574,0.3188448576360991,2.0,0.0181046130203172,0.9185281407016608,0.008630756982207,0.0043153784911035,0.0872451753729987,0.4476495726495726,c8x16_z64_spectral_composite_beta1_cyclical_4,0.1568841636180877,0.0720653060125187,0.2605101729231304,2.0,0.75,0.018283387900499,0.8763520301303525,0.0182771869234417,0.0091385934617208,0.1212556875123705,0.4326923076923077,0.5746031746031746,clean,3,-0.0921874999999999,cyclical_4,0.2973385846746788,1.055243413624087,0.5033482142857143,0.7579048289494081,0.4003778385357331,0.6818986568986569,0.6767148816587808,0.6767148816587808,spectral_composite,vae,360,120,0,1082353,0.5955357142857143,0.6775316464734245,0.397123870281765,0.6791208791208792,arpls_minmax,297086900,0.0803731824759836,0.0032539682539681,vae_search_core,a7f0fd8365dd7f19b39f503c4ff83a7ebe3764b5b70ab42d625092943c6067ea,strict_core,0.0027777777777777,58,49,0.0052976945620362,7.422070081412722,1.250323614142986,0.1159698450220737,0.0162468978717088,0.2182282807898445,-0.2260149244512528,0.041635874658823
96,0.0230478376390472,1.0,64,8x16,0.0785741563886404,0.4114863262679641,2.0,0.020334995785634,0.8888008880763323,0.0111287037211079,0.0055643518605539,0.0912741064628298,0.4008733624454148,c8x16_z64_spectral_composite_beta1_constant,0.1398669779300689,0.0741854682564735,0.5092753386355073,2.0,0.7661290322580645,0.0205659769781553,0.8564634425479283,0.0227594719511605,0.0113797359755802,0.1186521943900624,0.3659388646288209,0.6561418427019932,clean,4,-0.1064814814814814,constant,0.3626083167453794,1.053754551047013,0.5085317460317461,0.6911462343016336,0.369187675070028,0.6573909590826885,0.6501548050984847,0.6501548050984847,spectral_composite,vae,356,124,0,1082353,0.6150132275132275,0.6494197382483371,0.3957609710550887,0.6751786747087499,arpls_minmax,977999339,0.0417264960532964,-0.0265732959850606,vae_search_core,8e6b914e7ce1b9995f0c7c217b7929cbbc6e3df46cb7baa258d6caeb56c64ec1,strict_core,-0.0177877156260614,63,60,0.0050989258841386,7.143595163678224,1.476070910668509,0.1116186744324722,0.0354160236905106,0.2546712476190981,-0.2380134831042787,0.0429877266287803
