best_epoch,best_validation_loss,beta,bottleneck_dimension,channels,clean_median_absolute_peak_prominence_change,clean_median_absolute_relative_peak_width_change,clean_median_peak_shift_cm1,clean_reconstruction_first_derivative_mae,clean_reconstruction_median_row_correlation,clean_reconstruction_mse,clean_reconstruction_smooth_l1,clean_reconstruction_spectral_angle,clean_repeatable_peak_recall,configuration,corrupted_latent_cosine_drift,corrupted_median_absolute_peak_prominence_change,corrupted_median_absolute_relative_peak_width_change,corrupted_median_peak_shift_cm1,corrupted_prediction_agreement,corrupted_reconstruction_first_derivative_mae,corrupted_reconstruction_median_row_correlation,corrupted_reconstruction_mse,corrupted_reconstruction_smooth_l1,corrupted_reconstruction_spectral_angle,corrupted_repeatable_peak_recall,corrupted_target_balanced_accuracy,curriculum,inner_fold,instrument_probe_increment_delta,kl_schedule,latent_cross_instrument_separation_margin,latent_different_target_cross_instrument_distance,latent_instrument_probe_increment,latent_same_master_cross_instrument_distance,latent_sensor_probe_increment,latent_target_balanced_accuracy,latent_target_macro_f1_supported,latent_target_macro_f1_union,loss_name,model_family,n_train,n_validation,outer_fold,parameter_count,raw_instrument_probe_increment,raw_same_master_cross_instrument_distance,raw_sensor_probe_increment,raw_target_balanced_accuracy,representation,run_seed,same_master_distance_delta,sensor_probe_increment_delta,stage,state_sha256,subset,target_balanced_accuracy_delta_from_raw,vae_active_units_var_mu_gt_0_01,vae_dimensions_mean_kl_gt_0_01,vae_kl_normalized,vae_kl_unnormalized_per_observation,vae_max_kl_per_latent_dimension,vae_mean_kl_per_latent_dimension,vae_median_kl_per_latent_dimension,vae_posterior_mean_absolute_mu,vae_posterior_mean_log_variance,vae_posterior_sample_reconstruction_variability
100,0.0224548571652943,1.0,64,8x16,0.0815572012215852,0.3674231805175894,2.0,0.0204582878688417,0.8839393807923576,0.0122419871265772,0.0061209935632886,0.0920747313121618,0.3973799126637554,c8x16_z64_spectral_composite_beta1_linear_warmup_20,0.1376091539859771,0.0821142727509141,0.4263806704325499,2.0,0.7016129032258065,0.0206893984916109,0.8270737702325848,0.023555681742677,0.0117778408713385,0.1188738629668595,0.3676855895196506,0.6329680657688177,clean,4,-0.1837962962962962,linear_warmup_20,0.3372729494145248,1.050263122210996,0.4312169312169313,0.7129901727964711,0.3945051353874883,0.6597968134622272,0.6578785528033648,0.6578785528033648,spectral_composite,vae,356,124,0,1082353,0.6150132275132275,0.6494197382483371,0.3957609710550887,0.6751786747087499,arpls_minmax,1893546756,0.063570434548134,-0.0012558356676003,vae_search_core,a8f68655bd99832742fea5c3056186aa413c1e36c888b2f64f2e9845b7162558,strict_core,-0.0153818612465227,60,57,0.0048259485484154,6.761153916330036,1.164619786473878,0.1056430299426567,0.0237405068944812,0.2246837604342867,-0.2200354239901776,0.0449030362069606
98,0.0225419150965829,1.0,64,8x16,0.0709033906459808,0.3678355446433162,2.0,0.0201542234647073,0.8978274707506356,0.010257509888987,0.0051287549444935,0.0874058073757365,0.4,c8x16_z64_spectral_composite_beta1_cyclical_4,0.1457407772541046,0.0782191753387451,0.3486393204897433,2.0,0.7016129032258065,0.0203460909486348,0.8490179659782588,0.0204786625989211,0.0102393312994605,0.1151713697987567,0.3703056768558952,0.5573342697402849,clean,4,-0.1421296296296296,cyclical_4,0.350386618109769,1.050896236713675,0.4728835978835979,0.7005096186039059,0.3367273576097105,0.6417979472490751,0.6389587627665397,0.6389587627665397,spectral_composite,vae,356,124,0,1082353,0.6150132275132275,0.6494197382483371,0.3957609710550887,0.6751786747087499,arpls_minmax,192792562,0.0510898803555688,-0.0590336134453781,vae_search_core,b34caf9bd74bfafe1339b840b3a1a17165c55fd3c3ebcb4e783f3115a7d78553,strict_core,-0.0333807274596748,63,53,0.0053723610628168,7.52667784900643,1.344120701952405,0.1176043413907254,0.0217492210808517,0.2261214704216869,-0.2507816388749248,0.0426736027002334
100,0.0214770871325064,1.0,64,8x16,0.074702588841319,0.3715248158834727,2.0,0.0180984252632616,0.9018324740860596,0.0097938331117811,0.0048969165558905,0.0885443503166189,0.5,c8x16_z64_spectral_composite_beta1_constant,0.1568511128425598,0.0724030118435621,0.4585522305654582,2.0,0.7203389830508474,0.0182706122845885,0.8531083921953031,0.0231406778178768,0.0115703389089384,0.1201550225073844,0.4583333333333333,0.602857142857143,clean,0,-0.1357786357786358,constant,0.2840295828553949,1.0456770155222617,0.476061776061776,0.7616474326668667,0.5398601398601399,0.6961904761904761,0.6853894152331339,0.6853894152331339,spectral_composite,vae,361,118,1,1082353,0.6118404118404118,0.6442009991958362,0.5135198135198136,0.7747619047619047,arpls_minmax,883433188,0.1174464334710305,0.0263403263403263,vae_search_core,9d9b7092b9cead604d556097f01f79344eb2b030331fc8d35646556e21af1f56,strict_core,-0.0785714285714285,62,57,0.0048232881141807,6.7574266479672085,1.4327068717500675,0.1055847913744876,0.0281896348793478,0.2234270671178434,-0.2217763530546925,0.042323350906372
99,0.021266809964584,1.0,64,8x16,0.0765678314492106,0.4033859208034184,2.0,0.0179588617425212,0.9069735468353332,0.0078795098939978,0.0039397549469989,0.086660847013349,0.5061274509803921,c8x16_z64_spectral_composite_beta1_linear_warmup_20,0.1709949374198913,0.0688329208642244,0.427125962042215,2.0,0.5508474576271186,0.018174710552494,0.8673330158466782,0.0191113886978245,0.0095556943489122,0.1177609888246572,0.5024509803921569,0.51,clean,0,-0.0724581724581724,linear_warmup_20,0.2528745868062954,1.031482104662805,0.5393822393822394,0.7786075178565097,0.4955710955710956,0.6942857142857143,0.6843594493480076,0.6843594493480076,spectral_composite,vae,361,118,1,1082353,0.6118404118404118,0.6442009991958362,0.5135198135198136,0.7747619047619047,arpls_minmax,1671989189,0.1344065186606735,-0.0179487179487179,vae_search_core,87f9c17d79d461d61dab5dee61031452a419618bc33d397b2598b1a91fc3488e,strict_core,-0.0804761904761903,62,56,0.0049697733499826,6.962652463325708,1.5846025277927125,0.1087914447394642,0.028270114575504,0.24304976574747,-0.2279629687859982,0.0421145558357238
67,0.0225460391049667,1.0,64,8x16,0.0746009186841547,0.3366394678636548,2.0,0.0178705436121509,0.9090334680303198,0.0075871568426665,0.0037935784213332,0.0877135645892903,0.5073529411764706,c8x16_z64_spectral_composite_beta1_cyclical_4,0.1581829041242599,0.0800997428596019,0.3739370192314666,2.0,0.6864406779661016,0.0180412837983737,0.8847126238801325,0.018649922891022,0.009324961445511,0.1197474556859121,0.4852941176470588,0.5871428571428571,clean,0,-0.1258687258687257,cyclical_4,0.2689335520190483,1.04340398147959,0.485971685971686,0.7744704294605416,0.5494172494172493,0.6942857142857143,0.6859307865268595,0.6859307865268595,spectral_composite,vae,361,118,1,1082353,0.6118404118404118,0.6442009991958362,0.5135198135198136,0.7747619047619047,arpls_minmax,459419264,0.1302694302647054,0.0358974358974357,vae_search_core,7eb73b2dbf5627157212ec683a1d0ac250fc8176d53fdd02f32fd671bad10206,strict_core,-0.0804761904761903,64,64,0.004801686174044,6.727162329835711,0.6402946832492822,0.105111911403683,0.069098633702382,0.3121634769133256,-0.2150029880727681,0.053296573460102
100,0.0232502622131863,1.0,64,8x16,0.0908085480332374,0.7005148244550439,2.0,0.0232901872983655,0.8685606630414039,0.0176846100914971,0.0088423050457485,0.0911622286957252,0.3225569434239529,c8x16_z64_spectral_composite_beta1_constant,0.1671960651874542,0.0960579570382833,0.6276496982845279,2.0,0.7264957264957265,0.0234358581734145,0.7190060570243478,0.0282358793876352,0.0141179396938176,0.1180349238611953,0.3012490815576781,0.6334183673469388,clean,2,-0.1356481481481482,constant,0.2604065995186805,1.0391817534262209,0.4933421516754849,0.7787751539075402,0.505353126405758,0.7335600907029479,0.6770168730883016,0.6770168730883016,spectral_composite,vae,362,117,1,1082353,0.6289902998236332,0.7343894507846789,0.4938146648672964,0.7150510204081632,arpls_minmax,656501491,0.0443857031228612,0.0115384615384615,vae_search_core,940fc4cb27cc6df24eaee4b79245f9b2cfb2888091da57f9a2affd2917507172,strict_core,0.0185090702947847,52,42,0.0052293553609768,7.326326860728519,1.544737724832318,0.1144738571988831,0.0129080127963312,0.1895493349429904,-0.2369004997565395,0.0453157015144825
100,0.0244477630362042,1.0,64,8x16,0.0923890862613916,0.9777091846103516,2.0,0.0230523070267026,0.8185319282016715,0.0129863299451376,0.0064931649725688,0.1028658683635557,0.2645113886847905,c8x16_z64_spectral_composite_beta1_linear_warmup_20,0.1557928025722503,0.0983881130814552,0.6712622438330341,2.0,0.6837606837606838,0.0232425214136485,0.6937057071941406,0.0196724649196062,0.0098362324598031,0.1278776743424195,0.2527553269654665,0.6285997732426304,clean,2,-0.1935074955908289,linear_warmup_20,0.2554602231601521,1.0285029352735566,0.4354828042328042,0.7730427121134045,0.4626180836707154,0.7375283446712018,0.6881260693145244,0.6881260693145244,spectral_composite,vae,362,117,1,1082353,0.6289902998236332,0.7343894507846789,0.4938146648672964,0.7150510204081632,arpls_minmax,1653739537,0.0386532613287256,-0.031196581196581,vae_search_core,3a50ae497911ab5e5d883153429fdd260b25fe25a3f24912e95fb46b3dcef821,strict_core,0.0224773242630386,53,42,0.0044394773864411,6.219707818404039,1.243054580974464,0.0971829346625631,0.0156680591047075,0.1862916993518702,-0.2128162557466613,0.0403937920928001
99,0.0244700826831862,1.0,64,8x16,0.0791559163480997,0.6811509285416643,2.0,0.0230714205651632,0.8267709817899627,0.0124749312674248,0.0062374656337124,0.1015335503957128,0.2689199118295371,c8x16_z64_spectral_composite_beta1_cyclical_4,0.1598748862743377,0.086936742067337,0.5960681875008235,2.0,0.7094017094017094,0.0232542918948352,0.6724110617203721,0.0196116299025178,0.0098058149512589,0.12581004343521,0.2542248346803821,0.6504251700680272,clean,2,-0.1979828042328043,cyclical_4,0.2606443403321213,1.046410080559766,0.4310074955908289,0.7857657402276447,0.4722447143499775,0.7580782312925171,0.7016809956753491,0.7016809956753491,spectral_composite,vae,362,117,1,1082353,0.6289902998236332,0.7343894507846789,0.4938146648672964,0.7150510204081632,arpls_minmax,434359360,0.0513762894429657,-0.0215699505173189,vae_search_core,50acb95ab9a184bc8a86a4d4e04792b329817ecf7bc41b5f6899a339bd1b26e3,strict_core,0.0430272108843539,59,44,0.0048766653921034,6.832208214336994,1.4670414405929304,0.1067532533490155,0.0148591365471597,0.2001575425422813,-0.2242745186916873,0.0380957014858722
99,0.0226329930126667,1.0,64,8x16,0.0716773178428411,0.3306549277830421,2.0,0.0182303876144591,0.9075762174880514,0.0093303333858921,0.004665166692946,0.0896708820957251,0.4326923076923077,c8x16_z64_spectral_composite_beta1_constant,0.14630888402462,0.0759924240410327,0.3643892950667571,2.0,0.7333333333333333,0.0184692111090704,0.8796804242549413,0.0204023337484546,0.0102011668742273,0.1197981204397526,0.4294871794871794,0.6023351648351648,clean,3,-0.140625,constant,0.2930469437254105,1.0370531735895443,0.463764880952381,0.7440062298641338,0.3900843016632491,0.6661477411477411,0.6601135658064177,0.6601135658064177,spectral_composite,vae,359,120,1,1082353,0.604389880952381,0.6775316464734245,0.3909622541201488,0.6917429792429793,arpls_minmax,912854158,0.0664745833907093,-0.0008779524568996,vae_search_core,e386164515ed83b0c0e5c1cc877e2fb6a131acbd5de6e0194e6f888c19a6dc22,strict_core,-0.0255952380952382,63,59,0.0049694433833571,6.962190180083426,2.03835327672376,0.1087842215638035,0.0292510660424257,0.239680710925927,-0.208693026159699,0.0399368405342102
99,0.0218803748488426,1.0,64,8x16,0.0684406161308288,0.3055670921806382,2.0,0.0182406093725257,0.9116529859296432,0.009245515575096,0.004622757787548,0.0882467174548215,0.4230769230769231,c8x16_z64_spectral_composite_beta1_linear_warmup_20,0.1428088694810867,0.0769353238865733,0.352300897795296,2.0,0.7166666666666667,0.0184539279629706,0.8700838372545949,0.0200181089969864,0.0100090544984932,0.1187690143894039,0.4198717948717949,0.6409798534798535,clean,3,-0.1098958333333334,linear_warmup_20,0.2811726898310938,1.0420766051563386,0.4944940476190476,0.7609039153252448,0.3665633781423255,0.6729700854700855,0.6671438716571637,0.6671438716571637,spectral_composite,vae,359,120,1,1082353,0.604389880952381,0.6775316464734245,0.3909622541201488,0.6917429792429793,arpls_minmax,1222579247,0.0833722688518203,-0.0243988759778233,vae_search_core,1393a9c2548d11c539843f3843bcef536c8c7aff2071f8ec0690e5540d80f032,strict_core,-0.0187728937728938,59,45,0.0052359428059047,7.335555871072511,1.4489966016554705,0.114618060485508,0.0158212695217743,0.1970306485360765,-0.2168223353775829,0.0379781760275363
97,0.0222249805927276,1.0,64,8x16,0.0703361956402659,0.3064671093066809,2.0,0.0180769955722011,0.9153878538609224,0.0083215624906193,0.0041607812453096,0.0875319579378783,0.4391025641025641,c8x16_z64_spectral_composite_beta1_cyclical_4,0.1501870453357696,0.0761005282402038,0.330029504271155,2.0,0.6666666666666666,0.018263788862197,0.8919601672755297,0.0176071050143524,0.0088035525071762,0.1168195999486594,0.4198717948717949,0.5824481074481075,clean,3,-0.0947916666666667,cyclical_4,0.2937215147676811,1.0557084731646995,0.5095982142857143,0.7619869583970184,0.340134806713754,0.6482905982905983,0.6366965911738584,0.6366965911738584,spectral_composite,vae,359,120,1,1082353,0.604389880952381,0.6775316464734245,0.3909622541201488,0.6917429792429793,arpls_minmax,1554789449,0.0844553119235939,-0.0508274474063947,vae_search_core,dafdef6cd69f1800c72bf6db60b21c74b8b7c10504fb512881bd0f0c202da2b4,strict_core,-0.043452380952381,62,57,0.0053561447323086,7.5039587699644015,1.0931263250215968,0.1172493557806937,0.0291883401657854,0.2486801229673801,-0.227932089059171,0.0424669049680233
99,0.0223417327168487,1.0,64,8x16,0.0698146782815456,0.4198571961851268,2.0,0.0202395055940206,0.8947710486603941,0.0127332775815875,0.0063666387907937,0.088753392751103,0.4104803493449782,c8x16_z64_spectral_composite_beta1_constant,0.1714418530464172,0.0784140452742576,0.4474635424484551,2.0,0.6370967741935484,0.0204392176167708,0.8278248888973826,0.0254524569344402,0.0127262284672201,0.1204191567938069,0.3615720524017467,0.5980932183939702,clean,4,-0.1416666666666667,constant,0.3461204232280173,1.0391640373549325,0.5011243386243386,0.6930436141269152,0.3930905695611578,0.7188128287752349,0.7204960858680101,0.7204960858680101,spectral_composite,vae,355,124,1,1082353,0.6427910052910053,0.6494197382483371,0.3273949579831933,0.7234133869472215,arpls_minmax,1036922070,0.043623875878578,0.0656956115779645,vae_search_core,e5d937bcf96c697a02190627d9240ff3fc947c2b1cf7354ad717861e402fd60b,strict_core,-0.0046005581719865,61,55,0.0044987153281688,6.302700174764577,1.837512645130024,0.0984796902306965,0.0276686161450254,0.2166524312261102,-0.1923469063712247,0.0422821454703807
