stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,seed,corruption,severity,balanced_accuracy_supported,macro_f1_supported,prediction_agreement,latent_cosine_drift,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,corrupted_vae_kl_unnormalized_per_observation,corrupted_vae_kl_normalized,corrupted_vae_mean_kl_per_latent_dimension,corrupted_vae_median_kl_per_latent_dimension,corrupted_vae_max_kl_per_latent_dimension,corrupted_vae_active_units_var_mu_gt_0_01,corrupted_vae_dimensions_mean_kl_gt_0_01,corrupted_vae_posterior_mean_absolute_mu,corrupted_vae_posterior_mean_log_variance,corrupted_vae_posterior_sample_reconstruction_variability,heldout_substrate_family,poster_axis,evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,gaussian_noise,1.5,0.2738095238095238,0.257422969187675,0.8947368421052632,0.0026007043197751,0.0235438101512766,0.0117719050756383,0.1127879833274389,0.2549045134773717,0.0446526265588881,0.1672862453531598,2.0,4.82442347095761,0.1075599901378154,5.751588874544546,0.0041053453779761,0.0898685761647585,0.0133861672849325,1.6347187269674033,32,39,0.1733913687078017,-0.2611433847900786,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,isolated_spikes,0.5,0.369047619047619,0.3738095238095238,1.0,0.0001570519671076,0.022913030563516,0.011456515281758,0.1126272263453721,0.2511374151239977,0.0446432080079814,0.1672862453531598,2.0,5.274860937354756,0.1066505014896392,5.468406415595791,0.0039032165707321,0.0854438502436842,0.0126930419007768,1.554386366796753,33,39,0.1681959810783059,-0.249854262731044,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,isolated_spikes,1.0,0.3214285714285714,0.3309523809523809,0.9473684210526316,0.0007846637745387,0.0229996433274151,0.0114998216637075,0.1126935431826231,0.2531170334300416,0.0446417515514004,0.1598513011152416,2.0,5.22039573110265,0.1047449707984924,5.476410941816553,0.0039089300084343,0.0855689209658836,0.0126343735903664,1.564725575261294,33,39,0.1679703804640822,-0.2505255071153825,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,isolated_spikes,1.5,0.3214285714285714,0.3309523809523809,0.9473684210526316,0.0016407276270911,0.0229301281570474,0.0114650640785237,0.1127087149352955,0.251541861261866,0.0446433580699571,0.1710037174721189,2.0,5.222850765092924,0.0918622314929962,5.4987367531212525,0.0039248656339195,0.0859177617675195,0.0127907102857599,1.561113954528122,33,39,0.1689436096106706,-0.2507515056012811,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,edge_filled_shift,0.5,0.3214285714285714,0.3309523809523809,0.9473684210526316,0.0008207214414142,0.0227057778234084,0.0113528889117042,0.1126406575470306,0.2522380770374491,0.0446385458976267,0.1710037174721189,2.0,5.549089405371416,0.1075349785387516,5.430101868923024,0.0038758757094382,0.0848453417019222,0.0127093691817945,1.5366728495728377,33,39,0.1672503211781124,-0.2494524761169534,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,edge_filled_shift,1.0,0.2738095238095238,0.257422969187675,0.8947368421052632,0.0011691984254866,0.0226676592431155,0.0113338296215577,0.1126208598448905,0.2532660305799525,0.0446382933537551,0.1710037174721189,2.0,5.518003895460773,0.1072764061391353,5.413802033018325,0.0038642412798132,0.0845906567659113,0.0125475706583831,1.5438364907519302,32,39,0.1660769063947902,-0.2488271512202597,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,edge_filled_shift,1.5,0.369047619047619,0.3738095238095238,1.0,0.0015316918725147,0.0226795627195912,0.0113397813597956,0.1126930368931808,0.2514204323663824,0.0446414579447287,0.1672862453531598,2.0,5.87535109380278,0.1055573299527168,5.425504077967526,0.0038725939171788,0.0847735012182425,0.012760580289966,1.5434575835370543,33,38,0.1676551991456667,-0.2484806420780171,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,gaussian_broadening,0.5,0.369047619047619,0.3738095238095238,1.0,0.0001186195149784,0.022774500091935,0.0113872500459675,0.1126307521334972,0.252418236483691,0.0446378416676458,0.1635687732342007,2.0,5.509637196028956,0.1074951291084289,5.347615945263227,0.0038169992471543,0.0835564991447379,0.0121831472367338,1.519525247716932,33,38,0.1658695702563866,-0.2460433989152223,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,gaussian_broadening,1.0,0.369047619047619,0.3738095238095238,1.0,0.0011247396469116,0.0226392316695776,0.0113196158347888,0.1127020277669807,0.2541430230406458,0.0446314370432482,0.1710037174721189,2.0,6.057196001106028,0.0945273339748382,5.146045757743104,0.0036731233103091,0.0804069649647359,0.0114370844287567,1.4564946549640905,31,37,0.1621909929849488,-0.240135708665883,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,gaussian_broadening,1.5,0.369047619047619,0.3738095238095238,1.0,0.0021825432777404,0.0226194840255325,0.0113097420127662,0.112751647078396,0.2546969660746823,0.0446292858006998,0.1784386617100371,2.0,6.076636672053299,0.1039899513125419,5.045536433911894,0.0036013821798086,0.0788365067798733,0.0110075178734022,1.4209787842022763,31,35,0.1606925881594873,-0.237013538163745,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,composite,0.5,0.2023809523809523,0.1764705882352941,0.8421052631578947,0.0478465072810649,0.0297331398853991,0.0148665699426995,0.1164839435580335,0.222049884111321,0.0446297515620605,0.1301115241635687,2.0,5.371569932946658,0.1126730442047119,6.00167089948048,0.0042838478939903,0.0937761078043825,0.0126981346815995,1.793911000717156,35,41,0.178598552504821,-0.2540034014947722,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,composite,1.0,0.3214285714285714,0.3010989010989011,0.6842105263157895,0.1591405272483825,0.0321901944140743,0.0160950972070371,0.1230728988872423,0.1896351789235771,0.0446790635676734,0.1412639405204461,2.5,4.240885517561406,0.112735703587532,6.572388852560313,0.0046912125999716,0.1026935758212549,0.0141315193535324,1.8455509972815585,38,42,0.1869917529127059,-0.2438319941186962,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,composite,1.5,0.3214285714285714,0.2595238095238095,0.5789473684210527,0.2825682759284973,0.0460546502465537,0.0230273251232768,0.1362070334186529,0.1612455876070904,0.0448116527728345,0.1338289962825278,2.0,3.944883256728649,0.1041433066129684,7.87552176902518,0.0056213574368488,0.1230550276410184,0.0178960351071113,2.254202121529494,44,51,0.2152684535981219,-0.24784105600146,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,scale_offset,0.5,0.2976190476190475,0.2833333333333333,0.9473684210526316,0.0119707519188523,0.019165041543945,0.0095825207719725,0.1112499339946315,0.2690408256515603,0.0445217775568897,0.1115241635687732,2.0,6.171085868151382,0.089687705039978,5.768199293767981,0.004117201494481,0.0901281139651247,0.0145156118463121,1.2006420046184452,36,42,0.177666922186027,-0.2467620048920839,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,scale_offset,1.0,0.2261904761904762,0.1908163265306122,0.8947368421052632,0.0527100078761577,0.024256673779426,0.012128336889713,0.11515635327034,0.2740165595597401,0.0445643954381069,0.1338289962825278,2.0,5.791929541878574,0.1086178719997406,6.2378673955702135,0.0044524392545112,0.0974666780557846,0.0141995168221431,1.3360911153083477,37,44,0.1833168509969566,-0.2497383735442237,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,scale_offset,1.5,0.2976190476190475,0.2928571428571428,0.8947368421052632,0.1319826692342758,0.0238832067286342,0.0119416033643171,0.1208612265668197,0.2790657923873573,0.0444834785798637,0.1301115241635687,2.0,4.809866439965128,0.08916836977005,6.184542311249208,0.0044143770958238,0.0966334736132688,0.0164603725461315,1.2102413162656236,44,46,0.1875956791603183,-0.2361384595550422,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,smooth_baseline,0.5,0.3214285714285714,0.30858189429618,0.7894736842105263,0.0367795787751674,0.0205708067980139,0.0102854033990069,0.1132180560169138,0.2403535435127827,0.044540713934712,0.1003717472118959,2.5,5.472292876359086,0.0842822194099426,6.291669640148651,0.0044908419986785,0.0983073381273226,0.0163168649547658,1.338088691842572,36,46,0.1907048230684483,-0.2531837390284803,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,smooth_baseline,1.0,0.2738095238095238,0.2317460317460317,0.4736842105263157,0.0989410132169723,0.0237659638941563,0.0118829819470781,0.1175185491519822,0.2047562814996815,0.044614688947306,0.1152416356877323,2.0,5.031165293186497,0.098335325717926,7.084186683826422,0.005056521544487,0.1106904169347878,0.0184810594693846,1.5645468802617433,39,48,0.2110614599755476,-0.2579149091164996,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,smooth_baseline,1.5,0.2738095238095238,0.1999999999999999,0.4210526315789473,0.1462436020374298,0.0275295021269342,0.0137647510634671,0.1208343368765872,0.1724570983244564,0.0447054582264487,0.1338289962825278,2.0,5.229566294016557,0.0921869575977325,8.040241547299033,0.0057389304406131,0.1256287741765474,0.0200222956796547,1.7598818208320206,41,48,0.2317506740984371,-0.2609646977215155,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,gaussian_noise,0.5,0.2976190476190475,0.2833333333333333,0.9473684210526316,0.0001287178019993,0.0182893650519624,0.0091446825259812,0.110945705244157,0.2679064604753239,0.0445117639618098,0.1226765799256505,2.0,5.414379790002548,0.096211239695549,5.761732693059675,0.0041125857909062,0.0900270733290574,0.0145820829016857,1.2147048030412195,35,42,0.1777437284844019,-0.2480692387395965,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,gaussian_noise,1.0,0.25,0.2499999999999999,0.9473684210526316,0.0004694022645708,0.0182923665517082,0.0091461832758541,0.1109545231584887,0.2671548137857847,0.044511465335257,0.1226765799256505,2.0,5.40830542097377,0.1021237298846244,5.775393469041945,0.0041223365232276,0.0902405229537803,0.0150326759667965,1.2176358793546609,35,42,0.1780081003456584,-0.248552855819557,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,gaussian_noise,1.5,0.2976190476190475,0.2928571428571428,1.0,0.0012612437130883,0.0182775332315977,0.0091387666157988,0.11097261182842,0.27113939790664,0.0445086395431641,0.1226765799256505,2.0,5.415523287435,0.0930075570940971,5.789951492523896,0.0041327276891676,0.0904679920706858,0.0147213073706078,1.2217024249388906,33,44,0.1777375439897983,-0.2500443658398888,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,isolated_spikes,0.5,0.2976190476190475,0.2833333333333333,0.9473684210526316,5.054787470726296e-05,0.0183171743497256,0.0091585871748628,0.110891378197416,0.2678515775091704,0.0445126590553761,0.1226765799256505,2.0,5.435385581997524,0.0963074564933776,5.7732069461748985,0.0041207758359563,0.0902063585339827,0.014738711672012,1.2185816336677686,35,42,0.1780440423861029,-0.2480178733006763,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,isolated_spikes,1.0,0.25,0.2499999999999999,0.9473684210526316,0.0002628972579259,0.0183446730592048,0.0091723365296024,0.1109397910844414,0.2676247680865659,0.0445132872401554,0.1263940520446096,2.0,5.398069963947688,0.0964855253696441,5.77599739610134,0.0041227675917925,0.0902499593140834,0.0148272637604158,1.2176761501456024,36,43,0.1779702497147378,-0.2483158799621357,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,isolated_spikes,1.5,0.2976190476190475,0.2833333333333333,0.9473684210526316,0.0005283418577164,0.0183363656054918,0.0091681828027459,0.1109104682471046,0.2670534559051484,0.0445128750397248,0.1226765799256505,2.0,5.38807982371171,0.0920002162456512,5.787709261307677,0.0041311272386207,0.0904329572079324,0.0150624690875656,1.2175910494415632,35,42,0.1780346225444334,-0.248517969381779,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,edge_filled_shift,0.5,0.2976190476190475,0.2833333333333333,0.9473684210526316,0.0006477048736996,0.0183111451991622,0.0091555725995811,0.1109153759366886,0.2657916736919005,0.0445122502483209,0.1226765799256505,2.0,5.420048879345996,0.1109791100025177,5.7716654493875295,0.0041196755527391,0.0901822726466801,0.0146485631089226,1.214696009665414,34,42,0.1779321508302976,-0.2479062031656643,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,edge_filled_shift,1.0,0.2976190476190475,0.2928571428571428,1.0,0.0009948862716555,0.0183006370991926,0.0091503185495963,0.1109530152750365,0.2653329406623884,0.0445098969696687,0.1226765799256505,2.0,5.429433268187044,0.1108917891979217,5.746494648331262,0.0041017092422064,0.0897889788801759,0.0146500977267344,1.2119841825695865,35,41,0.1775168288342301,-0.2470366743467653,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,edge_filled_shift,1.5,0.2976190476190475,0.2833333333333333,0.9473684210526316,0.0010597988730296,0.0183298201517592,0.0091649100758796,0.1108701058833848,0.2663979502716425,0.0445140146292752,0.1226765799256505,2.0,5.418401489912335,0.1024359948933124,5.771373726812084,0.0041194673282027,0.0901777144814388,0.0148131869788736,1.2180076765722994,36,42,0.1783929276772548,-0.247617580307262,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,gaussian_broadening,0.5,0.2976190476190475,0.2833333333333333,0.9473684210526316,2.142002631444484e-05,0.0182303451335647,0.0091151725667823,0.1108980312392881,0.2680534100535752,0.0445097925073732,0.1226765799256505,2.0,5.425346463177947,0.101782202720642,5.703233938909211,0.0040708307915126,0.0891130302954564,0.0147102356924035,1.202785641841447,35,42,0.1769079739346855,-0.2462673174803919,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,gaussian_broadening,1.0,0.2976190476190475,0.2833333333333333,0.9473684210526316,0.0003074407577514,0.018010261041965,0.0090051305209825,0.1109135918473568,0.2691506573936656,0.0445028493257399,0.1226765799256505,2.0,5.310667783097571,0.110609620809555,5.54560632002144,0.0039583200000153,0.086650098750335,0.0145916596269393,1.163734133577274,34,40,0.1741574650360522,-0.2430729648210881,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,gaussian_broadening,1.5,0.2976190476190475,0.2833333333333333,0.9473684210526316,0.0008187607745639,0.0178315315391651,0.0089157657695825,0.1109263691719177,0.2704046054849204,0.0444974039554714,0.1226765799256505,2.0,5.320693039786304,0.109352171421051,5.426544278431421,0.0038733363871744,0.0847897543504909,0.0143791328989087,1.1345174146976305,33,40,0.1721096471790253,-0.2407362735580473,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,composite,0.5,0.25,0.2455782312925169,0.8947368421052632,0.0393367670476436,0.0224433406744632,0.0112216703372316,0.1145915385503146,0.2249717238999624,0.044557760709495,0.1003717472118959,2.5,5.648596050563681,0.0963278114795684,6.48031813691666,0.0046254947444087,0.1012549708893228,0.0160207438651713,1.3411167832291149,37,45,0.195580262675734,-0.2535610739702926,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,composite,1.0,0.25,0.2079365079365079,0.5789473684210527,0.1349692642688751,0.0255433136479973,0.0127716568239986,0.1196272162921603,0.1947208612428976,0.0445639109222635,0.1189591078066914,2.5,5.057738535690565,0.110430508852005,6.994204509150848,0.0049922944390798,0.109284445455482,0.0174082647390904,1.482373849292091,44,49,0.2065792215653346,-0.2458402138163095,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,composite,1.5,0.3452380952380952,0.2738095238095238,0.2631578947368421,0.2604876458644867,0.0375744508911221,0.018787225445561,0.132606053060392,0.1813380366972772,0.0447602280337057,0.1486988847583643,3.0,5.135912006429208,0.0743079930543899,8.384809173781685,0.0059848744994872,0.1310126433403388,0.0218408456096498,1.7837888879728856,45,49,0.2426640381210362,-0.247678426334747,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,scale_offset,0.5,0.369047619047619,0.3976190476190476,1.0,0.0149735966697335,0.047134094644215,0.0235670473221075,0.1424647656400428,0.4588353419832792,0.0455521353072489,0.1260162601626016,2.0,3.0856616046637,0.1385487765073776,6.038455972937225,0.0043101041919609,0.0943508745771441,0.0086889600508396,0.9156019068152028,30,26,0.141883678039257,-0.2653153872741218,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,scale_offset,1.0,0.369047619047619,0.3761904761904762,0.9473684210526316,0.0800361186265945,0.0539009947370547,0.0269504973685273,0.1452989104604052,0.4292998796186275,0.0454416848490255,0.1544715447154471,2.5,3.808025792885085,0.1140074431896209,6.754455473234593,0.004821167361338,0.1055383667692904,0.0094735888692924,1.066133834280355,29,30,0.1525857405313696,-0.2834923230341366,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,scale_offset,1.5,0.2261904761904762,0.2273809523809524,0.7894736842105263,0.1004059389233589,0.0460536990475501,0.023026849523775,0.1511237730467348,0.4565884453753467,0.0454742603360331,0.1341463414634146,2.5,3.318306210028608,0.1428925395011901,6.465200136813258,0.0046147038806661,0.1010187521377071,0.0091808883770995,1.1113955782457652,33,29,0.1466657252920796,-0.2662201939337568,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,smooth_baseline,0.5,0.369047619047619,0.3976190476190476,1.0,0.0495666712522506,0.0555221060280961,0.027761053014048,0.1470223869155348,0.375920958425813,0.0455169428820205,0.1422764227642276,2.0,3.158694984118771,0.1331350458785891,6.419218999021058,0.0045818836538337,0.100300296859704,0.0092485336695289,0.9842174804906756,29,30,0.1484235842092044,-0.2804970946959464,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,smooth_baseline,1.0,0.3571428571428571,0.4076923076923077,0.8421052631578947,0.1401276588439941,0.0663534127027053,0.0331767063513526,0.1575091956026985,0.2832078340606426,0.0454671657081244,0.1463414634146341,2.0,2.8075988775814764,0.1256910860538482,7.291607183979113,0.0052045732933469,0.1139313622496736,0.0109552369022792,1.2137002682207925,29,34,0.1648553997852822,-0.3043508163642208,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,smooth_baseline,1.5,0.3571428571428571,0.3666666666666667,0.6842105263157895,0.2089622467756271,0.0724827388470448,0.0362413694235224,0.163669864606845,0.2442366102947432,0.0453391378154831,0.1504065040650406,2.25,3.28655368376197,0.1147266253829002,8.42368002226751,0.0060126195733529,0.1316200003479298,0.0125852550512323,1.3958292607379608,27,37,0.181342774578441,-0.326933251887615,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,gaussian_noise,0.5,0.369047619047619,0.3976190476190476,1.0,0.0002056422963505,0.0455124392075208,0.0227562196037604,0.1416180894221881,0.4533610596897533,0.0455552764277021,0.1260162601626016,2.0,3.050511574277715,0.1456578746438026,6.010203416432364,0.0042899381987383,0.0939094283817557,0.0084595877210399,0.9151761114474866,31,26,0.1400371387430105,-0.2651932647316387,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,gaussian_noise,1.0,0.369047619047619,0.3976190476190476,1.0,0.0009497780702076,0.0467694633731689,0.0233847316865844,0.1415010755698065,0.4523752875624837,0.0455558786763763,0.1260162601626016,2.0,3.112373798364834,0.1331937843933701,6.116498618401906,0.004365809149466,0.0955702909125297,0.0087476829409849,0.92741561703273,31,29,0.1413093754299073,-0.2699762009269761,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,gaussian_noise,1.5,0.369047619047619,0.3976190476190476,1.0,0.0020772125571966,0.0471644039663368,0.0235822019831684,0.1414462074778371,0.4535517608833067,0.045562737840841,0.1300813008130081,2.0,3.129367850443393,0.1360211670398712,6.24865700449696,0.004460140617057,0.097635265695265,0.0091642623556957,0.9484097343873986,32,30,0.1428614684724667,-0.2750700171627135,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,isolated_spikes,0.5,0.369047619047619,0.3976190476190476,1.0,0.000129655789351,0.0454295619328102,0.0227147809664051,0.1415842531823266,0.453724303427704,0.045552138968746,0.1260162601626016,2.0,2.9928408444606496,0.1485654711723327,5.99593038674296,0.0042797504544917,0.0936864122928587,0.00845184751653,0.9116378881866752,30,28,0.1402651328565441,-0.2644877763551736,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,isolated_spikes,1.0,0.369047619047619,0.3976190476190476,1.0,0.000645637512207,0.0458202917717003,0.0229101458858501,0.1415629042285026,0.4518302235608714,0.04554768898099,0.1219512195121951,2.0,3.1832136857615945,0.1422568708658218,6.011892110787146,0.0042911435480279,0.0939358142310491,0.0084736379968063,0.9168378599631656,30,28,0.1405060782762072,-0.2657604190862912,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,isolated_spikes,1.5,0.369047619047619,0.3976190476190476,1.0,0.0009834672091528,0.0458055380724571,0.0229027690362285,0.1416011831648407,0.4536029934220252,0.0455429668223343,0.1260162601626016,2.0,2.817506900575414,0.1441648649051785,6.032015560808048,0.004305507181162,0.0942502431376257,0.0084741779055593,0.91838507448714,31,27,0.1405632023655638,-0.2669337572630244,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,edge_filled_shift,0.5,0.3214285714285714,0.3571428571428571,0.9473684210526316,0.0012638913467526,0.0452730711625036,0.0226365355812518,0.141503339705161,0.4483905503210317,0.045543538099663,0.1260162601626016,2.0,2.782117665195594,0.1487095113843679,5.982909142166194,0.0042704562042585,0.0934829553463467,0.0085437643639371,0.914338446894916,31,28,0.1404514980703137,-0.2644967225221415,,,,,,,,,
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,edge_filled_shift,1.0,0.369047619047619,0.3976190476190476,1.0,0.0013639110838994,0.0456618191393426,0.0228309095696713,0.1413562369813286,0.4520211419567932,0.0455391225188142,0.1219512195121951,2.0,2.893020912162365,0.1444912971928715,5.973083705384459,0.0042634430445285,0.0933294328966321,0.0083808406900461,0.911763000806274,32,27,0.1403890870555379,-0.2649212265798844,,,,,,,,,
