epoch,train_loss
1,0.16478146547856537
2,0.1196105940186459
3,0.07801415155763211
4,0.0710707105372263
5,0.07543023423008297
6,0.06280134398004283
7,0.054783785861471423
8,0.059609765915767006
9,0.05319153834944186
10,0.04313933104276657
11,0.04199043965857962
12,0.05193292641121408
13,0.05054430119369341
14,0.038422496827400246
15,0.038956376132757764
16,0.05359076896439428
17,0.04091675864613575
18,0.03809461415461872
19,0.03974044718172239
20,0.04311947129342867
21,0.0313872006924256
22,0.03768331402021906
23,0.04074236835636522
24,0.029657678953979326
25,0.03217877661404402
26,0.03501831346555896
27,0.02588184812794561
28,0.028301227287105893
29,0.03265559602042903
30,0.03055913804665856
31,0.02785415811383206
32,0.03044589061451995
33,0.03025469770250113
34,0.027887996682978193
35,0.02905606909290604
36,0.027584895815538323
37,0.02712858567095321
38,0.02104425566756855
39,0.026062160082485363
40,0.025064588078986042
41,0.02405709138383036
42,0.022868102205836256
43,0.024221613841212315
44,0.03006319476534491
45,0.026306733748187188
46,0.01876810400382332
47,0.014628439105075339
48,0.022517041408497356
49,0.0206234412105835
50,0.024883392728541207
51,0.02209302689070287
52,0.018665635650572568
53,0.020137207210063936
54,0.014498641017986381
55,0.01775688976049423
56,0.021615367933459903
57,0.014625723076903302
58,0.015236330745012863
59,0.02446289775164231
60,0.01898662085118501
61,0.013668648315512616
62,0.017081522682438725
63,0.02011855231679004
64,0.017293586160825648
65,0.021113508291866468
66,0.020561447678862706
67,0.01639719900229703
68,0.0160564252215883
69,0.017704724164112756
70,0.01757336616030206
71,0.013678718787496505
72,0.013221472113028817
73,0.014390633044683415
74,0.01487588662168254
75,0.01419095604316048
76,0.012297075695317725
77,0.010281531318374303
78,0.007345382480517678
79,0.017104205100432687
80,0.016706959514514258
81,0.02154770380128985
82,0.012105760107869687
83,0.017144728549148724
84,0.011121008577554123
85,0.014802781330502552
86,0.010596156379450923
87,0.006800467780102854
88,0.009679957122906395
89,0.018357730179053285
90,0.010827394736849743
91,0.01641370556924654
92,0.017725680638914523
93,0.010675742379997088
94,0.010146829097167305
95,0.013312513089698294
96,0.007346110760598727
97,0.012816604971885682
98,0.011142929675786391
99,0.009158802550771962
100,0.011406068341887515
