epoch,train_loss
1,0.08755918471008967
2,0.07114684421337392
3,0.049483358717421023
4,0.04399350221362411
5,0.036888108103041446
6,0.0326029723554707
7,0.03226707808887274
8,0.03162904819874672
9,0.030927876411585148
10,0.029956454304202892
11,0.02835822769364957
12,0.02647002450408833
13,0.02381757395475675
14,0.021862486493216746
15,0.019799732803656725
16,0.01801528945636521
17,0.01640363204689545
18,0.015200319766784398
19,0.014636819464773939
20,0.013819534772712933
21,0.013767590100150644
22,0.013437204637774154
23,0.013278798917620375
24,0.013120349153484168
25,0.012728124411339966
26,0.012586722547036895
27,0.012036269125149867
28,0.012014385219217773
29,0.011998445486302295
30,0.01179985014463298
31,0.01153771047208583
32,0.011444846787556792
33,0.011452317736935958
34,0.011168654718431845
35,0.011221094119349165
36,0.010880010844203845
37,0.010941969351085464
38,0.010753102716432804
39,0.01094729847689137
40,0.010851544956342456
41,0.010473253227699032
42,0.01046303606204439
43,0.010480661858675298
44,0.010282495197211727
45,0.0102370505368239
46,0.010193346932744296
47,0.01029190880527194
48,0.009826258970112607
49,0.010067921849279597
50,0.010027951770350693
51,0.009819116741953569
52,0.009754974760435985
53,0.009427713604563731
54,0.009563693545010101
55,0.009603058865837504
56,0.009615745943520913
57,0.009576690641708636
58,0.009393552705895102
59,0.009389011162605012
60,0.009789597773345178
61,0.009631187098020572
62,0.009181016935793122
63,0.009310225461516084
64,0.009311383184598109
65,0.00951900770308441
66,0.009239592959293339
67,0.009121887056094609
68,0.008994693769828269
69,0.008956874074619352
70,0.008838709960713911
71,0.009007205184032186
72,0.008943121269808717
73,0.008779705854123859
74,0.008765572276518961
75,0.008845118525032506
76,0.008633868666321182
77,0.0086388698952834
78,0.008724015001118468
79,0.008773745042071388
80,0.008689404538783588
81,0.008643824085771468
82,0.008677399966812304
83,0.008690778130406968
84,0.008447577610932754
85,0.008478221211707193
86,0.008438727649098093
87,0.00834214893218718
88,0.008455842149635536
89,0.008483481303784266
90,0.008442773755515021
91,0.008337140829707875
92,0.008431647850744177
93,0.008293268391104976
94,0.008214813550158837
95,0.008254411639244648
96,0.008220481383280036
97,0.008382324779932008
98,0.008424055365997067
