epoch,train_loss,train_cross_entropy,train_supervised_contrastive,train_pair_margin
1,4.058105032142279,1.9432754531391796,4.150815475667381,0.15768725613580448
2,3.782642084079108,1.8862793942539036,3.7432799215056463,0.0988912332257621
3,3.6034839721234797,1.8291294903080753,3.517211612933327,0.06299473791759895
4,3.4470212151927333,1.7670623581699343,3.334417193462476,0.05100095557700612
5,3.2839253842091147,1.7105947747715649,3.126847149420613,0.039628134157610295
6,3.21147894800153,1.6719431442303339,3.063878154636317,0.030386827585677945
7,3.063964357447092,1.6104053510329859,2.8963724726778697,0.02149105771784451
8,2.99268389635583,1.574647055666145,2.8292688483339976,0.013609796055308347
9,2.8842433108289542,1.5204566303021263,2.7228980348364593,0.009350728576369677
10,2.8598158199793056,1.4912439478242367,2.729806015568395,0.014675387507189
11,2.776125007468477,1.4504256736551857,2.6467422711346344,0.009312751857799572
12,2.714865772067465,1.4103279873987582,2.6048337880790084,0.008483388133014254
13,2.679228038409212,1.3758918378252545,2.6031812521127553,0.006982315235864255
14,2.6248798956054613,1.3411916612691381,2.563810353243617,0.00713207271751987
15,2.578524306749292,1.3047456481024882,2.5451425174921383,0.00482960786842614
16,2.537066027780916,1.2758809260044146,2.5220450579972185,0.000650399094147067
17,2.4711006220162064,1.23752565123603,2.4662588636573433,0.0017821792254302993
18,2.4513244741312032,1.2054475856478102,2.4863531441605713,0.010801223695980704
19,2.3787262055181686,1.1633648298514392,2.4299850931238596,0.001475320239239384
20,2.3660714289094913,1.1497367108726029,2.4314407296571185,0.002457287721798083
21,2.3458203665967616,1.1162588318287587,2.4580588589235215,0.0021282962549976987
22,2.2994091161723174,1.0831154371905267,2.4312498930370245,0.002675002713505151
23,2.258895970455766,1.0495694559206146,2.4178013813406896,0.0017033321759836845
24,2.2197600629726058,1.0198624873575441,2.3997113296470927,0.0001676977420267337
25,2.183713721282429,0.9888533972037341,2.389079740562155,0.0012818160963709241
26,2.1424329416923427,0.957636041617571,2.369383312632369,0.0004210103922535113
27,2.136812395256743,0.9447961323906116,2.38381148863667,0.0004420480124707849
28,2.08983056066054,0.9126747641019135,2.3542543285833695,0.00011461426182730914
29,2.078319688884555,0.888534194778272,2.3785377471677718,0.002066388217820127
30,2.046672606882327,0.8673708650373644,2.3580277066668565,0.0011515530986392468
31,2.0197853805409474,0.8372859178346677,2.363999102310862,0.001999595251036045
32,2.004682550950914,0.8202517667124348,2.368553246221235,0.0006166579890487803
33,1.998685215602146,0.8067382390682514,2.383567966835079,0.0006518901577658452
34,1.9561050381908938,0.7779648332087041,2.356008401283851,0.0005440647106053811
35,1.9285195270188098,0.754047235691222,2.3484844037380173,0.0009204280879302297
36,1.8953674508087688,0.722856095795596,2.3443308107314573,0.001383844786150284
37,1.8754045395342351,0.7062389355143601,2.33687692658777,0.002908597106377481
38,1.8719700329356985,0.6935028873069706,2.3564220332626076,0.001024487925226576
39,1.8474207622537542,0.6726182567570405,2.3496049911745134,0.0
40,1.8288886127045965,0.6531570828877963,2.3512306083224845,0.00046500097729136277
41,1.8011650468220486,0.6321057382943317,2.337919815006682,0.0003976552902025265
42,1.8041707173766333,0.6223308801946805,2.3634086850263345,0.0005420479304145642
43,1.7630777489162852,0.5945308548640968,2.3370938023030017,0.0
44,1.760451704633443,0.5862763143946456,2.3474701722857376,0.001761201810711075
45,1.7424675740911706,0.5722708690255215,2.339598869271669,0.0015890923682276724
46,1.7193174347392384,0.5582098697610292,2.321954436101038,0.0005213538780993326
47,1.699076690981465,0.5347836734935013,2.3279754997187156,0.0012210957317730926
48,1.7065266450640582,0.5329589506532655,2.3469388798507804,0.0003930454514458517
49,1.6859377625562417,0.5190263399415217,2.3337053850330136,0.000234863894157315
50,1.7123716537177416,0.52239341682595,2.3798674779849374,0.00017800268938963673
51,1.6443000333776545,0.48226389370248574,2.323984233676352,0.0001761395733794267
52,1.6172640950744857,0.4657418462390048,2.303044509059442,0.0
53,1.6270789425662966,0.4631875112246047,2.327782856323583,0.0
54,1.6135893489231838,0.45147901625550413,2.3237843898034867,0.0008725713448548139
55,1.5919043319692683,0.43961074578554993,2.3045872071244875,0.0
56,1.5986109211782071,0.4311471850641312,2.3347579711128406,0.00033904350462089994
57,1.579250594522462,0.41745079369757965,2.3234615278598985,0.00027609862867862946
58,1.5970376014117864,0.42229562058638104,2.3494777845093986,1.2412113218427296e-05
59,1.5512979639966789,0.3954041884199857,2.3117875425750505,0.0
60,1.5779778368715613,0.40265499842965574,2.3503511555437413,0.0005890929114729832
61,1.5372030587113525,0.3773689510360841,2.3196682302886735,0.0
62,1.5402662532205322,0.3779415637624471,2.3240178140162238,0.0012631995774454279
63,1.5320873787030393,0.36751747131347656,2.3288430280188472,0.0005935389114076979
64,1.5523847711293337,0.3701514879763866,2.3644665861248084,0.0
65,1.5165416336532858,0.3526058081657656,2.3278716261274464,0.0
66,1.4974803605091482,0.33855921037439674,2.3177806065041135,0.00012341178676330717
67,1.4957675250529059,0.3339041102464974,2.323726809054391,0.0
68,1.496292616534174,0.32877062205641205,2.3340226811155786,0.0020425425837782415
69,1.47140185560837,0.31385308282251095,2.315097538472405,0.0
70,1.474051460734668,0.31312509321101545,2.3218110258466846,8.337876341183192e-05
71,1.4684098346653411,0.30500466637220924,2.326810334515631,0.0
72,1.4703312284005783,0.3016014074717207,2.3374596446678595,0.0
