epoch,train_loss,train_cross_entropy,train_supervised_contrastive,train_pair_margin
1,3.9197119489424774,1.8924392996266748,4.054545306438763,0.13313547321020505
2,3.7278234928621155,1.830204805439005,3.795237281760881,0.09755990098720833
3,3.575596056897334,1.7716540671716108,3.607884008277874,0.08453276913650615
4,3.4144897142645694,1.7196752634697057,3.3896288727633,0.056387908888103376
5,3.2334900064492405,1.6595263397063056,3.147927319072656,0.02919591287671769
6,3.147090443435784,1.6306654431057217,3.0328500438997668,0.02379849749225513
7,2.992720417772192,1.5653202548735687,2.854800362430832,0.014832848668924207
8,2.9313145032157224,1.5292376817323698,2.8041536219474352,0.010020125506302666
9,2.8195108484561255,1.4722441702105236,2.694533284425135,0.011056160821722496
10,2.769227539562158,1.4291498625008225,2.6801554183815828,0.008001683723247171
11,2.7116719319177816,1.384754127759477,2.6538355650769674,0.007350092003079746
12,2.603908807865018,1.335468911403973,2.5368797719028193,0.0056554119217605975
13,2.5755125335241744,1.2904039615347644,2.570217191122041,0.0030376668503362524
14,2.5182032507072467,1.2595489229303163,2.5173086660634962,0.0033831596093003634
15,2.4741367164727124,1.209537196519693,2.529199018886768,0.005559395187034715
16,2.411790328902622,1.1737952301424157,2.4759901647904057,0.0023790157308581496
17,2.3550398235657353,1.122412877359078,2.4652539972093903,0.000835150606949023
18,2.330278779157163,1.0865523346725579,2.4874528529361752,0.0016674841343605848
19,2.2882191089899173,1.0596323337602975,2.4571735537622676,0.0013436005270150806
20,2.243561387362348,1.0329896055480996,2.4211435819452896,0.0009296154720657118
21,2.2070547153126983,0.9899718447656415,2.4341657516037487,0.0010702659748963806
22,2.165604836994815,0.9634272483193904,2.4043551341112073,0.0013382313233478843
23,2.1309479195765344,0.9265408290723709,2.408814159388506,0.0
24,2.1270763979150304,0.9012538086557268,2.4516451785186075,0.00010302385094784369
25,2.064320324350064,0.8739682916429842,2.3807041014471944,0.0
26,2.033693579342263,0.8403845361858532,2.386618071899606,0.0016338002846883587
27,2.013938615544317,0.8018061835459558,2.4242648030408382,5.353548298930041e-05
28,1.9798406722863915,0.7811555875939146,2.397370104525492,0.0
29,1.9542617089201881,0.7686221841300465,2.37127905678689,0.00023139214790625595
30,1.926791700668239,0.7367900668523774,2.380003267631723,0.0006719782610684258
31,1.9071676268685676,0.7198057309806497,2.3747237956794143,0.0012884116837149602
32,1.884852414467473,0.6959612759895228,2.377782284162507,0.0011169003646454823
33,1.8777081756207445,0.6764634942227707,2.4024893483827334,0.0003131754339792266
34,1.858227925276576,0.6637782481515437,2.388899339836851,6.045832976661341e-05
35,1.8017116836096239,0.6325348418966048,2.338353661806217,0.0
36,1.798638850375447,0.6137739380901346,2.3697298317772315,0.0
37,1.7896904281765147,0.5977292901622858,2.38392224720203,0.0005016072045645726
38,1.7686525700374573,0.5749829399495642,2.3873392817956076,0.0
39,1.7505008850049613,0.5571597539808048,2.3866822692549197,9.883531329388583e-05
40,1.7213580782527587,0.5443387246252007,2.354038696745481,0.0
41,1.7115691765129417,0.5320955192111901,2.358947325113138,0.0
42,1.6938270765828245,0.5170996487891344,2.353454862493712,0.0
43,1.6795756588654795,0.5012507079830698,2.356649883748302,0.0
44,1.674938015733618,0.47928921716939893,2.3912976082386237,7.96930645111601e-06
45,1.655373626752224,0.4643503290880237,2.382046580915187,0.0
46,1.6365566854212688,0.45341680887664293,2.366279735373009,0.0
47,1.628925701232641,0.44309920350310184,2.371652975791047,0.0
48,1.6118806441424776,0.42763739478978463,2.3684865128183246,0.0
49,1.5803389774461838,0.4094537016876999,2.3417705714852746,0.0
50,1.5808300836860985,0.40208988173182125,2.3574803947501577,0.0
51,1.5755740199941832,0.3836149806790148,2.383918076978823,0.0
52,1.5638123267243431,0.3753371472923221,2.3769503840871664,0.0
53,1.5559986322292452,0.3717421354064413,2.368513013313639,0.0
54,1.5423775010505312,0.3636573954703526,2.357440220018478,0.00013368616176192045
55,1.5316439764926055,0.3538556057650136,2.355576747010277,0.0
56,1.5376424717362642,0.349277187654894,2.376730600892747,0.0
57,1.5057995814820682,0.3338789179433203,2.3438413542524095,0.0
58,1.5142306590860977,0.3272989522900329,2.3738634168951576,0.0
59,1.4984550208829213,0.316580393527557,2.3637492311391184,0.0001541595408688264
60,1.4905031787358243,0.30917109717950414,2.3626641863839755,0.0
61,1.4814352899114192,0.30401143844542033,2.354847696025666,0.0
62,1.4732885682012333,0.2940598455274135,2.358457443696125,0.0
63,1.4732443361498546,0.28933531015886166,2.367818066695475,0.0
64,1.4691063820264803,0.2808174999895264,2.376577765875559,0.0
65,1.4843591127347586,0.29401934492197684,2.3806795212123495,0.0
66,1.469526338036775,0.27871493811271053,2.381622776576794,0.0
67,1.446678156816689,0.27172170613214414,2.349912910377349,0.0
68,1.4663111364811434,0.278124047767005,2.3763742065549796,0.00034854934557859485
69,1.4419602200726718,0.26395405434841474,2.356012360575217,0.0
70,1.4381827386260333,0.25289489456478237,2.370575683843579,0.0
