held_out_substrate,prototype_mode,n_train,n_test,test_labels,accuracy,balanced_accuracy,macro_f1,final_loss
Ag,substrate_balanced,200,75,"4np,benzenethiol,pyridine",0.92,0.9199999999999999,0.9188311688311689,0.0
Au,substrate_balanced,225,50,"benzenethiol,pyridine",0.98,0.98,0.6598639455782312,0.0006306309170193142
PICO,substrate_balanced,200,75,"4np,benzenethiol,pyridine",0.8933333333333333,0.8933333333333334,0.8873369816766044,0.0
pSERS,substrate_balanced,200,75,"4np,benzenethiol,pyridine",1.0,1.0,1.0,0.0
