held_out_substrate,prototype_mode,n_train,n_test,test_labels,accuracy,balanced_accuracy,macro_f1,final_loss
Ag,row_mean,200,75,"4np,benzenethiol,pyridine",0.6666666666666666,0.6666666666666666,0.5743938601081459,3.888559498591349e-05
Au,row_mean,225,50,"benzenethiol,pyridine",1.0,1.0,1.0,0.0007084671987427606
PICO,row_mean,200,75,"4np,benzenethiol,pyridine",0.9866666666666667,0.9866666666666667,0.9866613311991462,0.00013548914866987616
pSERS,row_mean,200,75,"4np,benzenethiol,pyridine",0.9866666666666667,0.9866666666666667,0.9866613311991462,0.00026919222553260623
