held_out_substrate,prototype_mode,n_train,n_test,test_labels,accuracy,balanced_accuracy,macro_f1,final_loss
Ag,substrate_balanced,200,75,"4np,benzenethiol,pyridine",0.8933333333333333,0.8933333333333334,0.8905309250136836,0.0
Au,substrate_balanced,225,50,"benzenethiol,pyridine",0.96,0.96,0.6530612244897959,0.0
PICO,substrate_balanced,200,75,"4np,benzenethiol,pyridine",0.9066666666666666,0.9066666666666666,0.9048007615939073,0.0021285003423690795
pSERS,substrate_balanced,200,75,"4np,benzenethiol,pyridine",1.0,1.0,1.0,0.0
