held_out_substrate,prototype_mode,n_train,n_test,test_labels,accuracy,balanced_accuracy,macro_f1,final_loss
Ag,row_mean,200,75,"4np,benzenethiol,pyridine",0.6933333333333334,0.6933333333333334,0.6397089697160552,4.364532331237569e-05
Au,row_mean,225,50,"benzenethiol,pyridine",0.96,0.96,0.6530612244897959,0.0006431432991909484
PICO,row_mean,200,75,"4np,benzenethiol,pyridine",0.8666666666666667,0.8666666666666667,0.8611111111111112,0.00024016452487558127
pSERS,row_mean,200,75,"4np,benzenethiol,pyridine",1.0,1.0,1.0,0.0004282940598204732
