held_out_substrate,prototype_mode,n_train,n_test,test_labels,accuracy,balanced_accuracy,macro_f1,final_loss
Ag,row_mean,200,75,"4np,benzenethiol,pyridine",0.8933333333333333,0.8933333333333334,0.8905309250136836,0.0
Au,row_mean,225,50,"benzenethiol,pyridine",0.96,0.96,0.6530612244897959,0.0
PICO,row_mean,200,75,"4np,benzenethiol,pyridine",0.9866666666666667,0.9866666666666667,0.9866613311991462,0.0
pSERS,row_mean,200,75,"4np,benzenethiol,pyridine",1.0,1.0,1.0,0.0
