reference_peak_count,matched_peak_count,repeatable_reference_peak_count,repeatable_matched_peak_count,median_matched_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,observation_uid,candidate,family_base,row_correlation_to_unsmoothed_family,high_frequency_noise_score,high_frequency_noise_score_reference,relative_high_frequency_noise_reduction
6.0,5.0,2.0,2.0,0.0,0.024635520310695175,0.002501252487253691,session2_row87,minimal_sg11_minmax,minimal_minmax,0.9999725878484979,0.0007898011161207418,0.001723699748876238,0.5417989028334831
142.0,91.0,0.0,0.0,1.0,0.3049543289009601,0.06233676406210825,session2_row88,minimal_sg11_minmax,minimal_minmax,0.8995960678656381,0.037135442740904516,0.10281181223775072,0.6388017881152666
2.0,2.0,0.0,0.0,0.0,0.04233031994202232,0.0023952176378094214,session2_row89,minimal_sg11_minmax,minimal_minmax,0.9999659222362542,0.0006550714453759117,0.0013978657504884022,0.5313774265182222
0.0,0.0,0.0,0.0,,,,session2_row90,minimal_sg11_minmax,minimal_minmax,0.9999767884883317,0.0006792042868794246,0.0015622729279125285,0.5652460752891871
145.0,85.0,10.0,10.0,1.0,0.3307911698657676,0.09084673316776487,session2_row91,minimal_sg11_minmax,minimal_minmax,0.9154072064574856,0.02786526845199296,0.0942963820466005,0.7044927085514037
79.0,41.0,4.0,4.0,1.0,0.16678473164220914,0.034450737212207566,session2_row92,minimal_sg11_minmax,minimal_minmax,0.9802807564851611,0.012575528002692073,0.045021895433800904,0.7206797296843528
9.0,8.0,2.0,2.0,0.0,0.017108556342727642,0.003922987827516041,session2_row93,minimal_sg11_minmax,minimal_minmax,0.9999565449658878,0.000892129821049446,0.001972269058859534,0.547663227265087
89.0,53.0,3.0,3.0,1.0,0.2649506194963707,0.030545695192801564,session2_row94,minimal_sg11_minmax,minimal_minmax,0.9758124544132719,0.013076010591209303,0.03909838330960517,0.6655613484663709
6.0,6.0,2.0,2.0,0.5,0.020763793548882747,0.004731996553345844,session2_row95,minimal_sg11_minmax,minimal_minmax,0.9999720698942198,0.0008989302346814874,0.0019640169190002646,0.5423001574044148
86.0,51.0,4.0,4.0,1.0,0.19990510298198494,0.033609650557463705,session2_row96,minimal_sg11_minmax,minimal_minmax,0.9779843346787385,0.01200459861390451,0.038124144927134784,0.6851182200453692
6.0,6.0,2.0,2.0,0.5,0.021861813819532647,0.004304924338538657,session2_row97,minimal_sg11_minmax,minimal_minmax,0.9999615705192666,0.0009858373114762335,0.001826923770821557,0.46038399235841776
140.0,87.0,0.0,0.0,1.0,0.25013562142936147,0.06685221861424301,session2_row103,minimal_sg11_minmax,minimal_minmax,0.9172573697642671,0.030059318040120978,0.08643045629607088,0.6522138222069358
2.0,2.0,0.0,0.0,0.0,0.023952589808179835,0.0030281216444024567,session2_row104,minimal_sg11_minmax,minimal_minmax,0.9999753905351871,0.000666163993228705,0.0015611480829145633,0.5732858397487703
14.0,14.0,1.0,1.0,0.0,0.004414657713676921,0.000575213803308966,session2_row105,minimal_sg11_minmax,minimal_minmax,0.999977866766465,0.00102128885886681,0.0015111240913492693,0.324152884125545
15.0,14.0,3.0,3.0,0.0,0.003406285105388891,0.0004886660413441352,session2_row106,minimal_sg11_minmax,minimal_minmax,0.9999651339754224,0.001179354631155445,0.0017937567544884531,0.34252254203119326
15.0,15.0,1.0,1.0,0.0,0.007351352312576833,0.0011721371757162924,session2_row107,minimal_sg11_minmax,minimal_minmax,0.9999665521139647,0.0013046432809789164,0.002162991536642771,0.39683384845606773
15.0,15.0,2.0,2.0,0.0,0.002772253684385536,0.0010658850354495764,session2_row108,minimal_sg11_minmax,minimal_minmax,0.9999727240817162,0.0010959439415450297,0.0016531422011099356,0.3370540412015358
13.0,13.0,1.0,1.0,0.0,0.004200060498868461,0.0006206211749283097,session2_row109,minimal_sg11_minmax,minimal_minmax,0.9999911658867079,0.0007335045904395868,0.0010011862959165522,0.2673645320243939
16.0,15.0,3.0,3.0,0.0,0.004180600889188884,0.0007211997319666041,session2_row110,minimal_sg11_minmax,minimal_minmax,0.9999735297939951,0.0011843059047996992,0.001835595788362538,0.3548111668657884
14.0,14.0,2.0,2.0,0.0,0.0024333474120463335,0.000423629695550487,session2_row111,minimal_sg11_minmax,minimal_minmax,0.9999807061991562,0.0009750969093938425,0.0014134148604737667,0.31011273712871756
15.0,15.0,4.0,4.0,0.0,0.006510636608162141,0.000800377935387675,session2_row112,minimal_sg11_minmax,minimal_minmax,0.9999458918232952,0.0011249720720747788,0.0019653361620283385,0.42759305313257767
16.0,16.0,1.0,1.0,0.0,0.008198072608189978,0.0014357085948063647,session2_row113,minimal_sg11_minmax,minimal_minmax,0.999940782924015,0.0015969118074511488,0.002466308570686657,0.35250932246221534
13.0,13.0,4.0,4.0,0.0,0.011763080386583536,0.0014268005235243963,session2_row114,minimal_sg11_minmax,minimal_minmax,0.9999617231013525,0.0010492543957138516,0.0017589416992092374,0.40347403430962947
15.0,14.0,1.0,1.0,0.0,0.0034081266467411416,0.0006914497850010123,session2_row115,minimal_sg11_minmax,minimal_minmax,0.9999792822265078,0.0012329787013420192,0.0017433923458986275,0.29277038284432577
15.0,15.0,4.0,4.0,0.0,0.0033986628297097287,0.0022081722876667598,session2_row116,minimal_sg11_minmax,minimal_minmax,0.9999477902874988,0.0016427546332995193,0.002734914160997425,0.3993396002233557
14.0,14.0,4.0,4.0,0.0,0.003170145458437193,0.0004449896842137202,session2_row117,minimal_sg11_minmax,minimal_minmax,0.9999673059256058,0.001065594524110703,0.0016278984204117148,0.34541706610833767
13.0,13.0,3.0,3.0,0.0,0.00349672470038871,0.0003321637181088466,session2_row118,minimal_sg11_minmax,minimal_minmax,0.9999886447667278,0.00078488146155057,0.0011657224765303648,0.32669955555229846
17.0,16.0,0.0,0.0,0.0,0.0036929017198381203,0.0032677529538272243,session2_row119,minimal_sg11_minmax,minimal_minmax,0.9999164382747946,0.0019027350927918382,0.003052120410733037,0.3765858364890484
16.0,16.0,1.0,1.0,0.0,0.007643021587671198,0.0017746427122834474,session2_row120,minimal_sg11_minmax,minimal_minmax,0.999936930876157,0.0014424857309374877,0.002310254742800051,0.3756161585933242
15.0,15.0,5.0,5.0,0.0,0.004530966839392823,0.0006968920595837452,session2_row121,minimal_sg11_minmax,minimal_minmax,0.9999780323067267,0.0010607386460862666,0.001561228480107752,0.32057436845306775
14.0,14.0,3.0,3.0,0.0,0.0033835729116664702,0.0006987587087727842,session2_row122,minimal_sg11_minmax,minimal_minmax,0.9999671733882824,0.0010639848972971544,0.0016487128513788445,0.35465724282592503
12.0,12.0,4.0,4.0,0.0,0.0024929991231036567,0.00030167512413378783,session2_row123,minimal_sg11_minmax,minimal_minmax,0.9999895354968038,0.0007273025769365347,0.0010880471608765891,0.3315523415817926
16.0,15.0,2.0,2.0,0.0,0.007285565855438698,0.002809379560164471,session2_row124,minimal_sg11_minmax,minimal_minmax,0.99990682013678,0.0017825439616939549,0.002762983880199908,0.35484822243516534
80.0,40.0,4.0,4.0,1.0,0.30073472207513485,0.03394723043636659,session2_row137,minimal_sg11_minmax,minimal_minmax,0.9824559760460546,0.010510227793507753,0.03330193165649171,0.6843958512100621
148.0,86.0,17.0,15.0,1.0,0.32216631955486663,0.07533045735251925,session2_row138,minimal_sg11_minmax,minimal_minmax,0.8929583201456637,0.03529233389171542,0.1016405988550608,0.6527732590198314
152.0,90.0,18.0,15.0,1.0,0.28157262126670735,0.1014494178047593,session2_row139,minimal_sg11_minmax,minimal_minmax,0.9092287426984338,0.033467078358837714,0.10231177719360987,0.6728912420756192
107.0,68.0,11.0,10.0,1.0,0.24000653639306235,0.046699132130775395,session2_row142,minimal_sg11_minmax,minimal_minmax,0.9513350307068409,0.01859656026448093,0.06131405413363625,0.6966998753018511
79.0,54.0,8.0,8.0,1.0,0.208435574333393,0.024348316486477783,session2_row143,minimal_sg11_minmax,minimal_minmax,0.9793933823119253,0.011502335051433896,0.035913077426987385,0.679717365496773
137.0,90.0,27.0,22.0,1.0,0.27995887663384644,0.0774101203272006,session2_row146,minimal_sg11_minmax,minimal_minmax,0.9241889901342403,0.027560002107512964,0.08325042361677364,0.6689506081749227
134.0,81.0,31.0,26.0,1.0,0.24075306220505732,0.09562597862140365,session2_row147,minimal_sg11_minmax,minimal_minmax,0.9315186275235895,0.02935190814873189,0.0888444964976245,0.6696260398130942
83.0,29.0,5.0,5.0,1.0,0.24736235873575518,0.02942169415070306,session2_row150,minimal_sg11_minmax,minimal_minmax,0.9960069364130825,0.007549555547622057,0.02427087990217319,0.6889459476520223
116.0,42.0,9.0,7.0,1.0,0.3451534471470066,0.04464679287691471,session2_row151,minimal_sg11_minmax,minimal_minmax,0.9968751463684551,0.0072981665480124185,0.026326428707182152,0.7227817479846252
18.0,11.0,5.0,5.0,1.0,0.03803836925517777,0.014469865954359395,session2_row154,minimal_sg11_minmax,minimal_minmax,0.9975236803834566,0.004360399792687622,0.014415071318604268,0.6975110496290062
34.0,10.0,1.0,1.0,1.0,0.6532254027498204,0.01561522181326084,session2_row155,minimal_sg11_minmax,minimal_minmax,0.999286742867714,0.0035601418123777065,0.01328156432776886,0.7319486075195054
23.0,12.0,3.0,3.0,1.0,0.07240487919145691,0.010054724593855868,session2_row156,minimal_sg11_minmax,minimal_minmax,0.9974482265976145,0.003886370131761087,0.013525919918870005,0.7126723982492893
63.0,33.0,4.0,3.0,1.0,0.13928237763669876,0.024582800216131476,session2_row159,minimal_sg11_minmax,minimal_minmax,0.9864002172320211,0.00903158477510939,0.027825524493640123,0.6754208612609018
71.0,39.0,6.0,6.0,1.0,0.16369018298178198,0.03476327022422271,session2_row162,minimal_sg11_minmax,minimal_minmax,0.9843321177133438,0.009672715730213145,0.030462228680115198,0.6824685471379448
140.0,90.0,40.0,28.0,1.0,0.27702778964181773,0.0785404907768818,session2_row165,minimal_sg11_minmax,minimal_minmax,0.9089214860149777,0.03168739553849892,0.09456627808982472,0.664918656221192
142.0,93.0,37.0,25.0,1.0,0.29046736298217857,0.07663305845621571,session2_row166,minimal_sg11_minmax,minimal_minmax,0.9098085183084968,0.0345469431492571,0.09259387493927143,0.6268981812035079
147.0,95.0,24.0,23.0,1.0,0.2724329185595896,0.10113101379255263,session2_row169,minimal_sg11_minmax,minimal_minmax,0.8965966795232632,0.03499344756009887,0.09583790252295955,0.6348683909091645
143.0,84.0,24.0,22.0,1.0,0.33724258423667003,0.09646812772964461,session2_row170,minimal_sg11_minmax,minimal_minmax,0.9218024021021427,0.03210259507824324,0.09376415565626525,0.6576240157706985
58.0,31.0,5.0,5.0,1.0,0.11224246302744668,0.019237661122335326,session2_row173,minimal_sg11_minmax,minimal_minmax,0.9901508280338734,0.007688212693860877,0.02422425446494112,0.6826233515261431
94.0,30.0,8.0,8.0,1.0,0.4230570006919092,0.037087883822998324,session2_row177,minimal_sg11_minmax,minimal_minmax,0.9975482180745442,0.006529895701280362,0.020026919377565205,0.6739440760621747
111.0,38.0,5.0,3.0,1.0,0.3935402354937426,0.045805230737093416,session2_row178,minimal_sg11_minmax,minimal_minmax,0.996732600240545,0.007218782824384393,0.025291611722944467,0.7145779832672531
79.0,18.0,3.0,3.0,1.5,0.40327345204229714,0.026633263915711247,session2_row179,minimal_sg11_minmax,minimal_minmax,0.9985594584008142,0.005008416555646819,0.017646093488031093,0.7161742025766834
65.0,16.0,1.0,1.0,1.0,0.17890830078653175,0.017642895438444148,session2_row180,minimal_sg11_minmax,minimal_minmax,0.9985188809652439,0.004768353577569625,0.018657214115178438,0.744423066159145
37.0,9.0,5.0,5.0,1.0,0.10047695678374972,0.020414138739555582,session2_row181,minimal_sg11_minmax,minimal_minmax,0.9967892532897207,0.005762989432102899,0.019298630589362376,0.7013783229117032
35.0,13.0,6.0,6.0,1.0,0.1647772258203369,0.013562706821995799,session2_row183,minimal_sg11_minmax,minimal_minmax,0.9978110630585522,0.005082645552861171,0.01727514589629401,0.70578277119202
124.0,76.0,29.0,26.0,1.0,0.2434860267241065,0.06748770795555742,session2_row187,minimal_sg11_minmax,minimal_minmax,0.9351038294212661,0.027185879516305255,0.0876350188391057,0.689782921525727
132.0,88.0,38.0,33.0,1.0,0.2569855443912466,0.07506924815904258,session2_row188,minimal_sg11_minmax,minimal_minmax,0.9265982805488456,0.03155170746294159,0.09414694746539932,0.6648674406088694
146.0,79.0,33.0,25.0,1.0,0.3308635615962302,0.0984989448939741,session2_row189,minimal_sg11_minmax,minimal_minmax,0.9127784729964018,0.02927408469565416,0.0919780544656707,0.6817275070046167
48.0,29.0,5.0,5.0,1.0,0.13984706708629044,0.021904873888245274,session2_row190,minimal_sg11_minmax,minimal_minmax,0.9908834333264912,0.007692864658952112,0.026205106128701517,0.7064364242155695
81.0,44.0,3.0,3.0,1.0,0.22029354032675644,0.027276814804949152,session2_row193,minimal_sg11_minmax,minimal_minmax,0.9777554949192415,0.01326369909656849,0.04101659666253418,0.6766260446790321
94.0,49.0,10.0,9.0,1.0,0.21562298713114542,0.03952612852914103,session2_row195,minimal_sg11_minmax,minimal_minmax,0.968945339190138,0.01637921758853106,0.05191984669107539,0.6845287759421192
47.0,15.0,3.0,3.0,1.0,0.13770138480373162,0.024655460856996436,session2_row200,minimal_sg11_minmax,minimal_minmax,0.9921175173671377,0.007190509528157718,0.024637082523431626,0.7081428159637396
26.0,13.0,5.0,5.0,1.0,0.03160067840170352,0.015043896523164457,session2_row202,minimal_sg11_minmax,minimal_minmax,0.9970195251389367,0.004600515986582733,0.01614614233647763,0.7150702693739314
41.0,13.0,7.0,7.0,1.0,0.09874944997902028,0.024864517628500227,session2_row203,minimal_sg11_minmax,minimal_minmax,0.9959588535758173,0.0062456453355238,0.02148908156427717,0.7093572697910747
103.0,39.0,7.0,5.0,1.0,0.31873596824125383,0.04455881604980161,session2_row205,minimal_sg11_minmax,minimal_minmax,0.9944874035853782,0.008597264965892477,0.028419161888836173,0.6974835148368778
18.0,10.0,3.0,3.0,0.0,0.04054551044330802,0.013537884316470128,session2_row207,minimal_sg11_minmax,minimal_minmax,0.9988442298464418,0.0036627548533253464,0.012274105505615834,0.7015868201842075
10.0,9.0,3.0,3.0,0.0,0.025194064071523945,0.005513652418042775,session2_row210,minimal_sg11_minmax,minimal_minmax,0.9995242620825375,0.0016726107053351503,0.005120233682579624,0.6733331310588793
71.0,22.0,3.0,3.0,1.0,0.10697956571611726,0.021796975285945486,session2_row213,minimal_sg11_minmax,minimal_minmax,0.9967878467807787,0.006708026319126496,0.02159601511871859,0.6893859222522845
107.0,32.0,3.0,2.0,1.0,0.3559080402413233,0.0450690955751506,session2_row215,minimal_sg11_minmax,minimal_minmax,0.9969412094879184,0.0065186798772293815,0.025018141482238083,0.7394418813300982
90.0,31.0,3.0,3.0,1.0,1.076414451892397,0.04866658944841462,session2_row216,minimal_sg11_minmax,minimal_minmax,0.9967712402511825,0.006799930433513061,0.025379339082188073,0.7320682618451069
84.0,19.0,4.0,3.0,1.0,0.18723876214235277,0.03170509394960136,session2_row218,minimal_sg11_minmax,minimal_minmax,0.9960774832619762,0.005461662204139313,0.01958820041160115,0.7211759074659746
145.0,91.0,15.0,12.0,1.0,0.2833114695652835,0.07566027217834509,session2_row223,minimal_sg11_minmax,minimal_minmax,0.8968294664641956,0.03692233250387668,0.10941961490724195,0.6625620320892487
134.0,89.0,22.0,19.0,1.0,0.3356864839126763,0.07652324591199977,session2_row225,minimal_sg11_minmax,minimal_minmax,0.928574173279151,0.029737894542683527,0.08950900026879663,0.6677664318294221
64.0,33.0,4.0,4.0,1.0,0.1537380556350499,0.025394971068770603,session2_row227,minimal_sg11_minmax,minimal_minmax,0.9868918496495758,0.010754767903536456,0.03276512944278066,0.6717617758135817
94.0,45.0,8.0,6.0,1.0,0.27662581897893745,0.030875710623167525,session2_row229,minimal_sg11_minmax,minimal_minmax,0.9693976313480875,0.012894639881562892,0.039592596742196604,0.67431689400104
80.0,32.0,12.0,10.0,1.0,0.23209952724584343,0.034800691197988454,session2_row232,minimal_sg11_minmax,minimal_minmax,0.9973013312780896,0.0065004821605353915,0.02285279202724782,0.7155497607126191
62.0,21.0,8.0,8.0,1.0,0.14753746491753628,0.01917016230993887,session2_row233,minimal_sg11_minmax,minimal_minmax,0.9925434107181115,0.007078031513763039,0.02375115845897839,0.7019921564673235
57.0,14.0,5.0,5.0,1.0,0.1408475493441142,0.02710831416851936,session2_row235,minimal_sg11_minmax,minimal_minmax,0.9946670510114363,0.006891795508798989,0.02615242853169355,0.7364758878722496
72.0,45.0,10.0,10.0,1.0,0.13034127667070383,0.02972816866770539,session2_row241,minimal_sg11_minmax,minimal_minmax,0.982835626253993,0.010558464034035915,0.03506264087290274,0.6988685458032412
88.0,51.0,0.0,0.0,1.0,0.19691116386453844,0.031107160533200146,session2_row244,minimal_sg11_minmax,minimal_minmax,0.9726031023749602,0.012601845999653987,0.0377253207328073,0.6659578830645974
136.0,80.0,26.0,18.0,1.0,0.42981952579003463,0.0806074613727901,session2_row247,minimal_sg11_minmax,minimal_minmax,0.9375847503751763,0.022570257535633402,0.07352739311764307,0.6930360702504272
137.0,84.0,30.0,28.0,1.0,0.2953017450400558,0.0809990865250594,session2_row248,minimal_sg11_minmax,minimal_minmax,0.9223919255120983,0.0284584887266774,0.08820622777902151,0.6773641788879922
48.0,29.0,7.0,7.0,1.0,0.09573633895243436,0.016765742397326866,session2_row251,minimal_sg11_minmax,minimal_minmax,0.99011957270427,0.007363934186438888,0.02561656602190696,0.7125323441033686
40.0,13.0,4.0,4.0,1.0,0.12595511688963162,0.02348652072767521,session2_row254,minimal_sg11_minmax,minimal_minmax,0.9916734821337305,0.006766623951049185,0.02346120456327881,0.7115824154382839
33.0,10.0,4.0,4.0,1.0,0.04190073316944344,0.011043603134266194,session2_row257,minimal_sg11_minmax,minimal_minmax,0.996515598309146,0.00402877516131542,0.01352691594218407,0.7021660237607028
43.0,9.0,4.0,4.0,1.0,0.14241721944674007,0.01793596082419502,session2_row259,minimal_sg11_minmax,minimal_minmax,0.9982758652882922,0.00395541964010554,0.014095263358245048,0.7193795149778588
40.0,23.0,4.0,4.0,1.0,0.10792114329822411,0.01970768800560678,session2_row263,minimal_sg11_minmax,minimal_minmax,0.9939830905830069,0.006977613818131881,0.02130138494044526,0.6724337953780939
136.0,90.0,18.0,13.0,1.0,0.2763839023237187,0.08764959989985685,session2_row266,minimal_sg11_minmax,minimal_minmax,0.8990493265469556,0.03519119275701297,0.08786174696255655,0.599470828049775
151.0,94.0,29.0,21.0,1.0,0.3197589096788146,0.0953824209654075,session2_row267,minimal_sg11_minmax,minimal_minmax,0.9111126130015673,0.03334837298889598,0.09611638066556955,0.6530417317217823
34.0,21.0,4.0,4.0,0.0,0.10435213592826388,0.019415743953054704,session2_row270,minimal_sg11_minmax,minimal_minmax,0.9936803145570395,0.006426193609338847,0.019988838334425878,0.6785109018430899
131.0,79.0,0.0,0.0,1.0,0.2903765596397653,0.06823839038416199,session2_row272,minimal_sg11_minmax,minimal_minmax,0.9520865937972302,0.024917026157682928,0.0730419544262099,0.6588669299251135
140.0,77.0,0.0,0.0,1.0,0.2204065070811912,0.06202348078784842,session2_row273,minimal_sg11_minmax,minimal_minmax,0.951874483259,0.025659394664662778,0.07161234445853962,0.6416903418164388
15.0,15.0,3.0,3.0,0.0,0.01991736068905729,0.005342263293680538,session2_row286,minimal_sg11_minmax,minimal_minmax,0.9996815597091573,0.00177497828914438,0.00513746928389143,0.6545033768455149
11.0,10.0,5.0,5.0,0.0,0.007600610391235253,0.0024704032198401005,session2_row287,minimal_sg11_minmax,minimal_minmax,0.9999024581242691,0.0012023888455872872,0.0034018752003754185,0.646551159356288
6.0,6.0,4.0,4.0,0.5,0.026034898679246424,0.007566410136511659,session2_row288,minimal_sg11_minmax,minimal_minmax,0.9997676442075476,0.0012992225394344561,0.004143185011544399,0.6864193764424334
10.0,9.0,3.0,3.0,0.0,0.015311766345510668,0.00241463865775865,session2_row289,minimal_sg11_minmax,minimal_minmax,0.9998331160295325,0.0014148378618566875,0.003469247261455357,0.5921772778850131
21.0,21.0,4.0,4.0,0.0,0.008406800419026151,0.0025364315839770946,session2_row290,minimal_sg11_minmax,minimal_minmax,0.9998393176271867,0.0021921829810809244,0.0036106383378087664,0.39285445509025363
12.0,12.0,2.0,2.0,0.0,0.004599398476907055,0.0010468331726011249,session2_row291,minimal_sg11_minmax,minimal_minmax,0.999983419792612,0.0007123412340618885,0.001397524384559639,0.4902835027910102
12.0,12.0,6.0,6.0,0.0,0.002985028712804454,0.00011166355918537652,session2_row292,minimal_sg11_minmax,minimal_minmax,0.9999988937980042,0.00044398254414411024,0.0005271495424763517,0.15776737269191954
10.0,10.0,6.0,6.0,0.0,0.00496724704767007,0.0013388705628886166,session2_row293,minimal_sg11_minmax,minimal_minmax,0.9999957626020795,0.0002867069230696156,0.0004884766268908818,0.41305907532467967
61.0,42.0,2.0,2.0,0.5,0.07642136525622531,0.023820641330939536,session2_row294,minimal_sg11_minmax,minimal_minmax,0.9981545830936728,0.007613496340310967,0.013623598748331665,0.44115380370819346
7.0,7.0,1.0,1.0,0.0,0.00441738101448809,0.0010135018098892945,session2_row295,minimal_sg11_minmax,minimal_minmax,0.9999866450967017,0.0004804117713203259,0.0009910138364779006,0.51523202438048
69.0,42.0,2.0,2.0,0.0,0.09018400641146299,0.020698973584209954,session2_row296,minimal_sg11_minmax,minimal_minmax,0.9975588825433055,0.006876251202305356,0.013375875564774408,0.4859214135922377
9.0,9.0,1.0,1.0,0.0,0.011515814315617448,0.0008007640064119914,session2_row297,minimal_sg11_minmax,minimal_minmax,0.9999868749457218,0.000556398823780623,0.0010063752480659446,0.44712588584634594
6.0,5.0,0.0,0.0,1.0,0.010765368733700308,0.006081886448891849,session2_row298,minimal_sg11_minmax,minimal_minmax,0.9998996595959628,0.0010781393452962906,0.003568482910981362,0.6978717925260307
13.0,9.0,0.0,0.0,2.0,0.25946281129055143,0.01107577090082873,session2_row299,minimal_sg11_minmax,minimal_minmax,0.9998224918359605,0.0017527881351596813,0.00649391205458846,0.7300874849512016
16.0,15.0,1.0,1.0,0.0,0.00784321405426735,0.00491316454789148,session2_row302,minimal_sg11_minmax,minimal_minmax,0.9998486079919034,0.002497565543201334,0.004655591144988926,0.46353417527017937
15.0,14.0,0.0,0.0,0.0,0.005430959536076113,0.003180708885293787,session2_row304,minimal_sg11_minmax,minimal_minmax,0.9999360833625298,0.0018176749205026438,0.0032620729051857475,0.44278531678029975
9.0,7.0,0.0,0.0,1.0,0.011010452637630137,0.008045819298816592,session2_row305,minimal_sg11_minmax,minimal_minmax,0.9995035421200219,0.0013784551379570197,0.004947755712464466,0.7213978987514695
1.0,0.0,0.0,0.0,,,,session2_row306,minimal_sg11_minmax,minimal_minmax,0.9999948362468549,0.0003107126984730652,0.0009961222991526119,0.6880777603940957
1.0,1.0,0.0,0.0,1.0,0.0006434179813845476,0.00030733135721017213,session2_row308,minimal_sg11_minmax,minimal_minmax,0.9999951533235845,0.00031542829228684406,0.0008430461750865793,0.6258469564203288
16.0,15.0,1.0,1.0,0.0,0.012435232678496045,0.002740850249975696,session2_row309,minimal_sg11_minmax,minimal_minmax,0.9998900727448905,0.0023032182012092234,0.003810886339706746,0.395621386759475
1.0,1.0,0.0,0.0,3.0,0.01073785546635982,0.0002144630799447711,session2_row310,minimal_sg11_minmax,minimal_minmax,0.999994208131693,0.00030793725502583144,0.0009745081393965464,0.6840075084272582
1.0,1.0,0.0,0.0,1.0,0.0014374914671259995,0.0016101377168415976,session2_row312,minimal_sg11_minmax,minimal_minmax,0.9999822506982241,0.0004613329363424218,0.0010650933238637251,0.5668614890300001
3.0,2.0,0.0,0.0,2.0,0.003334447926358823,0.0020133983669310407,session2_row314,minimal_sg11_minmax,minimal_minmax,0.9999943745796084,0.00039530328973443984,0.0008230541507156661,0.5197116867818311
3.0,3.0,0.0,0.0,1.0,0.0017991421159545683,0.002722338171693428,session2_row315,minimal_sg11_minmax,minimal_minmax,0.9999925800899832,0.0003636249709368308,0.0007747190971080679,0.5306363657560546
1.0,1.0,0.0,0.0,1.0,0.00027076412623787605,0.002833715763719824,session2_row316,minimal_sg11_minmax,minimal_minmax,0.9999931953378881,0.000347568325052209,0.0007131223550622723,0.5126105322811565
10.0,10.0,4.0,4.0,1.0,0.021972438596799954,0.007383460832397784,session2_row331,minimal_sg11_minmax,minimal_minmax,0.9997716900534142,0.001563457643589516,0.004554551995593181,0.6567263596722004
6.0,6.0,2.0,2.0,0.0,0.010979144785943414,0.0017918464556788138,session2_row332,minimal_sg11_minmax,minimal_minmax,0.9999650603561159,0.0007161241574536426,0.00156180020254894,0.5414751795492853
5.0,5.0,0.0,0.0,1.0,0.01002570643598996,0.002096338492309946,session2_row333,minimal_sg11_minmax,minimal_minmax,0.9999888393330346,0.00044386093437899304,0.0013249128286480446,0.6649885752620317
15.0,15.0,4.0,4.0,0.0,0.008955155095218494,0.001219964157791159,session2_row334,minimal_sg11_minmax,minimal_minmax,0.9999446879272031,0.0012996330870264255,0.002111360812540897,0.3844571333772202
7.0,6.0,2.0,2.0,0.0,0.016916749650242337,0.0016349997907116887,session2_row335,minimal_sg11_minmax,minimal_minmax,0.999988200090487,0.000505571471089153,0.0010241667960827064,0.5063582679863352
11.0,10.0,6.0,6.0,1.0,0.01264405941232711,0.0027876383836454646,session2_row336,minimal_sg11_minmax,minimal_minmax,0.9998509855956035,0.0013681227748320512,0.004034153198206751,0.6608649429971561
13.0,13.0,7.0,7.0,1.0,0.026125548906776586,0.0038849636131477183,session2_row337,minimal_sg11_minmax,minimal_minmax,0.9997789719752942,0.0013587622123402245,0.004064392125111421,0.665691161060653
15.0,15.0,2.0,2.0,0.0,0.011508824890498011,0.0013820858911758327,session2_row338,minimal_sg11_minmax,minimal_minmax,0.9999430027041518,0.0012836059441109127,0.0020209073547796624,0.36483681892935516
8.0,8.0,3.0,3.0,0.0,0.005450630018493417,0.0010268938476211131,session2_row339,minimal_sg11_minmax,minimal_minmax,0.9999933499208302,0.000407450603756757,0.0007460641789470286,0.4538665502854997
15.0,15.0,5.0,5.0,0.0,0.004602594847507611,0.0007007438988199666,session2_row340,minimal_sg11_minmax,minimal_minmax,0.9999938399751592,0.0006308337600070226,0.000851431659386449,0.2590905528911054
10.0,10.0,2.0,2.0,1.0,0.012017790579283523,0.0017654891697616304,session2_row341,minimal_sg11_minmax,minimal_minmax,0.9999742391672599,0.0007696494209670973,0.0015276725726431793,0.49619477710760374
14.0,14.0,8.0,8.0,0.0,0.005075813795915719,0.0005237854260840419,session2_row342,minimal_sg11_minmax,minimal_minmax,0.9999800852844973,0.0009682642810180391,0.0016160337333453413,0.40083906601773633
4.0,3.0,0.0,0.0,1.0,0.0028707148609414482,0.0027061519647774146,session2_row343,minimal_sg11_minmax,minimal_minmax,0.9999719461050769,0.0005970950225503573,0.0019235613925607743,0.6895887883487493
2.0,1.0,0.0,0.0,1.0,0.008285243710213804,0.0005918773344126826,session2_row345,minimal_sg11_minmax,minimal_minmax,0.9999909443255376,0.0003694190172900247,0.000795586402938812,0.5356644910905592
5.0,4.0,0.0,0.0,1.5,0.016295975553508278,0.0029775941838700026,session2_row346,minimal_sg11_minmax,minimal_minmax,0.9999114594531557,0.0009216470400398135,0.0031402559857157866,0.7065057612398009
3.0,2.0,1.0,1.0,0.0,0.007089846379364322,0.0020025352576042432,session2_row347,minimal_sg11_minmax,minimal_minmax,0.9999923771658059,0.00035046992598779714,0.0007845621561761006,0.553292338626219
6.0,4.0,0.0,0.0,1.0,0.005989045235025126,0.0041526421028647564,session2_row348,minimal_sg11_minmax,minimal_minmax,0.9999228041234939,0.0009053091241512475,0.00317234378505518,0.7146245219650743
