candidate,family,is_smoothed,family_base,target_core,target_quality,target_stress_outer,noise_target,noise_prediction_agreement,composite_target,instrument_leakage,sensor_leakage,same_master_distance,separation_margin,repeatable_peak_recall,all_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,median_row_correlation,relative_high_frequency_noise_reduction,target_core_delta,target_quality_delta,target_stress_outer_delta_confirmatory,noise_target_delta,noise_prediction_agreement_delta,instrument_leakage_delta,sensor_leakage_delta,same_master_distance_delta,gate_repeatable_peak_recall,gate_peak_shift,gate_peak_width,gate_peak_prominence,gate_row_correlation,gate_target_core,gate_target_quality,gate_instrument_leakage,gate_sensor_leakage,gate_same_master_distance,benefit_noise_target,benefit_noise_agreement,benefit_high_frequency_reduction,passes_all_preservation_gates,passes_any_benefit_gate,eligible_smoother,selection_utility,selected_final
minimal_minmax,minimal,False,minimal_minmax,0.696657186643947,0.738976861058015,0.4431746031746032,0.6994179723376766,0.9603430551329193,0.6638923462302835,0.6714937556604224,0.4415267700422499,0.7603972084411342,0.1133403408159223,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,True
minimal_sg7_minmax,minimal,True,minimal_minmax,0.6954487556684354,0.7413100047404559,0.4796031746031746,0.696274271640241,0.9606847719180479,0.6642421866798706,0.658655884306926,0.448185052792638,0.7567108300397176,0.1146926312975585,0.9710534838413813,0.8392492434960286,0.0,0.021743997510317227,0.0035392942299655714,0.9996826376421721,0.32507647407705653,-0.0012084309755115985,0.0023331436824409746,0.036428571428571366,-0.0031437006974355253,0.0003417167851286207,-0.012837871353496344,0.0066582827503881,-0.0036863784014166123,False,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,,False
minimal_sg11_minmax,minimal,True,minimal_minmax,0.6931680298153411,0.7440820961438401,0.46761904761904755,0.6973030354693072,0.9506654359953737,0.6675318368883667,0.6367950167429333,0.4548852305388683,0.752185255462261,0.11629123811483696,0.9028102800626913,0.5998105658613742,0.9,0.0578597632527489,0.009909339625960741,0.9989627237007312,0.6272158653972838,-0.003489156828605955,0.005105235085825166,0.024444444444444324,-0.002114936868369388,-0.009677619137545612,-0.03469873891748909,0.01335846049661843,-0.008211952978873227,False,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,,False
minimal_sg15_minmax,minimal,True,minimal_minmax,0.6909429422417327,0.7445005073247554,0.423968253968254,0.6939975785039122,0.9569634868779774,0.6706740620263831,0.6311906065291482,0.4540275808356304,0.7489006181711184,0.11736305897698182,0.8105877090177913,0.4758857593930144,1.0,0.08717017841182757,0.013802010319802804,0.9980940478258381,0.7460430359244149,-0.005714244402214352,0.005523646266740401,-0.019206349206349227,-0.005420393833764359,-0.0033795682549419004,-0.040303149131274196,0.012500810793380501,-0.011496590270015816,False,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,,False
arpls_minmax,arpls,False,arpls_minmax,0.707092410513463,0.7417719302599981,0.4074603174603175,0.6992120076129965,0.9005206960747596,0.6525699656850359,0.6107699068115735,0.44638619682118136,0.6752592195847047,0.1857814460572848,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,True
arpls_sg7_minmax,arpls,True,arpls_minmax,0.7045197082529544,0.7482679174508611,0.43793650793650796,0.6961192589692098,0.8955255222751927,0.6591742139530223,0.6049397127782545,0.44299497366525226,0.6675982395156271,0.18926557252479811,0.961012811827783,0.8489537431598695,0.0,0.021436662988674297,0.004300556175264328,0.9994339582856403,0.3185371548274587,-0.0025727022605086525,0.006495987190862973,0.030476190476190435,-0.0030927486437867246,-0.004995173799566932,-0.0058301940333189695,-0.0033912231559291017,-0.007660980069077561,False,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,,False
arpls_sg11_minmax,arpls,True,arpls_minmax,0.7089971056603125,0.7534849653270705,0.4776190476190476,0.6998071486647819,0.8929112794057075,0.66539687618872,0.5891653670039086,0.4428635740191467,0.6585006249606735,0.19340667619570798,0.863134002307179,0.6216010096019606,1.0,0.06872444724939657,0.01075207923538938,0.997025035732249,0.6157967448925695,0.0019046951468494333,0.011713035067072441,0.07015873015873009,0.000595141051785375,-0.007609416669052127,-0.021604539807664858,-0.003522622802034636,-0.016758594624031176,False,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,,False
arpls_sg15_minmax,arpls,True,arpls_minmax,0.7072975237005557,0.7542883751677475,0.4684920634920635,0.6898359866859376,0.894146111038659,0.6691236504723347,0.5815921427379761,0.45065905631462905,0.6513942369678245,0.1966657774740902,0.7578134949730708,0.500234173274716,1.05,0.09554789282330214,0.015246024221732019,0.993684562710006,0.7338184031019369,0.00020511318709259818,0.012516444907749391,0.06103174603174599,-0.009376020927058915,-0.006374585036100555,-0.0291777640735974,0.004272859493447689,-0.023864982616880193,False,False,True,True,True,True,True,True,True,True,False,False,True,False,True,False,,False
derivative_1,derivative,False,,0.7006163908237707,0.7390293844944058,0.33873015873015877,0.6819102283699374,0.9064880730509248,0.5502006159589931,0.6396937637041804,0.43323589857568184,0.683602905892599,0.16283919704354452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
